x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030
12,1.491006,0,0,0,0,1.0585266,0,0,0,1.1193588,0,0,0,0,0,0,0,0,0.23343161,0.45167616,0,0,0,0,0,2.250326,0,0,0,3.5516346,0
13,0.08653648,0,0,2.7891076,0,0.5102712,0,0,0.023048608,1.626425,0,1.2160243,0.63041925,0,2.3752632,0,0,0,2.1022153,1.4209974,0,11.171472,1.2972125,0.7744248,0,1.8130374,0.077486396,0,0,0,0
14,0,0,0.69550395,0.89127445,0,0.52338266,0.7805852,1.8580205,2.4639711,0,0,0,0,0,0,0,0,0,0,0,0,5.3154516,0.82031333,0,0,0,0,2.0910494,0,0,1.9044538
15,1.0304955,0.47631618,0,0,0,0,0,0,0,0.10436216,1.2320477,1.0538567,0,0.6667309,0,1.5670116,6.211378,0,0.7418079,0,0,0.57797796,0,0,0.61768025,0,0,2.7108128,0,0,0
16,0.7292281,0,0.18367578,0.77097577,0,1.1500423,0,0,0.032880727,1.2331413,1.5562118,0,0,0,1.2451572,0,0,4.9181023,0.5485831,2.23104,1.0394393,8.780215,0,0,1.6878254,1.0198734,1.738428,0,0,0,0
17,0,0,0,0,0.17613634,0,1.7618006,0.4810376,0.8264704,1.16503,1.6610605,0,0,0,0,0,0,0,2.3015006,0,0.44276834,0,0,0.90450823,0,0,0,3.4758258,0,9.720421,0
18,0,0,0,0,1.5551773,0,0,0,0,0,0,0,3.5263548,0.31102633,0.93508947,0,0,0,0,0,0.6631819,0,0.43475085,0,0,0,3.085365,3.1506786,0,0,0
19,0,0,0.9138217,0,0,0.09600232,0.46111414,0,0.03679424,0,2.0315297,0,0.4864464,0.90600103,0,0,1.5752537,4.8783226,0,0,0,0,0,0,9.815859,0,0.20220147,0.34924147,0,0,1.2427512
20,0,0.86772496,0,0.3065811,0,1.2175394,2.4937327,0,0.80757844,0,0,0,0.51536334,0,0,1.5530763,2.6493769,0,0,0.96612966,0.30676603,0,1.7230767,0.32232898,0.46801433,0,0,0,1.2948225,0.70507663,2.869901
21,0,0,0,0,0,0,2.1875372,0,0,0,0,2.4664998,0,0,0,0,0,0,0,0,0,0,0.62511754,0.40055248,0,1.4949176,0,0,0,0,0
22,0.014477368,0.79978335,0,0,0,0,0,0,0,0,3.3812902,0,1.4400064,0,0,0,0,0,0,0.28155658,0,3.4973907,0,0.0872775,0.5963378,0,0.04203514,5.362979,0,0,0
23,0,0,0,0,2.7868214,2.1384866,0.93792206,0,0,0,0,0,0.29294565,0,0.6577931,0,0,0,0,1.482729,0,1.4583596,0,0,0,0,0,0,0,0,0
24,0,0,0,1.0379639,0,0.04096976,0.39090735,0.5258329,0,0,0,0,0.6313951,0.44556823,0.29564902,0,1.1029379,0,0.08344313,1.5114446,0,6.2136927,0,0.00657742,0,0,0,0.4724772,0,0,3.2204971
25,0,0.40343794,0,0,0.64500546,0,1.8097252,0.53188765,0,0,0.49334723,0,0,0,0.5289076,0,1.9789846,0,0,2.2978923,0.30726796,0,0.55466485,0.111703075,0,0,1.6929743,3.7276857,2.256357,0,0.36658275
26,0,0.008945028,0,0.28899372,0,0,0,0,0,0,0,0,0,1.298677,0,0,0,0,1.5119866,1.4377538,0.27036673,4.977712,0.48348972,0,0,6.072851,1.0825682,0,0,0,0
27,0.9674674,0,0.3640487,0,0,2.1913512,0,0,0.26715782,2.3097076,1.2699414,0,0,5.275491,0.22144303,0.40630093,2.659497,3.8232412,0,0,0,0.79583514,0,1.2720356,1.6635513,0,0.6242233,0,0,0,0
28,0,1.1193082,0,0,0.5887925,0.5339151,0.23580395,0,0,0,0,3.608162,0,0,0.3984535,0.362863,2.5755339,0.27099136,0,0,0,0,0.5325613,0,0,1.3206546,0.23566101,0.50238544,0,0,0
29,1.0646393,0.8787966,1.0423167,0,0,0,0.96177214,0,0.70888776,0,0,0,0,0,0,0,0,2.4651227,1.0418237,0.68968266,0,0,0,0,0,2.536674,0.87607676,0,0.34202665,3.262401,0.3585577
30,0.719998,0,0,1.0769162,0,1.1867117,0,0,0,0,0,1.4465734,0,0,0,0,0,7.2795653,0.49320135,0.4299153,0.15619057,0,0,0,1.1319033,0,0,0,4.888347,0,2.1382453
31,0,0,1.9610034,1.7905878,1.7235123,0,0.041011635,0.003764793,0,0,0.31807548,0,0,1.6519656,0,0,0.395963,0,0,0,0,10.429478,0,0.96433717,0,0,0,0,1.6143489,0,0
32,0.96969897,0,0,0,0,0,0,0,0,0,0.37137407,0,2.7302125,4.1874776,0,0.7281276,0,0.9309218,0,0.99526566,0,2.312857,0.24563694,0,1.1576228,0,0.25652102,0,0,0,0
33,0.9435502,0,0,0,0,1.0790222,0,1.092954,0,1.3295709,0,0,0,0.082458325,0,0.29866785,0,0,0.12445134,0.73839486,0.6445321,1.5573013,1.0010426,0.047970224,0.047068205,0,0.39407426,4.524288,0.774083,0,0
34,0,1.7845962,0,0.8821657,0,1.8252331,0,0,2.3880959,0,0,0,0,0,0,0,0,1.9858911,0,0.29033953,0.8063549,0,0,0,1.4520717,0,0,5.9475117,0,0,0
35,0.17581025,0,2.333616,0,0.10923137,0.50594085,0.95862937,0,0,0,0,0,2.0235307,0.20655626,0,0.37136966,0,0,0,0,0,2.6871698,2.31966,0,2.5757132,4.3873553,0,0,3.3354492,2.7738993,6.6610575
36,0,0.33682474,0,0,2.0776138,0.9654159,0.40477952,0.94206434,0,0,2.3708074,0,0,0.67844594,1.5234089,0.13619716,0,0,0,0,0,1.4135664,0,0.5696028,0,0,0,0,0.5014804,0,0
37,0,1.3486674,0,0,0,1.8182429,2.5537977,0,1.375163,0,2.5197735,0,0,0,2.4546962,0,0,8.641929,0,0,1.0103819,0,0,0,0,1.8729819,0,5.8348975,0,0.7941946,0
38,0,0.7049965,1.1664779,0,0,2.8169062,0,0.5924508,0.048203252,0.61474293,0,1.9512889,2.5147116,0,0,0,0,3.731839,1.4566828,1.3710481,0.33079162,0,0,0.9355074,0,0,0,2.0220032,1.8930238,0,1.7282817
39,0,0,0,0,0,0.71918243,0,0.8322417,0,0,0,0.56642604,0,0,0,1.0067598,2.0754132,0,0.46050122,0.77630955,0,0,0,0,0,0,0,0,0.9620299,0,0
40,1.0756118,0,0,2.4681175,0.6884454,3.246168,0.33562604,0.3040599,0,0.9641914,0.8165355,0,0,1.6114795,0,0,0,0,0,0.14363836,0,0,0,0,2.1029365,3.0009866,0,1.0717404,1.2326281,0.118305944,0
41,0,0,2.0302587,0.45398906,0.30803433,0,0.6683197,0.86871606,0,1.3265114,0,0.14413062,0,0.65110433,0,0,0.001372164,3.1027405,1.3801676,0,1.9583468,1.8913506,0,0.3966729,1.1487793,0,0.3973283,0,2.579709,1.3398598,0
42,0,1.1502959,0,0.978215,0.5704299,0.23267917,0,0.62001556,2.0847478,0,0,1.2581716,0,4.2989445,0.20232241,1.1111479,1.232932,0,0,0,0,0,0,0,0,0,0.2154752,0,0,0,0
43,0.31501943,0,0,0,0,0,0,0,0,0,1.3839993,0.740802,2.8443348,0,1.1360762,0,0,0,0,0,0.006318656,1.2283863,0,0,1.6106664,1.681166,0,0,0,0,2.2517476
44,0,1.2912931,1.0986832,0.8083307,0,0,0,0.7049017,0,0.37774563,0,0,0.6431061,0,3.8562956,0.7949324,0,0,0,0,0,1.5222566,0,0,1.2987361,1.8416897,0,1.8788824,2.2458458,4.57414,0
45,0,1.4068608,0.8918689,0,0,0,0.55224484,0,2.1051817,0,0.086967446,0,0,0,0,0.48518625,0,0,1.1826043,0,0,0,0,1.0236263,0,0,0.8021573,3.4833539,4.5715623,0,2.5628898
46,0,1.0848953,2.3514614,1.5309399,0.39037487,1.6701771,0,0,0.9315791,0.2890072,0,0,0,0,0,0,0.42281234,4.9760823,1.8170764,0,0,0,0.49323732,0,0,0,0.21947631,0,0,0,0
47,0.4241061,0.28818905,0,0.5087954,0,0.22861746,0,0,0.058950033,0,0,0,0,0,1.5068465,1.6552444,0,0,0,0,0,0,0,0,0,3.710895,0,0,3.6232004,1.4256653,0.5910385
48,0,1.9578315,0,0,0.8529016,0.36772507,0.010870936,0,0,0.23556486,0,0,0,0,0,0.32925987,2.8595424,1.827816,0,0,0,0,0,1.0202203,0,0,0,0,0,0.7144157,4.0180264
49,0,0,1.6793102,0,0.8847086,0.11054257,0,0,1.0678458,0,2.8603077,0,0.25148794,2.7700973,6.2759995,0,1.7660079,1.1341983,0.662002,0,0,0.018455485,0,0,0,0,0.11448367,2.9003642,0.6902705,0.9699347,0.5320514
50,1.698815,4.0396967,0,0,0,0,0.27670494,0,0,0.8192546,0,0,0,0,0,1.2005643,1.0402006,0,0,2.2061973,1.0379814,0.8456106,1.6193912,0,0,0,0,0.8568983,0,2.3988326,1.7706227
51,0,0.070515096,0,0.9883352,0,0.17162012,0,0,0,0,0.6728053,0.27019784,0,0.34279355,1.260022,0.34408888,0,1.8111361,0.18498583,0,0.1848099,7.2578506,0,0,1.1353468,0,0,0.5292807,3.235451,0,0
52,0.7565641,0,0.6037336,0.7927503,0.8964155,1.1955786,0,0.8558398,0,0,0.7394559,0.96912384,0,0,0,0.03958916,0,0,0,0.9236141,0,1.5735807,0,0.22698168,0,0,0,0,2.1667206,0.85796267,4.526104
53,1.2824608,0.08086134,0,1.2017843,0,0,0,0,0.32229933,0,0.78801143,0.28730437,1.1116242,0,0,0,0,0,2.3038173,0.8555466,0,0.2965405,0,0,1.2779212,0,0.5196531,0,0,0.049487572,0
54,0.6832559,0,0.99125814,1.3765187,0,0.061130892,0,0,0,0,1.3723235,1.3022381,0,2.0564315,0,0,0,0,2.400345,0,0,0,0,0.13005477,3.2502413,0.9318127,0,1.8956875,0,0.38538232,0
55,2.3397648,0.5474578,2.026242,0.41124582,0,0,0,0.9155513,0,0.006903184,3.2772171,0,0,0,0,0,0,0,0,0,0,0,0.84687835,0,0,0.36798063,0.7279633,1.3107517,0,0,0
56,0,1.3789228,0,0,0.094525784,0.52418107,0,0,0,1.2691377,2.1570547,2.5559194,0.8435702,0,0,0.6505938,0,0,0,0,1.4178488,0,0,0,2.2624593,0,0.97540885,0.47831354,0,0,0.12697794
57,1.5084504,0.6175831,0.21011311,0,0,0,0.13760076,0.000960009,0,0,0,0,0,0,0,0,2.3223612,0,0,0,0,0,0.5016403,0,2.3607507,0.6302098,0,0,5.347493,0,7.228139
58,0,0,0,0,0,0.12032929,0.10507965,0,0,0.084504396,0,2.5041747,0,0,0,0,0,0,0,1.6380254,0.30164015,0,0,0,0,6.130955,0.031899475,0,0,1.5876448,0
59,1.1808361,0,0,0.16912882,0,0,0,0.81908816,0,0,0,0,0.29716474,4.937003,0,0,0.49058223,0,0.76972747,2.330748,0,3.3485198,0,1.4251691,0.1390108,0,0.88251525,0,0,0.7690365,1.873731
60,0.5300276,0.22723675,3.014348,0,0.3489818,0,0,2.27378,0.6555733,0,0,0,0,0,0,0.40210077,0,1.0327208,0,0,1.2508477,6.0322995,0,0,0,0.544219,0,0,0,0,0
61,0,0,0,1.7366015,0.8438583,2.6419065,0,0,0.553628,0,0,0,0,0,0.60967803,0.61792207,0,1.36352,0.7586993,1.438221,0.526348,0,1.1835636,1.1029487,0,0,0.55673575,0,0,0,0.7011613
62,0,0,1.8945084,0,0,0,0,0.06726741,0,0,0,0,0,3.5320218,0,0,1.6437067,0,0,0.7771356,0.1358884,0.7890252,1.0548178,0,0,4.1837378,1.7848439,0,1.2840325,3.445626,1.1943992
63,0.29403305,0,0,0.42895472,0.89138204,0,1.5656767,0.09480735,0,2.8812954,0.7743309,3.4628253,1.3545367,0,3.2395139,0,0.27942884,0.96359813,1.287232,0,0.22839521,0,0.2729811,0.1287363,0,0.40982893,0,0.32042542,0,3.0876544,0
64,1.1763957,0,3.9309204,0,0,0,0,0,1.1215357,0,3.3601136,0,0.22667196,0,0,0,0,0,0,0,0,0,1.876257,1.7056041,0.48328295,0,0,0.4564507,0.61498874,0,0
65,0,0,0,0.4893389,0.21377495,1.0689092,0.5156139,0,0,0.283397,1.8108411,4.526034,1.3290884,0,0,0,0,4.9709654,0,0,0,0,0,0,1.6353571,0.32743013,0.71758264,4.1947336,0.5618291,0,0
66,0,0,0,0,0,1.4322468,2.5413735,0,0.16257843,0,0.69039094,0.18409856,2.2149105,0,1.0278307,0,0,0,0.1278168,0,0,0,0,0,0,0,0.11642248,0,0.26647046,1.7879156,0
67,0,0,0,0,0.41010872,0,0.33330455,0,0.65294784,0,0,2.3260007,1.7224865,0.41535273,0,0,0,3.4253492,0,0.33440277,0,0,0,0,2.4500957,1.5011957,1.3565624,0,0,1.241955,6.6612396
68,0.093051836,1.8956032,1.7935492,0,0,0,0,0,0,0,0,0.054756545,1.230805,0,1.5968634,1.2147505,0,0,0.031784743,0.54709446,0,0,0,0.8907147,0,3.099819,0.046105042,0,0,0.13525888,0.58981705
69,1.7217206,1.8038619,0,0,1.481028,0.5593668,0,0,0,0,0,0,0,0.16007745,0,0,1.4022717,0,0,0,1.9666965,0,0,0.5145464,6.034104,0,0.1936235,4.6788955,0,7.524509,0.879556
70,0,1.233487,0,0,0,0,2.3474593,1.7063304,0,0,1.4204668,0,0,3.7831502,0,0.07361354,0,0,0,1.8236552,0.7486797,8.270482,0.8089561,0,0,1.8670309,0,0,1.9800941,3.2426388,3.4114175
71,1.39886,0,0,0,0,0,0,0,0.84500337,0,0,0,1.6970019,1.1883116,0,1.5494903,1.4683158,0.8043871,2.731771,2.5955048,0,0,0,1.0423232,0,1.3181216,0,0.19829254,0,1.0326928,0
72,0,0,0.17588641,0,1.9951981,0.16422278,0,0.77286905,0,0,0,0,0,0,0.9114353,0,0,12.5051,0.53945494,0,0,0.2223796,0,0,2.5356088,6.3969855,0.37743455,0,0,3.274774,0.9944266
73,0.9010647,1.2645164,0.11681076,0.8103008,0,1.4697602,0,0,0,0,1.9556583,2.1880746,0,4.5170283,0,0,0,0,0,0,0.93387824,0,0,0,0.4466673,0,0,2.380046,0,3.0555506,0
74,0,0,0.4764544,0,0,0,0,0,0.7112135,1.5356418,0,1.1898762,0,0,0.11134833,0.93277586,0,0,0.12692127,0,0,0,0,0.25574154,3.092323,0,0.09477279,0,1.4911902,0,4.7956905
75,1.2837242,2.3959277,2.15107,1.0036662,0,0,0.29825637,0,0,1.7406548,0.93851614,0,0,0,0,0.061921224,0,0,0.8222118,0.07720295,0,0,2.2965503,0.10213443,0.033438798,0.38449338,0,0,0,0.4761218,0.51280576
76,1.6242237,0,1.956382,0,0,0,0,0,0,0,0,0.069049,0,0.44319654,0,0.08126345,3.8393435,0,0.36691016,0,0.9792413,0,0.6783835,0,0.57097214,2.2783437,0.24176008,0,0,4.265492,1.5482036
77,0.27471554,1.1647124,0,0,0.4276466,0,2.9531274,0,0.18312839,0.6745737,0,0,0,0,0,1.3994569,0.950981,0,0.77611613,0.2443656,0,0,0,0.5828554,0,0,0.1618057,0,0.52905226,0,0.298418
78,0,0,0,0,0,1.7013956,0,0,0,0,0,0.38226327,0.2129065,0,0,0,4.2184772,0,0.36771253,0,0.7254924,0,0,0,0,3.0810595,0,0,3.3475237,0,0.30150446
79,1.0573334,0.41960952,0,2.6296766,1.489398,0,0.8353418,0,0,0,0,0,0,0,0.391048,0.2606374,0,2.6463192,0.45835134,0,0.011075574,0,2.013504,0,0.190001,1.454563,0,3.6228647,1.727544,11.7843,2.0637097
80,0,1.354301,0.8259246,0.31022677,0,0,0,0,1.1938906,0.20573474,0,0.32668033,0,0,0,0,0,0,0,0,0,8.123198,1.0692911,0,0,0,0,0,0,0,0
81,0.6223363,0,2.1501412,0.97820973,0,0,0,0.7883272,0.2548938,0,0.16502595,0.530136,3.1486793,0,0.3774412,0,0,0,0.09621938,0.21107706,0,0,0,0.8355231,0,0,0,0,3.4853232,0,3.0203001
82,0,0,0,2.1443255,0,1.3462179,0,0,0.3172136,0,0.084438786,0.2553111,1.5965195,0,0,0,0,0,0,0,1.2216301,1.3246496,0,0,0,0,0,5.0405374,0.9318502,2.3468308,0
83,0,1.1311566,1.231399,0.4916572,0,0,0,0.5119799,2.2670891,0,1.6083544,1.5479308,0,3.6367664,0,0,2.6308706,0,0,0,0,0,0,0.42752063,2.6711977,0.72707707,0,0,1.2925378,0,0
84,0,0,0,0,0.80376095,1.1980475,0,0,0,2.4121134,2.5928712,0,0,0,0,0,0,0,0,0,0,0,0.9607732,0,2.4247882,0.10507138,0,0,0,3.4450514,0
85,0,0,0,0,0,0.72245663,0,0,0,0,2.4478462,0.7592984,0,3.015451,0,0,1.3842382,0.8756641,0,0,0.24837205,0,1.7653178,1.4575782,1.9209348,3.5438325,0,0,0,6.111495,0.8799054
86,0.9471009,0.39520416,0.3082894,0,0,0.08768091,0,0.743581,0,0,0.47689635,0,3.0293338,0,2.1457303,0.33478993,0,0,0,0,0.6575105,2.7787886,0.4471853,0.24190924,0,3.098258,0.95943606,1.7445667,3.3177526,0.9849477,2.8118465
87,0.061374784,0,0,0.314082,2.009009,0.558097,3.3310044,1.0754212,0,0,0,1.6932563,0,0,0.85499114,0,3.4736412,0,0,0.021711214,0,0.327858,0,0,0,5.5515494,2.0572853,0,1.7777402,0,4.4793854
88,0,0,0,0,0,0,2.5947592,1.0399338,0,1.4653683,0,0.7123189,0,0.40345332,0,0,0,0,0,0.7916908,0,2.1674364,1.1093045,0,0.21302149,0.3304723,0,0,0,0,0
89,2.858622,0,0,4.269686,3.218205,0,1.1636618,0,0.18666756,0,0,0,1.0323516,0.921774,4.206617,0,0.66913915,1.1451436,1.0882623,0.20630684,0,2.280802,0.10494929,0,0,0,0,0,0,0,0
90,0,0.014138198,0,0.14894083,2.381392,0,0.80269074,0.44534108,0,0,0,0.20499326,0.44507408,0,1.5921593,0.8233491,0,0,0.93121433,0,0.044743948,6.3818765,0,0.9230624,0,3.233082,0,0,0,0,0
91,0,0.7495504,2.1678252,0,1.422552,0,0,0,0,0,0,0.79578215,1.6466615,1.1032224,0,0,0.78280437,0.81988233,0.92128193,1.4567945,0,0,0,0,0,0.49216127,1.0813386,0,3.3653831,0,0
92,0,0,0,0.08438301,0,0,0.7684688,0,0,1.1785363,0,0,0,0,0.53472906,1.5084686,0,5.482153,0,0.7673003,0.10134317,0,0,0,0,0,0,1.0779513,0.22673918,4.303491,0
93,0,0.22573934,0,0,0,1.8722572,0,0,0,0,1.8981383,4.0230947,0.7350514,0,0,0,0.7269291,5.0725217,0,0,1.5098636,0,0,0.22868678,0,0,0.06987772,4.1512046,1.3127989,3.6119387,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8858883,0,0,0,0.9678887,0,0.9249196,0,0,0,0,3.3904996,0,0,0,0,0
95,0,0,0,0.6793897,0.6934704,0,1.4460592,1.142261,0,0,0,0,0.297458,0,0,0,0,0,0.1744975,0.38440925,0.2997041,0,0,0.44178224,0,1.9396739,0,0,0,0,0
96,0,1.0305538,0,0,0.24048956,0.5238794,0,0.7193283,2.0234833,0,1.2605834,0,0.42527804,0,0,2.2562788,0.096643984,0,0,0,0,4.4682856,0.40846297,0,0.8223956,0,1.6681658,0.3146151,0,2.5948694,0
97,1.4337629,0,0,0.47190383,0,0,1.5515689,0,0.1469415,0,2.0872605,0,0.28977025,0,0.874226,0,0,4.7018514,0,0.89384806,0,0,0,0.1965106,0.6087747,0,0,0.29134643,0.37626716,0,0
98,0,0,0,2.5054467,0,0.75039256,0.2413953,1.0332434,0,0.5925383,0,0,1.5431828,0,0,0.18186827,4.858106,0,0.7077718,0,0,1.918525,0.9617145,0,0,0,1.8361524,1.4959278,0,2.6362033,0
99,0,1.57613,0,1.1382859,0,0.32093674,0,0.81183696,0.014302207,1.2599096,0.791818,0,0,0,0.35707995,0.09194785,0,1.1007483,0,2.4693801,0,3.2948585,0,1.0500345,0,0,0.5961128,0,0,0.033105444,1.7092432
100,0,0.44461155,0,1.2293562,2.285735,0,0,0.041170593,0.03901686,2.7233598,0,0,0,4.611143,4.144129,0,0,4.5544972,0,0,0,3.4565556,0,0.51818466,0,0.21259913,0.3627744,2.0247447,0,0,0
101,0.63895947,0,1.9397888,0,0.5493107,0,2.379234,0,0,0,0,0,1.4008687,2.0399692,0,0.02251464,0,0,0,0,0,3.9157093,1.9908961,0,0,1.8674105,0,0,0.3614434,0,3.5019126
102,0,0,0,2.846386,1.401202,0,0,0,0,0,0,0.8514564,0,0,4.5204554,0.5612077,0.49117458,0,0,0,0,3.3028433,0,0,0,0.64257187,0,0,0,0,0
103,0,0,0,0,0,2.2560942,0,0,1.1846952,0,0,0,1.9635459,0,1.0834574,0,0,0.66634095,0.025875753,0.6915326,0.025684165,2.2081518,1.2066804,0,0,0,0,0,0.7229216,0,0
104,0,0,1.089368,2.6338606,0,0,2.390076,0.20609236,2.0440536,0,2.0238008,0,0.17036884,0,0.8479772,0,0,0,0.015051917,0.84044445,0,0.4542422,0,0.73734087,0.3321963,0,0.13535714,0,0,0,8.161657
105,0,0,0,0,0,0,0,0.56606376,0,0,0,0,0,3.080659,0,0,1.823716,0,0,1.5813594,0.6257031,5.53753,1.4862233,0.6584128,0.6063449,0,0,0,0,0,0
106,1.2747523,0,0,0,0,0,0.07923871,1.3183749,0,0,0,0,0,0,0,0.35772404,0,0,0,0,0.06545218,0,0,0.022076445,0,0,0,2.10847,2.0266519,0.8741619,0
107,2.372747,0,2.1497808,1.9966376,4.0966454,0,0,1.1170787,0,0,0,0,0,0.6141909,5.4196534,0,0,0,0,0,0,0,0,0.750821,0,2.6952639,0,0,0,0,0
108,0,0.8617362,0.7050904,0,1.9057318,0,1.1373129,0,0,0,0,0,0.15385291,0,1.9700797,0,0,0,0.6660729,0,0,0,0,0,0,0.020970559,0,1.087811,3.6567743,0,0.086319454
109,0,1.4468787,0,0,0,1.5182838,0,0,1.7305932,0,0,3.7551537,0,0,0.44099036,0,0,0,0.45633465,1.7651361,0.7553241,0,1.206632,0,0,0.20687903,0.46374646,0,1.7055807,1.1736666,0
110,0,0,2.1527317,0.40860286,0,0,0,0,0,0.270472,1.2961038,0,1.0760771,2.2463722,0,0,1.3082571,0,0,1.2738615,0,0,1.4799315,0,2.4569702,0,0,0,0,3.9896152,0
111,0,0,1.6391753,0,0,0,0,1.2740759,0,0.01926286,0,0.6608633,1.3024999,0,0,0,0,1.5186964,0,1.7172741,0,0,0,0,0.28481197,0,0,8.212755,0,1.5755696,0
112,0.701427,0,2.3018315,0,0,0.34188625,0,0,0.8583052,0.33769923,1.5432725,0.34878868,0,0,1.313571,0,3.4234526,4.435085,1.8876507,0.1969825,0,0,0,0.4585796,1.3059729,0,0.76012963,0,1.0484067,1.8312404,2.0751784
113,3.2208424,0,0,0.57362664,1.0282094,0,0,1.8919258,0,1.6045661,0,0.013397531,0,0,0,0,0,0,0,0,0.6262534,0,0.17548595,0,0,0.93252885,0.25620973,0,1.9034735,0,2.2860167
114,0,0,0.49010235,5.080446,0,0,0,0,0,0,1.23214,1.7723596,1.4726095,0,0,0.86022204,0,0,0,1.0685074,1.1297823,0,0,1.8621587,0,2.059121,0,3.266452,0.7059328,0,0
115,0,0.15983106,0,0,0,0,1.1320286,1.6173985,1.0197344,1.0584828,0,0.20292094,1.5577397,0,0,0.69656783,0,0,0.37326315,0,0,2.9776814,0,0,0,0,0,0.28465232,0,0,0.017426334
116,0,1.7938575,0.050625436,0,0.1502754,0,0.8560931,0,0,0,0,0,0,1.1385624,0,1.1851177,0,0,0.6514284,2.3056643,0,1.5399367,1.6407821,0,0,0,0,0,0,0,0.69798625
117,0,0,0.653172,0,0,0,0.4103854,0.008619549,0,0,0,0,0,4.0043273,5.256248,0.6846454,0,0,0,1.111457,0,0,0,0.27013865,5.002131,0,0,0,0,0,4.384642
118,0,0,0,0,0,0.079817064,0.45913732,0,0.71499753,0,3.49574,0,0,0,4.076673,0,1.7592466,0.38050342,0,0,0.061698776,0,1.0457586,1.0703052,0.31572872,5.5278316,0,0,3.1735847,5.4078383,0
119,0,0.7897862,0,0,0,0,0,1.0348941,0.16040856,0.7116263,1.6296587,0,0,1.8050823,0,0.45076096,0,0,0,0.68996733,0.5763022,5.7773743,0,0.19253697,1.1483076,0,0.26604044,0,0,0,0
120,0,0.32568583,0,0,0,0.5454634,1.7090719,0,3.3963957,1.2554749,0.026610803,0,0,0,0,0.07650609,0.005122827,0,0.050567262,0.29516533,0.1841267,0,0,0,0,0,0.5471522,0,0.68061256,0,4.791112
121,0.68812543,0,0,1.3901972,0,0,0,0,0,0,2.4766827,2.4156575,0,2.514367,1.5436119,1.380385,0,0,3.0896142,0,0,0,0,0.8007651,1.8996733,0,0,3.6293507,0,0,0
122,2.388469,2.3335938,0,1.3738812,0,0,0,0,2.6289186,0,2.5376644,0.002049877,0.8080289,1.1234756,0,0,0,0,0.8070919,0.55124605,0.37431365,0,1.7612984,0.5174345,0,0,1.4075596,0,0,0,0
