Trial,Behavior,Start,End
,cont reach,4084.59,4110.59
,ipsi moved,4087.59,4094.59
,Ipsi in vain,4101.59,4110.59
,walk,4111.59,4122.59
35.0,valve opened,4203.59,4208.59
,cont reach,4207.59,4225.59
,ipsi moved,4209.59,4215.59
36.0,valve opened,4324.59,4329.59
,cont reach,4325.59,4347.59
,ipsi moved,4325.59,4347.59
,walk,4441.59,4448.59
37.0,valve opened,4445.59,4450.59
,cont reach,4449.59,4470.59
,ipsi moved,4449.59,4458.59
,walk,4520.59,4533.59
38.0,valve opened,4565.59,4570.59
,cont reach,4567.59,4598.59
,ipsi moved,4567.59,4575.59
,walk,4651.59,4664.59
39.0,valve opened,4686.59,4692.59
,cont reach,4691.59,4714.59
,ipsi moved,4692.59,4697.59
,ipsi moved,4707.59,4718.59
40.0,valve opened,4807.59,4813.59
,cont reach,4809.59,4831.59
,ipsi moved,4810.59,4823.59
,walk,4882.59,4904.59
41.0,valve opened,4928.59,4933.59
,cont reach,4932.59,4952.59
,ipsi moved,4934.59,4939.59
,walk,5046.59,5052.59
42.0,valve opened,5049.59,5054.59
,cont reach,5052.59,5081.59
,ipsi moved,5053.59,5080.59
43.0,valve opened,5170.59,5175.59
,cont reach,5171.59,5196.59
,ipsi moved,5173.59,5182.59
,walk,5234.59,5241.59
44.0,valve opened,5291.59,5296.59
,cont reach,5293.59,5324.59
,ipsi moved,5294.59,5326.59
,walk,5344.59,5357.59
,both in vain ,5381.59,5385.59
,both in vain ,5390.59,5394.59
45.0,valve opened,5412.59,5417.59
,cont reach,5417.59,5442.59
,both licking,5458.59,5479.59
,both in vain  (9),5481.59,5537.59
46.0,valve opened,5533.59,5538.59
,both missed,5542.59,5547.59
,cont reach,5549.59,5576.59
,both in vain ,5577.59,5585.59
,walk,5603.59,5623.59
47.0,valve opened,5664.59,5669.59
,cont reach,5669.59,5684.59
,ipsi moved,5671.59,5673.59
,walk,5774.59,5786.59
48.0,valve opened,5786.59,5790.59
,cont reach,5788.59,5812.59
,ipsi moved,5790.59,5795.59
49.0,valve opened,5906.59,5911.59
,cont reach,5911.59,5914.59
,ipsi moved,5913.59,5915.59
,cont in vain,5915.59,5929.59
,walk,5966.59,5973.59
50.0,valve opened,6027.59,6032.59
,cont reach,6029.59,6048.59
51.0,valve opened,6148.59,6153.59
,cont reach,6153.59,6183.59
52.0,valve opened,6269.59,6274.59
,cont reach,6274.59,6287.59
53.0,valve opened,6390.59,6395.59
,cont reach,6393.59,6419.59
,ipsi moved,6395.59,6399.59
54.0,valve opened,6511.59,6516.59
,cont reach,6516.59,6524.59
,ipsi moved,6518.59,6533.59
55.0,valve opened,6632.59,6637.59
,cont reach,6636.59,6651.59
,ipsi moved,6638.59,6641.59
56.0,valve opened,6753.59,6758.59
,cont reach,6758.59,6770.59
,walk,6816.59,6840.59
57.0,valve opened,6874.59,6879.59
,cont reach,6879.59,6888.59
,cont in vain,6889.59,6899.59
,Ipsi in vain,6893.59,6901.59
58.0,valve opened,6994.59,7000.59
,walk,7001.59,7011.59
,walk,7059.59,7067.59
,noise generation,7037.59,7072.89
59.0,valve opened,7151.59,7156.59
,walk,7199.3,7205.3
,noise generation,7193.59,7228.89
60.0,valve opened,7307.59,7312.59
,cont reach,7312.59,7325.59
61.0,valve opened,7428.59,7433.59
,noise generation,7470.59,7505.89
62.0,valve opened,7584.59,7590.59
,noise generation,7626.59,7661.89
63.0,valve opened,7740.59,7746.59
,noise generation,7782.59,7817.89
64.0,valve opened,7896.59,7902.59
,cont reach,7902.59,7921.59
,walk,7995.59,8019.59
65.0,valve opened,8019.59,8025.59
,cont reach,8025.59,8041.59
66.0,valve opened,8141.59,8147.59
,cont reach,8146.59,8160.59
,ipsi moved,8149.59,8151.59
,ipsi moved,8159.59,8164.59
67.0,valve opened,8262.59,8267.59
,cont reach,8267.59,8291.59
,ipsi moved,8269.59,8274.59
,walk,8318.59,8332.59
68.0,valve opened,8383.59,8388.59
,cont reach,8386.59,8407.59
,ipsi moved,8389.59,8392.59
,ipsi moved,8407.59,8424.59
,Two photon imaging,,8484.59
