x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055
18,4.009749,0,0,0,0,3.367915,1.7483513,0,0,2.0571227,1.254286,0.63858765,3.575365,0,0,0,0,0,0,0,0,0,0,0,4.5178304,0,0,1.4471409,0,0.69211686,0,0,0.3270541,0,0,0.20817363,2.5231454,2.626281,0.4252143,0.37946346,0,0,0,0,0,0.18957043,0,0.45815027,3.8298092,2.7474773,0,0.38377252,0,0,0,0.8235635
19,6.3232865,0,0.3851012,0,0,0,0,0,0,1.4937273,0,0.054121234,0.13129973,0,0,0,0,3.1832256,0,0.55281955,0,2.981344,0,0,0,1.713763,0.5951823,0,0,0,0,0,0,0.22313827,0,0,1.754909,0.18513456,0,0,0,0,0,1.7035294,0,0.16255817,0,0,10.486316,1.78596,0,0.9259931,0,0,0,0.07681233
20,0.6647185,0,0,0.16803789,0,0,3.0423517,1.7773012,0,0,0,1.2541404,1.1053827,1.8732525,0,0,0,0,0,3.083957,0,2.5233824,0,1.6885926,0,0.91997576,0,1.3295493,0,4.585673,0,0,0,0,0,0,0.49736542,0,3.2485938,0,2.2339556,1.598574,0,0,0,0,4.986863,2.3841352,0,0.1393006,0.055614572,0.87417555,0,0,0,0
21,0,0,0,0,0,0,0,0,0,3.7524605,5.2412124,0,1.7955693,0.29491377,0,0,0,0,0,0,0,0,1.8698088,0.6598744,0,0,0.0420499,0,0,0.10144962,0.41172317,0.27650958,0,0.30964392,0,0,0,0,0,0,0.83157355,6.788424,2.1832907,0,0,0,0,0,0,2.018053,0,1.1888736,0,0,0,0
22,0,1.3329186,0.43078473,0,0,0,1.0822202,2.1235514,0,0,0,0,0,0.7183808,1.4010769,1.1462551,1.919219,0,0,3.5763493,0,2.3175664,0,0,0,0,0.31882015,0,0,0,0,2.2801085,0,0,0,0,2.3263946,0,3.5955572,3.1483896,0.74647063,1.1626583,0,0,0,0,0.7240506,0,4.819906,0,0,0.62379986,6.7472973,0,0,1.9576622
23,0,0,0,0,8.042759,2.3916128,3.0546246,0,0,0,0,1.8174459,0,0,2.8677552,0,0.22474219,0.1095839,6.7702546,0,0,8.995947,2.424282,0,0,6.8396325,4.4153104,14.146452,8.360105,0,0,5.103048,0,1.892329,9.886185,1.3270392,0,3.7424927,0,0.27034417,0,0.9722122,0,0.17215505,2.6894042,1.2943301,1.6220962,0,0,0.7177118,0.47208714,0.76472527,4.0360384,0,0.53415793,0
24,0,0.4242959,0,0,0,0,1.3221017,0,4.368599,0,0,0,0,1.5983547,0,0,0,0,0,0,1.832453,0,0,0,0,0,0,0,0,0,0,0.26830012,3.168025,0.9247583,0,0,0,0.07499529,0,1.560161,0,0,0,0,0,4.763431,0.89201856,0.6913649,0,0,0,0,0,0,0,3.4562979
25,0,0,0,0,4.269239,0,0,0,0.57325774,0,0,1.581115,0,0,0,0,2.260375,4.1244044,2.4710352,0,0,5.8954344,2.7402046,1.6074504,3.935788,0.8701829,0,0,0,0,0,0,0,3.9461057,0,1.8670561,0,0.7651347,2.026235,0,0,0,0,3.1604016,1.1444918,0,0,1.4371167,0,0.32033223,0,0.59412545,10.322822,1.354212,0,3.8080184
26,0,0.64462256,0,1.8976374,0,0,1.7906852,0.35849643,0.50831383,0,2.0762615,0,0,0,0,0,0,0,0,4.3021975,0,0,0.25134498,0.5269119,3.0873778,0.07957647,3.9821994,5.1176405,0,0.71072936,1.3412936,1.1766078,0,0,1.9178145,1.2288601,2.0339282,0.5153001,0.36560133,0.11810629,0.083526425,3.482917,0,0.45187792,0.71670395,0,0,0.6725201,0,2.2078497,0,0,0,0.48508632,0,0.2969131
27,10.133093,0,0,0,0,0,0,1.3423992,0.476137,0,0,0,0,1.285506,4.1572514,1.6608238,0,0,0,0,0,0,1.4774146,0,4.843786,0,0.8647947,0,3.0405622,8.245612,0,0,5.4250016,0,0,1.0172639,7.87087,4.390967,0,0,2.8933554,0,0.989543,2.3026645,0,0,1.6163002,1.1289645,9.699407,1.2027138,0.5811669,0,0,1.0673938,0.29867995,0
28,0,0,0.029694911,0,0,0,0,0,1.8403941,0,3.1949394,0.84528047,0,0,0.68606967,0,0,1.2056829,0,0,5.011578,1.7991377,0,2.1729016,0,0,0,3.904493,1.0448023,0,0.0712176,0.4011475,1.6283845,1.9404883,0,0,0,1.9525839,0,0,0,0,0,0,0.9790024,3.313593,0,0,8.308338,0.8294303,0,0,0,0,0.7168093,1.8483357
29,0,0,0,0,2.154636,0,0,1.8604113,0,0,0,0,0,0,0.8502891,2.3769429,0.4270128,3.3031933,0,0,0,0,0,2.8582265,2.8931415,2.9226844,1.2926596,0,3.2582448,8.028314,1.1020776,0,0,0.47362846,3.6744347,1.5057064,0,0,0,0.56488687,2.8124886,0,0.76466745,0,0,0.030219687,3.2433589,1.6274531,0,0,1.4802923,0,0,0,0,1.8281817
30,0,0,0,0,0,0,6.8009233,0,0.3101411,0.0580154,0,1.6316812,0,0,0,0,0.22474606,0.6640248,4.496051,0,0.21304347,0,0,2.4530675,0,0,0,2.4757862,0,0.62813884,2.4821506,0,0,0,6.589879,0.7138464,0.77319616,0,0,0,2.7416813,0.22347802,0,0,0.5710958,0.53691286,0,0,0,0,1.2987791,0,9.650441,0,0,0.011878012
31,0,5.975031,0,0.23820369,0.21041194,1.3035251,0,1.6914377,0,3.6306078,0.028987473,0,1.7512865,0,0,0.7776424,0,0,0,0,3.0772905,0,0,0,0,0,0,0,0,0,0.047033314,0,0,0.7179837,0.025391474,0.5833963,0,0,0,0,0,0,0,0,0,0,0,0,3.5402536,0.75323844,0,1.752413,0,1.5268651,0,0
32,0,0,0,2.513142,0,2.8800147,0,0.71323884,0,0,3.80639,0.09093639,0,1.7453107,0,0,0,0,0,0,7.2150187,0,0,0.2985266,0,0,0,0,0,0,2.3747146,0.42294824,0,0,0.19508095,0,0,0,7.906422,0.6707295,0,10.04762,1.7354174,0,0,0,0,0.2280092,7.600097,1.706317,1.078207,0,0.3161964,0.7206727,0,0
33,0,0.20519525,0.5326199,0,0,2.2826111,0.6226423,0.12334775,0,0,0,0,1.4105494,0,0,3.5850518,0.37277952,1.3032819,3.413185,2.8378596,0,0,1.3479314,0,8.301945,0.7777237,0,0.6162291,0.47527614,3.2212179,0.47155505,0,0.07545283,0.48473474,0,0,0,0,0,10.620621,0,1.3950914,0.043383915,0.73350066,0,0,1.2109987,1.5658115,1.1134574,0.26525167,0,0,0,0.7094471,0,0
34,2.612322,0,0,3.9541564,0,0.5389777,4.2045836,6.8011794,0,0,3.3208005,0,0,0,0,0,1.8241273,0,0,3.3449266,0,0.5939649,0,0.3428667,0,0,0,0,0,0,0.56993616,0,1.4634564,0,0,0,0,0,0,2.856937,0,7.3761506,0,0,2.1316764,0,0,0,0,1.2212138,0.45979804,0,0,0,0.7930696,0
35,1.2783278,0.3831542,0.17908601,0,0.36346343,0,0,0,2.2237139,0,0,0,1.3680918,0,4.1971145,0,0,2.9589796,0.69302464,3.0805926,0,0,0.43693933,0,0,0,0,0,0,0,0.8332953,0,4.651762,0,0,4.066748,2.4966846,0.54766256,2.597191,0,0.60960513,0,0,0,0,0,3.3011599,0,0,0.582106,2.5343328,0,0,0,0,0
36,0,0,0.022272212,1.4692347,0,0,0,0,0,0.42393184,3.1646178,3.2675483,0,0.00876128,0,0,0.29585686,0,0,0,0,0,0,0.2697266,0,0,1.5921913,0,0.1365973,0,0,0,0,0.82629997,0,0,0,0,0.7569133,0,0,0,0.85548586,0,0,0,1.0985664,0,9.303134,0.659149,0.05452936,2.4790509,0,0,0,1.1210351
37,0,0,0,0,0,0.06681716,0,0,0,1.9470234,0,0,0.21440865,0,0.49297985,0,0.5084302,0.6214793,0,0,0,0,0,1.0690532,6.172474,0,0,0,0,6.277756,0.6591906,0,0,2.1002977,2.0427809,0.5856846,0,0,0,0,0,0,0,0.87542325,0,0,0,0,0,2.8246682,0,0,1.5576247,0.17538296,0,0
38,0,0,0,1.1820308,3.512236,3.2265275,0,0,0,0.55546486,0,0,1.7857919,2.093386,0,0,0,0.19406132,0.104600586,0,7.19365,2.3718112,0.3428253,1.1637394,0,0,0,1.5099283,3.862736,0,1.179108,0.5185288,1.0691096,0,0,0.9822669,0,0,0.91972035,0,0,5.3850327,0,0.9134883,0,0,0,0,0,0.16800685,0.62906253,0.016266955,0,0,1.2440994,0
39,0,1.4358999,0,0,0,0,0,1.1992452,0,0,0,0,0.39333323,0.6968882,0.71223533,0,0,0,0,10.955734,1.0991883,0,0,1.3621551,0.01486535,0.118048355,0,0,0,0.9694501,1.4350562,1.803787,0,1.0275218,0,0,1.2732075,0.38225424,0.7218224,0,0,0,1.0374198,0,0,0,0,0.19468226,0,1.6250509,2.0302923,0,1.716985,0,0,0
40,0,1.202209,0,0,0,2.1799517,0,0,2.4924445,0,1.175354,0,0,0,0.19440638,0,0.14419843,2.1737115,0,0,5.892042,0.7446558,0,0.66473114,1.5939941,0.4136132,0,0,0,0,0,1.4931865,11.141225,2.3671892,0.40665293,0,0,1.8582348,0,2.3779,0,0,0.009606564,0,0,0,0,0,0.010888465,0,0,0.15028717,0,0,0,0
41,0,0,0,0,0,0.9045724,0,0,0,0,0,1.0609055,0,0,0,0.8160105,0.34063447,0.9972755,1.4016271,2.4299724,1.8894458,7.057433,0,0.28432897,0,0,1.8278545,0,0,1.3533859,0,0,0,0.06412419,2.5446002,0,0.79037017,1.1637782,0.30240914,0,0.7179224,0,0.15692854,0,0.08367856,0.94905216,0.88143635,0.23655996,6.6674514,3.1402884,0,0,3.0954247,0,0,1.4553237
42,1.3152018,0,0,0.04694884,4.194891,0,0,0,2.9035034,1.0631372,0,0,0,0,3.8286445,0.31322908,0,0,0,0,4.8265157,0,1.892293,2.9479096,0.3403335,4.754773,2.0338688,5.086041,10.2320795,0.32447144,0,2.4564497,0,0,0,0,0,0,0,0,0,0,0,1.5770457,0,0.46880764,0,0,5.314018,0.92393625,0.6365223,0.8462336,4.041899,0,0,2.3495607
43,7.282353,0.90632534,0.3929809,0,0.9960773,2.4530058,0.32108408,1.92218,0,0.47857827,2.3005004,0,0,2.1703146,0,0.81568855,0,1.4846967,0,0,0,0.47418177,0,0,2.5348792,0,0,0,0,0,0.8797179,0,1.6344419,0,0,0.60076386,3.9599967,0,4.586149,3.5587044,2.04851,0,0,0.17575069,0,0,0.03905337,0,0,0.68070644,2.6861508,0.287106,0,0.9540427,0,0
44,0,0,0.54924434,0.7975581,0.28152347,4.6177917,0.95068306,1.4964371,0,0,2.1608856,0,1.1959124,3.3243475,1.3277544,0.46439794,0,0.31856033,0.5122824,1.036899,0,4.7679887,0,1.0548514,0,0,0,0,0,0,0.028813247,0,0,0,2.7029626,0,2.0558083,1.2991633,6.410209,0,0.4754299,4.990391,0,0,0,0,1.5742537,0,7.306067,0.83094484,0,0,4.838295,0.74997854,0,0
45,0,0,0.11992906,0,0,0,3.50391,0,0,0,0,0,0,1.6485369,0,0,0.43671384,0,0,0,6.341262,0.25507146,0,1.5550939,0,0,0.7168007,1.6223211,0,0,0,0,0.85230017,0,2.1214972,0,0.110989176,0,5.1589494,0,0,0,0.07097089,0,0,0.023434123,1.7318401,0,3.7970207,0,0,0.8497974,1.8951812,1.6877449,0.0925765,3.586884
46,0,0,0.070664674,0,0,1.7789377,0,3.9937236,0,2.68892,0,0,0,0.52905035,0.5664464,5.357756,0,1.4172573,0,0.51187676,0,0,0,0.6165512,7.4675813,0,0.41537613,0,0,0,1.254786,0,0,0,0,0,0,0,0,0.83386123,0,0.476864,0,0,1.8465986,1.1292241,0,0.4966293,1.6976762,0,0,3.069105,0,0,2.204558,0
47,2.7644289,0,0.35492033,0.36137912,0,4.7719793,0,0,1.3118236,2.936858,0,0.7598377,0,0,2.8283165,0,1.3672075,0,1.6395878,0,0,0,0,1.2198032,1.7259227,0.18368766,0,2.0194519,4.4659786,2.4455757,0,0,5.0369368,0,0,0,0,0,0,8.1681,2.0144286,4.7949595,0.30063438,0,1.6495935,1.4325686,4.991584,0,4.7612247,0,0.962726,0,0,0,2.315823,0
48,4.099268,0.09832289,0,6.628429,0,0,2.3708696,0.85821795,0,0,0,0,0,1.7466173,0,1.9577808,0,0,0,0,9.235912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714386,0.5313371,0.644787,0,1.0470346,0,0,0,0,0,0,0.9029306,0,2.5904384,10.129566,0,0.005132843,0
49,0,0,0.34107807,0,0,0.6241854,0,0.76857305,0,0.8218016,1.5309931,0,0.81400585,0.5832947,1.7991567,0,0,0,0,2.3436284,0,4.2468896,0,0.38133216,0.22372483,0,1.1170472,0,0,0,0,0,1.5960109,0,0,0,0,0,5.5492206,8.216831,0,0,0,0.4172472,1.310617,0,0,0,12.175976,0,0,2.1328063,7.431049,0,0,0
50,0,0,0,2.539548,0,1.0671378,0.16255581,2.1397684,0,0,1.1677253,1.1229377,0,1.6550297,0,0,0,3.6706383,0,0,0.09472774,0,0,0,7.077467,0,0,0,0,0,0.7429883,1.1451547,4.2330937,0,0,0,0,0,2.8187675,0,0,5.252544,1.5872375,0,2.0730174,0,6.9726067,0,2.7729566,0.037626777,0,0.15502168,2.3728054,2.9154365,0,0.54032135
51,3.5585475,0,0.802702,0,0,0.62301886,0,0,0,0,0.5003445,0,0,0,0.5366143,0,0,4.9500155,0,0,0,3.694363,0.3749538,1.4030995,1.5782576,0.35277548,0.3905669,3.1961238,2.5715387,2.2724667,1.729069,0,2.4012907,1.9419115,8.317703,0.7780439,0,1.4323466,0,1.3947746,0,0,0.4165914,0,0,0.080301315,0.87469274,0.4817578,0.0663903,0.7804924,0,0,1.4152104,0,2.444954,4.5751967
52,0,1.5608191,0.3609605,0,0.46682164,0,6.5525765,0.30527627,1.189245,0,0,0.71560305,1.3385923,0,0,0,0,2.9051464,0,5.103536,1.7441269,5.871406,0,0,0.14116366,0.8083438,1.2088269,7.9015703,0.34378028,0,0,0.7397858,0,0.133542,5.2161894,0,3.1701887,0,0,0,0,0,0,0,0,2.4760685,0,0.05746147,0,0,0,0,2.3547583,0,0,1.8661156
53,11.966509,0,0,0,0,0,0.6267033,4.181939,4.2507696,0,0,0.62585866,0,0,0,0,0,5.5955462,0.41431051,1.6773846,0,0.24049373,0.12873106,0.31116983,0,2.1321962,0.014330303,2.470103,3.996028,3.344123,0,0,0,1.3522154,2.5123835,1.7384571,2.5912278,0,10.920691,0,0,0,0,0,0,6.4777555,0,1.2636259,0,0,0,0,0,0,0,1.4473912
54,0,0.19789223,0,0,0,1.462832,0.7607171,0,0,1.8181435,0,0,1.7115077,0,3.952783,0,1.1605561,0.045879994,0,0,0,1.575276,0.028493397,2.2308617,7.1875644,0,0,0.08584199,0,1.8131405,0,0,0,1.3707967,5.0916615,0,0,0,0,0,0,0,0.96002513,0,0.38388234,0,4.5478716,0,0,0.5091586,1.7299958,1.9800582,0.29686368,0,2.2566807,0.19340605
55,0,0,0,0,0,0,7.639736,0,0,0,7.440985,0,0.36821553,1.2125667,0,4.1125765,0,2.1452718,0,0,0,0.19760416,0,0.038507454,0.6676641,0.7361611,0,0,0,0,1.8631282,0,0.11171519,0.7511308,0,0.39178008,0,0,0,0,2.2406673,0,0,1.7770458,0,0,1.6062626,0,0,0,0,0,0.44022813,0.12760837,0,1.2418858
56,0,0,0,0,4.3069415,0,0,0,1.1186285,0,0,0,0.94288343,0.19148012,0,0,0,0.008901857,0,3.455362,0,0,2.031521,0,0,0,0,0,6.7504444,5.8309693,0.58485866,0,0,0,6.6260796,0.8080391,2.0234597,0,2.490847,0,0,3.6975622,0.065144464,1.9553219,0,2.0433419,0,0,0,0,0,0,0,0.7097624,0.68654263,0
57,0,0.9315941,1.1240331,0,0,0,0,0,0,0,0,0,0.9172603,2.5138617,0,0,0,2.4141376,3.3453088,6.342434,0,7.6316986,2.2946322,0,0,2.5033438,0.006012378,11.17152,10.363567,0,0,7.2226434,0,2.633601,3.5501018,2.8898354,0,3.982949,0,0.7863165,0.9699277,0,0,1.0190464,0,0,1.171798,0.42994523,0.05215595,0,1.2146962,0.6081674,5.2777705,2.3408475,0.9090498,0.83642447
58,0,0,0,0,3.0562725,0,0,0,0,0.37969786,0,0,2.4712265,0,2.6512556,0,0,1.6938357,3.3522122,2.869718,0,0,0,0,0,0,0,0,0.8309902,0,0,0,1.2412491,0.7041469,0,0,0,0,0,0,0,0,0,2.3468647,0,0,2.3965254,2.74394,2.6415598,1.0410361,0.55489707,0,0,0,0.1442755,0
59,2.778568,7.481631,0,0,0,0,0,0,5.2541327,3.3008242,7.5729475,2.416985,0.013979187,1.8248243,0,2.9756665,0,0,0.49535432,1.4350888,0.1329399,0,0,0,0,0,0,0,0,0,0,0,3.3616471,0,3.278131,2.5857465,0.9650757,0.75758463,0,0,0,0,0,0.70932335,0,2.601014,1.6977148,0.6050049,0,0,0,0,7.7788067,0,0,0
60,0.58651406,0,0.027177738,0,0,2.311372,0,0.6519549,0,0,0,0,0,0.5304097,2.104398,0,0.3109739,0.595912,0,0,0,0,0,0.112903304,7.103489,3.4850836,2.0906844,7.211553,3.2504804,0,0,0.50515234,0,0,5.048877,0.48104396,3.748683,0,0,11.436472,1.7189038,0.0364484,0,0.51397204,0,0.10385245,0,0.28109422,3.0967567,2.903219,1.6276252,0,8.025144,0,0,0
61,0,0,0.664974,1.3374187,0.08568727,0,0,0,1.0842403,0,1.649482,1.8240235,0,0,0,1.2466863,0,0,0,0,3.7982354,3.7818372,0.39780578,0,3.229882,0,0.9630828,0,0,2.6270225,0,0,4.127072,0.5062052,0,0,0,1.9366736,0,1.5532601,0,0,0,1.1112996,0.9071199,0,4.6797333,1.727492,2.2353392,0,0,0,0,1.3816668,0,0.4296723
62,0,0,0.12728824,0,8.410536,1.8514255,0.3927485,0,2.6098442,1.2519975,0,0,0,0,0.45694727,0.49232176,0,0,0.2790838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.271008,0.58445656,0,2.9616735,0,0,0,0,0.18607862,1.184867,1.1139768,3.3391352,0,0.5809311,5.469875,0.034375854,0.07501012,0,0,0.8898725,0,1.5064961
63,1.8958284,0.21527773,0,0,0,0,3.242659,0,1.4432646,0,0,0.5139046,0,0,2.5664291,0,1.4558798,7.7146626,1.6496422,0.5378612,2.5545247,0,0.12472706,1.2423533,0.8095431,2.9509337,0.5765614,3.1780488,0,0,0,2.2794135,4.422566,0,0,0,0,0,0,0,0,0,0,0,0,0.23256582,0,0,0,0,0.14647996,0.193087,2.1654143,0,0,0
64,10.515293,0,1.1484904,0,4.147609,0,0,0,0,0,0,0.9933469,0,0,0.4747309,0,3.7866676,0,0,0,0,0,6.171424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9114168,0,0,0,0,0,0.78391707,2.3630438,0,0,0,0,0,0,0,3.957341,0.2235662,0,0
65,1.0919837,0,0,3.2842977,0,5.5897202,4.769632,0.75186133,0,1.9986833,0,0,0,0,0,0,0.15808582,2.2423534,1.1179702,0,0,0,0,0,0,0,2.0252645,0,0,0.60760164,0.07157762,1.3933548,0,0.485946,0,0,0.3019129,0,5.88538,9.123491,0,19.25043,2.9362307,0,0.49570468,0,0,0,0,2.2487392,0,2.3711128,0,1.7123584,0,0
66,0,2.8126123,0,0,0,0,0,1.5113604,0,0,0,2.0935237,0,0,0,0,0,0,0,0,3.2848754,0,0,0,0,0,0,0,0.7616433,0,0,0,0,0,0,0,0.59931,0,0,4.0223365,0,9.412479,0.46621704,0,5.1340895,0,0,0,0,0,0,2.870604,3.7809396,0,0,0
67,0,3.3784633,0,0,0,3.8006482,0,1.4148657,0,0,0,0,0,0,0,5.3120213,0,0,0,0,7.5654182,0,0,0,1.2993121,0,0,0,0,0,1.8539133,0,3.108971,0,0,0,0,0.85164416,0,0,0,0,0.35604486,0,0.55376613,0,0,0,0,0,1.7167585,0,0,0,0,0.55920005
