x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031
15,2.5869734,0,0,0,0,0.1339837,0,1.0244778,0,0.29411873,3.4107378,0.29528874,0,0,0,0.991761,0,0,0.968168,0,0,0,2.071352,0,0,3.0564249,0,0,0.84518707,1.4547187,1.4520353,0
16,0,9.444235,0,0,0,1.5275327,0,2.3625255,0,0,0,0.9297001,0,0,0,0,0,0,0,1.1072398,0,1.7246035,3.2960978,0,0,0,0,0,0.97831655,2.4108825,1.3168385,3.057172
17,0.39471906,0,1.2958819,0.42105687,1.3935592,0.2603098,0,0,1.8301255,0.5821404,0,0,7.0015993,0,2.5050888,0,0,1.3591455,0.6861774,0.084584385,0,0,0,1.0248803,0.07136225,0,2.9738588,3.5253577,0.31347555,0,0.3363288,0
18,0.12763228,0.69829726,0.64572775,0,0,0,0,0,0,1.3246487,0,0.08704693,0,0,0.25399485,0,0,0.1638536,2.3936415,0,0,0,0,0.86755544,0,0,0.9206905,3.647549,0,0,0,0
19,1.1015997,0,0,0.4620262,0,0,2.8777142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989655,2.9902124,0,0,6.7191024,0,0,2.4654903,0
20,2.1665843,0,0,0,0,0,0,0,0,0,3.9614193,0,0,2.306922,0,0,0,0,0,0,0,0.4735812,0,0,0,4.315221,0,0,0.030782841,0,0,0
21,1.0586952,0,0,1.9876994,0,1.9222969,0,0,0,0,0,1.6659303,0,1.2985126,1.2298017,0,0,0.37210685,0,0.54055715,6.1811547,0,0,0,0,0,0,0,0,0,0,0
22,0,1.4286764,0,0.53581303,0,0,0,0,0,0,1.166116,0,0,0,1.480704,3.089165,6.745056,0.68691486,0,2.4696229,0.1349103,0.3698464,2.7743373,1.7299926,0,6.2852893,0,4.7671924,0,0.7083548,0,0
23,0,0,0.05755139,0.5642586,0.9164493,0,0,0.7920089,0,0,4.7733917,0,0,0.8977989,0,2.3644047,0.15349662,2.133829,0.9702587,0.3382492,0,1.910094,1.3162515,0.77801377,0,0,3.20683,2.7428548,0,0,1.2683412,0.48650387
24,0,0,4.311231,0,0.5265888,0,0.45271713,0,1.777561,0,0,0,0,0,0.98577106,2.4226806,0.42898053,0.18513955,0.49623817,0,0,0,0.6253342,0.7797276,1.1112465,4.3716226,0,0.74293965,1.3947903,0,0,1.476088
25,0,13.4261465,0,0,0.327691,1.1361245,0,0.03784377,0,0,0,0.02515136,0,0,0,0,0,0,0.24582598,0,0.688123,1.4648879,0.047089245,0,0,0,2.2346427,0,0.9924044,0,0,0.89047164
26,0.8237284,0,0.41838887,1.7592393,0,4.1564894,0,3.1403303,1.4961991,0.8033441,0,0,0,1.6423007,0,0,1.3611536,0,0.8522826,0,0.01606067,0,0,0,0,0.24287063,0,0.55203414,0,0,0.29287365,1.0123155
27,1.7001419,4.1843157,0,0,0.26633352,0.24999548,0,0,0,0.8289296,0,0.9308905,0,0.78706044,0,1.0138537,0,0,0,0.9742747,0,0.34382606,0,0.3511079,0,0,0,3.7614677,0,0,0,0
28,0,0,0,1.1903814,0,0,0,0.009676588,0,0,0,0.3562148,0,0,0,0.7236281,0,1.2730379,1.5634238,0,0,0,0,0,0,6.2879033,1.6298373,0,0,0.8114716,0,0
29,1.0224732,0,0,3.366348,1.1432469,0,1.3570784,0,0.47564214,0,0,0.25652036,0,1.507065,0,1.235533,1.1334928,0,0.69911677,0,0,0,0,0,0.42724174,0,0,0,0,0,0,0.5617255
30,0,0,0,0,0,0,0,0.36137044,0,0,1.7934594,0.13803317,1.1302564,0.60212505,0,0,2.9207997,0.20865057,0,0,0,0,0,0,0.01931242,0,0.009996418,3.5492883,0,0,1.3148931,0
31,0,2.8838875,2.2382486,1.1821691,0,0,0,0.13354969,0,0,0,0,4.3102865,0,0.66557837,0,0,0,0,0.8816542,2.2616777,1.1397724,0.75704604,0,0,0,0,1.6564595,0.6960046,0,1.145948,0
32,0.39285073,0,2.7276652,0,1.8379908,0,0.28558293,0,0,0,1.1525841,0,0,0,4.2489796,7.1212015,2.3164241,0.055414543,0.3476409,0,1.466181,0.9711544,2.936829,1.6089134,0,0,0,0,0,0.18149485,0,1.5577718
33,0.35458976,0,0,0,0,2.4424808,1.5493548,0,0,0,2.906864,0,0,2.1216142,0,0,1.2272741,1.7689258,0.20028949,0,0,0,0,0,1.4226176,0,3.9699252,0,1.8136741,0,0,1.069538
34,0,4.735127,0,0,1.1303843,0.07279076,0,0,1.5537074,0.3472032,0,0,0,0,0,2.03012,0,0.8314107,1.2916163,0,0,0,0,0,0,0,0.99835104,1.1291319,0,0,0.26425657,0
35,0,0,0,0.787643,0.90334994,0,0,0,0.7700215,0,1.1408336,0,0,0.38074887,0.58745456,0.65233463,1.326853,0,0.5545508,0.45952064,5.1904426,0,0,0,0,2.8281786,0,3.718941,0,0,0,0
36,0,0,0,0,0,0,0,1.8653547,0,0,0,0,0,0,0.30979678,0.5415447,0,0.24869251,0,0.50469714,0.046521205,0,0,0,0.6135416,0,0,0,3.6663237,1.8192763,0.72363424,1.1160793
37,0,0,0,0,0.17284122,0,0,0,1.2017778,0.7947882,8.687276,0,0,0,0,0,0,0.2176325,0,0,0,0,0,0,1.617393,0,0,0.3255105,0,0,0,0
38,1.2901207,4.4170356,0,0,0,0,2.7998195,0,0,0.10391805,0,2.6656697,0,2.4252088,0,0,0,0,0,0,0,0,0,0,0,0,1.5611547,0,0,0,0,0
39,0.12734233,4.5193176,0,0.374782,0,0.2567328,0.35680294,0,2.2046552,0.26352498,0,0,0,0,0,0,0,0,0.15953675,0,0,0,0,0,0.67422384,0,0.28281894,0,1.5428503,2.0670326,1.2173649,0
40,0.934768,0.5736134,0.7432289,0,0,0.43451568,0,0,0,1.0125738,0.017717278,2.4227388,0,0,0,1.4100746,0,0.34767246,2.776123,0,0,0,0,0,0,0,0,0,0,0.80738914,1.1712618,0
41,0,0,2.1094275,0.257243,0,2.6778407,0,0,0,0,1.6154991,0,7.230947,0,0,0,2.8217938,0,0,1.0255415,6.43272,0,0.7608937,0,0,0,0,0,0,0,0,0.475527
42,0,3.3783033,0.13742356,0,0.4906773,0.64621246,0,0,1.4787012,1.0749379,0.21483798,0,0.8668003,0.64812624,0,0,2.4053411,0,1.5060756,0,0.35016322,0.6352065,0.049069624,0,0,5.008557,1.1831751,0,2.124452,0.3816836,0,0.7929256
43,0,2.4738808,0.64712226,0,0,0,0.5318122,1.3720891,0,0,1.1936166,0.28886083,1.6916754,0,0,2.387726,3.854319,1.7779582,0,0,0.9980457,0,0,0,0,1.3259473,2.287072,0,0,0,0,0.9964734
44,0,0,0,0.44654855,0.49314672,0,0,0,0.22375624,0.24878933,0.4263977,0,8.001444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2967465,0,0.20097499,1.7121696,0
45,0,1.53455,0.8380816,0.15955679,0,0,0,1.908238,1.9968013,0,0,0,0,1.8383085,0,0,0,0,0,0.10495989,0,0.5754808,1.8438648,0,0.8746509,0,3.6066766,0,0,0.2192513,1.6178634,0
46,0.11104505,2.848377,0.071824454,0,0,0,0,0.16809618,0,0,0.14738993,0,0,0,0,0,0,1.1919498,0,0,0.8025558,0.8487174,0,0.6814875,0,0,0,1.3899261,0,0,0.24539085,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6573148,0,0,0,0
48,0,1.6846132,0,2.0004866,0,2.06811,0,0,0,0,1.4970132,0,0,0,0.27830312,0,3.9726708,0,0,0,0,0,0,0.91207254,1.2329595,0,0.54268146,0,0,0,0,0
49,0,9.480905,0,0,1.0537496,1.8657826,1.1174016,0,0,0,0,0,0,0,0,0,5.590761,0.81046295,0,0,0,0,1.3538654,0.006444877,0,1.2764022,0,0,0,0.86868966,0,0
50,0,0.2559657,4.8977647,0,0,0.9221553,0,0.97167975,0,0.13740166,0,0,0.53058,0,2.4727364,0,0,0.53406596,0,0.008986597,0,1.3363783,0.27842084,1.9842674,0,0,0,0,0,0.5458925,3.675959,2.9963913
51,0,0,0,0.3611761,0,1.5925585,0,0,0,0.92530227,0,2.351338,0.07269998,0,0.29118448,0,1.5927668,0,1.1175216,0.6765843,1.8600299,1.1380372,2.4259841,0.22660358,0,0,2.8031797,0,0,0,0,0
52,0,0,0,0.2982763,0,0,2.116438,0,0.07408372,1.4965569,2.4376698,0,0,0,0,0,2.285067,0,0,0.9612653,4.8780355,0,0,1.893285,2.2866719,0,0,0,0.8901675,0,0.9423146,0.7424392
53,5.138518,0,1.6458826,2.6511993,0,0,0,0.7656973,0,0,0,0,0,1.1532294,0.9646605,2.0078125,1.4629745,0.18417461,1.0085756,0.11461539,0,0,0,0,0,0,3.0134113,0,1.1053507,0,0.03658765,0
54,0,0,0,0,0.12869725,3.675804,0,0,0.8103658,0,0,0,0,0.6158383,0,0,0,0,1.2331408,0,2.1913714,0,0,0,0,3.2417276,0,0,0,2.3399558,0,0.5088895
55,0,0,1.8392804,0,1.1605753,1.7534553,0,2.0907395,0,0,0,0,2.3367064,0,0,0,0,0,0,0,0.4027213,2.0900066,0.48428112,0.29973257,0,1.0197631,0,0,0.6076811,0.6903633,0,0
56,0,0,0.2250421,0,0.08897174,0,0,0,0.45100135,1.6390067,0,0,1.5279424,0,0,0,0,0,0,0,0,0,0,0,1.5021673,0,0,2.4639575,0,0,0,0
57,1.7942171,0,0,0,0,0,0.8096793,0,0,0,0,0,0,0,0.61969,0,1.4501188,0,0,0,0,0,0,0,0.5025811,2.6143837,0,2.0154765,0,0,0,0
58,1.2694963,9.783005,0,0,1.9872295,0,0,0,0,0,0,0.7576285,0,0,0,0,0,0,0,0,0,0,0,0,0.45002797,0,0,0,0.5683848,1.2529186,0,0.94019836
59,0.9643073,0.85038745,0,0,0.7573702,0,0,2.9527853,0,1.4940207,0,0.6044515,0,2.3568592,0,0,0,0,2.2972507,0.32496184,0,0.26488987,2.8417675,2.2655404,0,0,0,0,0.9830663,3.0282311,0.7036897,1.1742862
60,0,4.055378,2.4958951,1.1754459,0,0,0.3536956,0,0,0,0,0,0,4.251334,2.0671222,0.50480485,0,2.788689,0,1.9673284,0,0,0.7064427,0,0,2.6497405,1.0947226,0,0,0,1.9833778,0
61,0,0,0.43825737,2.294892,1.6289456,0,0,0.40949544,0.012935224,0,2.748985,0,0,0,0,0,0,0,0,0,0,1.9568335,0.45721942,0.35502192,0,1.7976567,1.9207731,4.356993,0,1.3835353,0,0
62,0,0,1.739086,0,1.1415039,1.1331862,1.0930157,0,0,0,0,0.58500344,0,3.3299365,1.4695004,0.37368837,5.166815,0,1.1732197,0,2.0938282,0,0,0,0,0,2.6662736,0,2.004406,0,0,0
63,0,14.880708,0,1.4924834,0,1.7268839,0,0.36436468,0.70253295,0,0,0,0.87227213,3.0356922,0,1.4498746,0,0,1.1324921,0.07790653,2.4203053,1.1200571,1.765095,0,0,0,1.3938649,6.089955,0.22454457,0.25547287,0.009668849,2.0102096
64,0,0,0,0,0,0,0,1.0223465,0,0.00450153,3.5291226,1.5843923,0,0.672507,0,2.677716,0,1.197297,0,0.062206693,4.057621,1.1552747,0,0.23274127,0,0,1.2138234,0,0,0,0,0
65,0,1.0901664,1.1799046,0,0,0,0,0,0.25759947,0,0,0,4.888026,0,0.48626462,0.051133648,0,0,0.037359584,0,4.194504,0,0,0.8073845,0.7589521,0,0,0,0,0,0,0
66,0,0,0,1.1213458,0,0,0,0,0.53147274,0,0,0,0,0,0,0,0.50320387,0,0,1.1971917,0,0,0,0,0,0,0,5.49674,1.797337,0.14526369,0,0
67,3.492901,0,0,0,0,0,0,0,0,0,0.49859473,0,0,0,0,0.2119454,0,0,0,0,0,0,0,0,0,0,0,4.7031302,0,0,0.29048294,0
68,0,0,0,0,0,3.2133372,1.4664576,0.5790883,0,1.6755205,0.23571181,0.6952475,0,0,0,0.774344,0,1.5734543,0,1.4145443,1.1822453,2.8244665,2.9692137,1.3784524,0,1.5112576,1.197464,0.56325966,0,0,0,0
69,0,10.2609415,0,0,0,0.62258375,1.6612871,0,1.6039566,0,0,0.79203856,4.043138,1.3193496,0,1.3656149,1.9004653,0,0.8244946,0,1.1631048,1.2889202,0,0.13366942,0,1.9945443,2.0353622,0,0,0,0,1.2468511
70,0,6.240113,0,1.6524855,0,0,0,0,0,0,0,0,2.3398314,0,0,0.066176295,0,0,1.1233202,1.3420991,0,0,0.21875466,0.15867229,0,0,0,1.6862175,0,0,2.4423273,0.57791597
71,0,0,1.4413855,0,0,0,0.31763616,0,1.1662575,0.29333958,0,0.69266576,0,0,0,0,0,0.8816709,0.2556536,0,0,0,0.8482233,0,0,0,1.1249037,0,1.0850532,0,0.4442314,0
72,0,6.2705307,1.4966528,1.9395546,0,0,0,0,2.8146086,0.93376327,0.541715,0.38360325,0.014836945,0,0,0.71973586,5.028705,0,0,0,1.5020357,0.8821827,0,0,0,10.3400345,1.9912834,1.8915546,0.84858114,1.5598723,3.2860599,0
73,0.51940244,0.17652531,1.5918663,0,0,0,0,0.23971052,0,0,0,0,3.3012247,0.4864552,0.80446523,0,0.06627901,0.68999887,0,0,7.343499,0.962461,1.5208827,0,2.74949,0,0.24712332,3.7051997,0,0,0.10094173,0
74,0.48422086,0.3727865,0,0.07989074,1.0195841,0.579966,0.24743006,1.2063876,0,0.862838,0,0,0,0,0,0,0,0.15589552,0,0,0,2.1074958,0,1.0927529,0,0,0,0,0,0,1.498095,0
75,0,0.16574168,0,0,0,0,0,0,0,0,0,0.08291058,2.8014364,0,0,0,0.57057554,0,0,0,0,0,0,0,0.34323028,0.24733604,0.21353342,2.4305518,0,1.6810861,0,0.6344242
76,0.60706455,3.6589599,0,1.4235982,0,0,0.5436095,0,0.37766126,1.7801805,0,0,0,0,0,0,2.079553,0,0,0,0,0,0,0,2.1167977,0.26931635,0,4.411019,0.8003175,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9809215,0,0,0,0,0,0,0,0.05996122,0,0,7.150702,0,0,0,0
78,0,0,1.3253721,0,0,0,1.126908,1.6636217,0,0,1.6483505,2.063369,2.9244351,0,0,0,1.16698,0,0.31387836,0.39737248,0,0,0,0.81817746,0.2976414,0.47021383,1.8123085,0,0,0,0,0
79,1.9788167,0,0,0,0,2.3877933,1.389701,0,1.8381063,0,0,0,3.0825295,1.4164833,0,1.3252561,0,0,0,0.41550604,0,0,0.3091378,0,0,0,0,3.6478183,0,0,2.2840333,0
80,0,0,0,0,0,1.6888739,0,0,0.036486533,0,3.012071,0,0,0,0,1.0064257,2.8050928,0.4421041,0,0,0,0,0,0,0,3.521899,0,0,1.1559049,0.8363553,0.042207275,1.7798123
81,1.1681905,0,0,1.8679652,1.872903,0,0,0,0,0.2379413,0,1.536829,0.58774364,2.1621685,0,0,0,0,0.7207653,0,0,0,0.9116265,0,0,0.12079756,2.6746688,1.4851876,2.4407141,1.0628426,1.4880534,0
82,0,0,0.29792714,0,1.8273953,1.2814504,0,0,0,0.13430026,0,0,0,4.6216817,0.63752115,0,0,0.5050761,0,0,0,0.76955706,1.3060466,0.20852734,0,0,1.0810875,5.23925,1.0816246,1.9053367,0.21418928,0.85483485
83,1.2897751,0,3.304421,0,0,0,0,1.6925362,0,0,0,0.9602797,3.3170075,0.01814731,3.4355443,0.3406192,2.884691,0,1.1791745,1.9823279,0,0.26446885,0,0,0,0,0,0,0,0,0.46591163,0
84,0.1300403,0,0,0,0,0.09833126,0,1.1934074,0.18390647,0,0,0,0.46756893,0.691481,0.8508933,0,0,0,0,0,1.6782681,0.107291706,0,0.013039505,0,5.683973,0,0,0,0,0,0
85,0,0,0,0.23056158,0.95159686,0.6346154,1.1018876,0,0,0.044131063,0,0.21759859,0,0,0,1.1653284,0,1.0061313,0,0.98805976,0,0,0,0,0,0,0,2.661259,0,0,0,0
86,0,0,0,0.20499346,0,0.6620907,0,0,0,0.440361,0,0,0,0,0,0,0,1.2129441,0,0,0,0,0.37546542,0,0,1.2522366,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0.34493393,0,0,0.67793524,0,5.420877,0,0.12951532,1.2602693,0,0.46497273,0,0,4.2519665,2.4252274,2.1809013,1.4213791,0,0,0,0,0,0,0,0.056476302
88,0.4948913,6.8158617,0,0,1.0629891,0.7515953,0,3.0456305,0.77363586,0.5653546,0,0,0.66108173,2.5816264,0,2.163349,2.8718805,0,0,0.7547309,0.73319066,1.1482689,1.2915792,0.31827456,1.8384209,1.7362754,1.2008734,0,0,0,0,0
89,3.118445,0,0.9299163,0,0,0,2.01732,0,1.3340998,0,1.9164627,0,0,0,0.69784766,0,2.059491,0,0.023462528,0,0,0,0,0,0.21202052,0,1.7422282,0,1.9782808,0,2.063918,0
90,0,0,0.039195202,0,0,2.6901014,0,0,0,1.4764022,0,0.13110687,0,1.389592,0,0.06963261,3.6107845,0,0,0.24970767,0,0,0,0.69626623,0,3.59164,0,0,0.16945127,0,0.18421175,0
91,0,5.6567144,3.7378554,2.0411046,2.1161475,0,0,0,2.3778198,0,0,0,0,2.5658677,0.7961449,0,1.9936997,0,0,0.590449,2.3975577,0,1.146673,0,0,0,0.4744197,0,0.8379677,0,0,0.326535
92,1.9248824,0,1.6217794,0,0.6448412,0.13108686,0,0,0,0,2.083714,0,3.4679105,0,0.060826935,0,0,0.36192444,0.031674996,0,2.9228983,0.68870413,2.835828,0.93076694,0.74474305,0,0.6463236,2.2428873,0,0.961153,0,0.8012547
93,0,0,0,0,0,0.9296142,0,0,0,0,0,0,2.1073675,5.1456394,0.34651196,0,0,0.5395577,0.11641156,0,0,0.992007,2.6391706,0,0,5.417732,2.21659,0,0,0.53027534,0,0
94,0,2.4204633,0,1.2639915,0,0,0,0,0,0,0,1.8567522,0,0,0,0.20923622,3.2946494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,1.5076405,0,0,0.98699236,0,0,0,0.5558447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5572838,0.3364741
96,0.39266422,0,0,1.4900206,1.9675573,0,1.2147353,0,0,0.8708702,0,0,0,0,0,0.2796712,0,0,0.85368097,2.4089596,1.0049746,0,2.566219,2.3228688,0,2.0131812,0,0,0.50097823,1.013276,0,1.8912929
97,0,0,0,1.1073858,0,1.2267962,0,0,0,0.020651981,0,0.30540845,0,0,1.8443744,0.25641957,0,0,0.14591822,0.13781494,0,0,1.4452115,0,0,5.949326,0,0,0,0.7988513,0,0
98,0,6.3695817,0,0.18951553,0.5319196,0,0.51225865,3.3067403,0,0,2.5102358,0.34170428,0,0,0,0,0,0,0,0,6.46127,0,0,0.0514803,2.2751703,0,1.8545213,0,2.9394214,1.7979187,0.3629232,0
99,1.8162638,4.0657005,1.1688926,1.467646,0.48139876,1.8165264,2.1308973,0,0,0,1.2398531,0,0,1.429041,0,0.57334316,4.034748,0.06187859,0,0,4.61244,0,1.9563632,0,0,0,2.4152799,0,0,0,0.6418185,0.7356662
100,0,2.5820765,0,0.38461086,0,0,0,0,1.1738534,0,0,0.850402,0,0,1.5405992,1.7946603,0,0,0,0.42895922,0.44411328,1.1643158,0.38869843,0,0.3428107,0,0,0,0.8359522,1.5801079,0.86277086,0
101,0.13093597,0,0.63485044,0,0.80373496,3.1434872,0,0,0,0.8479811,1.4368179,0.3584564,3.6823301,0.3771331,0,0,3.6717794,1.5886171,0,0,0,0,1.8642318,0,0.06302255,0,0,0,0,0,1.0422337,2.4919653
102,0.537424,5.4194565,0,0.47321537,0,0,0,0,1.3536384,0,3.2571309,1.8671367,4.5845575,1.5508876,0,0,2.0747871,0.2819341,0,0,0,0,0,0,0,0,0,0,0,2.2995872,0,0
103,0,0,0,0,0,0,2.6700587,0,0.28565583,0,0,1.6527832,0,0,0,0.8382977,7.2464843,0.12017908,0.20709601,0,0,0,0,0,0,1.8543456,0,0.6536688,0,0,0,0
104,0,4.810483,0,0,0,0,0,0,0,0,0,0,0,0,0.3489604,0,0,0.088870324,0,0,0,0,0,0,0.98081154,0,0,2.5977316,0,0,0,0
105,2.1131227,0,0,0,0.55088,0,0,0,0.5315762,0,0,2.4424353,0,0,0,0,0,0.78143847,0,0,0,0,0,0,0.5494524,8.014918,0.3216445,0,0,0.20075604,0,1.2570523
106,0,0,3.8550093,0,0,1.3467165,0,0,0,0.13902853,0,0,0,1.2139481,0,0.5149846,0,0.013601329,2.430603,0.15019782,2.9585245,2.6315033,4.0398664,0.11696759,1.1800389,0,4.1537557,0,0,0,0,0
107,0,0,0.99076974,0.27232802,0,1.2333441,0,0.4952436,0,0.516159,0,0,0,0,0,0,2.131665,2.3778057,1.1431581,0.63473946,0.11956389,0,0.7872004,1.8547269,0,0,0,0,0,0,0,0
108,0,0.37901443,0,0,0.16567855,0,1.6791067,2.4243062,1.783152,0.58223736,0,2.8130474,6.2739477,0,0,0,0,0.23899467,0.6121571,0,1.2559913,0,0,0.3996999,1.8491411,0,2.6089735,0,0,0.45199525,0.9260109,0
109,0.9459145,15.819264,0,0,0.3442741,0,0.28199786,0,0,0.52503186,1.1741451,0,0,0.88176274,0,0.5319245,0.04835095,0,0,0.5350106,0,0,0,0,0.27106306,0,0,1.2119685,0,0,2.2912452,1.237072
110,0,0,2.3517349,0,0.8420404,0.12516539,0,0,0,0,0,0,0,0,2.8437097,0,2.0011375,1.0558112,0.45791373,0.41206792,8.657583,2.485797,0,1.1261094,0,0,2.4161112,2.471204,1.8504661,1.387776,0,3.8485632
111,2.6113985,1.5152025,0,0.2717792,1.6568862,1.7921543,0.22286707,0.15122524,0.38144416,0,0,0,0,0,0,0,4.3826203,1.9036493,1.3962533,0.9893142,0,0.2810314,0,0,1.0047954,1.4526979,0,1.6465684,0,0,0,0
112,0.5424465,3.5540109,1.2687366,0,0,0,0.64015985,0.19037858,0,0,0,0,2.8744636,2.8426564,1.0791643,0,0,0,0,0,3.71568,1.1248115,0,0.046548437,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0.8017607,0,0,0.46621716,0,0,0.5060224,0,4.346443,0,0,0,0,0,0,0,0.11099463,0,0,1.0423723,0,0,0,0
114,0,6.7330317,0,1.79445,0,0,0,0,0,0,0.062874585,1.1832944,0,0,0.64447653,0.6637537,0,0,0,0,0,0,0,0,0,0,0,0,0.09663073,0.4476076,0,0
115,0,3.0418503,0,0.9065363,0,0,0,1.114641,0,0,0.85083485,0,0,0,0.014043008,0,0,0,0,1.3724338,0,0,0,0,0,0,0.48805112,0,0,0,0,0
116,0,0,0,0,0.045678813,0.29998383,0,0,0,0,0,0,0,0,2.1679308,2.4079816,0,0,0.076826915,0.53528297,0,0,2.163276,0,0,0,5.7688537,0.053814877,2.2214756,0,0,0
117,0,0,0,1.8316588,0,2.390179,0,0,0,0,0,1.6718818,0.16906433,0,0,0.025629304,0,1.0423911,0,0,0,0.8041911,0,0,0,2.8667064,0,3.554234,0,0,0.32760197,0
118,0.452431,9.373659,4.3756733,0,0,0,2.7587006,0,0.82800174,0.9678768,0,0,3.4099455,0,0.5005962,0,0,0,0,1.4320817,4.901571,4.169709,2.7738187,0.12057746,0.07141271,2.832235,0,1.6582114,0,1.1704892,0,0.7277184
119,0,0,0,0,0,0,0,0,0,0,0,0.99857724,1.948662,0,0,3.5852683,0,1.7186129,1.1247106,0,0,0,0,0.84265596,0.015953742,0,0,0.8404817,0,2.2529118,0,0
120,0,0,0,0.92074835,0,1.0804728,0,0,0,0.6279521,1.618837,1.8688179,5.4158525,0,0.79563916,0,6.5371027,0,0.24675928,0,1.2729552,0.3623809,0,1.6590657,0,0,1.060801,0.14192505,2.0625787,0,0,0
121,0,3.0537062,1.775767,0,0,0,0,1.6523743,0,0,1.157879,0,0.9665767,0,0,0.030125972,2.0785758,0,0,0,0.120019466,0,0,0,0,0,3.0956624,0,0,1.6813508,0.79000884,0
