x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023
32,2.6235948,1.7378312,0,0,0,0,0.4587161,0,1.5971457,0,0,0,0,0,0,1.2318736,0.23537537,3.5014577,0,0,0,0,3.8924465,2.1975229
33,0,6.2062125,0.04190471,0,0,1.2589785,0,0,0.605745,1.033183,0,0,0,2.0675092,0.36838943,0.5623796,1.7207229,0,0,0,0.30213562,0,7.9205246,0
34,0,0,0,2.8253992,0,1.3544827,1.4066691,0,0,0.9256,0,0,0,0.48159343,0.15522039,0,1.0111597,1.8593776,0,0,1.0046892,0,0,0
35,0,1.1021358,0,2.2293258,0,1.2307422,0.8781597,0,0,0,1.2763047,2.4945123,0,0.14833607,0.83974254,0.48536533,0,0,0.27667603,1.602529,0,0,0,2.2785766
36,0.7977848,0,0.7587112,0.68959326,0,0,0,0,0,0,0,0,0,0.35088834,0,0,0,0,0,0,0.65022147,1.4377729,0.79154575,0
37,0,0,0.7365491,0,2.5271406,0,0,0,0,0,0,0,0,0.8057143,0,0,0,0,0,0.00876339,0,0,2.273433,0
38,0,0,0,0,3.1793866,0.4079034,0,0,0,0.8905683,0,1.6839012,0,0,0.23750505,0,0,0,0,0.76520896,0,0,2.4377124,3.5180137
39,0.52435136,0,1.1995177,0,2.094898,0,1.7905403,0.8821881,1.0117493,0,0,0,3.0758793,0.078423984,1.6163336,0.78601617,0.93557924,0.53398144,0,0,0,0,7.2174964,3.33811
40,0,0,0,0,0,0,0,0.1454848,0,0,1.1982548,0,0,0,0.44480005,1.2792659,0,0,0,0,0,0.25143105,0,0
41,0.65188086,0,2.9412847,0.5477635,0,0.42480907,4.2963567,2.0543087,0,0,0.98417175,0,0,0,0,0,2.4359043,1.3279725,0,0,0,0,0,8.161617
42,0,4.2891393,0.21563031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83657056,0.73043644,1.7793394,0,0,0,0
43,0,0,0,0,2.2376373,0.31874117,0,0,1.4787571,0,1.4735807,0,0,0,0.82161134,0.5631515,0,1.6502411,0,0,0,2.8979783,0,0
44,0.6739708,0.80629563,0,0,0.3869242,0,0,0,0,0,0,1.1779419,0,0,0,1.2676548,0,0,0.18866391,0.9810713,0.5598332,0,0,0
45,0,0,0.48811123,0,0,0,1.571903,0,2.0937889,1.4228721,0.63037294,2.3207083,0.7052341,0,0.3660896,0,0.19574906,0.7287534,0,0,0.32649457,0,0,0
46,0,0,0,0,4.0131636,1.4518242,5.6099033,1.571061,0,0.5186508,0,2.8986533,0,0.06495251,0.16883637,1.5151412,0,0,0,0,0,0,0,0
47,1.1909894,3.1634512,0,0.015779635,0.19368604,0,0,0,0,0,0.12427747,0,0,0,0,0,0,0,0,0,0,1.2357237,0.17509045,0
48,0.98160654,0,0,0,0.09260755,0,0,2.5188663,3.7717564,2.2464387,2.1974647,6.6668863,0,0,0,1.6917578,0,1.5044343,0.5939049,0.3693954,3.0360122,0.05535338,0,0
49,0,0,0,3.2235262,0,0,0.96960765,0,0,0.70837134,0,3.5898104,0.4942568,0.8905047,0,0,0,0,0.9092794,0,0.7609441,0,4.1773996,3.095551
50,0,4.44164,0,0,0.4668141,0,3.1352804,0,0,0,0,0,0.6151606,0,1.1929221,1.0132172,0,0,0,0.111663476,0,0,7.3146124,0
51,1.358567,0,0,0,0.5286014,0.15724781,0,2.7218647,0,0,0,0,0.3208166,1.3492749,0.7196651,0,0,0,0,0,0.31112164,0,0,4.3872623
52,0.85428077,0,0,0,0,0,0,0,1.682518,0,0,0,0.48011452,0,0,1.0826371,0,0.22039135,0,0.20837553,0,0,2.6426046,0
53,1.5062747,0,0,0,0,0,0,0.15829726,0,0,0,5.5868516,0.5917765,1.9263076,0,0.7221275,0,2.4975467,0,0,1.3616307,2.9663646,0,0
54,0.008096832,0,3.8540292,0,0,0,0,0,1.2135142,0.44971147,0.9509046,0,0,0,0.33255857,0,2.1649737,0,0,0,1.1080592,0,3.9241028,0
55,0.7192911,3.3746889,0,0,2.7018008,0,2.5979671,1.1508986,0.39542753,0,0,0,0.6000245,0.21637484,0.7118402,0.0347918,0,0.94325304,0,0.8743121,0,0.6652158,0.49409917,0
56,0,0.5276561,0,0,0,0,0,1.6483443,0,0,0,4.138066,0,0,0.9245363,0,2.0868316,0,0,0,0,0.08098515,0,1.7988712
57,0,0,0,0,0,0.95180994,0,0.59608245,0,0,0,0,0.94142056,0,1.9439503,1.5388308,0,3.5861287,2.3524191,0,0,0,2.1730258,3.370074
58,0.5346014,3.479756,1.2204984,0,0.7396204,0,0.2387823,0,0.3875804,0,0,0,1.4489288,0,1.6130756,0,0,0,0,0,0,0.48959905,0,4.168122
59,2.6351235,0.407882,0,0,0.15773071,0,0,0,0,0.6774989,0,0,0,1.3976665,0,0,0,0.17177565,0.5354247,0,0.36569667,0,0,1.7531819
60,0,1.6481045,1.9720471,0,0.36351734,0.41676626,0,3.2533367,0.1092985,0,0.19456936,2.3251104,0,0.58814,0,0,0,0,0.76585495,1.7168531,0,0.8349113,0.2759627,0.50477225
61,0,0,0,0,0,0,0,0,0,0.83192044,0,0,0,0,0,0,0,0,0,0,0.4863222,0,3.0272248,0
62,0,0.8308789,0,3.695977,1.7161887,1.6605446,0,0,0,0,0,0.5080715,1.0796562,0,0.76747453,0,0.68591875,0.27860546,0,0,2.1954176,0,1.1440755,0.74400544
63,0.78625405,2.1064095,2.0285668,0.86595124,0,2.51385,0.61116886,0,1.4373264,2.7749116,1.4471885,0,0,0,0.16749774,1.2472379,0.1268375,3.4715662,0,0,0.61747235,0,2.658877,5.6091228
64,0,0,0.08790036,1.6087666,0,0.2907468,0,0,0,0,0,3.2922888,0,0,0,0,0,1.9962426,0,0.009490902,0,0.7826339,0,6.046885
65,1.0518833,0,0.7561254,0.6336404,2.192393,1.6111361,0,0.6832395,0,0,0.80781186,1.3817819,0,0,0.7025443,0.4599435,1.0959657,0.12976648,0,0,0.15674539,0,0,0
66,0,3.7540216,1.863499,1.3013238,0,3.4325597,0,0.69935614,0,1.3731081,0,0,0.7688398,0,0.7161763,0,0,0,0,2.4518127,0,0,0,0
67,0,3.2920277,0.68237346,3.8104463,0,0,1.4333265,0,0,0,0,2.3649082,0,0,0,0,0,2.327888,0,0,0.8252028,0,0,0
68,0,0,0.012404716,3.9536872,0,1.5217143,0,0.016787028,1.1726917,0.17789856,0,0,0,0,0,0,0,0.75545067,0,0.3673468,0.30095577,0,0,0
69,0,0,2.0965445,0,0,0,0,0,2.8060982,1.6120552,0,0,0,0,0,0,0,0.16173048,0,0,0,0,0,3.9074593
70,0,0,0,0,2.7967584,0,0,0,0,0.9886858,0,5.453952,1.5849253,0,0.23689772,0,0,0,0.20333551,0,0.21980086,1.2968426,0,0
71,0,3.6841261,0.12408898,0.043859016,0.6528261,0,0,0,0,0,0.94715613,0,0.8468135,0.6494471,0,1.3167896,0,0,0,0,0,0.1069111,3.4059637,3.9701505
72,0,0,0,3.9275093,0,2.1195288,0,0,0,0,0,0.47326165,0,1.1835245,0,0.008166621,0,0,1.0821451,0,0,0,0,0
73,0,0,1.1967355,0,0,1.5759174,0,0.7355351,0,0.5215103,0.5398914,0,0,0,0.27892348,0.80639535,0,0.04317913,0,0,0.7211185,1.5767732,5.257481,0
74,0,0,0.020526802,1.0959553,0,3.9840503,0,0,1.8321366,0.18229547,1.0440053,0,0,0.8406621,0,0,0.8135786,0,0,0,0.62937707,0,0,0
75,0.51182604,0,1.3705899,0,0,0,0,0,0,0,0,1.8704585,0.6277405,0.22343372,1.1632922,0,1.9463866,1.1018277,1.4958106,0.36147332,0.17254068,1.1034697,0,1.1305271
76,0,3.0499296,0,1.5336825,0,0,2.437362,0.1669621,0,0,0,0,0.14397372,0.4759881,0.2447572,0.9547261,0,0.22478913,1.6884807,0.013216137,1.6340097,1.2171497,3.8577461,1.4195043
77,1.4559629,0.7517981,3.678972,0.46537364,0,0,0,1.6322033,0,0,1.835179,0,0.64986396,0,0,0,0.6306819,0.25301018,0,1.4243339,1.0302764,1.000117,0,0
78,0,0,0,0,1.1298,0.5272003,2.793088,0.95222145,1.6098768,0,0.48679978,4.143492,0,0.46938467,0,0,2.2828672,0,0,0,0,1.7868196,0,0
79,0,0,0.5429726,0,2.329846,2.1237388,0,0,0,0,0.97471166,0,1.0762813,0,1.3112601,0,0.23532121,0,1.6069176,4.0032144,2.07683,0,9.961996,0
80,0,0,0,1.2948467,0,0.02735821,2.370642,0,0,0,0.40026537,0,1.0710216,1.4316287,0,0,1.981612,2.7732165,0,0,0,0.15079282,0.59323996,0
81,1.0935409,0.53064436,0,1.2455653,0,0,0,0,0,1.3133495,0,0,0,0,0.68384266,0,0,0,0,0,0,0,0,0.9986628
82,0,0,0.6383579,1.650537,0,0,0,0,0,0,0,0,0,1.3151802,3.2054017,0.49505684,0,0,0,0,0.22066702,0,0,0
83,0.13833141,0,2.508074,3.3375518,0,0.6001653,2.4716642,0,0,0,0,0,0.5889096,0,0.1299775,0,0,1.4302901,0,0.5654028,2.5915093,0,0,0.21410449
84,0.77448684,0,0,0,0,0.5614084,0,0,0.14032641,0,0,1.2709335,0,0,0,1.6875044,1.150251,0.69177204,0.2622953,0,0,0,7.960411,0
85,0,0,0.8190553,4.239764,0,0,0,0,1.4831153,0.22388488,0.08329131,0.058872007,0,0,0.41403607,0,0,1.0079724,1.2048004,0,2.212512,0.51245856,0.4602401,0
86,0,0,0,0,1.100591,0,0,0.42038232,0,0,0,0,0.6001656,0.5109005,0.9166986,0.37791643,0,0,0,0.26026514,0,0,0,0
87,0,2.5296793,1.1230274,0,2.5529242,0.5900064,0,0,1.1281942,0,0,2.2265422,0,0,0,0,0,0,0,1.3633566,0,0.6902123,3.852271,0
88,0,4.764847,0,0,2.2073667,0,0,0.8811046,0,2.684563,0,2.3811805,0,1.5874852,0,0,0,0,0,0,1.8113091,0,0,7.026207
89,0,0,1.9324784,0.41449022,0.2629818,0,1.4637282,1.1868356,0,0.73642504,2.3219662,0,0.041107118,0,0.19567366,0,0.14521539,0,0,0.48346052,0,1.4828274,2.4406211,0.28522533
90,0,0,3.009897,2.878006,0,0,0,0.13342306,0,0.30559966,0.6765665,0,0.29724428,0.40696236,0.82589275,0,0,0,3.2291636,0,0,0,10.759069,0
91,0,0.7363196,2.4729958,0,0,0,0,0,0,0,2.2444258,0,0,0,0.3794637,1.40067,1.1870959,0.8309437,0,0,0,0,6.851024,2.8766313
92,0,1.1181471,0,0,0,0,0,0,0,0,0,0,0,0.10412961,0,0,0.87805736,0,0,0,0,0,0,0
93,1.1659684,0,0.6310921,0,0,1.4562364,1.501347,0.33524013,1.0025892,0,0,0,0,1.2275479,1.277366,0,0,0,1.0658824,0.09774442,0,0,0.95020974,1.8919729
94,0.78639174,0,0,0,0.9734462,0,0.4049795,0,0,0.0367685,0,0,0,0.24982804,1.3394645,0.47653705,0,0,0,0.11779037,0,0.47913522,7.8640957,0
95,0,0.14864972,0,0,0,0,2.82577,0,0,0,0.6723803,0,0,0,0,1.1836115,0,0.01099946,0.63068235,0,0,0,0,0
96,2.7914462,1.3379953,0,0.2627846,0,0,0,0,2.1305346,0,0,0,0,0,0,0.88363373,0,0,0.06791844,0.62261826,0.45745343,1.12724,0,0.7163262
97,2.1290712,0.6289445,1.3161738,0,1.7607561,0,2.0159986,1.8915026,1.155322,0,0,0,0,0,0,0,0,0.1530059,1.0027038,0.44427413,1.1460775,0,2.6301303,0
98,3.6115437,4.853649,0,0,0,1.2831106,0.15551686,0,0,1.1143142,0,0,1.5859222,0.30969682,0,0,0,0,0.8701411,0.7616185,0,0,7.3583245,0
99,0,0,0,0,0,1.3980054,2.137487,0,0,0,0,0,1.1214926,0,0,0.23183514,2.2585282,0,0,0,0,0,3.4200583,0
100,1.9642996,0,1.148982,0,0,0,0,0,0,0,2.0032935,0,1.455978,0.23683955,0,2.1006045,0.13595873,0.3605789,0,0,0,0,0.8124891,0
101,0.48086894,0,0,0,0.6093125,0,0,4.4450617,0,0.13272935,0,5.8951955,0,0,0,0,0.03827202,0,0.93425924,0,0,0,6.5107136,1.319189
102,0,0,3.9181445,0,0,0,0,0,0,0,0,0,0,0,0,0.22598587,1.5086763,0.43963417,0.076340675,0.5272172,0,1.0543226,3.328564,0
103,0.9460852,11.743409,2.5352826,0,2.4725842,0,1.1499786,0,0.5075474,0,0,1.4090207,0,0.78366613,0,1.0898647,0,0.8629485,0,0,1.4852573,1.1036457,6.2539945,4.6017914
104,0.10177562,0,0.3444384,2.538571,0,0.3146746,2.0955474,1.2217667,0,1.878602,0.9441885,2.9817004,0.0768005,0.37163067,0,2.3335614,0.7033704,0,0.2040388,0,0.46333283,0,2.631417,7.8713474
105,0,0,1.7572234,0.10228571,0,1.2127926,0.655116,0,0.17764589,0,1.0331303,3.371045,0,0.56910145,0,0.5054354,0,0.9992413,0,0,0.96796685,0.040927924,0,0.03360593
106,0.81508553,0.6856235,0,0,0,0,0,0,1.2838783,0,0,4.419347,2.1974328,0,0,0,0,0,0,1.4348228,0,0,0,0
107,1.4179244,0,0,0,3.4988859,0,0,0,0,0,0,2.0233858,0,0.051063538,0,0.66454536,0.2408482,0,2.2651026,0,0,0.4731345,11.245327,0
108,2.460159,8.876598,0,0,0.98097044,0,0,0,0,4.4941955,0.6976972,0.6809767,0,0,0,0.8397957,0.5017498,0,0.2196008,0,0,0,0.16943052,0
109,0,0,0,3.9410198,0,0,0,0,0,0,0.7125222,0,0,0,0,0.33241755,0.20925453,0,0,0.1760832,0.90364975,0,0,0
110,0,1.4661683,2.6361568,0.20705813,0,0,0,0,0,0,0.7652768,0,0,0.09249139,2.0755875,0,0,3.8180764,0,0,2.5006552,0.043869186,6.926627,0
111,0,0,1.373398,0,0,0,2.8019073,0,0,0.42094535,0,0,0.8561093,0.940219,0,0.19569845,0.08773458,1.3028482,1.6444653,0.45461717,0.6497326,0,0,0
112,0.7343882,0,0,0,0,3.1983445,0,0,0,0,0.6381901,0,2.573044,0,0,0.56008357,0,0,0,0.7717963,0,0,0,0
113,1.1333636,0,0,2.6875808,0,1.8309954,0,0,0,0,0,0.11665254,0,3.9678903,0,0,0.5758696,0,0,0,0,0,10.07008,2.0736046
114,0,1.6425922,0,0,0,0,4.5513425,0,0,0.14233857,0,4.5263267,1.200665,0,0,0,0,0,0,0.9701548,0.019830132,0,0,0
115,0,2.2343624,0,1.540431,0.22935511,0,0,0,2.0725777,0.69051206,0,0,0,0,2.1424177,2.0717793,1.5618116,1.5459098,0,0.74778074,0,0.3164521,9.512168,0
116,0,0,0,0,0.19706675,0.023687173,0,3.6856794,0,0,0,0,0,0,0,0,0.5600354,0.002559986,0.9108685,0.24893393,0,0.3254708,0,0
117,0,0,0,0,0.15099862,0,0,0,0.06093447,0,0,4.0628977,0,0,0,0.36052993,0.045936137,0,0,0.4996495,0,0,0,0
118,0,0,2.031514,0,0,0,0.45954612,0.8447538,0,0,1.188723,0,0,0.7847866,0.51467586,0,0,0,0,0,0,0,0,2.7655928
119,0,1.2270073,0,0,1.9751253,0,0,0,1.31531,0,1.0271363,0.9385874,0,0,0,0.38846052,0,1.4322397,0,0,0,0,4.2254405,6.7450166
120,0,0,0,0,0,0,2.751403,1.1358463,0.7785885,0,0.9134768,1.355253,0,0,0.9391933,0,0,0,0,1.2529459,1.2705771,1.9681302,0,3.348679
121,0,0,0.27388135,0,0.7682703,0,3.050832,0,0.5085053,0,0,0.89707243,1.1122942,0,0,0.09632078,0,0,0.003696103,0,1.3942796,0.62190473,0,0
122,0,1.0450404,0.66268593,1.0297339,0,0.7440182,0,0.37838683,2.4775996,0,0,3.1709561,0.94016236,1.6026587,0,0.17072234,0,0.72099745,0,0.66679627,0,0.8794688,0,0.42335194
123,3.6998026,0.086365856,0,0,1.0967362,0,0,1.2349678,0,0.7287536,0.29421756,0,0,0,0,0,0.030956801,0,0,0.80192375,0,0,0,0
124,0.40016496,2.2466352,0.5886853,2.2867026,0,0,0,0,0,0,2.324505,0,0.69970703,1.7075902,1.0231178,0.29352978,0,0,0,2.3863049,0.28357252,0,0,0
125,0.544989,0.34424958,1.6103007,0,0.2992935,0.16638082,0,1.1332916,0,0,0.16202849,0,1.5436904,0,0.96274257,0,0.73826575,0,0,0.9395597,0,0,2.1557236,0
126,1.2985961,0,0,0,0,0.18808894,1.3000349,0.6394842,0.22381459,0,0,0,2.175385,0,0,0,0,0,2.6753,0,0,0.23607099,0,0.46399638
127,0,0,0,0,1.5929499,0.66523415,0,0,0.8639525,1.8200037,0.6226185,2.5207553,0,1.1710677,0,0,0,0,0,1.1646795,0,0,0,0.5720297
128,1.417249,2.6887293,0.8491136,0,0.4683086,0,0,0,0,0,0,0,0,0,0.46127728,0.38211307,0,0.17328134,0.7987294,0.8448327,0,0.7503067,0,0
129,0,0,0,0.5425613,0.70808524,1.1447332,0,0.3237751,0,0,0,0,0,0.07867307,0,0,0,0,0.80096227,0,0,0.92110837,0,1.8674599
130,0.5246223,0,0,0,1.3660597,0,0,0,0.29624295,0.50800127,0,0,0,0,0,0,0,2.884205,0,0,1.7474446,0,4.2068167,1.5745362
131,0.1626335,1.9095358,0.2838494,0,0.95856905,0,0,0,0.61997974,1.8333719,0,0,0,0.29965445,0.09983741,0.122029476,0,0,0,0,0.4612243,1.7786341,2.4892256,0
132,0,0,1.0099151,0,3.3212209,0,0,0.47054195,1.6162854,1.0122919,0.15273239,1.9072561,0,0,0,0.47191417,0.7461705,0.08045689,0,0.45522818,0,0.2420611,0,0
133,0,1.4679089,0,0,0,0,1.3451301,0,0.46823257,0,2.3707256,2.7191532,0,0,0.19595975,0.93324155,0,0.538922,0.2768592,2.8109894,0.3695814,0,0,0
134,0,0,0,0,0,0,1.8517568,1.029557,0,0,0,2.1849358,1.5602388,0.14797063,0,0,0,0,1.1078411,0,0,2.425727,0,3.9767573
135,0,0,0.3195111,0,0.9448909,0,0.48659405,0,0.32787117,0,0.29732153,0,0,0,0,0,0,0,0.48356992,0.84560215,0.40750065,0,3.913084,0
136,0,0,1.8840476,0,1.959813,0.3847603,0,0,0.474017,0,0,0.5451643,0.04487096,0.31759262,0.28038198,0.6590368,1.8386618,0,0,0,0,0,3.589828,0
137,0,0,1.6752375,1.4224454,0,0,0.17311707,0,0,0,0,0.3942871,0,0,0,0.16468003,0,1.543452,0.23622833,0.122443765,0,0,0,0.99104655
138,2.2358043,0,0,0,0.22680487,1.3291414,0.643742,0.95350915,0,0.9119089,0,0.60140365,0.67839116,0,0.030337397,0.16562583,0,0,1.6899867,0,1.2319312,0,0,7.887147
139,0,0.063858524,0,5.2466574,0,0.08384699,0,0.86383265,1.21955,0.58148926,0,0,0,1.756158,0.34945267,0,0,0,0.42753768,0,0.05243569,0,0,3.0506775
140,0,0,0,0,0,0,0,0.16411299,0,0,0,0,0.2137393,0.6234746,0.48818597,0,0.08335511,0.68330544,0,0.9290339,0.22124326,1.6201525,3.9858155,1.9611409
141,0,1.420315,2.2989416,1.9741223,0,0,0,0.50557584,0,0,0.3956709,0.6747601,0.582692,0,2.244724,0.96753585,1.1824093,0,0,0.30889317,0,0,0,0
142,0,0,0,0,0,0,4.3204665,0,0,0,0,2.0723293,0,0,0,0.9822412,1.9120657,0,0.19010194,0,0,0,1.6935273,6.8438435
143,0.3667356,0,0,0,2.656886,0,0,0.88988274,0,1.2481835,1.0346031,0,0.85516775,0,1.2908108,0,0.68596035,0,0,1.0352392,0.8644775,0,0,0
144,2.6827273,0,0,0,0,0,0,1.159557,0.5443571,0.0637634,0,0,0,0.24175894,0.5396039,0,0,1.5877589,0,0.46011508,0,0,9.6834755,1.4992847
145,0,0,0.82423437,2.1545758,0,0,0,0,0,0,1.0794948,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.9742954,0,0,0.64875305,0,1.1986921,0,0.9440062,0,0,0,0.88358074,0,0,1.1423355,0,0,0.5439055,0,0,0.025571877,0.7154772,7.0283194,4.2425694
147,0.61514187,0,0.48506728,0.6667262,0.8328615,0,0,0.22292428,0.19515343,0,0.90672946,0,0.91710734,0.31667233,0,0,0,0.44977373,0,0,0,0,0,0
148,0,1.968199,0,3.8251565,0,3.3253622,3.8930943,0,0,0.09904485,0,0,0,0.15206668,1.4693538,0.33768797,0.9245204,2.176217,0.040661596,0,0,0,0,1.9950999
149,0,0,0.95366716,0,0,1.1577685,0,0,0.10160709,0.04322376,0.277951,0.018248236,0,0,2.2565448,1.6736462,0.07302415,0,2.180854,0.38742462,0,0,8.228136,5.8704906
150,0,3.2667062,1.2816631,3.285429,0,2.1083086,1.0083244,0,0,0,1.1073362,1.2103857,0,0.91600674,0,0,0.4529776,0,0.47473744,0.18054141,0,0.59777504,0,0
151,0,0,0,0,0,0,0,0.13059658,0,1.8178574,0.14668088,0.73033667,0,1.0163486,0,0,0,0,0,0,0,0.7878971,0,1.5680972
152,0.51871425,0,0,0,1.8770875,0,0,1.2019367,0.8693088,0,0.06852503,0.29495195,1.3603673,1.2307334,0,1.2261839,0,0.057735827,0,0.77039194,1.443141,0.9577933,1.0241053,0
153,0,0,0,0,2.1532302,0,0,0.112135805,0,0.6064403,0.42940658,0,0.3423772,0.14511661,0,0.29960856,0,0,0,0.38680378,0,3.1076589,0,0
154,0,4.434655,0,0,0,0,0,1.8585896,0,0,0,0,2.0974858,0,0,0,0.6545155,0,0.9767813,0,0,0.37650967,18.653301,4.8807807
155,0,0.27524233,0.75542456,1.1701447,0,2.0025184,0.29977167,0,0,0.60530025,0.030162364,2.1087804,0.6401466,0,0.087846756,0,1.7432616,0,0,0,1.7712086,1.370117,0,2.9762192
156,0.14719063,0,1.2120183,0.9774206,0.452915,0,0,0,0,0,0,0,0,0.11812418,0,0.049662888,0,1.5480918,1.6092986,0,0,0,0,0
157,0,0,0.58366686,0,0,0,2.5558512,0,0,2.8721147,0,0.29589263,0.56308603,2.4945178,0.72548306,0,0,0,0.4232874,0,0,0.5440712,3.7064598,0
