x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033
928,0,3.5125973,0,0,0.0947621,0,1.115611,2.609823,1.2400728,0,3.6203454,3.9125855,2.8493133,0.7225708,0.732164,0,9.440975,0,0,0,0,0,0,0,0,2.641408,0,2.7856271,0,0,1.8214911,2.4583063,0.17222194,0
929,1.8177484,0.4555681,0,0,1.1801488,0,0.20793259,4.2854266,2.5110946,0,0,0,0.7492822,0,0,0,0.5370209,5.7949543,0,0,0,0,0,1.8060148,0,4.002531,5.0546303,0,0,0,0,0,1.3619319,0
930,1.4012139,0,0,0.37697116,3.1395779,0,0,0,0,0,0,0,0,0,0,0,0,0.26448065,0,3.460107,0,3.1928813,0,0,1.178611,0,0,0,5.2933636,1.6187028,0,2.7462733,1.8624098,0
931,0,0,0,0.12940775,0,0.09171438,3.3313823,0,0,0.94781137,0.8326793,0,0,3.1341014,0,0.82195985,0,0,0,0,0,0,0,0,5.0968456,0,2.2381246,8.550105,0,0,0,0,2.237366,2.6864226
932,0,1.1673434,2.0317643,0,0,0,0,2.4429364,0,0,0,0,0,0.107874244,0,0,3.3516824,0.7589762,1.396704,7.800954,0,0,0,0,0,0,0,0,0,0.24817647,0,0,0,1.8810005
933,0.8447027,0,0,0,0,2.871563,0,0,0.43026036,0.23497528,0,0,14.82532,2.623591,0.26111645,0.35915858,0,0.89232296,0,0,0,6.642746,0,0,3.9047756,0,0,0,5.194037,0.92959166,0,0,0,0
934,3.6429493,3.0325336,2.4270856,0,1.7968913,0,1.1630901,0,3.641556,1.7795892,0,0,0,0,0,0,0,12.025121,10.910399,2.2844648,8.952706,0,4.219865,0.9613773,12.014548,2.0044026,0.30424812,0,0,0,0,0,3.387954,0
935,0.07288331,0,0,0,0,0,0.30027986,1.3570681,1.677343,0,0,0,0,2.7529593,0,0,1.2923152,0,0,0.4414083,0,3.2583342,0,0,0,0,2.334973,1.5906854,0,0,0.8079195,0,0,0.88339484
936,0,0,1.2551502,0,0,1.9369488,0,3.2082121,0,0,0,0,5.4784527,0.20856951,0,0.5109374,0,3.3862176,0,9.689562,0,0,1.2404928,1.104038,0,0,1.8126569,0,0,0.13382511,0,0,0.8954873,0
937,0,0,0,1.6058563,1.2116725,0,1.3549149,0,1.2626873,0.017871276,0.05180227,0,3.3091145,0,1.0301197,0,0,0,0,0,0,0,0,0,0,7.9495296,0,0,0,0.50522244,0,0,0,0
938,1.2022748,0,0,2.7006414,0.39660096,1.6404678,0,0,0.036455046,0,0,5.648024,0,1.3073665,0.08192835,0,0,0,0.4825378,0,0,0,0,0,0,0,1.7672417,0,2.779622,0,0.50454247,0,0,0.5557615
939,0,0,2.4904974,1.9760325,5.4789014,0.37969333,0,0,0,0,0,0.39361116,0,0,1.3478141,0,4.9094324,0,0,0,0.35542452,0,0,0,0,0,1.4725434,2.2433295,0,0.6676525,0,6.219013,0,0
940,0,4.395391,0.12385402,0,0,0.536635,0,3.526446,3.5264578,3.3173864,1.0747961,0,0,0,0,0,0,0,0,0,1.5862308,0,0,0.54908675,2.978267,0,0,3.2733696,0,0,0.6760193,0,0,0
941,3.6604843,4.1618547,0,0,0,0,0,0.8992924,0,0.06168331,0,0.15532576,0,0,1.8073626,2.5118136,0,0,12.5195265,0.263686,0,0,0,0,0,8.101071,3.1087713,0,0,0.1937632,0,3.3665545,0,3.974198
942,0,0,6.414162,0,0,0,0,0,0,5.777073,0.37960875,0.44289264,6.1153283,3.54252,1.7280135,0.8173678,0,0,2.2593746,15.65092,2.3183901,5.640499,0,0.8146294,0,1.8194534,0,0,0,0,0,0,0,0
943,0,4.3327727,0,0.6950769,1.8294812,1.1113278,0,0,0,0,0.068522684,0.8401812,0,0,0.46609378,0,3.636348,10.900987,0,0,0,0.14344212,2.2671018,0,13.210649,0,0,6.42108,2.870382,0,0.55787235,0,0,2.1198006
944,0,0,0,0,9.250756,0,0,0,0,0,0,0,0.25767183,0,0,0.61606777,0,0,0,0,11.503965,0,0.3701593,1.1599468,0,0,0,0,8.018061,0,1.0610152,2.2970493,0.15941985,0.84958094
945,0,0,4.4451556,0.43369737,4.7899075,0,0,0,1.3636507,2.0980127,1.484571,0,0,0,0,0,1.7078116,6.844863,3.5214853,23.987669,0,9.475697,2.427064,1.8147099,0,0,0,0,0,0.52212405,2.2447662,0,0,0
946,0,0,4.956615,2.6232684,0,2.575887,0,3.4686637,1.7311885,0.35102418,0.47208074,3.5658126,14.640824,0,0,1.1352443,0,0,0,0,0,0,0,0,2.3510377,0,0.3562033,6.2149215,0,0,0,0,0,0
947,1.5230696,0,0,0,0.31004825,0,0,0,0.8092937,2.0360024,0.8331312,1.4985135,5.2343035,0,0,2.3059049,0,3.324954,0,0,0,2.5535562,0,0,1.2237519,5.270051,0,0.76815873,0,0,0,0.9492172,5.10753,0
948,0,0.6402555,1.5142585,2.7081604,0.13689163,0,0.6770526,3.2422054,4.6315355,0.79336506,0,0.5764938,2.6279933,1.040607,0,0,7.690378,0,6.4837856,0,0,3.545669,0.41130686,1.3556352,7.0900126,0,0,0,0,0,0.74854696,0.6229729,2.5313368,0
949,0,0,0,0.9682751,2.4530609,0,0,4.493619,0,0,0,0,0.64867556,0,0.97329444,0,0,0.37380645,2.5267038,9.113123,0,0,3.954776,1.5717809,0,0,1.4900581,0,6.03281,0,0.59894156,3.0055103,0,0.3657944
950,0,0,0,2.4985769,0,0,1.0009309,0,0,0,0,0,4.5688977,0.5653097,0,0.7274243,0,0,0,5.518341,0,0,0,0,0,1.889938,0.07298103,0,1.0989723,1.1009777,0,0,0,0
951,0,3.0619042,2.7983544,1.880082,0,3.3467958,0,0,1.876784,3.898025,0,0,1.4292755,0,0.3942877,0,0,15.846926,0,0,0,0,0,0,0,1.3610612,0,0,6.2809997,0,0,0,0,0.08531878
952,0,0,1.8996862,0,2.2903326,0,0,0,0,0.178114,0,0,11.332338,0,0,0,0,0,0,0,0,0,0,1.423975,2.930766,0,0,5.1587396,0,0,0,0,0,1.4548119
953,0,1.8992935,0,0,0,0,0.9319475,2.3786023,0,0,0,0,0,3.128459,0,0.7268183,0,0,0,0,7.4031796,0,0.76712775,0,0,2.4864843,0,4.9342446,0,0.70781404,0.24296494,0,2.204712,0
954,0,0,3.5284014,0,0,5.12696,0,0,0.19569159,0,3.7587483,0,0,0,0,1.2045112,0,0,0,0,6.510766,0,0,0.003474742,19.514193,0,2.7948532,0.1282448,0,0,5.511438,3.127702,0,2.0425305
955,2.63337,2.809357,0,0,0,0,0,4.1097035,0.8737503,2.3742316,0,0,7.105407,4.856233,3.6586456,0,0,0,0,13.211779,0,0,0,0,1.8249611,1.1971661,0,0.83720523,0,2.8397136,0.061912503,1.7471019,0,0
956,0,4.524317,0,1.3812598,0,0,0,6.9057336,0,1.2035313,2.2601497,0.20502134,0,0,0.7345051,0.11138399,0,0,5.9829245,9.422843,0,2.082302,0,0,6.3126736,0,0,0,0,0,0,3.738056,7.623219,0.46822628
957,1.0426447,0,0,0,0,0,0,0,0,0,0.40027204,0,0,0,2.3000207,0.23427823,0,0,0,0,1.0940293,1.2020231,0,0,0,0,0,0,0.8839293,2.8767755,0,0,0,0.257044
958,1.1042099,0,0.10141107,0,0,0,0,0,0,0,6.5850163,3.13207,0,0.73051536,0,0.884949,0,0,0.633761,0,6.2990417,0,0,0,0,0.1609761,0,0,0,0.6615516,0,0,3.2440512,2.7675233
959,6.532037,0,4.879864,0,0.47442865,0,1.7473137,0,0,0,0,2.054138,0,0,1.8989319,2.270613,4.9448447,10.933867,4.9857287,1.5984215,1.4817818,1.5669453,0,1.6421274,0,0,3.176681,0,0,0,0,2.5880704,2.2511659,0.39680734
960,0.25651953,0,1.0019536,1.8349411,9.45556,1.8666426,0,0,0,0.29104677,0,2.1396463,0.8923756,0,0,0,0.7398721,0,0,0,0,0,1.511088,0.62692505,0,0,0,0,0,1.2169917,0,0,0,0.052500892
961,0.5716006,0,1.267396,0,0,0.32243636,1.3542897,0.8598585,0,0.59299797,3.6425354,0,0,0,4.3418365,0,3.3048692,0,0,0,8.636474,10.971541,2.428947,0,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,9.132932,0,0,0,0,0,2.6429777,0.6190456,4.092113,5.866158,13.765055,0,4.5505247,0,4.757831,0,7.149979,0,3.2435462,0,0,0,1.364441,3.4949672,0
963,0,0,0,0.18958256,0,0,0.28055042,0,3.6988053,0,0,0,0,0.16931798,0,0,0.8108428,0,0,0,0,0,0,0.3417721,0,3.0491502,0,0,0,0,4.121186,0,0,1.6106192
964,0,0,0,0,0,5.502955,1.7140191,0.3273641,0,0,0,0,15.564556,0,2.7709117,0,1.1801084,13.819374,6.939592,3.4270558,0,0.4686188,0.8909367,1.94586,0,0,0,0,9.379897,2.1220272,0.006146253,7.571692,0,0.13143194
965,0,0,0,0.42398235,0,0,0,0.2518008,0.40347326,1.0683556,0,0,0,0,0.8566612,0,0,0,0,0,2.7609928,0,0,0,0,0,4.414336,0,0,0.48267773,0,0,2.3820739,2.2711186
966,0,3.977402,0,3.1449108,3.6055238,0,1.208885,9.666142,0,0,0,3.0370758,1.2597878,0.9812233,0,0,2.875425,0,0,0,12.0990715,0,0,0,2.9307468,3.463283,0,0,0,0,0,1.9971435,3.8442862,0.17859411
967,0,0,1.4721347,0,0,0,0,0,0,0,2.2635949,0,0,1.7536498,0,0.29695517,0,0,0,0,0,0,0,0,12.6423435,3.0445077,0,0,0,1.6415043,0,0,1.3190509,2.594817
968,0,2.128432,0,0,2.8857925,1.6003371,0,0,0,2.1680722,0,0,15.281856,1.4702437,0,0,0,0,0,4.716463,5.4526715,3.0176916,0,1.330637,0,0,0,0,0,0,0,0,0,1.6903327
969,4.782777,6.2343874,0,0.082504705,6.8590293,0,0,0,0,0,0,0,0,0,0,0,3.4757054,0,6.3633437,0,15.682593,0.7657791,0,0,0,0,0.14023738,0,0,2.9355154,0,0,0,0
970,0,0,2.6799285,0,0,0,0,2.716666,0,0,2.502661,0.08179176,1.5598856,0,0.63761467,0,0,0,0,9.131337,0,6.246886,0,0,0,0,1.2927724,0,0,1.8191051,1.4429824,0,0,0
971,3.4901092,0.33497363,0,2.1178138,0,0,0.17309818,3.9561276,0,0,0,0,0,0,0,1.6631979,0,0,0,0.55764914,0,0,0,0,1.5041987,0,3.1989331,0,0,0,0.5800191,0,2.2959795,0
972,1.381072,1.2481278,0,0,0,0,0.238395,0,0.3124614,0,0.7388355,0,16.527441,0,0,0,0,0,0,9.718252,0,1.5013688,1.964521,0,6.4343157,0,0,2.2518773,7.3896484,0.57892066,0,0,1.2979703,0
973,0,0,0,0,4.2571154,1.6970853,1.0681674,0.4745241,0,0,0,0,15.695138,0,0,0,0,0,0,0,0,0,0,0,0,1.7836701,3.3283007,0,1.5061779,1.6149813,0,0,1.2602303,0
974,0,0,2.959661,0,0,0,0,0,0,0,0,1.1272794,6.0765324,0,0,0,0.12150325,6.521131,0,2.1220534,0,0,4.0515866,0,0,0,0,0.1199774,0,0,0.53151387,0,0,0
975,5.466158,0,0,0,2.9644082,0,1.5388473,8.107251,3.275219,0,0.060446795,0,0,0,1.0473888,0.18745607,1.3638432,0,4.545508,0,5.2938423,0,3.7358086,0,1.4155742,1.8761799,1.6783607,1.7001226,0,0.2185625,0,0.10829253,0,1.3902735
976,1.1078557,3.3315077,4.3496614,0,0,0,0,0,0,0,1.5812818,2.9905643,8.662273,3.0359354,0,0,0,2.9680583,0,0,0,0,0.56935126,0,14.422445,0,0,0,0,0.7268276,0,0,2.0551898,0.89465535
977,1.9088131,7.822556,0,1.1572703,0,0,0,2.4926577,0,0,3.2461061,1.4428304,18.397577,0,1.5693717,2.2383509,0,5.649094,0,2.8725781,3.7893858,0,0,0.852856,3.8397734,0,0,2.1375282,1.5974185,0,0,0.80040824,0,0
978,0,0,0,0.110680535,0,0,1.376168,7.035203,2.6484058,0,0.6563317,1.2658612,18.39377,1.4473566,1.9048432,0,4.2883706,0,2.168283,0,0,0,0,1.116735,7.790068,0,0,2.0505168,0,0.8807844,0,5.441334,5.8777623,0
979,0,0,4.411465,1.4911174,2.331333,0,1.4762894,0,0,0,1.1045005,1.5227194,0,3.3312128,0,0,1.9581519,13.075621,1.1990339,0,0,2.397056,5.735846,0.41642556,0,0,2.9700327,0,1.6329467,0,0,0,0.1323947,0
980,0,5.7591877,2.9072216,0,0,0,0,0.6417105,3.9521055,0,0,0,0,0.48026913,0,0.3765834,0,0,6.4986286,0,2.2139688,0,0,0,3.299199,0,0,1.8494297,2.6460786,0.6022302,0,0.6856493,0,0.42044535
981,4.968849,0,0,0.50465703,0,0,0,5.0326576,0,0,0,0,0,0,0,1.1024811,7.331957,2.6827214,7.932862,1.9449855,5.8169875,0,3.077902,0,1.6782383,0,0,0,2.4418612,0.8228711,0.27584893,0,4.173783,0
982,0,3.1800094,5.7291217,0.42649657,0,0,0,0,0,0,2.3578773,1.6804514,0,0,0.043852236,0,0,12.496602,0,0,0,1.6745957,0,0,4.0690126,2.33293,0,0,1.9888084,0,0,1.4679121,0,1.8748853
983,1.1302527,0,0,0,0,2.0032513,0,0,2.9040642,2.104575,0.3767486,0.37395266,0,0,0,0.48818183,0,0.45579126,6.071758,0,10.156949,1.6076217,0,0,0,2.1081715,0,0,0,0,2.5140834,0.2563409,0,1.6134702
984,0,1.9108844,0,0.9697482,0,0.6656267,0,0,1.1180251,0,0,2.592727,0,0,0,0,0,0,0,0,0,0.58189416,0,0,0,5.037592,0,0.37701303,0,0,2.075911,3.6533868,0,0
985,4.3148026,0,0,0,0,0,0,0,0,1.7966133,1.3008527,0,0,6.080881,0.30957952,0,0,0,9.759294,0,0,0,0.020319613,0.40562418,0,0,0,0,0.23965396,0,0,3.1793141,3.7677393,0
986,0,0,0,0,0,0,1.5550395,0,0,0,1.9808794,1.1774275,0,0,0,1.523369,0,0,0,4.1932106,2.5259337,3.716099,0,0.11757971,0,1.5733722,0,2.428499,0,0,12.730505,0,0,5.3189826
987,0,0,2.1305442,1.8074623,0,0,0.4894499,0,3.2808948,2.523853,0,4.3650126,0,0.58733726,0,2.221201,0.05512162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5581409,0,0,1.7948856
988,0.6877588,0,5.9747014,0,0,2.759927,0,0,3.9730651,3.4576123,0,0,0,0,0,0,1.3125366,4.183226,4.2441554,10.335412,0,1.2206805,0,1.4008212,0,0,0.35808712,7.605027,0,0.033345673,0,0,0,0
989,0,0,0.24721691,5.6860533,0,1.7307776,0.61809117,0,0,0.36222038,3.324713,1.1182139,0,0,0.96318114,1.2425958,0,0,0,0,0,0,4.0293884,2.8435113,3.3409824,9.084267,0,0,0,0,0.32354662,0.8043356,2.089704,0
990,0,4.2177806,0,1.8361802,0,0,0,0.85817003,0,0.09553129,0,0,0,1.8302324,1.6396196,0,3.0484161,8.492393,0,0,2.22359,1.9510344,1.5531795,0,9.453793,1.2556881,0.5103463,2.446089,0,0,0,2.4656086,0,0.6060852
991,0.8233657,0,0.2343589,3.7669344,0.9630453,0,0,0,0,0,0,0,0,0,2.6456816,6.186212,3.4968905,9.922656,7.945625,11.208673,18.715643,1.3413032,0.09162264,1.1454148,0,1.9106737,1.3331176,3.6529024,0,0,0,0,0,0
992,2.0741305,4.57875,6.7287173,0,0,3.0182576,0,0,0,5.9304,0,0,5.666396,0.34147096,0.8660855,0.28939623,0,0,10.053197,15.929703,0,5.061193,0,0,0,0,0,0,0,0,0,0,0.10772656,0.34157968
993,2.8958416,0,0,0.6623983,0,3.2970917,2.5032332,5.35165,0.50233936,0,0,1.9318746,1.5524817,1.7086031,0,0,0,0,0,6.8208337,4.2162724,0,1.6353221,0,0,7.406773,0.9447772,1.0575342,0,2.7062595,0,7.0475197,0.6417253,2.1781473
994,0,0,0,1.3319603,0.45544976,0,0,0,0,0,0,2.4509292,0.4440848,2.4724681,5.199143,0,2.9390728,0,0,0,9.013439,0,0.35418928,0,0,3.782721,1.9761558,0,0.21879792,0,0,0,1.9996146,0.36223772
995,1.0681374,6.7215858,0,1.6242759,8.385339,0,0,0,0,1.9823775,0,0,20.33353,4.9551296,3.7783556,0.056564275,0,0.63409525,14.176498,0,5.0864472,0,0,1.2814037,12.738222,0,0.30975595,0,4.3127346,0,0.54945976,0,0.97399145,2.5187476
996,1.7295381,1.6828014,0,4.4279737,0,0,0,1.6637318,0,0,2.9271014,0,0,0,0,0,0,9.1043215,0,0,5.686587,0,0,1.9664332,10.424941,0,3.238439,0,1.6372863,2.4843209,0,0,0,0
997,0,0,0,0,8.913447,0,0,0,0,0,0,0,0,0,0,0,0.5665641,0,0,0,26.280643,0.3858357,0,0,0,7.824483,0,3.7962327,0,2.6278071,0,3.0818949,1.5516434,0
998,0,0,3.7658105,3.282941,2.1891096,2.3373997,0.16597374,7.3198605,2.905281,0,0,0,9.078472,0,0,0,0,0,0,0,0.87882686,0,2.8746445,0.36027607,2.0680892,10.749288,0.4280285,0,0,0,0,0,3.5384653,0
999,1.8073425,4.6286325,0,0.34628665,1.3920171,0,0,0,0,1.7698383,0.41869676,2.653693,0,0,0,0,0,0,0,4.002114,7.967154,0,1.1582503,4.004002,12.740095,0,0,0,1.3719461,0.32065234,0,0,0,0
1000,0.7786526,0,3.5497963,2.2873638,0,0,3.1368852,0,0,3.9513404,0.104547985,0,0,6.962229,7.3771534,0.21994844,3.7568834,1.338788,12.928648,0,0,3.992214,0,0,6.1635585,0,0,3.8964548,2.6097958,0,0,0,1.9213107,0
1001,3.3799386,1.6986285,0.5146961,0,11.798001,0,0,1.4443191,0,0,1.9604447,1.8937775,0,1.2242451,0.38090375,1.3700877,1.9339929,0.3355884,1.0854434,2.5828044,0,0,0,1.1314868,0,0,0,4.7212,0,0.6533319,2.2970738,0.118466996,0.42636535,0
1002,0,0,0,1.1590333,1.4505424,0,1.50201,0,0,0,0,0.6100818,0,0,0.77568245,0,0.665079,0,0,0,11.398325,8.10029,0,0,0,1.5406375,1.0796837,0.007736302,0,0,0,0,0,0.22130153
1003,0,2.6158965,3.3057115,3.2558098,0.47282618,3.4140327,0,7.26741,0,6.1453013,0,0,0,0,0,0,0,0,5.9350533,1.804281,0,0,0,2.227908,4.293157,0,0,0,2.4338615,0.2566085,0,0,0,0
1004,0,0,0,1.907935,0,0,0,8.081302,0,0,0,0,2.2501304,2.8414342,1.0038215,0.3507247,0.884449,9.076897,4.310946,0,5.6645784,6.299483,0,0,15.58193,0,0,0,0,1.2765985,0,3.048292,0,1.9761968
1005,0,0,0,1.2298052,0,0,0.28494534,0,0,0,0,1.8626704,5.593128,0,0,0,0,0,0,0,0.8071926,0,1.0966415,0,4.7844877,0,4.1806464,0.06521066,0,0.873583,0,0.20293005,0,0
1006,0,0,0,0,0,0.70249385,0,0.6779748,0.925843,2.9492729,0,0,13.554614,0.43770608,0,0,0,0,0,15.490657,6.627211,0.43610534,0.08025562,0,0.501576,0,0,2.275012,1.2954085,0,0.6463365,0,0,0
1007,2.4653416,0,0,3.3977838,0,0,2.2284606,0,2.678837,0.4124467,2.5995572,0,0,0,0.012145845,0,3.2740142,3.3520923,0,0.14293176,4.602767,0,0,0,0,0,0,0.5005309,0,0.8206361,1.2001649,0,4.2252727,1.6925263
1008,0,0,0,0.4883692,0,0.60686827,0,0,0,0,0,0,0,0,1.6342804,1.1859456,0,0.19008663,0,0,0,0,5.171993,0,5.9170446,0,0,3.132829,0,1.32937,0,0,0,0
1009,0,0,0,0,0,0,0,7.830171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5670892,0,0,0,0,0,0,3.8043246,0,0,0,0
1010,0.13736767,0,0,0.14411761,0,2.9823751,0,6.518834,1.4339488,0,1.4042865,0,0,0,0,0,1.0616627,0,0,0,0,0,0,0,0,6.281659,0,0.23016466,0.22154562,0,0,0.79260665,0.2752397,0.5950702
1011,1.1574162,0,0,0,0,0,0,0,0,0,0,0.92287856,0,0,0,0,0,12.423165,10.962324,0,11.761211,0,2.1807187,0.6018004,0,0,0,0.1656944,0,0,0,3.2117345,0.59601074,0
1012,1.8406997,0,0.47147658,1.7767808,0,0,0,0,0,3.5266025,0,0.7625851,0,0,0,0,0,0,0.13218394,0,5.8951926,0.4304752,0,0,0,0,0,1.1823295,4.385319,1.5564432,0,6.0206594,0,0
1013,1.7839891,1.3051474,3.9258974,0,0,1.2800344,0,0,0.07720616,0,0,0.7397076,17.161873,0,1.3800201,0.79633784,4.991885,0,5.883389,1.1194715,0,6.769807,1.2781767,2.6674879,0,0,6.7848287,0,0.03669412,0,0,0,4.8341155,3.5017633
1014,0,0,0.56679845,0,7.170962,1.4042032,0,1.8910319,1.6593841,1.7838538,0,0.70475316,0,0,0,0.17306179,2.8333611,3.709084,0,0,0,6.5353103,0.28884107,0.26312384,4.641328,0.42227143,0,1.170903,2.2942765,1.2603034,0,0,1.8128487,0
1015,0,0.6113895,0.7748752,0,0,0,0,1.7763543,0.31851876,0,0,0,4.748761,0,0.6189286,0.28828654,0,10.511598,0.12446425,4.9605136,0,0,5.9793715,0.39651445,1.4065123,0,4.4628954,0,0,0,0,0,0,0
1016,0,6.243764,2.7142327,0,0,0,2.1391478,3.342703,2.8287942,0,0.32455298,1.868064,0,0,0.57883435,0,0,16.96297,0,2.2751856,0,0,0,0,0,0,1.0589882,0,2.9276578,0.25867417,0,0,0,0
1017,0,0,1.9913185,0,0,0,4.528928,7.807335,0,0,0.36952743,3.7449725,3.567463,0,1.3498992,0,0,0,0,0,5.5383534,0,0,2.304805,0.8707909,0,0,0,0.38706452,0,0,0.94457984,0,0
1018,0,4.344655,0,0.92758834,2.3581665,1.3292437,0,0,0,0,2.866988,0,0,0,0,0,0.6885554,4.7887144,0,0,0,4.14568,3.3792143,0,8.312592,0,0,0,0,0,0.50876075,0,0,0
1019,0.5039611,0,0,0,7.06454,2.151313,0,2.284034,0,0,0.2510231,0,0,0,0,0,0,0,0,0,0,0,0,1.7879751,0,0.016249795,1.4076557,0.10223749,6.49802,2.080747,0,0.011247646,0,0
1020,0,0,4.2649198,0,0,0,0,0.749898,1.9404606,0.19560207,1.6507139,0,0,4.5935006,0,2.0693877,0,0,0,0,4.6373367,0,0,0,0,0,1.3318827,1.181428,0,1.6584538,0.2519948,1.2483474,1.9423243,0
1021,0.4619201,0,0,0.54492337,0,0,0.9952983,0,0.102810495,3.2627738,1.5618109e-05,0.21502191,0,0,0,0,2.2263136,0,0,0,2.178993,0,0,3.1384757,0,0,0,3.659424,0,0,0.36531138,0,8.015868,0
1022,4.446759,0,0,0,0,0.6869574,0,0,1.9470801,1.1652783,0,0,0,0.7237523,0,1.3390245,0,0,11.940018,0,0,0,0,0,0,15.892013,0,0.7726671,0,0,10.94197,0,0,0
1023,0,0,0,0.3487028,6.6734443,1.8034896,0.96019703,0,6.40177,5.0401015,0,0,0,0.26636574,4.6491923,4.446129,0.28731894,0,2.922279,26.54315,0,0.90210044,0,0,0,0,0,4.0608444,0,0,1.0595392,0,8.278688,1.3640215
1024,0,0,0,0,0,0,0,1.4239899,0,0,0,0,0,0.9876295,0.45885882,0,0,4.8673444,3.2246692,0,0,4.125729,0,1.1419563,0,0,0,0.14488092,2.825852,0,0,0,0,0
1025,0,7.361555,0.64879125,0,0,0.43537506,0,0,0.18051478,0,3.1341636,0,22.050213,2.4793608,0,0,0,13.243636,0,0,0,0,0.18774186,1.4162743,0,1.5651808,0,0.1863483,0,0,2.1740298,0,4.2843895,0
1026,0,0.64772147,0,0,0,0,0.23232982,0,0,3.104175,0.38596654,0,7.6145144,0,0,0,0,0,0,18.71331,2.4499083,0,0.5533796,0,19.534296,0.6064113,2.690293,0,5.8930254,1.8030308,2.599619,0,0,0
1027,0,3.2501047,0,1.4814535,0,0,0,0,0,0,0,0,0,0,0,0,2.140776,0,1.430233,0,0.2782298,9.032969,0.18361016,0.18077806,0,0,0,0,0.3541307,2.8866413,5.5572724,3.9496078,2.128961,0
1028,0,0,0,0.29395735,0,2.5256171,0.4946436,0,0,1.3554027,0,0,0,0,0.54110724,2.811055,1.6207048,0,0,0,0,0,0,0,0,0,0,2.8522613,5.2948937,0,0,0.3686376,0,0
1029,0.78805536,3.59371,0,0,0,2.3293424,1.0584664,0,0.572575,0.8382997,0,0,0,0,0,0.37038136,3.2773163,0,12.016468,0,0,10.274799,0,1.6919447,0,2.4248044,0.24652956,8.713,0,0,0,1.3795547,3.0744975,0
1030,0,0,0,0,1.2104219,0,0.26780674,0,0.33478403,0,0,2.2535346,10.511453,0,2.6326506,0,4.0973406,1.441468,0,0,0,0,0,0,0.69349223,0,0,1.1382532,5.7926774,1.8894057,0,0,0,0
1031,0,0,2.4687974,1.9981459,0,0,0,0,0.010941757,0,0.36806092,0,0,0.22267017,2.240043,0,0,15.014948,11.302525,6.83607,0,0,1.8466785,0,1.7471025,0,0,0,0,0,1.426568,0,7.984688,0
1032,0,0.23977005,0,0,0,1.7147111,0,1.9386008,0,0,0,0,13.978894,1.803687,3.9184837,0,0,9.472485,0,0,0,4.6469455,0,0,4.734694,0,1.4129486,0,0,0,0,0,1.7294073,6.657865
1033,0,4.6199737,1.0234278,0,11.395495,0,0,0,0,0.34966365,0,0,0,0,0,0,0,4.3603525,5.4993973,5.8341203,0,0,1.3491664,0,3.9825187,2.9221208,0.84972584,0.36405775,0.5840431,2.7088978,0,2.923016,1.3865447,14.422084
1034,0,0.58331835,0.17239806,0.105858475,0,0.6987388,0,0,0,0,0,2.7149036,5.032524,0,0,0,0,0,0,0,0,0,4.9957943,0,0,0,1.5465205,0,0,0,0,0,2.4056695,21.090033
1035,1.4812887,2.7735345,0.6113331,1.48589,1.7293324,0,0,5.605577,0,0,1.5221967,0,8.928709,0,0,0,0,0,0.43803683,0,3.357324,0,0,0,0,0,1.6426889,0,0,2.1240635,0,0,6.9149137,13.043284
1036,4.6032143,0,1.945519,0,0,0.45288742,0,0,0,1.118475,0.023016306,0,0,0,0,3.295925,0,0,0,2.0549898,5.1159277,0,0.2869144,0,12.192187,0,0,0,0,0,0,0,0,8.332165
1037,2.013109,0,3.6487741,1.7726067,0,0,0.28545648,0,0,0,0.87919986,2.709868,3.4421885,0,0,0,0.8581946,0,3.1984477,0,0,0,1.6062413,1.9848099,0,0,0,0.8167078,0,0,0,4.64911,0,15.218947
1038,0.6351238,0,0,0,0,0,0,0,4.3979726,0,0,0,4.5396314,3.6670015,0,0,0.27426767,1.0695034,0,8.813923,0,6.6670218,1.7793761,1.7612234,10.409376,0,0,2.022672,8.620966,1.839856,0,0,0,17.208794
1039,0,0,1.6746477,0,1.4045782,0.014869876,0,0,0,0.46336594,4.273033,2.8115733,0,0,3.7546763,1.2683352,0,0,0,0,0.42147538,0,1.8181002,0,0,0,1.8516921,2.6371577,0,0,1.9734266,0,0.013305669,13.146512
1040,0,0,0,2.199196,0,0.53249276,0,0,0,0,0,0.26592445,0,0,0,0,0,0,0,0.90497524,5.037135,0,0,0,0,6.4275236,0,0,1.6076237,0.66456157,0,0,5.2625866,19.648941
1041,0,1.4549552,0,0,0,0,0,1.960957,0.15970336,0,0,4.7757807,9.772009,0,0,0,0,20.612524,1.7105126,0,0,0,0,0,0,0,0,0,0,0,0,0.6556346,0,9.310321
1042,7.736745,0,0,0,0,0,1.263236,0,0,0,0,0,0,0.6596271,0,0,1.8994274,0.9414662,3.0326142,2.2700357,0,0,0.74086475,1.624398,0,2.50543,0,1.2921149,7.2843738,0,0,0,0,8.7640295
