x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052
575,0,0,2.8955293,0,0,0,0,0,4.4049654,0,12.258369,7.7762094,8.419918,1.5927068,4.3394427,1.5436325,0,0,4.8671136,0,1.4483624,0,0,0,5.5530624,12.138888,0,23.972828,0,15.726513,0,0,2.4115489,0,3.4341168,13.653704,0,0,6.8364086,5.5665073,17.189405,21.897762,0,8.906903,2.3887196,16.52243,6.659213,6.402554,2.8441417,12.574933,0.9590367,0.7597735,13.598622
576,0,0,1.8831444,0,0.7298735,0,0,0,1.6796722,0,3.9883714,34.05195,7.395627,0,3.0177648,6.575746,0,8.550815,10.29449,0.002178393,3.8511996,0,0,0.05911989,5.908923,9.608682,7.1046352,5.028553,0,31.821877,2.8526847,1.0362726,0,0,3.953798,8.505486,0.88635826,8.287229,5.122277,0,30.485186,9.380518,0,6.8483615,0.24608776,20.058119,0,14.797434,21.854332,22.539194,0,6.8029556,0
577,0,0,0,1.1735014,0,0.8185023,3.9081736,0.4732181,0,0.4959404,14.286274,19.197002,0,0,6.5773573,3.7808123,3.2463546,0,2.0929427,1.5734633,6.2556376,0,0,9.549196,3.0374107,0,9.310797,0,0,30.597288,0,1.9248288,0.41652715,0.42941627,7.626988,5.380663,4.3446965,5.193749,2.7185402,9.437703,16.387987,0.86696035,0,6.1363144,2.260047,7.9116817,0,6.4127917,18.59845,18.436289,4.341684,0.3444349,2.825843
578,0,0,4.152065,0,32.444046,0,2.5150032,0,3.0053954,0,0.55801207,0,0,5.1310916,0,9.050918,0,0,8.493164,0.6272907,4.2333283,0,0,0,6.988489,0.22091447,2.328992,0,0,5.3456097,1.20289,0.2739966,0,0,1.0086753,2.482247,2.166298,1.9239479,3.6717687,1.5393016,10.747769,3.0486727,0,3.6127558,0.79054815,4.138581,0,7.834551,15.246151,5.0874405,0,0.47054848,0
579,0,0,0,0,0,0,6.449532,0,2.62836,0,1.8581533,3.0313184,5.435984,2.614765,0,0,9.908032,1.2920103,2.1189501,0.71709895,1.1734525,0,0,1.0766981,3.6139505,0.5385919,4.710148,0,3.8063316,13.604251,2.4769893,0.3904228,0,0,1.7917746,3.7333417,0.4482808,2.2963562,0.72458917,1.7999665,4.579633,0,0,5.808973,0.8821117,0.3554719,8.504718,1.3561815,15.349826,12.69984,8.27389,1.5939393,0.6127785
580,0,0.44332945,0,0,10.596769,3.098018,0,0.8654483,0,0.054798346,0,8.233107,0,3.6510673,6.1412697,0,0,7.133243,9.7028265,2.762609,0,0,0,8.345884,3.2272317,0,5.699729,0,0.74570215,3.588093,0,1.554564,1.6352799,2.9347217,0,0,0,0,1.3372568,5.295676,0.8326599,0,1.5534792,0,0,0,2.349834,0,6.2224803,0,0.54986894,1.8404471,2.9147701
581,2.1121848,0.16201615,0.45939553,4.0430117,0,0,0,0.966273,4.530361,0,3.2022111,0,0.24283987,4.8711686,6.8303537,2.9695137,9.313156,0,5.3762174,0,0,1.360706,0,0,0.07062706,4.019693,1.3314856,0,1.4012617,0,1.5462397,3.9945588,0,0,2.8282356,0.58980775,0,7.4142137,0.561927,8.130906,3.1106386,0,4.867701,0,0.9778665,0.6396005,4.5492353,1.9269035,2.5859883,8.087797,0,2.6693525,3.147643
582,0,0,1.50958,2.559316,5.3121786,1.3539156,3.2412543,3.681026,0,0,0.34051868,0,4.6310835,0,0,1.3555974,5.7448864,3.5726695,6.2988553,0.78354245,0,0.3322102,7.8686743,8.797646,1.0188211,0,0,0,2.4573522,0,3.0279045,0,0.79799455,0,11.018837,0.63860554,0,3.5925856,0.4058228,0,0,0,0,0.16694163,0,0,2.1930668,2.5656075,6.1992574,0,0,0.705106,9.175782
583,0,0.32899758,3.106681,0,0,2.2548058,7.789948,3.0385988,3.1403217,0,12.323679,0,3.390837,0,3.4271545,5.9144397,11.603323,0,2.7178934,0,3.4527066,0,0,1.3507265,0,0,2.0433738,0,0,2.3171577,3.5437188,0,0,1.0903503,0,1.31381,0,0.3397328,0,6.620208,0,0,0.10822936,0,0,0,0,0,15.063123,6.9975777,0,3.916248,0
584,1.7261039,0,3.0254378,10.498701,0,0,0,0,0,0.053157073,0,0,3.0867248,0,6.909402,0,0,0,0,1.3866961,0,0,2.5839436,3.4017396,0,0,10.644974,0,0,10.96686,2.244355,2.0406687,0.37370297,1.5548346,8.788867,0,0,6.152409,0,0.6594966,0,0,0,0.37475216,0,0,5.911679,0,0,0,0,0.7076795,0
585,0.43036902,0.12312635,4.5526757,0,0,1.7473773,1.4905851,0,3.6404436,0,2.9601054,0,4.503336,2.3027117,12.121521,0,6.373572,1.1554497,7.689046,0.8398761,2.1597276,0,3.1480854,0,0,0.5725945,4.8004913,0,0,0,4.268436,0,1.103467,0,2.8686442,1.6373729,3.2363734,10.560423,0,9.742192,5.8626537,0,0,0,0,0,3.7120533,2.4750154,6.8729115,8.842172,0,0.045291062,2.9577358
586,0,0.44040594,0,0,2.3603969,0.31098983,0.44271815,1.1071026,5.1622453,0,1.4221426,0,4.5979404,0,3.6996233,1.9208101,4.315854,0,0,0,0.25784677,5.1713862,12.363066,0,0,2.76583,0,0,2.6745942,2.052606,2.0407686,1.5040408,0,0,2.2708974,2.3289044,0,0.25679016,0,3.7146287,0,0,0.30451864,0,1.1661159,0,7.951885,0,3.2661529,4.3916855,0,1.9592365,0
587,0,0.62545425,1.4962784,3.0051613,32.09751,0,6.1874595,0,1.5477498,0,5.7237415,0,0.91911495,0,8.576028,0.67400455,0,10.156112,10.363799,1.5361954,0,0.9973012,4.3076196,3.068564,0,0,0,0,0,0.022410356,3.8562772,1.5108718,0,0,4.4373946,0.13912027,4.223657,0,0,6.128956,0,0,0,0,0,1.2234547,4.1843295,0,7.8510447,6.0366507,0,1.8198606,0.20952322
588,0,0,0.6919198,2.2996552,0,1.6341472,2.7027054,0,0,0,0,0,1.0390087,0,0,0,1.1743269,0,1.2006109,0.29464492,1.308453,0,3.6934233,1.6143785,0,0.35254288,0,4.051233,0,5.798679,0,1.6522217,0,0,4.3862576,0.96705633,1.421659,10.326839,0,1.0058001,0,0,2.6127455,0,0,0,4.481467,2.5656366,4.504779,0,0,3.6441915,0
589,0,0.035607893,0,0,0,1.6246271,3.2832794,0,0,0.034449186,1.0791321,2.8448427,10.620265,0,0,0,0,0,6.9347878,1.0361615,2.7623308,4.104318,0,0,0,0,16.48884,3.3007896,0,0,5.45381,2.2894974,0,0,0.52274764,0.40371475,12.704559,9.083976,0,1.1018885,0,0.22483867,0,4.664575,0,0,0,0,0,5.827076,0,2.0962632,0
590,0,0,5.843352,0,0,0,1.3441913,5.8410125,0,0,0,0,4.988345,0,0,4.122624,5.781201,0,1.0176224,0,0,0,0,0,0,0,0,0,8.801311,8.506341,3.169871,0,0.58208615,0,6.440295,0,0,0,0,7.2584014,0.7318606,0.0904662,0,0,0.1815536,0,12.487368,0,8.570164,0,0,4.1523504,15.535658
591,0,0.21494345,0,0,8.949028,0,1.5366542,0,1.151224,0.7104026,0,0.6994647,0,1.212632,0,0,0,0,0,0.63215286,0,0,0,2.010339,0,1.476795,4.0743546,0,0,1.8296425,7.8111663,1.9222819,0,0,3.1735897,0,0,0.24989027,0,0,0,0,8.606291,0,0,0,0,0,0,5.6415906,0.75562686,0.71557325,0
592,0,0.042190906,0,0,0,0,0,0,0,1.7070793,0,1.9240109,3.575781,0.17788534,0,4.316111,0,0,0,0,0,3.8060727,0,0,0,0,0,0,4.737433,0,0,0,1.4590718,0.8539828,0,0,0,0,0,0,0,3.1013896,10.385168,10.021659,0.044472367,0,0,0,0,0,4.2911577,0,0
593,0.8091941,0,0,0,0,0,0,1.3444318,3.3849864,0.030278085,0,3.017544,0,0,6.252718,0,0,0,1.7062017,0,0.88887453,0,1.8056502,0,0,0,0,0,0,5.3125668,0,2.2694995,0,1.3469572,4.6237383,0,0,0,0,0,0,2.0995772,0,0,0,0,0,0,0,0,0.06678403,0.35653692,0
594,0,0,0,0,0,1.5251265,5.6673336,5.624671,10.493522,0,0.52106494,0,0,0.10293608,1.1252038,1.9861289,3.6335206,3.093042,3.4068644,1.4335076,1.3475716,5.0743427,0,9.89872,0,0,8.985062,0,9.647708,2.745412,2.624455,0,0,0,2.9902034,1.2504516,2.59622,4.981422,0.98189163,6.3804502,2.2055585,0,0,0,0,0,7.844879,0.5562119,19.552834,13.351239,0,6.9074717,5.3822875
595,1.9781172,0,2.6435103,0,15.236688,0,6.309407,0,0,0,0,5.0984826,13.637282,0,2.8258104,0,0,5.98894,0,0.13626383,0.18989614,0.051395435,3.9546711,0,0,0,7.60511,0,0,0,1.0987397,0.92333627,0,0,15.570247,0.25574437,5.4240193,0,0.45102265,3.0563488,0,0,0,0,0,0,3.5528033,0,0,7.3328524,0,0,0.502213
596,1.5202368,0,0,1.4858829,0,0,0,0.9952981,0,0.69372743,0,0,0,0.78916514,8.682962,0,0,0,0,0.96199,0.07636358,0.17069072,0,0,1.8383324,0,0,0,0,3.0650313,0,2.6709566,1.8452901,0,0,2.1408577,0,0,3.2251139,0,0,0,0,1.5335873,3.3648605,0,0,0,0,0,7.3399057,0,0
597,0,0,0,0,1.3369185,0,1.7902946,0,0,0,8.35008,3.1269085,0,2.6883402,0,0,0,0.4970065,0,0,0.9835413,0,0.36421433,0,0,3.6304967,0,0,2.9373713,0,0,0,0,3.6043594,0,1.60222,1.566505,4.271721,0,5.8615394,0,0.98094386,0,2.4174762,1.3237263,0,0,3.3164005,0,6.513681,0.017009655,0,0.22628236
598,2.1904473,0,0,0,0,2.073857,0,0,4.6500072,0.55129045,0,0,0,2.1567974,0,0,2.096556,0.9749009,6.195256,0.6003982,0,3.7226284,11.807871,1.5772656,0.5948403,0,3.5175993,5.8388147,6.565183,5.9126906,3.880436,0,0.12973686,2.9901266,6.0201,0,0,0,0,0,0,0,0,4.1697507,0,0,0.8027459,0,0.47938672,0,0,0,0
599,0,0,0.97792166,11.373197,0,0,0.7882515,0.42027837,0,0.43668732,3.26811,0,0,0,0.12811816,0,0.969153,1.4564469,0.22280611,0.14921181,0,3.1116278,0.9950012,0,1.5221792,0,0,4.787325,0,2.7726896,4.137205,0,0.16924581,0,4.2063994,0,0,10.038924,0,0,0,0,0,0,0.2636278,0,8.593824,1.307871,6.4328723,0,0,1.5147434,1.8389848
600,0,0.061747357,0.6954079,0,23.30875,0,2.2698684,4.363034,0,0,5.339513,0,0,2.6847348,0,0.58339244,0,0,1.6321102,0.27362114,0,0,0,0,0,0,13.777418,0.84878165,0,0,0,0.27459165,0,0,1.6560417,1.792978,5.934994,0,1.5614277,2.314587,0.32305637,0,5.6651793,1.0570092,1.6843369,0.9704409,2.8679657,0,0,2.2922437,0,0,4.516639
601,0,0.27199042,0,5.261709,0,0,0.6745201,0.727836,0,0.28538835,0,3.2894673,0,0,0,3.2059705,3.5730178,0,0.64388084,2.2837124,0,0,3.2244835,0,0,4.647026,0,10.518961,0,0,0,0,1.6580657,0,0,0,0,0,0,0,0,1.2295039,2.6470664,3.18159,1.0743341,0.59093916,0,0.40425497,0,7.4167805,2.1598108,3.5806425,0
602,0,0,0,0,0,1.3499775,0.81319034,0.1918376,5.845144,0,1.0546473,0,0,0,0,0,0,0,3.0219617,0,1.1547352,0,0.5995904,2.057134,0,0,0.44571856,0,6.8409996,0,3.8550305,0.48288998,0.48782262,0,0,1.6442171,7.718097,5.4835167,0,4.0715294,0,0,3.1196814,0,1.9643532,0,3.2948415,0.97389364,3.908394,0,0.9534982,0,7.4336996
603,0,0,0,4.071142,0,1.0764501,0,2.128758,4.089182,0,0,4.888503,1.6156852,0,9.430503,0,0,0,0,0,1.4593843,0,0.23235686,0,1.9910274,0,4.650215,0,0,2.2711403,1.0624615,1.6930052,0,0,0,0.63051146,0,0,2.0051992,0,2.0002468,1.3368088,0,0,0,0.76849335,3.103076,0.42457572,0,0,0,2.4155247,0
604,0,0.6302529,0,0,0,0,2.234533,0,5.325268,0.215697,1.8316481,1.7186811,2.080215,0.11730641,0,0,0.34879038,0.27976295,0,0,0,0,0,0,0.58903575,2.8044877,0.30930024,0,4.37769,0,1.2069978,0,0.91105366,0,0,0,0.9709336,0,0,4.7228513,5.6358237,0,0,0,1.5679122,0.24185947,4.451752,0,0,0,0,0,0
605,0,0,0,0.27155513,0,0,2.5881221,0,0,0.7422261,0,0,0.9020159,0,0,0,4.310431,0,0,1.0480745,0,7.828201,4.71306,1.847574,1.9150174,0.013367939,0.49167544,5.306054,1.5122681,0,0.7883512,0,0,0.74419147,2.548781,1.0248479,0,1.396702,0,2.0443597,0,0,0,6.3315406,1.3937558,2.159907,13.779069,0,0.741419,4.0289903,3.7951422,0,0.5272093
606,3.7235878,0,2.4820125,3.1774278,2.899904,0,1.747189,2.5722313,0,0,2.0938451,0,0,0,5.534262,0,0,0,0,0,0,1.6169156,0,0,0.09548603,0,12.326308,8.9200945,0,0,0,2.5793023,0.090467766,0.30480796,1.1366531,0,0,0,1.2804655,0.17251025,0,0,0,0,0.8586142,0,0,0,0,0,13.068788,0,8.239095
607,0,0,0,0,0,0,0,0,0.75719976,0.971831,7.39154,0,0,9.000542,4.2585344,0,0,0,0,0,0,1.1615827,6.2154665,3.967113,0.98062474,12.668887,5.3714275,0,2.9559233,6.8431644,0,0.3905251,0,1.5299165,0,0,2.7483537,2.4461768,1.7174351,0,0,0,0,0,0,0,2.3647344,0.83720034,2.6054058,0,0,1.0820911,0
608,0,0.07451141,0,0,0,0,0,0,0,0,0,0,0,0,3.383955,0.8220251,0,0,0,0,0.35446313,0,1.8061827,0,0.26337776,0,5.303303,0,0,4.087878,0,2.504931,1.4008273,0,7.912623,0.49985573,4.924214,11.522287,0,2.1212034,0,1.7786553,0,1.5337995,0.74877495,0.36652213,0,0,0.6105879,0,0,0,0
609,0,0,2.2558959,3.1270711,9.83448,0,0,0,0,0.04050247,0,0,9.798594,0,1.0046674,0,4.4533906,0,0,0,0,0,0,0,0,0,0,0,1.3116937,0,0,0.7989757,0,0,1.6677436,1.3675665,0,0.29332218,1.2550529,0,0,0.85385466,1.5473446,6.352961,0,0,0,0,0,0,18.552372,0,0.7925645
610,0,0.09932696,4.8080006,0,13.994889,0,0,0,0,0,0,0,0,0,0,1.5645832,6.137984,0,1.5576075,0.741724,0,0,1.8142086,0,0,0,13.617451,0,1.2417984,0,4.7768526,0,0,0,0,3.2797062,0,0.14291553,0.39790326,0,0,0,5.2942166,0,0,0,0,0,0,0,0,0,0
611,0,0.29048404,3.613539,0,8.586404,2.681052,3.0557704,0,3.4114501,0.058444623,0,8.919396,13.864927,0,0,0.66851413,7.3780527,12.654837,3.94282,0.26245013,3.4213314,0,6.5779405,0,0,0,0.831633,0,9.236912,11.958447,0.017414946,0.08791469,0.3128316,0.8377124,0,0,0,2.1770754,0,6.439056,1.90771,1.6754221,1.7821444,0,0,0,4.205647,0.8952611,7.4629254,16.596588,0,1.9288653,0
612,0,0.016615393,0.21790834,0,0,0.704794,0.12021454,0,0,0.8368818,0.3503428,0,0.76740557,0,7.1709085,0.090943016,0,12.057671,1.6604371,0.60694385,0,1.9825014,1.0959083,2.5572045,0,3.4174027,0,6.8542185,0,3.5546231,1.404113,2.6342187,1.0448192,0,0.99323,1.1364675,0,17.863508,0.026783854,3.0867908,0.4263212,0,0,0,0,0,7.5899887,0.20722422,1.385397,5.9156547,0,5.4828296,2.9282472
613,0,0,0.52521235,1.7062598,0,1.2526686,0.7939032,4.167413,0,0.073560864,0,0,0,0,0.12031243,0,0,2.1485965,5.7918344,0,1.0957583,6.877546,12.685684,7.9939394,0,0,0,0,0,0.39973122,0,1.2747971,0.35724223,0.46806693,0,2.2662423,0,0.4712172,0,1.8778831,0,0,0,0,0,0,9.236146,0,7.414015,1.4983537,0,0,13.577288
614,0,0.16616899,0,5.6746907,12.770593,0,2.3249602,0.007798565,1.3554219,0.069675155,2.8982687,0,3.1726704,0,4.2281,0,0,0,0,0,0,2.8194804,4.029909,0,0.6851749,1.2528172,4.9786477,0,0,9.920454,1.839502,0.2140104,0.5809386,0,0,1.2713637,6.9983306,0.5228494,0,5.1654763,0,0,0,0,2.681673,2.7443836,0,0,0,0,0.67804515,0.10204705,0
615,0,0,0,7.320583,0.114476666,3.0059767,2.2488184,0,0.89256597,0,0,0,0,0,0.40046465,7.016437,3.1976273,0,0.99145865,0.7528937,0,0,1.6356345,0,0,0,4.48776,0,0,2.5487633,1.9229321,0,0,0,5.366196,2.0577216,0,7.267149,0,0,0.025863864,0,0,0,0.7864677,0,0.52342534,0.29524454,0.66911745,5.8049583,0,0,0
616,0,0,2.0150263,1.361898,0,0,0,0,1.1537012,0,0,2.2874458,0.86467254,2.305277,0,0,0,0,9.9640665,0.93376017,2.1098397,5.8696885,0,5.5083694,0,0,0,0,0,0,0,1.3128313,2.391386,0.3466244,6.058983,0.62671214,0,0,0,0,2.313546,0,1.5570678,0,0,3.2528782,0,0,0,0,8.057402,0,4.197231
617,0.15616168,0.5393033,1.0124143,0,19.540897,0.8414391,1.6714293,1.568603,0,0.7090311,0,0,0,0,3.153751,0,0,0,0.6576189,0,0.044944584,0.63607,7.754593,0,1.8590795,0,0,7.649354,2.9303412,1.3688091,0,1.1983057,0,0,0,0,0,1.1017317,0.28531426,0.45690697,5.20608,0.324732,4.1097255,4.791339,0,1.1263304,4.05666,0,4.0809646,2.1159997,0,0,3.2488456
618,0,0.34984937,0,0,14.161271,0,0,0,10.574741,0,0,0,0,0,0,0,0,0,5.117794,0.8531575,1.8993618,0.28366366,5.1672473,1.9356639,1.6995333,0,8.193792,0,0,3.4458182,5.790992,0,0,0.46473953,0,1.113855,0,0.7132735,0,0,2.9958854,0,0,0,0,0.40097514,11.748062,0.22336677,1.7868444,0,0,2.3310215,6.8428445
619,1.4937848,0.072137,4.1332474,0,0,1.576486,1.1352378,0,0,0,6.385955,0,0,0,8.827274,0,0.5676073,1.8188828,0,0,0,5.2221622,11.179571,4.256001,1.7883538,0,0,0,3.2068555,0,2.7747762,0.16489665,0,0,0,1.0396154,0,0,0,2.3929057,0,0,0,0,0,1.373698,2.7473545,1.762569,2.0274227,0,0,1.9668847,2.3128543
620,0,0.60825366,0,0,0,0,0,0,0,0,3.776484,20.53361,0,20.319683,0,1.9780916,0,0,0.12805401,0,0,0,5.3685107,0,0,7.350339,0,0,0,0,0,0,1.0893868,4.3882914,0,0,0,11.842302,0.40772,8.198033,0,0,0,0,0,0.16699503,0,0.5058186,2.98237,1.1653988,2.1967897,0.13453601,0
621,4.6020737,0.2911573,0,0.91505367,0,0,0,0.8329587,2.9490778,0,0,0,0.24207656,0,0,0,0.8343413,0,0,0.65800077,0,3.7507598,0,0,0,0,4.485733,0,0,3.9487293,1.9600074,0,0.11404243,0.005235259,0.169668,0,0,0,1.2940314,0,0,0,5.6264873,0,2.5546806,1.7988137,0,0.09205251,0,4.341549,0,0.25434342,0
622,0,0,0,0,0,0,0,0,0,0.22007483,0,0,0,14.91401,0,0,0,0,0,0,0,4.332976,0,0,1.2963922,11.9053,0,1.1148919,2.588125,0,0,0,0.29484597,2.8644292,0,0,0,0,0,0,0,1.0904697,9.273977,5.461162,0,0.501944,0,0,0,0,12.860811,0,0
623,5.779916,0,0,4.2515726,0,0,0,0,0,0.33100665,0,0,0,2.6786742,0,3.0396142,2.4741342,0,0,0,0,1.879016,5.603139,0,0,1.1632107,0,0,0.7976584,0,0,0,1.2611827,0.54525936,0,0,1.9309893,0,0,0,0,0,1.4450101,1.3636408,0,2.0171893,0,0,0,0,5.414479,0,0
624,0,0.082624264,0,0,0,0,0,0,0,0.4789796,0,17.440838,0,5.915695,0,0,0,0,0,0,0,3.2774055,0,0,0,0,0,0,0,0,0,0,0,2.1583068,0,0,0,0,0,0,0,0.59627265,11.063167,2.198744,0,0,0,0,0,0,17.922087,0,3.3732982
625,8.193514,0,0,4.79983,0,0.48569363,0,0,0,0.4523728,0,0,0,4.074473,0,0.42031932,0,0,0,0,0,0,0,0,0,0,0,1.6070503,2.1336677,0,0,0,0,0,0,0,0,0,0,0,0,3.6030324,0,0,0,0,0,0,0,0.912807,0,0,0.38810757
626,6.6983824,0,0,0,0,0,0,0,0,0,0,0,3.470271,17.871765,0,0,0,0,0,0,0,0.85823715,3.3241856,0,0,3.875369,0,6.6857047,2.6168144,0,0,0,0,0,0,0,0,0,0.048400074,0,0.8835054,0,0,0,0.57434225,0,0,0,0,0,4.650259,0,0
627,0,0.018027483,0,0,4.99599,0.49531645,0.024889225,0,0,0.36965078,0,4.015623,0,0,0,0,0,0,0,0.76372385,0,1.6552825,0,0,3.8092437,0,0,0,0,0,0,0,0.2764737,0,0,0,0,0,0,0,0,0,0,0,0.029126652,0.648199,0,0,6.459107,1.0718087,6.374203,0,0
628,1.250316,0.2773608,0,0,6.3993692,1.5469718,0,0.1071672,0,0,0,12.169286,0,0.32352543,0,0,0,4.9183393,0,0,0,0.7657269,0.30298123,0,1.0836266,5.8675404,0,0,0,0,0,0,0,0,2.6081831,0,1.2999585,0,0.12320746,0,0,0.7484036,0.15565458,13.482861,0,0,0,0.046224155,0.012610746,7.5516286,0,5.944571,0
629,0,0.08670778,0.7016965,5.3714566,0,0.53592724,0.07283241,0,0.8103807,0,6.6046042,0,0.09826895,0,5.6569233,0,0,0,0,1.5715771,0.9299848,0,0,2.8954158,0.40035018,0,10.644175,0,0,0,0,0,0,0,0,0,0.85892403,0,0,0,0,0,0,0,0,0,3.2794123,0,2.18268,0,0,0,1.6848652
630,0,0,0,0,0,0,3.118842,0,0,0,0,0,0,0,0,2.764153,5.5213327,9.40991,4.906712,0,0.6783993,0,0,0,2.2717934,0,0,0,0,6.452941,5.1422534,1.5788622,0,0,2.0175304,0.58174735,3.4958994,6.0995574,1.7666436,0,0.98281515,4.4249306,0,0,1.3635937,2.107212,0,0,0,0,1.5821353,0,4.5754128
631,1.3042514,0,0,3.2535236,0,0,1.5667871,0,0,0,3.7963624,13.913751,0,2.15178,0,0,0,0,5.6038833,0,0,1.1166896,0,0,0.922044,1.9291536,0,0.5053484,0,1.2326608,2.6394916,1.7779064,0,0,0,0,0,4.743949,0,9.299137,3.1119118,13.300711,6.797926,6.8834147,0,3.536436,0,2.4965112,0,0,0,0.05625346,0
632,0,0,3.6022618,0,3.3972056,0,0.9442273,0.44856995,0,0.37058234,0,0,3.8391447,1.0202996,1.118479,0,1.5449382,0,1.9379401,1.1385287,0.94628453,0,0,0,0.5143835,0,0,2.064977,0,0,0,0.53745204,0,0,8.894114,4.5308366,0.01781411,0,0.98875177,1.4595226,0,11.520325,0,0,1.0925033,6.4361053,14.012134,5.0206637,0,0,3.818278,0,0
633,5.017919,0.39548245,1.321245,0,0,0,0,1.5475249,0,0.10062,9.700128,0,0,0,2.469774,4.6022263,3.5176773,0.78919727,0,0,0,0,0,0,0,0,0,17.45311,0,7.285875,6.713477,0,0,0,0,0,0.40022576,8.5391245,3.6546433,12.008137,0,0,0,0,0,0,3.0083947,0,0,0,7.0075626,0,0
634,0.32000247,0,0,0,0,1.8253686,0,0,0,0,0,5.9930987,0,0,9.96804,0,0,0,0,0,0,0,0,0,0,0,0,5.0229664,0,0,0,0,1.916097,2.2942593,1.2996002,2.346442,0.7338875,0,0,2.1261966,1.7847514,2.1447666,1.8212041,2.3827252,0.21049248,0,2.0100253,2.5556545,0,0,12.61877,0,0
635,0,0,0.83980006,1.1773548,12.682091,0,0,0,0,0.12129944,10.143337,0.31432518,2.372828,11.1259,5.942946,0,0,0,0,0,0,0,0,3.1229908,0,0,8.959808,1.679919,1.187379,0,0,2.2817285,1.2634095,1.6345607,1.8139281,1.8522643,3.6907368,7.139771,0,2.9769642,0.3923379,0.7363275,0,3.1902585,0.4255304,3.0280087,0,0.12002378,0,0,10.85583,0,0
636,0,0,0,0,0,0,0,0,0,0,0,1.3927416,0,6.0881457,0,0,0,3.6153104,5.006038,0,0,0,0.35030177,0,2.6484373,9.151096,0,0,0,0,0.47454727,0.79820275,0.6317998,0,0.7622562,1.8808455,0,0,3.7465026,0,0,0,3.4677126,0,1.9652913,3.970967,0,6.145385,0,0,5.5156503,0,0
637,0,0,0,0.43973935,0,0,0,2.1723843,2.2467365,0.34573153,5.8910923,7.1630697,0,1.6372203,0,1.1972117,1.6783215,3.4395478,0,0,0,0,0,0,2.027614,0,0,0,2.1976345,5.016818,3.8006964,0,1.6189858,0,0,8.145622,0,0,0,0,7.4309974,4.39781,0,0,0,4.134468,3.7257862,3.062263,0,0,0,0,0
638,0,0.12223736,0,0,0,0,0,1.0075972,0,0.7351212,0,0,4.6555486,0,0,0,5.489373,0,12.282825,0.24684803,0,0,0,0.9011282,0,17.476164,0,0,0,3.504873,0.23906086,0.5403637,0.2534238,0,0,2.4845493,0,0,0.89687514,0,1.5908934,4.2372355,0,5.2028117,1.4281613,2.5836785,6.597103,2.0470705,0.6162562,0,5.8849926,0,8.147179
639,2.667744,0,0,0,0,0,0,0,3.5627375,0,0,4.8061757,0,0,9.812988,0,2.716202,8.877606,0,0,0.66896534,0,0,0,2.2154624,0,0,0,0,4.9102836,8.5984955,1.6403898,3.2410874,1.9723094,0,5.9656286,0,0,1.1830095,1.7672006,3.9547265,0,4.0601854,2.0069637,0.31481558,0.02066611,5.3240685,1.3551344,0,1.770762,0.7030493,0,0
640,0.8448539,0.45347774,0,2.9826725,0,1.6641059,0,1.9338652,0,0,0,0,0,0,1.0824163,1.7839688,0,0,0.2702333,0,0,0,0,0,1.8221687,0,1.537506,0,1.5866079,0,0.00040209,0.14062954,0.22929583,1.1655777,1.867223,0.8263865,0.66743475,0.7062352,1.282291,2.0408123,0,0,0,0.52811223,0,0.34565443,5.3998623,0,3.9439666,4.7848325,0.5731,0.6674809,3.3045545
641,0,0.4521847,4.0314674,0,7.0669456,0,1.7475073,0,18.54792,0,0,0,1.3061553,0,0,0,0,4.1235433,0,1.1910019,0,2.084065,0,0,0,0,9.913627,0,0,5.109347,0.44072768,0,0,0,0,0.3503439,5.617224,0,1.6579896,0,0,0.19748226,0,0,2.6311955,0.21210656,0,1.0998396,0,0,0,0,6.10678
642,0,0,0.15064448,1.6417307,0,0,0,0,0,0.3192599,0.50665325,0,0,0,0.07759149,0.5913665,0,0,1.5206225,0.4436149,0,0.66342986,6.504109,0,1.2970738,0,0,12.080417,0,0,4.815486,0,0.93641514,0,0,0,0,2.4812253,0.4680146,0,0,1.3705969,9.44297,0,0,0,0,0,0,3.113944,0,0.020103624,0
643,0.3342948,0,3.7765114,0,29.5388,0.5571007,0,0,0,0,0,5.837823,4.9470544,0.40133405,8.747967,0,0,0,0,0,0,2.2001977,0,0,0,10.019964,0,0,0,0,0,0,0,2.1938474,0,0,0,0,0,0,0,1.014372,0,0,0.5520355,1.2372041,0,0,0,0,4.498029,0,0
644,0.8719768,0,1.4594307,0,0,0,0,0,0,0.3802404,0,0.86990064,0,0,0,0,9.635723,0,0,0,0,0,0.08868928,0,0,0,0,0,0,0,0,2.9534242,0,2.4921734,5.0177917,0,6.676105,0,0,0,0,0,0.31107786,0,0,0,0,0,0,0,0,0,0
645,0,0,0,0,0,1.5044687,8.761106,2.189779,3.729696,0,8.942562,0,13.059813,0,3.5416784,2.0253859,1.8338437,4.952155,9.229457,0,4.227595,2.4415183,0.41779917,14.298288,0,0,12.407841,0,4.9587274,0,7.62672,1.5463912,0,0,5.7034345,1.8714702,0,5.0975075,0,13.619386,0,0,0,0,0,0,2.5152924,0,2.7081711,8.589927,0,3.0187535,6.8467116
