x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061,y0062,y0063,y0064,y0065,y0066,y0067,y0068,y0069
124,0.3455792,0,6.166834,0,0,1.0039381,0.51493627,0,2.815581,0,0,0,0,0,0,0,0,1.1107936,3.7309086,4.7763925,0.69435006,0,0,0,2.2812717,1.0005714,0.32820544,1.8531958,2.441458,2.8277438,0,0,0,0,5.386438,0,0,0,0,0,2.42374,0,0,0,0.54781103,2.2467968,0.33896875,0,0.7153529,4.7751975,0,0,2.6734426,0.77302444,0,0,2.7628188,1.3457731,0,1.6889324,0,0,0,0,4.1530066,0,0,0,0,0
125,1.0882367,0,0,0,0,0,0,0.0906861,0,0.17363335,0,0.15677816,0,0,0,0.032385718,0.4942344,0,0,0,0,0,0,0,0,0,1.379764,0,0.81185216,1.3859146,1.7558264,0,4.565635,0,1.3483639,0.38997167,0,0,1.9039695,0,0,2.393345,0,2.4489279,0,0.068473406,0,2.2998998,0,1.475017,0,4.295148,0,0,0,0,2.7695467,0.32160792,0,0,0,0,0.6322787,0,0,1.0835309,0,0.88520396,0,0
126,0,2.4628823,0,0.8490294,0,0.44400945,0,0.9022569,0,0,1.2654988,0,0,4.1247416,0,0.29302326,0,0,2.1792853,0,0,0,0,2.4504447,0,0,2.521685,0.2546189,1.1513296,0,2.4342806,1.122024,0,3.7285163,3.6910663,0.4405234,0,0,0,0,0,0,0,1.3440455,0.69247746,0,0,0,0,2.5325534,0,0,0,0.25373197,0,0.75304675,1.9645823,0,0.101045586,3.5669818,2.153479,0.4302223,1.761973,0,1.312134,3.9438674,3.353441,0,3.6181781,0
127,0,0,0,0,0.17712364,0,0.25862402,0.056541506,1.6343207,0,0,0,0,5.535757,0,0,0,0,0,0,7.7109747,0,0,0,0.5938761,0,0,5.5522966,2.1627593,0,5.0396123,0,3.3279727,7.3035617,0,0,0,0,0,0,0,0,0,6.69967,0.10830658,2.0127363,0,5.7042027,0,0,0,0,0,0,0,2.41359,0.45075437,0.22849575,0.47774735,0,0,0.8012918,0,0,1.7108237,0,0.05163966,1.5424149,0.29492104,0
128,0,0.030547684,7.6358294,0,0,0,2.7929995,0,1.3312651,0,0,0,0,0,0,0,1.6549134,0,0,0,0,0,0,0,0,0,0.019605529,8.713819,3.0709982,3.1228602,2.460382,0,0.85161,0,1.1499335,0,0,0,0,2.1544785,0,0,0,0.64396304,0,0,1.1736743,0,0,8.574025,0,0,0,0,0,0,0,0.6839618,1.2724183,0,8.430724,0,1.7163582,0,0,0,0,0,4.6671257,6.2951574
129,0,1.7420678,0,0,0.7987497,1.8113457,1.2956711,0,0,2.657498,1.6375761,5.009625,1.9637642,0,0,2.2783701,1.2550073,0,2.2864165,2.9055252,0,0,1.5918542,2.8564053,0,4.7001686,0.27512667,0,0,0,0,0.525414,4.133128,0,2.729751,0.15721267,0.07840308,4.788029,5.3746514,1.2915248,0,2.7151704,0,1.0402856,2.4936492,6.4623184,2.0041313,0.6258754,0.8706543,0,5.3335547,4.206861,0,0,4.245862,0,0,0,4.646229,0,0,0.6487142,0,7.418272,0,0,0,0,0.34490004,0
130,0,1.9675472,0,0,0,0,0,0,0,0,0,2.1668398,3.2240365,0,0,0,0,0,0,0,0,8.894729,3.259152,0,0,4.9303975,1.6196456,1.3773074,0,0,0,1.3317726,0.19248545,0,0,0.8468912,0,3.3610134,0,0,0,1.5707438,1.8025647,0.8766169,0,0,0,0,0,1.3455704,0,0,0,0,10.363437,0,1.5108612,0,4.661467,0,2.6093605,0,0,2.266537,0.34233785,0,0,0.6638454,4.8972344,5.124631
131,0,2.923445,0,0.9736354,0,0,0.080158085,1.1126957,0.36456954,0,1.1093872,0,0,0,0,0,0,0,1.3593336,0,0,3.555398,2.6190152,0.5265614,1.7590075,1.4406708,4.3747783,0,0.018929385,1.9178741,0,0,0,10.757855,0,0.015801705,0,0,0,0,0.25592077,0.117926456,0,6.5648093,0,0,0.9490611,9.736247,1.8026797,1.2808555,1.1794171,0,0.9296657,0,0.3391132,0,0,0,5.413957,0,0,0,0,0,0,0.3755078,0,0.10860008,0,0.5517047
132,0.5905126,0,0,0,4.320137,3.368518,0,2.5409527,0.22777386,0,0,0,0,0,0.49809462,0,0,1.961222,0,0,3.395419,0,0,0,0.69241476,0,1.3609577,0,0,0,0,0.2629013,0,4.404321,4.8717566,0,0.22881505,0,0,1.1727184,3.615888,0,0.042889427,0,0,0,0,1.7277046,0,0,0,0,0,2.8326535,0,8.775798,0,0,0,1.3861903,0,0,4.302817,0,0,0,0,0,0,0
133,2.2575974,0,0,0,0,0,0,0.08966244,2.0987217,0,0,0,0,4.305811,0.48525953,0.90401787,0,0,0,0,0,0,0,0,4.5640416,1.3060627,0,0,1.1308177,0.19520257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4414106,0,0,1.0689967,0,0,0,0,0,12.242557,0,2.2101998,0,0,0.743332,0,1.6732537,0,0.31227756,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0.48163837,0.26178458,2.6821613,0,0,0,0,0,0,1.3628864,0,0,2.610144,0,1.2516981,0,2.9977038,0,0,0,7.5685544,0,0,3.680315,6.1404567,0,0.3932293,0.08202556,0,1.1171541,0,4.740643,0,0.25989044,0,0.960256,0,0,0,0,5.0451565,0,0,0,0,0,0.43900552,0.29974997,0,0,3.3855693,0,0.86963767,0.43654236,0,0,7.2897954,0.8964911,1.3763033,0,0
135,0,0,1.0817988,0,0,0.76775146,0,0,0,0,0.037434608,0.22253458,2.029847,0.061749108,0.43552825,0,0,0.42787692,0,0,0,0,0,1.5491843,6.833685,4.076738,0,7.843366,0,0,0,0,0,1.8294376,2.923882,1.6326785,1.2095833,0,0,0,3.6117895,0,1.1188854,0,0.8700226,0,0,0,0,0.5308711,0,0.24683116,0.76390445,1.3413438,0,0,3.6136863,0,0,0,0,0,4.2308555,0,0,0,1.0161299,0,0.79465985,0
136,0.16599622,0,4.51699,0.32000095,0,2.5392337,1.1887239,1.1687893,2.2890036,0.4711458,0,0,0,7.6992416,0,0,0,2.3597279,0,0,0,1.2389047,0,0,0,0,0.83266246,0,0,0,0,0,0,0,7.4590726,0.23213193,0.3488864,0,0,0,1.184397,0,1.1158872,0,0,0,0,10.069549,0,0,1.9983926,0,4.541871,0,0,0,0,0,0,0,0.057211258,0,0,0,0,0,0,1.8858825,0,0
137,0,0,0,0,0,0,0.7975993,0,0,0,0,0,0,0,0,0,1.0694959,0,0,0,0,0,1.8687476,0.5303244,0,0,2.01243,0,0.28344965,0.77253664,0,0,0.002618039,0,0,0,0.46106812,0.96427196,7.185369,0,0,1.6652998,0,1.6711287,0.3006053,10.03728,0,0,3.4000058,0,0,0,0.70838356,0,0.63058174,0,0,0,1.7447877,0,5.589951,0.64952487,0,1.4785123,0,0,0,1.7204176,0,4.2878885
138,0,4.6974373,0,0.4111272,0,0,2.2971797,0,0,2.4755123,0,0.8204988,3.6219568,0,0,1.9038378,7.1434464,0,0,0,0,15.47589,2.5830355,0.63164896,1.5115312,0,2.4791803,0,0,0,0,0,2.4703515,0,0,0,0,2.0015872,0,1.9015394,0,2.1124516,0,0.9317477,0,0,2.2792714,0,0,0,1.9990115,0,0,0,9.208639,0,0,0.76129794,5.148473,0,0,0,1.2740405,5.972313,2.1122448,0,1.7673501,0,3.019922,2.8860686
139,0,0.53955215,0,0.1230972,0,0,0,0,0,2.9171422,0,2.4465547,6.879064,0,0,3.9529734,1.034752,0,0,0,0,0,0,0,0,0,3.2616985,0,0,0,0,3.166389,2.1778958,0,0,0.084987976,1.0804662,12.970808,6.8849607,6.0789394,0,0,0.2938263,0,7.1029406,0,3.400195,0,4.5499287,0,4.6793313,2.224809,0,0,9.447171,0,0,0.51665825,0,4.6991596,0,0,0,0,0,0,0,0,0,4.168598
140,0,0,0,0.45114285,0,8.227486,0,0,0,4.3675847,3.4141169,0,2.7585275,0,0,0.8622812,0,1.4153914,0,0,0,0,0,0,0.024044378,0,0,0,3.7396905,0,0,0,7.310543,0,0,0,0.6810979,0,0,0,0.9242395,0,0.26582888,0,0,2.7838166,0.07986328,0,0,0,0,0.38324657,0.5433315,0.14683561,0,14.042992,0,0,2.9510343,0,4.1997538,0,3.6760333,0.08263491,0,0,0,0,1.002955,5.8930907
141,0.14246145,5.2841926,0,0,1.4077808,0,0,0.9533121,1.4881023,0,0,0,0,0.21799627,0.10570483,0,0,0,1.2878058,0,0,0,0,0,0,5.073692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7152033,0,2.2483196,1.4071628,0,0,0,0,3.829886,0,0.40325168,1.9773785,0,2.5466175,0,3.1857736,0.5493266,0,0.64194244,0,0,5.100307,0,7.09495,0,1.7983657,0,0,0,0
142,0,0,1.6460199,0,12.285988,0,1.1080775,0,0.22804008,0,0,0,0,0,0.47776335,0,0,0,0,0,0,0.106053986,0,0.5809076,1.0111479,0,0,2.3722775,0,0.30295885,3.30544,0,0,9.7399235,0,0.43061823,0,0,0,0,0,0,2.5276716,0,0,0,0.13102855,6.408159,2.118322,1.9111903,0,0,1.0647788,0,0,0,0,0,0,0,0,0,0,7.0468297,0,0,0,0,0.34534657,0.43204603
143,0,0,0,1.3649516,0,0,0,0,0,0,0,0,0,0,1.4063902,0,2.3926454,0,4.253682,0.117694035,2.5453043,1.1206768,8.355946,0,1.1696117,0.005709016,3.3547778,0,0,0,0,4.748788,2.0847468,0,0,1.5721264,0,0,0,0,4.4148355,0,0.11273736,0,0,0,0,0,0,0.4146701,0,0,0,0,0.40707332,4.4486117,0,0,9.409724,0,0,0.42966023,0,0,0,0,0,0,0.017977564,6.110998
144,0,0.62762296,0,0,0,0.1137096,1.0041652,0,0,0,0.054162312,10.24289,0,0,0,2.2349658,0,0,0,0,0,3.7193234,0,1.4768473,0,0,2.4038486,0,0,0.59501386,0,0,0,5.1893797,0,0,0.61740756,3.279137,0,2.2122657,0,2.4803088,0,0.28073236,0,5.907681,0,1.3963338,4.0677238,3.6161995,0,0,1.2312694,0,0,0,0,0,6.601906,0,0,1.5586963,0,0,0,0,0,0,1.5057641,0.33960846
145,0,0,2.8113246,0,0,0,1.3943865,0.8153386,0,0,0,5.34323,0,0,0,0,0,2.2187397,0,0.32348487,0,6.9387712,0,0,0,0,0.19369617,0,0,0,1.5567057,0,0,0,4.1374536,0,0,0,0,0,0,0,0,0,0,0.35662583,0,0.9232718,0,0,0,0,0,0,9.594319,0,0,0,0,0.013768313,0,1.4719725,3.2631218,0,4.4234247,2.177381,0,0.112223424,0,2.5602722
146,0,0.8843258,0,2.443049,0,0,0,0.5334772,0,3.9214346,1.9609401,3.1324732,0,0.2627682,0,2.65474,0,0,0,0,0,0,0,1.497108,0,0.34911,0,0,0,2.6223283,0,0.579281,2.342804,0,0,0.334389,0,1.027034,0.719365,0.043388374,0,3.386832,0,0,1.979226,2.2619016,1.8008543,0,8.305855,0,1.646246,0,0,0,7.2518687,0,0,0,0,5.6193376,0,0,0,0,0,1.7786027,3.394943,0,0.9133524,0.9466653
147,0,8.622388,3.669339,0.29423356,0,0,0,0,0,0.97026944,0.44093418,3.4020371,1.0788118,0,0,0.9938917,8.867917,0.08827976,0,0,1.9281753,3.8119671,0,0,0,2.6196055,0.85619766,0,0,3.4438684,0,0,0,0,0.061446186,0,0.07487691,0,1.7906371,0.5742924,0,4.317008,0,1.4791063,0.9882979,1.0170809,0.95298445,0,0,0,1.9305489,0,0,0,1.813745,0,0,0,4.7401147,0,0,0,0,0,0,0,0,0,0,1.3092918
148,1.8950728,1.2196741,0,0.8802735,0,0,0,0,0,2.5800133,0,5.486042,0.9804087,0,0.601869,0.08730534,2.1427197,1.2771797,0,2.029226,0,0,0,0.4331182,0,4.0073085,0,0,0,0,0,3.7390673,3.8800669,0,0,0.6630034,0,4.951716,0.15449554,4.3809924,0,0.58969456,0.615994,0,0,0,3.2797618,0,1.8278998,0,0.4534975,0,0,0,2.3983164,0,0,0.2029378,0,5.4270434,0,0,10.48766,0,0,0,6.0177674,0,2.0146708,0
149,0.98541707,0,0,0,0,0.5793453,0,0,0.36567336,0,0,0,2.129328,10.579413,0,0,0,0,0,2.7094467,0,0,0.57723284,0,0,3.095269,0,0,1.3407841,0,0,0,0,5.289037,0,0,0,0,1.0606883,0,3.2547677,0,1.709024,0,0,0,0,0,0,0,0,0,1.6009045,0.7649645,0,0,1.9823859,0,0,4.2504706,0.06241044,1.2641368,0,0,0,0,0,3.7884269,0.58561414,0
150,2.4026446,0,0,3.232921,0,0,0,0,1.0398663,0.48129734,0,0,0,0,0.81022674,0,0,4.672345,0,2.595079,5.1948414,0,0,0,4.0807333,0,0,0,0,4.967233,0,1.8971164,0,0,0,0,0,0,0,0,0,0,0,1.199484,0,0.1429414,0,0,0,2.8108015,0,0.54133576,2.3988223,2.3229747,0,0.6916346,0,0,0,0,2.8774803,0,2.5423822,0,5.0115666,3.8768806,0,0,0,0
151,1.087638,3.6871636,0,0,0,0,1.097567,0.21317343,0,0,0,0,0,1.1669393,0,0,2.3640893,0,0,0,0,0,0,0,0,1.6561693,0,6.018962,0,0,0,4.054494,0,1.3141624,0,0,0,0,0,0,1.9560609,0.18910143,0,0.23995756,0.6843445,0,0,4.926941,0,0,2.2920976,7.3728905,0.58865076,0,0,0,0,0,0,0,0,0,0,0,2.2748566,0.9396628,0,0,0,0
152,0,0,5.9634476,0,0,0,0,0,0.82710624,1.4419656,0,0.64771736,1.8441391,2.1050043,0.70860785,0,0,2.3348272,0.16736601,2.1415815,1.2380879,0,0,0,0,0,0.8811136,1.6017925,2.5800683,0,2.6667082,2.381518,0,0.17667313,3.275031,0,0,0.28797805,0,0.6041482,0,0,3.336407,0,0,0,0,7.0273695,2.58259,8.995061,0,0,0.2740536,0.21944456,0,1.3493459,3.0191498,1.2383033,3.7001889,0.3126917,0,0,1.4782752,5.465689,0,1.4361676,0,0,0,0
153,0,0,16.82691,0,3.8168201,3.303891,0,0,0,0.57703966,0,0,0,2.851939,0,0,0,1.6051743,1.7212273,0,0.6156238,0,0,0,0,0,1.94483,3.127796,0,3.7766173,0,0,0.8790578,3.5586364,0,0,0,0.042645693,0.29792008,0,0,2.627924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6394818,0.0865665,0,3.6347198,0,0,0,0,0,0,1.0367852,0,2.2278626,0
154,0.41545394,0,0,1.676577,0,0,0,0,0,1.6134074,0,0,0,4.1084523,0.52685255,0,0,0,0,0,0,0,0,0.3137274,0,1.3303767,0,7.301507,1.0497568,1.747228,0.9473179,2.0024834,0,0,0,0,0.443613,2.1028461,6.2725115,0,0,2.4988632,0,0,0,0,1.2082796,0,0.3325494,0,0.29111433,0,0,2.0019257,0,2.4134912,0.5513396,2.495653,0,1.8601494,1.69105,0,0,0,0,0,0.60268074,4.3998184,2.3388658,1.8067676
155,0.37446672,3.3464892,0,0,0,0,0,0.7246356,0,0,1.1016222,0,0,0.15835391,3.6983202,0.08048596,1.686304,4.3657365,0,2.3877153,0,0,0,0,0,0,0,0,0,2.976217,0,0,0,4.24035,0,0,0,0,0,0,0,0,0,0,0,0.8491143,0,6.4994993,0.73447233,0,0,0.94832486,0,0,0,3.4977143,3.311931,0,0,0,1.3596977,0,2.4539845,0,2.0830421,7.728942,2.41593,0,0,4.21551
156,0,4.0822706,0,0,6.7747626,2.1081288,0,3.1172967,0,0,0,0,0,0,0.95871323,0,1.1010796,2.107014,0,1.3912987,0,0,0,0,0,1.856165,0,0.7873354,2.2294464,0,2.6982677,0,0,1.7033252,4.4028497,2.7421954,0,0,0,0,1.3011773,1.2448711,0,3.0317624,1.6421217,0,0,0,0,4.0635667,0,0,0.8549203,0,0,15.773094,1.3894018,0.41270816,0,0,0,0,0,3.4829314,7.9673433,0,0,0,0,0.38295588
157,1.5038009,0,2.9704325,0,0,0,0.3276757,0,0.7675405,1.9338307,0,0,1.6650993,3.665046,0.06591149,0,0,0.2170967,0,0,0.13317156,0,3.4677267,0,0,0,0,0,1.8308032,0,0,0,0,0,0,0,0,0,0,0,0.47018224,0.6747705,0,0,0,0,0,5.908265,0,5.4499965,0,2.405089,0,0,4.602494,0,0,0,0,0,0,0,2.2181997,0,3.170352,0,0,0.9618157,0,0
158,0.9396526,0,2.1343603,0,0,0,0,0,0,0,0,4.60968,0,0,0,0,0,0,0.17836444,1.9821621,0.049444735,0,0,0.001372467,2.577929,0,0,0,0.5992858,0.36507115,0,0,0,0.68418896,0.89202416,0,0.21761255,0.17247254,0,0,1.7898828,0,0,3.020545,0,0.4339603,0,1.8403338,0,0,0,0,5.1060176,0.20950188,0,0,1.3482083,0.87762606,0,0,2.002534,0,0.3098001,1.2786207,0,0,0,0,0.8471271,0
159,0,1.9612868,0.60647464,0,0.34820798,1.7735322,0,0,3.6680179,0,1.1300948,0,0.2222828,7.3834066,0.7808868,0,0,4.6092916,2.9362752,0,1.645474,0.53289384,0,0.4659524,8.365736,0,0,0,0,0,0,0,2.328409,0,0,0,0,2.1742113,0,0,0,0,0,3.3129177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8336701,0,0,0
160,0,0,3.3734891,1.7765296,0,0,0,0.47572514,0,0.5927841,0,0,0,2.1298742,0,1.2167805,0.6970785,0,4.7669535,0,0,1.7539872,0.014587017,0.1341463,2.6567054,0,0,0.18767819,0,0,7.6397367,0,0,0,5.9881377,0,0,0.22169909,0,0,4.0930777,0,0,0,0.6541086,0,1.1390113,14.083669,0.5458033,0,0,1.0145888,0,0,4.3974442,0,0.35319656,0,2.1436546,0,0,0.2516863,0,0,0,0,0,0,0,0
161,0,0,4.3589754,0,3.3166456,0,0,0.76869357,0,0,1.4451598,0,0,0,0,0,0,0,0,0.01453731,0,0,0,0.8613378,0,0,2.271846,3.8341084,1.5854033,0,5.141169,0,3.3693516,0,2.2539158,0,1.6372446,0,0.55736154,1.7021818,0,0.3641938,0,1.533684,0,0,0,0,1.237613,2.225477,0,0,0,0.76331246,0,0,0,2.4865503,0,2.3662922,0.11435932,0.9783462,0,0,1.076358,0,0,0,0,0
162,0,0,1.154504,0,0.77430326,1.8423505,0,0,1.3602505,0,0,0,0,0.6228467,0,0.34605816,0,0,0,0,0,0,0.8147322,0,0,0,0,0,1.9465103,0,0,0,0,0,0,0,0.46782908,6.473475,4.397215,0.8474739,0,0.45528093,0,0.6580999,0,0,0,0,0.4463457,0,1.8878504,2.969871,3.085206,0.93795353,0,0,0.4576796,0,3.1038759,2.0133064,2.7840273,0,0,0,0.86303437,0,0,1.1081774,0.48053452,0
163,0,0.22397755,0,1.0132829,0,0,0.2617031,0.56049895,0,0,0.08577574,0,0.12466146,0,0,0.82679504,0,0,0,0,1.2901759,0,0,0,1.7818094,0,0,0,0,0.1764609,3.2335095,0.6727125,0,3.3172026,0,0,0,0,0,0,0,0.83269954,2.0846858,1.0590459,0,0,0,4.099102,0,0,0,0,0,0,0.34153438,0,0,1.6366326,0,0,0.9506061,0,0,5.1957726,0,0,0,0,1.2276016,0
164,0,5.668465,0,0,0.59520864,0,0,0.16178398,0,0,0,0,6.1106663,0,0,0.4053395,0,0,1.5005157,0,0,0,0,0.48796505,0,0,0,1.7678432,0,4.412873,0,0,0,2.681544,0,1.8609053,0,0,1.468572,2.18151,0,0,0,3.8565762,0,7.238556,0.7363124,0,0,0,0,0,0,0,1.2993534,0,0,0,0,0.28516322,0,0.1913952,0,9.58089,0,0,0,0.3681017,0.8300038,4.135773
165,0,0,0,0,1.0354518,0,0.22599475,0,0,0,0,0,0,0,0.18937065,0,0.5930097,0,0.8044016,0,0,0,0.754784,0,0,0.025793422,0,2.8867247,2.4241908,1.9501219,0,3.5944648,1.8228811,0,0.26483157,0,1.3593819,0,1.8484291,1.5027821,0.66976935,0.11845034,0,0,0,0,0,0,2.1680572,0,0,1.7675378,6.0538573,0,0,0,0.19873533,0,0,1.946178,6.2473946,0.6197734,0,0,0,0.8459892,0.5190818,1.4237244,0,0
166,0,0.37552628,0,1.6002667,0,0,0.5112963,0,0,0,0,4.4816465,4.72225,2.0511386,0,0,0,0,0.67739105,0,1.8329687,0,4.468573,0.7149286,0,6.190566,3.0922496,2.1856027,0,1.4182222,0,0.49945658,4.4507685,0,0,0.51834106,0,0,2.0303762,0.79393196,0,0,0,0,1.6920961,0,0,3.0628145,0.5621586,2.2818959,0.7672936,0,0,0.79008776,4.1046143,0,0,0,0,0,0,1.2243122,3.1857255,0,0,5.7271314,0,0.36810958,0,0.36153078
167,0.33771354,0,0,0,5.603365,4.789512,0.15313393,1.1908495,2.446928,0.64807683,0.32450944,0,0,0,1.6839852,0,2.1857285,1.860258,0,0.3561002,0,6.234692,0,0,0,0,0,0,0,0,8.010502,0,0,3.123354,0.77439344,1.1828585,0,0,1.814046,0,0,0,0,0,0,0,0,3.1645498,0,0,0.68268514,2.638563,2.8268924,0,0,0.56253356,0,0.78209335,0.4618401,0.35483626,0,0,4.9316225,0,4.295768,0,0,0,0,0.80652666
168,0,0.9999044,0,0,0,1.925591,0,1.2344488,0.7633094,0.92213726,0.35642734,0,0,0,0,0,0,0,0,0,0,0.29390937,0,0.3916918,0,0,0,0,0,0,0,0,0,1.0829413,2.4571931,0,0,0.43172556,0,0,3.119573,0,0.8037359,2.5614846,0,1.3133608,0,0,0,0,3.5866416,0,1.1448072,0,0,3.0266168,0,0,1.4625664,1.026811,0.75933725,0,0,0,1.7724812,0,2.4516785,0,0,0
169,0.97892326,0,0,1.1488088,1.5259273,1.7780787,0,0,2.0808182,0.16595244,0,0,1.7439746,0,0.2713856,0,0,0,0,0,1.3843645,0,0.20379896,0.012849939,0.011103856,0,2.2318778,3.586457,4.8702793,0,0,0,0,0,0,0,0,0.92974746,0,0,0,0,0,0,0.1530519,0,0.4650658,1.7641178,0,0,0,0,0.33106148,1.1136264,0,0,0,0,0,0,0.20604013,0,0,8.022018,0,0,0,2.4629245,0,0
170,0,0,0,0.8605804,1.57115,1.6889552,0,0.021819875,0,0,0,0.86674464,0.6910567,0,0,0.79104966,0,0,1.0508074,0,0,0,0,0,0.024131956,0,3.07243,0.035226133,0,0.3375917,0,1.2449738,0.93029505,0,0,0,1.2429694,0,0,0,0,0,0.5442984,4.273616,0,2.409214,0,0,0,1.9685202,0,0,0.59884167,1.059606,0,0.8380161,1.7706236,1.4964837,0,0.081046484,0,1.5924059,0,0,2.179075,0,2.6531231,0,0.53315425,0
171,2.87655,0.38265887,2.9620523,0,0,1.0522647,0.708186,0,0,1.4238769,0.9309824,0,0,1.9471838,1.3607334,2.35962,0,4.0893607,0,1.6388031,1.8106616,0,0.21346158,0,4.80593,0,0,4.1449103,0,0,0,0,0,0,0,0,0,0,2.340798,5.9391484,0.82498777,1.6587576,0,0,0,0.5074256,0.2842994,5.418508,3.3451076,0,0.053781893,2.5813565,0,0.558107,0,3.3220074,1.6966977,1.6366476,0,1.0468968,0.07031073,1.3776724,0,0,0,0,0,0,0.19576356,0
172,0,0,1.5691051,1.5352999,0.9816379,0,1.7999889,0.25781444,0.545704,0,1.1171672,0,0,6.2941628,0,0.3100461,0,1.3261832,1.8179027,0,0.6182756,0,0,0,0,4.0957003,0,0,0.31858215,5.8378954,0,0,2.2984495,0.69033843,4.597306,0.6680246,0.7831942,3.9212532,2.0146906,0,0.19716494,0.69025284,0,3.7356668,0,4.3059793,2.140679,0,0,3.0402424,0,0,0,0,0.8849788,0,0,0.760315,0,0,0.6868626,0.17795812,0,0.1826151,0,1.51713,3.1665697,0.6200002,0,0
173,0,0,0,0,0,5.997547,0,0,0,0,0,0,3.0358853,4.06211,0,0.2792457,0.6490714,0.14264025,0.3907026,0.84709966,0,0,0,0,0.089128375,0,2.5832436,0,0,0,0,0,0,0,1.3060923,0,0,0,5.32796,0,0,0.24903806,0,2.886392,0.49371317,0,0.43084118,2.5846932,0,6.247413,2.7517533,3.494045,0.64221364,0,0,0,0,0,1.5574279,0,0,0,0,5.7734804,0,0,0,0,0.16049057,0
174,0,2.9092891,0,0.09415897,0,0,1.3213696,0,0,0,0.23169845,0,1.8434217,0,0.69188035,0,0,3.604713,0,0,0.31381026,3.9692414,0,2.4338818,3.7444656,0,0,0.9247884,0.16147768,3.4838104,0.07181148,0,3.5606122,4.4848375,0,0.7078549,0,0,0,0.30282745,0.08900209,0.8882672,0,2.024734,0.45722684,2.7645042,0,0,0,0,0,0,0.37240818,0.8730734,0,1.394488,0,0.64997166,0.5098112,0,0,0,9.522132,1.1697606,0.9818559,0,0,0.38861564,0,0
175,0,3.7805014,0,0,0,1.2777421,1.571651,0,1.0872318,0.42534277,0,0,0,0,0,0,0,0,0,0.33262488,0.2937474,0,0.42804688,0,0,0.1722081,1.0281949,0,7.924739,0,1.7138287,0,0,0,0,0.16415837,0,0,0.80598027,0,0,0,1.1652309,0,0,0,0,0,3.731818,0,0.9731536,2.4348314,0,1.0198784,0,0,1.7251449,1.1138542,0,0,0,5.782054,0,0,3.0316658,2.890197,0,0.48788887,0,0
176,0,1.3347797,0,4.275634,0.41415197,0,0,0.48155263,0,1.0281172,0.86809605,7.579197,1.8795866,0,0,0,0,0,0,0,0,2.036761,0,0,0,2.769387,2.0156937,0,0,0.75074965,0,1.1713698,3.031292,0,0.31853905,0,0,2.1122344,0,0,0.45555493,0,0,0,0,0,0,0,2.2632499,0,0,0,0,0,1.1601965,0,0,0.09859306,6.8150787,0,0.44988275,0,0,0,0,0,0,0,0,3.3651147
177,1.6512809,0,0,0,4.609232,0,0,0,0,0,0,4.252419,0,0,0,0,0,0,0,0,0,0.5201577,0,0,1.59506,0,0.11544656,0,0,2.1772823,1.4165052,0,0.004371686,0,0,0,0,0,0,0,1.6943113,0,1.0292856,0,0,0,0,13.354675,0,0,0,0,0,1.9268973,0,4.7008653,1.5181081,0,0,0,0,0,0,0,0,3.838555,3.7680268,0,1.1148226,0
178,0,0,0,0,0,0,0.830987,0,1.1254194,0,0,4.350454,0,1.236638,0.28756714,0,0,0,0.79527974,1.5876007,0,0,0.6702362,0,0.7397034,0,0,0.039224416,3.2943347,0,0,0,0,6.9741106,1.6243148,0,0,0,1.0096421,0,0,0.169108,2.101178,0,1.5056475,0,0,1.7702262,0,0,0.61720186,0,0,0.09361219,0,0,0,0.29895127,1.0913242,2.550858,0,0,0,1.0158315,0,0,0.7328294,0,0,2.1738493
179,0,0.031095656,0.8064565,0,0,0,0,0.270081,0,0,0,0,0,0,0,0.10821127,0,0,0.33279434,0,1.7101288,0.4188368,0,0,2.3531325,5.1696253,0.9532065,7.407008,0,0,0,0,0,5.084791,0.4756233,0,0,0,0,0,4.459959,0,0.66852754,1.7077388,0.5710849,0.889651,0.44115168,0,0,0,0,0,2.288214,0,0,0.4342292,2.367939,1.5606215,0,3.956902,0,0,0,0.76086044,2.1069562,2.9271758,0.019282157,0.44127414,0,0
180,0,0,3.6827786,0,1.713978,0,0,0,0.36644056,0.3664006,0,0,1.9034804,0,0,0,0,0,0,0,2.5609474,0,0,0.0864524,3.4761147,0,0,0,0,2.7871022,2.7123618,0,0,0,0,0,0,0,0,3.527792,0,0,0,0,0,0,0,0,0,6.121886,0,3.7299974,1.4951452,2.5111377,0,0,0,1.7911906,0,0,4.953941,0,0,0,3.0166287,0,0,0,0,2.5796309
