x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061,y0062,y0063,y0064,y0065,y0066,y0067,y0068,y0069
55,0.051368825,0,1.2927405,0,0,0,0,0,0,0,0,2.643059,0,3.4949028,0,0.46488932,0,0,0,0,0,0,0.2896952,0,4.046756,1.1712799,0,3.902585,0,0.6212488,0,0.78021795,0,0,6.396315,1.927468,0.20899996,0.0710369,0,0,0,0.8072304,0,1.4139578,0,0,0,9.219882,0,0,0,0,3.8526618,0,0,0,2.2914321,0,0.764417,0.8582504,0,0.5661285,0,6.495419,0,0,0,0,0,0
56,0.94576174,0,0.47022194,0,6.042516,5.044985,0,0,0,0.41847795,0.5419034,0.66882586,0,2.3421214,0,2.3305905,2.4569964,0,0,1.3660576,1.035285,1.5373056,0.12998196,0,0,0,0,0,0,1.1645187,1.9241892,0,0,7.94771,0,0,0.12672856,0,3.3063948,0,5.931947,0,0.9411019,0.39332983,0,0,0,0,2.5376952,0,0.28005344,0,2.9742649,1.36734,2.7934618,4.6546593,0,0,0,0,0,0.615857,0,0,7.1532784,0.97022223,0,1.4467102,0.19015692,0.018263632
57,0,4.9553847,3.4972825,0,0,0.7352658,0.70526886,0.52058756,0,0.82207495,3.9920774,2.531745,1.577687,0,0,0,0,0,0.26578158,0,0,0,0.042887494,1.4427032,0,0,3.6039345,0,0,0,0,0.26392016,0.041464604,6.6239433,0,0.11063041,0.4389762,2.6667416,0,0,0.48001057,0,2.3952358,0,0,0,0,11.081098,0,0,0,0,0,0.3217278,0,0,0,0.6566863,1.2921277,0,0,0.30354992,3.9737034,0,0,0,0.4448493,0,0,2.9225998
58,0,0,7.354309,0.5211907,0,0,0.6140856,0,0.57296115,0.35534695,0.3707617,0,0,7.4258823,0,0,0,3.4147525,0.22746754,0,1.9201821,2.0466485,0.9120939,0,0.9874852,0,0,0,2.1506414,0,0,0,0,4.5649457,2.9161847,0.077889614,0,0,0.6791071,0,5.35782,0,0,0,0,2.477962,0,0,2.0955486,4.048412,0.45995826,0,0,0,3.330844,0,0,0,1.9239088,0,7.8660393,0,0,4.6894584,0.19060051,0.079554334,0,0,0.22678436,3.8045957
59,1.511994,0,0,0,0,0,0,0,0.6074436,0.04474004,1.5689918,2.3890562,2.1765716,0,0,0,3.235184,0,0,3.7288022,0,0.044826373,0.92380476,0,0.8679472,1.5949382,3.7187936,3.139154,0,0,0,0.9406796,0,0,0,0,0,2.3262105,2.8584101,1.3634841,0,1.1225744,0,3.6307445,0,1.6420243,0,0,1.6464249,0,3.59603,0,0,0,2.9200044,10.005076,0,0,0,2.050111,0,0,0,0,0.49523908,0,0,0,0,0.38527802
60,1.1808488,0,0,0,4.6539855,2.6950908,1.6387849,0,0,0,0,0,0,4.5434265,0,0,0,0,0,0.41972664,0,0,0,0,0,0,0,0,0,0.79082763,0.9592817,2.4980798,0,0.34133217,0,0,0.4838237,0,0,0,1.0272292,0.2022901,0.4651584,1.1483876,1.066966,0.45637316,0,0,0,2.2875457,0,0,0,0,1.9306961,3.8460302,5.459004,0.07513396,0,7.14468,0,0,0,0,0,0,2.1231883,0,2.11144,0
61,0,0.88419884,8.156532,1.6162282,0,1.0485984,0,0,1.6949451,0,0,0,0,0.27617708,0,0,0,0,0,1.0211879,0.01481253,0,0,0.3528639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9537969,0,0.005411807,4.4980855,0,0,0,1.2898118,0,0,0,4.6772985,1.1586134,0,0,2.231053,1.4280981,0,8.019402,0,0,3.2038965,1.5208653,0,0,0,0.89943177,0,0.057448436,0
62,0.000191179,0,0,0,4.924814,7.490986,0,0,0.34316614,0,0,0,0,1.5745983,0,0.28001058,0,0,1.3541012,3.2769303,0.3914864,0,0,0,2.0938835,0,0,0,0,0,5.563161,0,0,5.346772,0.2007618,0.11150365,0,0,0,0,3.4678564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5159163,0,1.9171773,2.230685,0,3.6439414,0,8.260977,0,0,0
63,0,0,0,0,6.271676,1.3655845,0,0,0,0,0,0,0,4.568431,0.5338215,0,0,0,1.0550461,0,0,0,0,0,0,0,0,2.5725052,0.24166705,0,0,2.5763688,3.8823693,0,0,0,0.043887414,0,0,0,0,0,0,0,0,0,0.44591978,0,2.265249,0,0.21217433,2.366347,0,0,0.2677397,0.6471269,0,0,0,0,0,0,0,0,0,0,0,0,0.64888465,0.35629088
64,1.5678891,0,4.108278,0,0,0,0,2.2860997,0,0.3311629,0,1.3749926,0,0.4919269,0.9955461,0,2.4811723,1.8924865,0.44915986,0,0,0.004968148,0,0,1.2828946,0,0,0,0.7028139,0,1.0194172,0,1.7712435,2.7529545,0.68301445,0,0.3933087,0,1.0796398,2.9336,0,0,1.0068897,0,0,0,0.6954646,0,0,5.008353,0,2.7775774,1.1516366,0,0,2.5277114,0,0.26036155,0,0.010413019,0,2.6655934,0.7350858,10.48816,0,3.0390656,0,0,0.15627874,0
65,0.26468405,4.293757,2.4603481,0,0,0,0,0,0,0,0,0,0,4.478193,0.024807286,0.8878974,2.3228564,0,0,0,3.0237317,1.8239188,0,1.5401676,0,0,0,0,0,3.675195,0,0,1.0230628,2.1582534,1.2761039,0,0,0,0.2044888,0,0,0,2.5007925,0,0,3.893777,0,0,0,0,0,0.31305495,1.0161619,0,0,0,0,0,0,0.37050262,0,0,4.8120947,0,0,0,0.08979012,0.90087646,0.336249,0
66,0,0,1.5283464,0,2.1809967,2.007407,0,0,2.9565835,0,0,0.9208341,0,4.3552012,2.1356916,0,0,0,0,0.8364427,0,0,0.2608192,0,2.2007127,3.5986483,0.39255878,1.3274479,4.2375965,5.182174,0,0.16830775,0,3.838815,1.5235568,2.484341,0,0,4.661174,0,0,0,0.34910265,3.2958477,0,0,1.2284726,12.09908,0.4145988,0,0,0.5950883,4.4798574,3.4433064,0.05320603,3.6176207,3.1413867,0,4.9351816,0.68941224,0,0,0,0,3.4409976,2.3488739,0,0,0,0
67,0,0,0.8169569,0.22536625,0,0,0.9625443,0,0,0,2.2109094,1.5696481,0,0,0,3.59009,0,0,1.4453727,0,2.6090026,0,7.1430774,0,1.0147749,3.4229243,0,0.4094189,0.6793792,1.6370507,0,0,0,2.3756845,0,0,0,0.472579,0,2.1838603,5.9868026,3.502977,0.48956242,0,0.9552823,5.5659323,0,0,0,0.2683586,0,3.269199,1.3334059,0.19891404,0.31037888,2.2250106,2.7299855,0,0,0,1.037237,0,0,0,0,0.48038667,0,0,0,8.055692
68,0.46399224,0,0,0.034967415,1.4474946,0,0,0,1.8851486,2.2264469,2.2388384,0,1.7287552,0,0,0,0.3005852,0,0,0,0,0,0,0,1.5545138,0,0,0,6.5374804,4.231288,0,0.5856861,0,0,0,0.043265518,0,1.8103092,7.8953915,4.8154254,0,2.3187551,0,0,0,4.814373,0,7.14307,0.48478583,0,0,0.92751455,0.1622777,1.5745587,1.3786005,1.7194602,0,1.5448273,1.7769657,4.744545,0,0.21783954,0.3522005,4.5479,4.1973066,0.61259776,0,0,0,0
69,0,4.895738,0.11682464,0,0,1.5498629,0,0,0.7273155,0,0,0,3.2741113,0,0,2.1497033,0,1.9274647,0.26329532,0,0,0,0,0,0,2.8730066,0.51193935,0,0,2.0740142,0,1.403964,0,10.062946,0,0,0,0.9426982,0,0,1.5276318,0,0,0,0,2.1111073,0,0,0.43398514,0,1.1215576,0,0,0.7013192,0,0,0,0.17267777,0,3.1314788,2.9615872,0,5.3438697,0,2.4990265,2.3524957,0.43083462,0.37094215,2.1698093,0
70,0,0,0.34092447,0,0,0,0,0,0,0,0,0,0,0,0.703485,0,0,0.23618436,0,1.1395907,0,0,0.2703421,1.1160109,0,0.45372072,0,0,0,2.1239867,0.07100091,0,0.25634935,0.22228362,6.052843,1.9531434,0,0,0,0,2.3805163,0,0.063084,0,1.0169576,0,0,0.88947165,0,1.9551593,0,1.0836196,6.790491,0,0,16.091496,0,0,0,0.547726,0,0.8862484,0,0,0,0.8630737,0,0,0,0
71,0,0,0,0,0,1.0045239,0,0,0,0.1850715,0,0.176884,0,0,0,0.39694092,1.5769756,0,1.5428972,0.18718645,0,0,2.875403,0,0.06982612,2.2231495,0,0,0,0,0.6248864,0,0,10.709003,4.0262284,0.091157384,0.62599486,2.2925284,0.10112376,0,0,0,0.49730054,3.299817,0.07419139,2.1451402,0,2.3991761,0,0,3.2874794,0,4.5255075,0,0,0,0.72712207,0,0,4.2608056,0,0,0,1.5897514,0,0.29580152,4.373244,0.17731416,0,1.5331324
72,0,0,2.6550612,3.6862044,0,0.27669704,0.9317877,2.9729686,0,2.2660327,1.2545253,0,0,0,0,0,3.2026107,0,0,0,3.2643142,3.5299678,0,0,0,2.286576,0,0,0,0,7.5947914,0,0,6.910785,0,0.36436254,0,0,0,0,3.5949671,0,0.45786402,0,2.0058303,0,0.3404948,0,4.410354,0,0.9746815,0,0.27127275,0,0,0,0.6329801,0,3.7672215,0,0.51572937,0,0,0.6339656,2.0433915,0,0,2.3872166,0.16993782,0
73,0,9.844401,4.4150586,0,0,0,0,0,0.429264,0,0,5.208596,1.1414441,0,0,0,0,0.008173778,0,0,1.3655748,0,0,0,0,0,3.9809353,0,0,0,0,0.65197843,1.6147718,0.48866123,0,0,1.1800613,0,0,0,0,0.47553506,0.33489043,0,0,0,0,5.1022677,0,0,0,0,9.34536,0,0,0,1.4533981,0,0.7383056,4.044577,0.050250717,0,0.036913764,0,1.9743222,0,0.07261625,0,1.3420571,0
74,0,4.896408,0,0,0.62770754,0,0,0,3.4149745,0,0,0,0,2.756626,0,0,0,3.7577543,0,0,0,0,0,0,1.6464375,0,0,3.3177702,1.4430534,0.17491794,0,0,0,0,4.0219636,0,0.54580474,0,0,0,0,0.16587074,1.878014,0.19943663,0,0,0,7.538641,0,6.292274,0,0,3.113354,0.501747,0,0,0,0,0,0.14075215,4.4967604,3.9704518,0,0,1.2927604,0,0,0.84746486,0.1795254,0
75,1.2730465,0,0,0,0,0,0.45696276,0,0,0,0,0,0,0,0,0.72192615,0,0,0.79853106,0.33432254,3.6797926,0.15981337,0,0.4787167,3.9712398,0,0,0,0.5885068,0,0,0,0.9276096,2.5759866,0,0.7337006,0,0,0,0,1.3090272,0,0,2.712413,0,0,0.18024717,0,0,0.9264994,0,0,0,0,0,0,1.0559494,0,0,0,0,0,0.37671787,0,4.639009,0,0,0,0,1.2941802
76,0,0,0,0,0,0,0,0.5207761,0.85142994,0,0,0,2.7720141,5.512956,0,0,0.17347999,0,0.6468188,0,0,1.2961849,0,0,0.9054745,0.7437996,0,0,0.04114964,0,3.4201279,0,0.20199734,3.2733026,0.19060367,0,0,0,0,0,8.703965,0,0,0,0,0,0,0,1.5222592,0,0.25780982,0,0,0,0,0.32410395,0,2.0813482,0.005890436,0.94767416,0,0,0,0,0,0,0,0,0,0
77,1.029877,0,0,0,3.595336,2.6657884,0,0,0,0,0,1.0231104,0,2.8473568,0,0,0,0,0.44249752,0,0.5180344,0,0,0,8.187221,0,0,0,5.692459,0,0,0,0,4.333486,0,0.99055016,1.1177865,0,0,0,3.1782126,0,0,0,0,1.6090692,0.9889599,7.8088055,0.14900716,0,0,1.3290226,3.16205,1.7033923,0.32314372,5.910142,3.35427,0,0,4.9604588,0,0,3.1270647,2.6740549,0.53589404,0,4.3042636,0,0,0
78,1.1341107,4.208891,0,0,0,5.884155,0.9428818,0,1.4210494,0,0.20957035,0,0,0,0,0,1.0272769,2.2865179,0,0,0.11401586,0,0,1.9051247,1.460802,0,0.8684905,3.4714673,0,0,0,0.24125887,0.68416667,6.0557384,1.4156545,2.0691462,0,0,0,0.30215147,0.4805004,0,0,8.110822,0,1.3782536,0,0,0,0,0,0,0.20811266,0.35022563,0,9.802222,0.9134451,0,0,0,0,0,0,0,0,2.7581606,0,1.2958982,0,0
79,0,0,5.4139004,0,0,0.15743595,0,0,0,0.43284902,0,0.04404386,0,9.893045,0.10914266,0,0,0,0,0.64155155,0,0,0,0,2.029326,0,0,0,2.6873705,0,0,0,2.6689255,2.1099014,0,0.75177914,0,0,0,0,0,0.8610321,0,0,0,0,0.016399756,0,0,0,0.549305,0,0,0,0,0,0,1.2471405,0.738593,1.6377143,2.923163,3.2917302,0,0,0,0,0,0.68449616,0,0
80,0.7624027,0,0,0.7610753,3.0895905,0,0,0,0,0,0,1.6290632,4.979078,1.9230369,0.22152482,0,0,0,0,1.2979847,0,0.38277438,1.4432793,0,4.119191,0,1.84464,0,0.8422112,3.509029,3.467447,0.4674109,1.357488,0,0,0,0,3.918882,0.3923874,1.5341319,0,0,0,1.2727667,0,1.2878343,0,0,2.288249,2.4979308,0,0.45573443,4.8768373,0,0,1.9950978,0,0,0,0,1.4388937,0,7.888178,0,0,2.631802,0,0,0,0
81,0,0,0,0,0,0,1.6976165,0.4410328,0.76540506,0,0.7132787,0,2.8572652,0.16054964,0,0.7855569,0,1.4939327,0,0,3.0033557,1.4459883,0,0.33066747,0,0,0,2.9867122,0,0,0,0,0,0,2.2078001,0,0,0,1.1146187,2.170006,0.74278414,0,0,0,0,0,0,0,1.0092336,0,1.454059,0.4436484,0,0.016701153,0,3.6744323,1.2176048,0,0.84175956,1.5924009,4.41249,0,0,0,0,0.54742724,0,0,1.2316914,0
82,0,0,0,0,6.605151,0,0,1.0018646,2.863466,0,0,2.2307744,0.39316618,2.4602125,0,0.100036085,0.5667867,0,0,0.6348468,0,0.03461353,2.033878,0.33648464,0,3.3266482,0,2.0165284,0,0.37388375,0,0.4075818,0,1.0436447,0,0,0,0,0,0.34265932,0,0,0,0.8115588,0.9766976,0,0.13965642,7.585897,0,0,2.575088,0,4.4969225,0,3.3239582,0,0.07862729,0,1.4528784,4.699527,0,0.00604624,2.288321,0.8976249,0.36134902,1.3111408,0.6232254,1.6694154,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2081168,0,3.111315,0,0,0,0,1.4259765,0,0.7747259,0,0,0,0,0,1.3759656,1.6468042,1.4877981,0,0,0,0,0,0,0,0,11.061531,0,0,0,0,0,2.2055364,0,0,0.29432142,0,0,1.0376604,0.90150994,0.06560693,0,1.1056652,0.85562354,0,0.1354158,0,0,0,0,0,0,1.2350919,0,0.33628297,0
84,0,0,1.1598597,0,8.68827,0,0,0,0,0,0,0,0,0,0.85908324,0,0,5.3811455,2.137771,2.8834922,3.9810593,0,0,0,0.3753216,0.005017118,0,3.983582,0,1.4178022,0,0.20529327,1.811717,1.0724549,3.5780394,1.4937673,0,0,0.34014022,0,4.1538835,0,0,0,0,0,0,0,0,9.12766,0,0,0.17871344,0,0,1.8260856,0,0,0,0,0,0,0,0,2.0164137,0,2.0433557,0,1.7733501,1.499725
85,2.032815,0.49733573,0.0448547,1.5756847,1.1843101,0,0,0,0.5090336,0,0,1.7732564,0,0,0,2.7394207,2.1590974,0,5.4334116,0,0,2.3925068,0,0,0,0,0,1.8106647,0,4.884359,0,0,3.0629835,0,0,0,0.75599676,0,2.5369809,0,0,0,0,0,0,0,0.50905615,0,0,0,0,1.2223026,0,0.13720196,0,0,0,0,0,0.43233907,1.905932,0,0,2.1114306,0,0,0,1.6082336,0.122792855,2.8326952
86,0.09222295,0,0,3.3366196,0,0,3.2991402,0,0,4.248027,1.700173,6.704476,0,0,0,0.84011126,1.2186425,2.4708607,0,0,0.27590793,7.6370664,0.091130525,0,0,0,4.0105696,0,0,0,0,0.5571553,3.1406553,0,0,0.13481206,0,0.58747596,4.7504005,4.4095955,0,5.6181083,0,1.4947382,3.7889547,4.7157598,2.0850744,0,0.15563118,0,0,0,0,0,9.990262,2.1879623,0,1.2279063,2.6329904,0,2.1964931,0,0,14.868627,0,0,3.6159477,0,1.2189722,0.49108523
87,0,0.25816765,0,0,0,0,0,0.29898375,0,0,1.7854328,3.9082382,1.223104,0,0,0,0,2.3936367,0,0,1.2650683,0,5.6480985,0,0,0,0,0,0,0.9650221,0,5.9975853,0.6504806,0,0,0,0.37871888,6.5095973,0,0.71786296,0,0.9996806,0.99890065,2.2748644,0,0,0,0.20371552,0,2.0754054,0,4.1393695,1.670912,0,0,0,0,1.0111256,3.5223966,0,0,1.9248694,0,0,0,0,0,0,0,0
88,0,2.6492798,1.540212,3.1482482,0,1.1387635,0,0.41841826,0,0,0,0,0,0,0,0,0,1.7320828,1.7510465,0,0,2.8815851,0,0.873232,0,6.1036534,1.9913037,0,0,0,0,0,2.235053,0.06508831,0,0.8149049,0,0,0,1.8590004,0,0,0,0,0,0,0,0,0,0,0,0.75145817,0,0,2.4354918,0,0,2.4494827,1.6446404,0,0,0,0,0,0,0,0,1.9966699,0,0.23551686
89,0,0,0,0,0,1.4799999,0,0,2.2036753,0,0,0,0,7.6004333,0,1.8547529,2.4354372,0.54208547,1.3168985,0,0,0,3.336583,0.79641193,0,0,0,0,1.882189,0.8083184,0,0,0,0,0,0,0,0,0,0,0,0,0.32493517,0,0,0,0.028723802,0,0.963083,0,0.4444193,0.57895476,3.8483431,1.5503651,0,0,0,0,6.649699,0,0,3.858007,0,0,6.2484756,3.0072336,0,0,1.1575108,1.6077317
90,1.7644843,0,0,0.39709726,0,2.7331038,0,0,0,1.8092988,1.4953132,0,0,4.8078465,0,0.33392513,6.6525345,0,2.0092862,0,0,0,0.9342269,0,6.72777,0.13010901,3.3523567,0,0,2.7960799,1.0182163,0,0,0,0,0,0.37425777,5.403219,9.292294,5.5748096,0,4.461923,0,0,0.51333094,9.858407,2.799603,0,5.3621125,0,2.1255748,0,0,1.5418112,3.5189803,0,0,0,0,0,0,0,0,0.06092771,0.31961596,0,0,0,0,0
91,0,0,3.9639683,0.9468131,0,0,4.1299505,0,0,0,0.32577628,0,0,3.1364272,0,0,0,0,0,0,0,0,2.8692672,0,1.7801416,1.2921091,1.1047498,5.7854505,0,0,0,0,0.68457764,0,0,0,0.02728822,0,3.542738,0,0,0,0,0,0.15602554,0,0,0,0.5844524,6.5524635,0,0,4.101947,0,0,0,0,3.9515717,1.6948336,0,0,2.4483023,0,2.2145727,1.0735981,0,0,0,2.4097943,0
92,1.3884978,0,0,0,0,0,0,0,0,0,0.1658645,0,0.6608072,0,0,0,0,0,4.1738224,0,0,0,0,0,0,0,0,0,0,0,0,1.5217177,0,0,3.1573389,0,0,3.3500974,0,0,0,0,0.39542526,5.285698,0,0,0,13.109677,0,0,0,2.2257783,3.702816,0,0,0,1.1522634,0,0,0.06670384,3.6303806,0,3.896001,0.22939804,0.9647167,3.7169855,1.7795273,0,0,3.9060864
93,0,0,0,0,3.509754,2.154659,0,0,1.2221109,0,0,0,0,3.3229656,3.327812,0,0.020290324,0.9396588,3.1500354,0,0,0,0,0.797417,0,0,1.1440325,0,0,0,1.7778839,0,0,1.247031,5.391437,0,1.4240167,0,3.3469634,0.4762039,3.435164,0,0,0,0.31683886,0,0,4.708885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2578983,0,0,1.9350693,0.030044463,0,1.664344,0
94,0,0,0,0,0.2512168,0,0,0,0,0,0,3.506904,0,0,0,0,0,0,0,0,0.758149,0,0,0,0,0.5583678,0.5484467,0,0.06351654,0.43824413,0,0,0,3.003376,0,0,0,1.3179218,0,0,6.9972,0,0,1.143519,0,0,0,0,0,0,0,0.17901352,0,0,3.0339546,0,0,0,1.2311099,0,0,1.3628054,0,0,0,0,0,0,0,0
95,0,2.3399382,6.8914247,2.438024,0,5.175195,0.12700935,0,0,0,0,0.22565003,0,0,0,1.0036714,1.5823951,0,6.092015,0,0,0,0,0,0,0,0,3.4646678,0,0,0,0,0,0,0,0,0,0.20856257,0,0,2.8114862,0,0.90090966,0.8055216,0,4.6178,0.3784179,4.2269273,0,0,0,0.85273856,0,0,0,0,1.2203457,0,0,0.6876419,1.8765309,0,0.6091891,0,0,0,0,0,0.46494952,0
96,0,0,6.057754,0,0,1.3131859,1.0260031,1.1594197,0,0,0,0,0,0,0,0,0,0,0,3.015032,2.314938,0,0,0.93500787,3.7983007,0,0,2.2159832,0,0,4.7521777,0,0,4.3733993,0.09670371,0.65436184,0,0,0.6061804,0,1.5621177,0,0,0,0,0,0,1.8783838,1.450558,0,0,0,0,0.30258977,0,0,0.6505818,0.018709488,0,0,0,0,0,0,0.9399335,0,0.34807965,0,2.2505028,0
97,0.8386957,1.9561058,0,1.9845245,1.0699123,0,0,2.2160416,0.21365727,0,0,0,0,1.1362609,1.9849663,2.513247,0,0,1.2513773,2.8182545,1.0202111,0,0.3822641,0,0,0,1.3591653,5.301813,0,1.2832569,0,0,0,2.2934473,3.856646,0,0,0,0,0,2.1485775,0.19970575,0,0,2.0476027,0,0,0,0,0,0,0,3.0060596,0,1.2878866,1.9765836,3.5607712,0,0,0.65344775,3.6278212,0,7.027418,0,0,0,2.3017476,0,0,0
98,0,0,8.499552,0,0,0,0,0,0,0,0.03516532,0,0.07835033,0,1.2916366,0,0,0,0,0,0.44402483,0,0.4280365,0,0.9105834,2.599616,0,0,0.7619757,0,2.432332,0,0,3.9003258,0,0,0.17073539,0,0,1.0603365,0,0,0.17613909,0,0,0,0,0,0,3.7818866,0,0,0,0,0,12.103743,1.8751303,3.730927,0,9.09304,0,0.9390642,3.5397213,0,0,0.68403786,1.7472346,0.10487909,0,0
99,1.612662,0,3.8633168,1.666481,6.0485625,0,0,0,1.6369864,0,0,0,4.4128394,0.8774157,0.6092168,0,0,0,0.84531415,1.664103,0,0,2.6952767,0,3.1817153,0,0,0,2.6488683,3.2249312,3.2378373,0,0,2.4940913,0.41158035,0.49885905,0,0,0,2.0624268,1.2013628,0,0.07452216,0,0,0,0,3.7872906,0,0.0692911,0,6.819593,0,2.8054461,0,7.958056,0.015123709,0,0,0,0,0.611383,2.8181403,0,0,0,0,0,0.014687476,0
100,0,1.4221816,0.9824437,0,0,3.556617,0,0,0,0,0,0,0,1.908008,0,2.2630577,0,0,0,0,2.8998847,0,0,0.4079236,0,0,0,0,3.4513392,1.0017356,0,0,0,0,6.580434,0.5958998,0,0,0,1.8287715,4.507536,0,1.992238,0,0,0,0,0,0,4.861554,4.4258084,0.21256468,0,0,0,1.4519267,2.7425945,1.6730405,0,4.434031,5.641478,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0.48419043,4.5275803,0,0.6534462,1.4516708,0,0.65094656,0,0,2.2262192,0,0,0,0,0,0.35591173,0,0,0,1.4688196,2.5023172,0,0,1.4789555,0,0,2.7383943,0,0,0,0,0,0,0,0,0,0,0,0,2.5451813,0,0.4351709,0,1.4084632,0,0,0,0,0,1.1627346,0,1.0840557,0.27434343,0,0,5.750808,0,0,5.003309,0,2.977041,4.2132816,0,0,0.14890721,0
102,0.47624764,0.53842854,0,0,0.16047189,0,0,0,0,0.244321,2.3641853,3.3680859,0,0,0.9206303,0,0,0.3909665,0.5038377,0,0,0,1.0981822,0,0,5.79539,3.4341986,0,0,0,0,1.0291508,1.1060587,0,0,0,0,0,0,0,0,0.7833956,0,0,0.10400718,0,0,2.446677,0,0,0,0,1.9859303,0,0.32121038,0,0.67402375,0,0,1.8015269,0,3.5486264,0.37488458,3.2340045,0.68584627,3.1055043,0,2.0656297,0,0
103,0,0,6.311288,1.0425513,0,0.20842773,0,0,0,0,0,0,3.37545,1.979798,0,0,0,1.2690989,0,0,0,0,2.6871786,1.1531024,0,0,0,0,2.3375778,5.771957,0,0,0,0,0,0.9990151,0.8842986,0,0,0,3.114928,0,0,1.9160625,0,4.021333,0,0,0,0,2.6701007,1.02037,0.92961097,0.3058345,0,0,0,0,0,0,0,2.9681475,2.4202504,0,2.6269023,0,1.174895,0,2.932787,0
104,0,4.179071,0,2.9962685,0,0,1.498793,0.5463621,0,2.7990007,2.6516142,0,0,0,0,0,3.1763065,0.5309381,0,0,0,3.695646,0,0,0,0,0,0,0,0,0,0,2.3040512,0,0,0,1.0467855,3.0860703,0,0,0,2.9001708,0,3.202295,0.33380377,0,0.5547491,0,4.1877756,0,0,0,0,0,0.81249255,0,0,2.6352975,7.780409,0,2.1846886,0.6666216,0,1.0754566,0,0,0,0,0,7.8694296
105,0,6.3955727,0,3.1615632,0,0,2.3480349,0,0,3.5921156,2.6916652,3.887047,8.614701,0,0,7.1485534,5.495511,0,0,0,1.7310255,3.696905,5.1240706,0,0,0,3.7570586,0,0,0,0,3.7193768,3.4392896,0,0,0,2.383663,13.47285,4.6999626,8.740642,0,4.321738,0,0,1.142911,5.84585,4.921817,0,5.0977445,0,2.6135633,0,0,0,11.565551,0,0,0,7.194889,0,2.493875,0,0,2.5968547,2.0596688,0.92434657,0,2.3522604,1.1437033,0.92360556
106,0,0,0,2.3167033,0,0,0,0,0,3.9188206,1.0081338,7.3323545,0,0,0,0,0.9617428,2.126138,6.964069,0,0,0,5.697248,0.042221647,1.4055988,5.2507133,1.4459462,0,0,0,0.31303912,0.1778922,1.6788033,0,0,0,2.1455677,0,4.8431067,0,0,0,0,0,3.36129,0,0.93661344,0.45861244,3.298827,0,0.07683898,0,0,0,0,0,0,0,0,0,6.3141947,1.8181325,0,0.8951921,0.13811503,0,0,0,0,2.4777167
107,0,0.32046553,0,0,3.8897247,0,2.9602053,0,0,0,0,4.007348,0.8735269,0,0,1.8379046,2.2070398,0,2.4794164,0,0,0,1.935923,0,0,2.024131,5.8114233,0,0,0,0,0,0,0,0,0,0.5260736,6.4932647,1.5929779,6.0084043,0,2.778843,1.1612533,0,0.8321757,1.103041,0.9815183,0,0.6338629,0,0,0,0,0,7.6852345,0,0,0,6.6589346,0,2.449857,0,0,0.6721098,0,0,12.577896,0.7429036,0,22.843964
108,0,0,0,0,0,0,0,0,0.28184974,0,0.40370455,5.176465,9.5939865,0,1.9535954,2.0674603,0.93403685,0,5.26324,0,0,11.378029,3.4983552,0.24590515,0,0,5.031079,0,0,0,0,0,10.77983,0,0,0,0.28742042,0,3.0714786,5.231328,0,3.6893563,0,0,0,0,2.1605392,0,6.2830133,0,0.32416284,0,0,0,9.291964,0,0,2.5754645,2.3293278,0,9.1448555,0,0,0,3.8289714,0,0,0,0,16.831455
109,0,0,0,0.9883785,0,0,0.6303797,0,0,1.1636851,2.552019,1.5559285,0,0,0.48483944,1.4215994,1.4886249,0,0,0,0.48913512,9.350715,8.781955,0,0,7.041341,0,0,0,0,0,1.3355217,1.4448663,0,0,0,0.13526057,1.6328008,11.603135,5.3712792,0,0,0,0,4.539999,9.232907,1.2256994,9.800802,13.063405,0,3.2680976,0,0,0,10.824513,0,0,0,15.147627,0,9.285745,0,0,0,0,0,1.1705633,0,0.6827144,12.1563015
110,0,0,0,3.0393107,0,0,1.9441946,0,0,0,1.4336281,0,2.7300332,0,0,0.10503547,3.7955043,0,0,2.21583,3.4558854,3.9757013,1.5442599,0,0,0,1.4372818,0,0,0,0,3.6381125,0.23405533,0,0,0,0,2.3253324,2.6024902,0,0,2.363294,0,6.016334,0,0,3.4398582,0,1.0371834,0,0,0,0,0,3.534481,0,0,0,12.854813,0,5.7422347,0.9089307,0,0,0,0,2.1249866,0.9202618,0,5.3265586
