x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0025,y0027,y0028,y0029,y0030,y0031,y0032,y0034,y0040,y0042,y0043,y0044,y0046,y0047,y0049,y0050
963,1.1773456,0,0.4304918,0,0,0,1.9978354,0,0,0,0,0,0,0.7997139,0.103421,1.927907,0,1.5380956,0,0,0,0,0,0,0.8266747,7.8703427,0,2.0861304,1.0558696,0,0,0,0.8609436,0.13525319,0.31995198,0,0,0,7.7155128,0.42863828
964,0,2.6507578,3.1914861,0,0,0,0,2.2350476,0.69500405,0,0.22741657,3.835396,0,0,0,0,0,0,0,1.9384898,1.0705532,1.1300792,2.8357384,0.956064,1.4309305,0,0.24634743,0.41300052,0,0,3.6579635,0,0,0,0.10772707,0,3.9346616,0,0,0
965,0,0.2971125,0.9822888,0.5444626,0,0,0,0,0,0,3.3545582,0,0,0.4314152,0,0,0,0,1.7045711,1.8046709,1.221305,0,2.0066812,0.6317654,6.3149223,2.3719082,0,0.95576227,0,0,3.2979686,0,5.1231923,0,0,0.047053367,0.47639573,0,0,0
966,0,0.797649,8.373328,1.9249756,0,0,0,2.195873,0.20439239,0,0,2.2466478,0,0,0,0,2.4897761,0,0,0,0.18282486,0,3.1703181,0.25377086,0,12.000844,0.31451538,0,0,6.5462656,0,0,0.60241497,0,0.2204911,0,1.8200871,0,0,0
967,2.563389,0,0.64200455,0,0,3.2350197,0,0,0,2.9924583,2.4162042,0,0,1.1536838,0,0,0,1.5240313,0,0,0,1.0351108,4.943018,0,0,2.8292365,0.15866297,0,0.36327484,0,0,2.9332774,0,0,0,0,0,0,1.4102432,0
968,1.2239166,0,0,0,0,0.3029465,0,0,0,3.0073953,0,0,0,0,3.086585,0,0,0.0754114,0,0,1.8537292,0,0,3.0697849,2.218611,0,0,3.550491,0,0,0,0,1.1961954,0,0,0,7.9382973,0,0,2.0542355
969,0,1.1344478,0,2.501715,0,2.7591722,1.3435339,0,1.6768168,0,0,0,0.043790977,0,0,3.1220815,0,0,2.7799332,0,1.8386211,0.4988861,0,0.32492822,0,0,2.9228003,1.6033438,0.4461026,8.474216,0,0,4.820009,0,0,0,1.5426601,0,1.0307215,0
970,2.2392812,1.8743842,1.3270277,0,0,3.8260977,0,0.4755247,0,0,0,3.9972134,0,0,0,0,0,1.6365737,0,0,0,0,0,0.048024345,0,0,1.5040783,0.51532674,0,0,0,0,0.5711214,0,0.62107736,0,0,0,0,0
971,2.91487,0.9751989,1.3781401,0,1.3065484,0,0,1.8943036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1509862,0,0,0,0,0.92877746,0,0,5.362431,0,0,0.54888433,0,0,0,0,0,0
972,0,0,0,0,4.5207624,0,0.14508091,0,0,0,0,0,0.37038818,0.29247516,0,2.3600187,2.0391777,0,0.36539802,0,0,0,0,0.80659574,0,6.7473373,0,0.8514066,0,0,3.8235798,1.427405,0,1.2284374,0,5.719142,0,1.7979825,0,0
973,0,0,0,0,4.1852436,0,0,0,0,2.4406555,0,0,0,1.0793741,0,0,0.021086628,0,0,0,0,0,0,0,0,0,0,0,0.92898136,0,0,5.7705674,0,0,0,0.54424363,0,7.4150186,0,0
974,0,0,0,0,1.9871459,0,0,0,0,0,0,0,0,0,0,0,0,1.8144678,0.81281763,0.39596146,0,0,0,0,0,0,0,0,0,0,0,2.5674858,0,0.33044,3.267678,4.638859,0,0,0,0
975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.700528,0,0,0,0,3.0504851,0,0.9353694,0,0,0,7.2642627,0,0,0,0,0,0.39977908,0,0,1.1814524,3.6844475,0,0,0,0
976,0,0,0,0,4.626974,0,0,0,1.6340678,0,0,0.22335704,5.3708816,0,0,1.0172235,0,0,0,4.238221,0,2.8689792,0,0,0,0,0,0,0,0,0,2.3616877,0,0,0,0.17873542,0,0,0,0.67383695
977,0,0,0,0,5.77246,0,0,0,1.8969798,0,0,0.55090946,2.5757866,0,2.0451522,0,9.031721,1.3337531,0,0.68687344,0,0,0.2380097,0,0,0,0,0,0,0,0,0.08884296,0,0,0,1.6098648,0,3.411769,0,0
978,0.121676564,0,0,0.36429447,5.540255,0,0,0,3.35225,2.5715606,0,0,0,0,3.2053995,0,1.5403742,0,0,1.8912327,0,0,0,0,0,2.434666,0,0.3701247,0,0,0,0,0.94744605,0,0,0.36811978,0,8.547061,0,0
979,0,0,0,0,3.7014465,0,0,0,0,0,0,0,3.8281763,0.58206344,0,0,0,0,0.6995046,0,0,0,0,0.6889822,0,0,0,0,0,0,0,0,0,0,0,1.550618,0,0,0,0
980,0,0,0,0,0.39654857,0,1.3736919,0,0,0,0,0,2.1326272,0,0,0,0,0,0,2.2014878,0,0,0,0,0,0,0,1.4167119,0,0,3.2185187,0,0,0,0,3.9793355,0.1815166,1.06386,0,0
981,0,0,1.375253,3.4673126,1.4505788,0,1.1478128,0,0,0,0,0,6.9415326,0,0,0,0,0,1.8182515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.072359,1.2262397,0.13645348
982,0,0,0,0,0,0,1.3150624,0,0,0,0,0,2.141513,0.20744227,0.42487812,0,6.839798,0,0,1.0360843,0,0,0,0,0,0,2.3482428,0,0,0,0.5138009,0,0,0,0,0,0,0,0,0
983,0,0,0,0.20107932,3.5433257,0,0.66179013,0.7944792,0,1.1806085,0,4.1373615,18.361319,0,2.7524302,0,4.540755,0,0.7553575,0,0.42781922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0,0,5.2888393,0,5.2061973,0,0,0,0,1.1289426,0,3.678933,0,0,0,0,0,3.470691,0,1.1360849,0,0,0,0,0.019696891,0,0,0,0,0,0,7.122735,0,0,0,0.8522505,0,4.3289495,0,0
985,0,0,0,0,3.5601537,0,0,0,1.1660407,0,0,0.40530545,10.063279,0,2.4678602,0,5.265205,0,0,0.94590694,0,0,0,0,0,3.8073556,0,0.63962585,0,0,0,0,0,0,0.9720052,4.4281363,0,1.3815653,0,0
986,0,0,1.5220873,0,1.8430051,0,0,1.0339708,6.12268,0,0,0,0.7098655,0.7473058,9.856341,3.2585673,1.0335672,0,0,4.479043,0,0,0,0.7718629,0,0,0.058174785,0.54550964,0,1.0326139,0,0,0,0.9347321,0.7963505,0,0,5.3228683,0,0
987,0,0,0,0.54027075,0.04775404,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7925358,1.8406179,0,0,0,0.15574436,0,0,0,0,0,0,0,0,0,0.38318416,0,0,0,3.1041348,0,0
988,0,1.1918725,0.14049046,1.0340385,0,0,0,0,0.46123502,0,0,3.4142227,0,0,0,0,2.3195937,0,0,0,2.607481,0,0,0,0,0,0,0,3.8756235,0,0,0,0,0,0.8270819,9.430914,0,1.8288944,0,0
989,0.048755717,0.25173062,0,0,3.957558,0,3.3077564,9.78178,5.784722,0.085476704,0,2.9809096,0,0,6.3052635,0,0,8.201414,0,0,0,9.518669,2.830292,0.10698469,0,0,3.7356753,0,2.579792,0,0,0,0,0,2.4517574,5.853687,0,9.245604,20.16906,0.4240059
990,0,4.323333,2.9725182,7.4552555,0,8.980004,11.962192,24.205606,0.75150156,23.96428,6.7052584,0,5.0274787,0,0,2.1920907,3.388442,25.792202,2.3885415,0,0,7.377337,16.682777,2.5299447,1.0642154,13.5814085,24.616034,2.9043877,2.2123082,0,0,0,1.6036924,13.714163,0,0,7.3034186,0.49260443,32.881367,6.8848014
991,4.7046313,0,0,23.644321,1.1650258,0,19.469448,13.914677,9.041536,8.781394,12.524272,10.600113,10.114331,0,5.2610955,10.990427,19.332018,2.4109635,2.9552546,0,1.1547455,2.9619617,1.8105978,0,9.293754,28.701134,17.510847,2.069083,8.691151,13.714689,0,0,8.78652,11.37839,0,0,6.4381,11.429218,17.189697,4.131194
992,0.44344065,2.4439585,0.9861828,5.1334805,2.636859,0,6.29809,1.4521239,11.854403,11.364559,0,2.11324,31.177624,2.4865446,8.592928,0,9.644689,2.0459974,0,8.108736,0.4974716,9.655647,35.333626,2.48438,19.291218,10.210946,13.879383,0,13.221559,1.4536479,10.9485035,5.39432,0.06592254,5.3042436,0,24.231041,13.530591,29.466642,9.407766,21.694904
993,3.2344875,0.02884453,0,24.538713,0,0,5.476488,0,0,13.179829,9.944606,5.377331,13.109337,1.6463943,9.115124,0,6.2845025,1.6564989,6.836,7.708164,8.250381,0,20.013327,9.820557,14.832908,14.688422,11.702346,1.5273854,14.322297,38.727547,4.7861366,1.8899105,0,8.169586,0,3.0861053,3.215526,34.503307,0,4.286179
994,4.7579117,0,0,0,3.2798781,0,7.0091662,11.443573,12.816471,0,0.45334876,0,0,3.739238,8.606569,0.2220005,16.194038,0,0,3.4399743,0,3.462412,0,0,0,0,1.5603952,3.0114112,1.6810428,10.052332,4.0009003,0,3.509202,12.615249,13.217091,31.267962,26.752563,19.408066,40.393417,24.461899
995,18.95953,5.6467886,9.581827,5.177763,0,13.8621,2.9920292,14.479277,6.3725615,12.495832,16.09076,0.47843295,16.747684,0,3.2671747,8.650544,0,19.367676,4.2795057,9.070455,4.091029,5.109224,23.515574,3.4401398,11.983857,0,9.336712,1.947051,8.596022,18.48899,2.1366,0,0.4705441,10.549993,2.095489,10.957347,0.24527124,10.614714,20.662468,4.3996034
996,9.619937,6.980009,0,21.529922,7.7978272,0,6.6164846,0,10.749566,4.3533673,0,0,28.715319,0,6.4147987,4.244398,12.822644,6.522189,1.039381,5.2284684,3.3739128,7.9366198,11.734068,0.93163705,17.185268,11.2363,14.808879,12.244294,23.127394,18.443077,7.604597,11.581252,6.2248383,0,2.1037846,11.046795,0,38.588078,9.202479,6.19003
997,6.283317,8.045461,0,9.743086,7.0845876,0,10.730829,22.581997,10.07211,11.152043,5.572392,1.3061357,19.104786,0,2.6149402,14.070639,17.268724,6.6807785,4.2223043,0,0.3730475,8.0147915,0,0,16.35415,9.788544,5.430572,8.584047,10.378083,16.244823,14.111618,4.581297,0,0.43095633,0,0,13.852024,1.1607981,27.952093,9.720611
998,0,2.5049734,0,19.470081,10.667071,0,6.8171597,4.3286386,13.27345,0,1.7493924,0,9.125794,3.0099475,21.787537,0,5.0155263,0.38084826,7.1825814,2.8616493,0,10.692325,10.47155,3.0617788,13.022987,0,6.5230417,8.885839,12.173955,13.046025,13.664956,13.2056675,0,2.6097217,0,22.148106,0,17.94089,1.6897266,0
999,9.768689,3.3518095,0,1.905495,0.7608853,0,0,5.386981,16.306189,11.716952,4.8873634,0,9.487049,0,1.7175729,8.759409,1.2776103,18.103222,2.424251,13.705527,0,2.8558855,15.819459,8.646636,0,0,10.3419695,10.649263,9.946731,0,14.8860235,9.309464,6.119771,1.2528111,7.4190774,18.219223,0,14.31128,5.112137,27.28852
1000,10.474434,13.485897,0,4.657171,5.8743315,0,0,14.394695,10.686675,13.492334,9.600074,1.8187943,16.786045,0,14.077163,3.2596176,8.160478,0,8.859036,0,2.1370757,0,29.574795,7.151451,22.712263,35.707855,13.50097,14.052618,17.764189,27.315323,15.114383,15.914892,4.9727435,8.596034,2.4596274,0,7.8954053,11.767233,48.065834,12.189507
1001,5.7795596,0,0,0,10.268777,0,2.9946048,0,0,2.71988,4.191641,0,5.096664,0,15.919437,6.130232,5.8060417,1.4342687,0,16.499285,4.2500424,3.1023226,27.425608,6.145111,24.023687,35.663364,6.392315,19.915483,15.407772,10.963708,15.243965,17.082108,0,0,0,46.053104,3.7799768,26.464933,0.53627384,18.523588
1002,8.354925,0,1.9171089,0,3.6138177,0,0,10.90097,0,2.519937,11.791393,0,35.693832,0,0,2.4920814,4.7067113,1.4514039,0,10.99147,0,1.5502175,6.7557063,0,11.63309,0,1.6251154,12.256318,15.814716,0,14.604618,9.9372015,6.940938,5.2956033,7.7235875,8.346742,0,15.475574,26.568468,0
1003,0,3.9256592,0,0,5.443758,0,0,2.4347782,17.789072,0,0.1525108,0,9.134443,0.5727128,20.653042,2.5376804,8.409107,1.4758955,1.5160741,2.744952,2.6068978,3.182048,0,1.7861178,19.715014,15.798179,16.558084,11.984467,14.932427,0,11.116701,9.598826,0.5443131,0,0,19.625116,0,43.5663,10.545473,8.307326
1004,5.8260403,4.715787,0,0,0,0,0,3.395241,4.2431316,2.4106152,0,0,0,3.1486604,0,0.2951845,8.115609,6.5012083,0,3.577086,0.45580387,0,13.151971,0,0,0,0,16.24382,12.173819,0,0,17.267157,3.2926264,4.900823,3.839569,41.269398,0,9.4959135,0,5.809199
1005,4.5766664,10.846224,0,0,2.1677327,0,0,4.868277,17.304375,10.110684,1.9229447,2.9805627,6.7842436,4.12487,14.928394,11.02712,6.050263,0,2.153934,7.8382416,1.9999423,0,4.0215807,5.5181217,19.031374,0,4.871279,9.848171,12.190745,10.062622,7.471231,6.9664145,5.8189015,0,3.2428303,32.80314,0,13.570259,36.98089,16.417181
1006,7.1422553,12.754177,0,0,26.53065,0,0,26.587116,2.8351836,0,7.6379294,0,0,0,4.834759,6.6927366,0,7.0431194,10.865462,3.2734694,6.4378924,4.7163253,23.760303,1.7493665,3.9141822,22.563684,0.9755968,5.9084516,8.032982,8.00813,6.164026,11.763453,4.1233582,4.6994486,11.11895,7.143732,0,14.665876,45.001682,12.999434
1007,14.344466,8.935428,5.7255383,2.411455,18.420675,4.0080442,0,18.685966,2.7299,18.631952,11.904316,0,0,0.18205337,6.199916,1.1568217,19.038027,4.584054,1.0135309,2.6387277,15.684333,0.9446691,33.930656,12.441405,25.135923,21.132105,18.487658,12.766263,19.389896,39.014927,22.060686,23.091204,2.132122,10.66083,8.267646,2.6070218,3.4216247,0,26.515923,17.930437
1008,13.9796715,14.844195,2.8184218,0,0,1.2269194,0,8.680601,5.4425945,17.166407,13.997286,0,18.093264,0,0.03884757,5.5352626,11.999323,15.193824,14.508994,9.628144,3.1803942,5.668421,20.211079,16.577858,15.305599,11.514328,14.8474455,15.272523,19.34258,0,11.1076975,6.8974137,8.43522,7.990109,0,7.2666802,18.541006,21.15777,41.129036,15.744176
1009,2.24502,8.353399,4.4277387,0.6721939,4.8246007,2.681736,0,13.865928,0.34531635,9.313519,9.382793,0,16.057577,3.107219,0.14848624,9.738428,14.752668,12.811943,6.815838,0.5778067,5.5153394,7.6438937,19.99101,12.101271,6.512681,8.581219,5.926691,9.2792845,12.926082,27.11174,12.095924,5.1490607,17.414083,12.105234,11.241116,14.850374,4.448346,12.0797615,39.452766,4.5107408
1010,11.629194,12.973374,3.865225,3.2543895,1.4207566,15.907177,0,20.466091,5.8862267,10.788079,15.31877,1.6544427,21.362398,1.6042542,6.2368126,1.062894,0,9.841949,0.24347676,0.80758506,8.224362,4.898771,26.216543,16.984009,15.0078,38.366627,8.740014,15.80152,23.800371,23.045805,18.88183,2.44538,0,3.6059096,4.9375405,17.54907,10.309844,11.963484,20.553984,15.037494
1011,2.2863545,1.0859948,0,0,2.85912,0,1.324374,9.859959,0,6.9095545,11.563828,0,0,0.18116182,0,0,10.1138525,16.466696,3.1064317,0,0,0.53955,27.827326,2.1984649,15.674214,15.827562,15.912697,12.182632,12.455976,0.039491363,4.113424,0,15.777182,4.4270787,4.1478724,9.199652,0,0,10.511315,0
1012,0,0,0,0,0,1.0707192,0,7.93685,9.967989,0,15.180172,0,0,1.2415259,0,0,0,8.271721,3.7606957,13.2283745,4.6168456,9.391906,11.730397,7.1844616,12.328931,0,4.936084,9.1567545,17.801483,0.57234484,0,0,11.79592,0,0,0,7.6653376,28.219618,58.268517,29.326803
1013,19.250322,13.128542,0,0.22181678,0,0,0,11.268501,9.409022,6.491777,6.7863517,0,11.319536,2.7292464,10.0060005,3.3218195,8.926535,2.9592676,0.14248127,6.1793866,0.022358388,2.0663857,18.71066,14.534143,21.961922,18.645782,19.547272,17.697144,21.272985,20.237494,24.632345,4.20407,0,7.05065,7.7551966,11.404876,3.6256444,19.415638,27.00903,10.715668
1014,9.396432,15.6521225,0,2.5274043,4.0118523,0.74332535,0,10.805026,5.9988146,7.701311,12.492256,0,7.4366984,2.4059372,7.41706,1.8731858,5.3894897,4.2738748,0,5.203862,5.821753,0.39262035,15.0801525,12.264766,18.377855,24.864748,9.9257345,15.050134,19.257782,0,14.305129,0,9.723627,10.3738,12.039603,10.353703,2.748609,9.06478,32.410736,12.486637
1015,5.8595176,11.208138,0,0,3.6865842,5.0511093,1.4038224,1.9681467,11.026006,3.9712121,13.780553,0,2.098905,0,3.2823577,8.37231,4.344741,0,3.9008315,0,6.204557,1.037126,16.333166,8.563206,11.622434,5.089833,9.266454,4.8638325,8.128936,0,18.5445,0,8.509732,0.34224707,1.2265266,9.675152,0,0.560785,27.17362,3.7359517
1016,3.0601182,6.442883,0,0,1.4046773,0.391627,0,11.51509,0,3.8142154,10.850749,2.8246474,7.9917035,1.5192989,0,0.84556973,0,0,0,2.529484,5.647832,0,16.440454,8.745372,8.3864975,18.245117,11.731722,15.785742,17.048811,3.751011,7.231523,5.070419,9.390225,1.2446258,7.5524607,8.461299,3.0228374,11.083272,20.599825,4.000218
1017,0,6.5540032,0,0,0,0,0,0,5.0862155,0.15770471,14.024058,2.6512454,0,1.9283559,4.7171035,5.7332687,1.8376954,3.9385793,0,1.4735025,0,3.0124528,1.4592105,7.84134,11.340776,12.182777,6.7511077,6.2103934,12.619597,4.0287695,5.414957,0.2287555,0.7380982,0,0,5.944051,0.05275852,0.2750462,12.0218725,0
1018,0.22017242,2.1749058,1.6855422,1.5215378,0.0789836,3.441667,6.8758845,0,5.778905,0,11.1879835,0,0.5438539,0,1.5877863,3.79282,4.9541802,0,0.4707039,2.8349986,1.0173016,1.9479005,15.076245,4.6937537,10.336068,0,1.0366278,6.776954,15.343623,5.1201096,3.2571204,0,4.982924,1.7251935,3.7415988,0,5.9448338,11.21034,20.525442,0
1019,2.7800786,3.8930821,0,0.2054846,0.90936327,0,0,8.622611,0,1.8821822,8.211587,0,1.030057,0.7908919,0.40586305,7.169843,0,3.3933465,0,0,1.8512183,0,5.416058,7.0433593,9.651373,0,0,6.1324587,8.064862,0,5.0628676,0,3.9146323,0.8946106,3.217309,1.3716261,0,0,10.608895,0.116143644
1020,0,2.06628,2.935005,0,0,0.408853,0,2.974485,0,0,11.192556,0,0,2.861813,5.587917,0,0.29501003,0,0,0,2.059668,0.14781938,1.5707719,0,13.207256,5.1521444,4.797123,1.039319,11.0885105,1.8840222,2.9046693,0,4.8660727,0,1.8932921,1.409016,0,0.4020304,15.82831,0.00849751
1021,1.8270884,9.158963,0,0,0,0,0,1.5326755,1.2239051,0,5.78514,0,0,0,0,0,0,0,0,0,1.8124168,0,0,0,3.488661,3.0288217,1.0878675,1.1326458,6.3228774,0,0,0.30649778,3.2641315,0.77061504,0.7532606,2.8473427,5.0895944,0.6432291,7.399892,3.0700753
1022,0,0.5741289,1.2567217,1.3189344,0,0,0,0,0,1.5195075,9.332805,0.7346938,2.7948806,0,0,3.5177863,0.33750862,0,0,0,2.8767402,0.5222144,6.9694605,4.9759045,0.15407252,2.0171635,0.030554548,1.5574236,6.656628,0,1.45856,0,2.438493,0,1.3890425,0,1.9020483,0,8.348491,0
1023,0,0.99734324,0.71371377,0,3.0303857,0,0,0,0,0,6.419054,1.3317012,0,0,0,3.4931872,3.8685102,0,1.694092,0,0,3.5585277,1.5304672,0.3919563,4.9334073,2.6224625,3.9497433,1.6040816,3.844486,0,2.231113,0.80630344,2.5116544,0,0.19898352,1.009285,0,0,0,0.52657056
1024,0.23855235,0.26705194,0,0.004426976,0,0,0,0,1.1041716,3.288205,13.058687,0.39781177,0,0,0,0,0,0,0.37517652,0,0,0,0.35738668,0.75117886,5.055393,2.973054,0,3.543697,4.322641,0,1.8498282,0,1.3270305,0,0,0,0,0,0,0.33727455
1025,0,0,1.9302529,0.008461785,0,7.324223,0,0,0,0,7.721636,1.5130408,0,0,0,0.40966758,0,0,2.3306913,0,5.2320576,0,0,2.042372,0,2.903848,3.1743238,0.30908722,7.8428082,0,0.09213076,0,3.5283656,0,4.138434,0,3.5426927,0,0,0
1026,0,5.191299,0,0,0,0,0,1.6207737,0.62927246,0,4.063806,1.4902191,0.7089543,0,0,0,0,0,0,0,0,0,2.4114068,0,0,0,2.116934,0,4.767357,0,0,0,0.7554586,0,0,0,8.115778,0,5.969043,1.0044707
1027,0.2788297,1.5699027,1.7932702,0.4828985,0,1.7260631,0,0,0,0,1.71515,0.7517011,0,0,0,4.262725,0,0,0,0,0,0,0,4.1378717,0.9811263,0,0,0,5.681669,0,3.8976254,0,2.9360528,0,0.63000655,0,0.9445424,1.0885104,0,0
1028,0.21503846,0,3.639291,0,0,0.12862128,0.15028961,2.3973773,0,0,6.0563645,0.7340349,0,1.1646347,0,2.6523504,0,0,0,0,3.6092384,0,4.419908,0,0,0,0.65682536,0.55520463,3.0019727,0,1.4870822,0,1.5517762,0.38446215,6.0330987,1.7181921,4.4495487,0,0,0.24761689
1029,0,0.28745136,1.3121835,0,0,0,0,0,0,0,7.750324,1.3076569,0,0,0.5453186,0.53817755,0,0,0,0,0,0.04550037,0,0,0.28451473,0,0,0.027544191,0,0.7098097,0.86784744,0,3.018243,0.21577582,0,0,0,0,0,0.8802323
1030,0.047765568,0,1.3309574,0.32231003,0,0,0,1.3297045,0,0,0,0,0,0,0,0,0,0.25025594,0,0,0,1.4431847,1.8193617,0.047638442,0,5.840807,0,0,3.3499842,0,0,0,0.82359856,0,0.819241,0,1.3721855,0,0,1.0278883
1031,0,0,7.442851,0.024207942,0,0.52213687,0,0,1.4263816,1.4116608,0,0.5187906,0,0,0,0,0.08955347,0,0,0.4968703,3.116975,0,2.302858,1.599477,0,0,0,0,0,7.99887,2.9571466,0,0,0,0,0,1.1951813,0,0,0
1032,0,2.145716,0,1.0651624,0,0,0,0,0,0,5.410197,0,3.2920313,0,0,0.9992946,0.583092,0,0,0.03907095,0,0,0,0.32582167,0,4.257505,0,0.26936907,0,0,0,0,0,0,1.4743612,0,0,0,0.22533683,0
1033,0,0,0,0,0,2.8745973,3.633338,0,0,0,3.412754,0,0.6674137,3.2372158,0,1.9568881,0,0,0,0,0,0,1.927852,0.72683,0,0,0,1.1652913,0,0.54419833,0,0,0.4267053,0,0,0,5.595831,0,3.274924,1.4185047
1034,0.9260448,1.6512737,2.3328476,0.66815007,0,1.4846357,0,0,0,0,0,0,0.8554092,0,0,0.13158895,0,6.5165567,1.7226017,0,1.657689,0,0,0,0,2.4520843,0,0.022740327,0,0,0.74414545,0,0,3.3041525,0,0,0,0,0,0
1035,1.1667132,0,0,0,0,0,0,2.5526984,0,0,1.3497796,0,2.4742815,0,0.3751589,1.1321033,0,0,0.035159063,0,3.0630488,0,0,0,0,1.9666656,0,0.14919943,0,4.7611012,0,0.79698616,0.22619753,0,0,0.11592227,0,0,0,0
1036,0,1.7794883,0.39210257,2.105306,0,0,0,0,0,1.1953586,1.3079945,0.17204568,0,0,0.4897184,0,1.2288573,0,2.7396557,0,0,1.6711512,0,0,0,0,0,0,0,0,0,0,0,0.3202769,0,0,0.18797481,0,0.86824244,0
1037,0,0,1.695934,0,0.6726893,2.6311717,0.79965234,0,0,0,0,2.560783,0,0,0.46266595,0,0,0.8233298,0.74770945,2.4513104,0,0.031820554,0.3371162,0.6616818,0,0,0,0,0,0,0,0,3.3331785,0,0,0,9.289545,0,0,0
1038,0,0,3.9151742,0,0,0.32503226,0,0,0,0.11462411,0,0,0,1.0848911,0,0,0,0,0.743679,0,0,0,0,0,0,0,0,0,0,0.41696012,3.2584147,0,0,0.2786689,0,0,0,0,2.396589,0
1039,0,0,0.86146396,0,2.0733597,0.8861091,0,0,0,0.8772807,0,0,0,0.32214394,0,0,0,0,0,0.6813846,0,0,0,0,0,0,0,0,0,4.4263377,0,0,0,0,0,1.1785266,0,0.81799626,0,0
1040,0.64390236,0,1.0210286,0,0,0,1.1710482,0,0.4205384,0,0,0,0,2.3732557,0,0,0,0,0,0,0,0,3.8582516,0,0,0,1.5005728,0,0,0,0,0,2.3643577,2.0486593,0,0,0,0,0,0
1041,0.28456953,0,0,0,0.89590514,0,0,2.0618508,1.655265,0,0,0,1.3685446,0.5475211,2.470149,0,3.3201802,2.600622,1.6153845,0,0,0,0,0,0,8.047331,0,0,0,0,0,5.7574863,0,0.16091058,0,0,0,3.7219002,0,0
1042,0,0,0,0,3.9029598,0,2.0646722,0,0.4491239,0,0,0,1.4724814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.812476,0,0,0.47775018,0,0,0.7884319,0,0
1043,0,1.2569604,0,1.9085373,0,0,0,0,0,1.6199147,0,0,0,0,0,3.3550935,0,1.989483,0,1.5055926,0,0,0,0,2.0266223,0,0.82781833,0,0.05633352,2.316443,0,2.3005908,0,0,2.6469555,0,0,0,1.1429973,0.6378633
1044,0,0,0,2.4337945,0,0,2.029084,2.0062928,0.28881112,0,0,0.5342494,0.758734,1.0103945,0,0,0,2.529766,0,0,0,6.27977,0,0,0,0,0.8423856,0.97911197,0,0,0,0.35103512,0,0,0,0,0.35654527,0,0,2.0104504
1045,0,0,0,0,0,2.994749,0,0,0,1.2057908,0,0.69324857,0,0,1.33556,1.5440235,0.3759187,0,0,0,0,0,1.7168255,0,1.0471996,0,0,0,1.0188961,0,0.1828286,1.6291226,0,0,1.2285744,3.5246844,0,0,4.5088077,0
1046,1.538235,0,1.6109096,0,0,7.6211767,0,1.434261,0,3.6874063,0,0.12569559,0,0,1.7893447,0.39762348,0,0,0,0.7312203,1.4369214,0,5.2188005,2.2516696,0,1.1340973,0.2309703,1.1042117,0,11.161126,0,1.5593028,0,0.65586525,0.38947916,0,0,0,0,0
1047,0,0,0,1.7882581,1.1401011,0,0,0,0,0,0,0,4.450246,0,0,0.5299551,0,0,0.5334788,0.08342818,0,0,0,0,0,3.0754876,0,0,0,0,0,4.769947,0,0,0,0,0,1.153094,0.65441185,0
1048,0,1.8304147,5.0858207,2.7514207,1.815792,0,0,0,0,0.42940882,0,4.186695,0,3.7252002,0,0.31225592,0.3847874,0,0,0,0,0,0,0.9950218,0,0,2.836404,0.27458757,0,0,3.8076081,0.8461365,1.6184647,0.68110317,0,0,6.677704,0.1850479,0,2.622035
1049,1.0136944,0,1.5112298,0,0,1.4023658,0.3816024,0.9900927,0,0,0,0,0,0,2.0302553,0,0,1.0266974,0,0,2.3865123,0,0,0,0,3.980164,1.4661033,0,0,0,0,0.64783424,0.14782605,0,0,0.600665,1.8583245,0,0,0
1050,0.9258366,1.0673355,0.51498103,0,0,0.7667567,0,0,2.923419,0,0.3239307,0.27643684,0,0,1.4224863,0,0,0,0,0,0,0,0,0,0,5.9983697,0,3.0497386,0,0,0.12671292,0,0,0,0,0,0.45551106,0,0,0
1051,0,2.8544436,3.0682204,1.6627992,0.5735583,0,0,0,0,0,0,0,0,0,0,0,4.5305996,0,0,0,0,0,0,0,0.7318928,10.208406,0,0.5993646,0,0,0,5.796662,0,0,0,0,0,2.3728402,0,0
1052,0,0.2165312,0,1.0525014,3.264524,0,0,0,0,0,0,0,2.0587041,0,0,0,0,0.3748472,0,0,0.09446491,1.1213216,0,0,3.329665,0,0.47571597,0,0,0,3.0403123,0,0,0,2.5269275,0,1.4528928,0,0,0
1053,1.180977,0,0,0,5.45139,0,0.56767493,0,0.7192533,0,0,2.1943183,0.8980647,0,0,0,0,0,1.1929926,1.4637187,0,0.4525672,1.1688021,0,0,0,0,0,0,0,0,0,1.472267,0,0,4.4538727,0,1.7140104,0,0
1054,0.088750355,0,0,0,3.8525136,0,3.1718326,0,1.8017362,0,0,0.69335586,0.7596641,0,0,0,0,0,0,0,1.4506006,0,0,0,0,0,0,0,2.4391453,0.31544706,0,0,0,0,0,0,0,2.8585896,0,0
