x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054
892,0,4.9778237,0,0,0,0,0,1.2590501,0,0,0.58527404,2.1185727,2.2503195,2.551312,0,0,1.2791326,0,0,4.2790055,0,0,0,0,1.2422132,0,0,0,0,0,0,0,3.102719,0,0,1.1596029,0.44328326,0,0,0,0,0,0,1.6380728,0.1339329,0,0,0,0,0,0,0,1.8082321,0,0.80135006
893,0,0,0,0,0,0,0,0,0,0,0,0.5176036,0,1.1256005,0.18715318,0,0.2162201,0,2.9714186,0,2.1840432,0,0,0,0.71440977,0,15.783405,0.67133045,1.7840447,0.6174389,2.763631,1.6374938,1.8872088,0,10.418077,0.1325265,0.4636242,2.8437724,5.519636,0.45197323,4.9384117,0,0,0,1.0653616,0,4.056576,0,4.363526,0,0.26036835,6.3311644,0,0,1.0190179
894,4.664264,0,0,0,0,0,0.47127467,0,0,0,4.9489055,1.8116455,0,0,2.4621003,2.2280738,0.44937655,0,1.6109213,0,7.3421884,1.2030305,0,9.238929,1.8618021,0,0,0,0,1.9430858,5.4308324,1.3727945,0.29094207,0,0,0.090800256,0,0,0,1.3721908,0,0,0,0,0,0,4.4084935,5.9397388,0,0.33327225,0,0,0.14914818,0,1.7923198
895,0.34629312,0.8297967,0,0,0,0,2.0298955,0,0.7486512,0,0,0.96443886,0,10.089148,0,0,0,0,0,3.9114783,0,0.43679875,0,0,2.2533379,2.08409,10.735746,0.54561555,0,0,0,0.74944687,0,0,0.758413,1.329137,0,0,1.2708793,1.8697212,0,0.090524085,0.008727285,0,2.0428588,0,7.854919,0.97797275,0,0.81499195,3.6516194,9.97659,0,0,0.4132475
896,0.41582403,0,0,3.9406493,0,0,0,0,0,0,0,0,0,0,1.1044718,0,0,8.321356,0,0,0,0.96057224,0.5179024,0,1.0223216,0.8495407,16.552479,0,0,0,0,0.86607337,0,0,17.409716,0,1.9982482,0,0.41701266,0,0,0,0,0,0,0,0,0,0,0,1.3102124,0,0.7291143,0.5305602,1.9667859
897,0,0,0,0,0,0,6.4016623,7.257595,2.6492765,0,0,0,0,0,0,0,0,0,0,14.35458,11.83134,4.7498584,0,0,0.59072965,2.7927623,0,0,0,0,15.040722,0,0,1.7581546,0,0,0,0,0,0,0,8.782888,2.2159848,6.7569966,0,0,0,0,0,0,6.310639,0,0,0,0
898,0,12.529933,0.91002285,0,0,0,0,0,0,0,0,0.9044594,0.8483813,0,0,0,0,0,3.6768692,0,0,0,0.7653734,0,0,0,0,2.0820959,0,0,0,1.5749321,0,0.32192832,13.295534,2.7717745,0.5158077,0,1.6582544,0,0,0,0,0,0,0,3.9289966,0,0,1.0876034,0,12.487818,0.6519185,7.6946063,0
899,1.4292951,0,0,0,18.694357,0,0,0,0,0,6.5274463,0,0,0,0,0,9.208702,10.832245,0,0,0,0,0,0,0.08736296,0,0,0,9.3414,4.498848,0,0,3.1690638,0,0,0,0,0,1.6868522,11.679635,6.1912017,0,0,0,10.787191,11.723511,15.374065,0,9.264058,1.777017,0,0,1.6537508,6.168436,0
900,3.4231067,24.74925,0,5.3115478,2.2085218,0,0,0,0,0,0.3938222,1.0074155,0,0,0,0,3.334154,1.1818508,0.2835303,0,4.0996366,0,0,0,1.6499003,1.1898289,3.4057958,0,3.0235062,0,0,0,0,0,1.3150214,0,0,0.80776584,0,5.214314,1.8074836,0,0,0,0,2.2190518,18.027905,0,0,1.1619865,0,0,0.2791366,0,0
901,0,0,0.5974196,0,0,0,0,0,0,8.255246,0,0,0,6.1603975,0,3.2724888,0,0,1.6618114,13.888931,3.4040298,0.6149769,0,3.4636686,0,0,2.7008123,0,0,3.5750375,10.595143,0.50060683,0,0,0.40896878,0,0,1.6508743,0,0,3.2810028,0,0.05387617,0,0,0,0,7.3936462,0,4.0842085,0,0,0,0,0
902,0,1.2131038,0,0,0,0,0,1.5674872,0,3.0697043,0,0,0,4.0811105,0,5.148333,0,3.4016132,0.7976446,15.335017,0,0,0.117193446,9.289496,0,1.700099,0,0,0,0,0,0,0,0,0,0,2.2787492,0,0,0,0,3.2925456,4.9989314,0,0,0,0,12.98987,0,1.7330048,0.47995186,0,0,1.334695,0
903,0,0,2.6706495,0,1.2361107,5.4264793,0,0,0,0,0,0,0,0,0,0,0,6.982531,0,1.1179112,0.65817815,2.072593,3.3089955,5.290942,0.19785213,0,0,1.3259332,2.4490628,0,1.3525901,0,0,3.4926088,8.042973,0,1.0913169,0,0,0,1.6762879,0,0,0,0,0.25489733,0,0,0,0,0.25613353,0,0,0,0
904,0,0,0,0,0,0,0,0,1.1298012,2.4579988,0,0,2.5944576,7.4622045,0,0,0,0,0,7.9694276,4.970139,0,0,0.41813847,0,0,0,0,0,0,0,0,1.6515164,0,12.130064,0,3.6659708,0,0,0,0,0,2.8736167,0,0,0,0,0,0.7734129,0,0,0,0,0,0.63116854
905,0.52002656,8.454944,0,1.8730625,0,2.274956,0,0,0.50753754,6.08486,0,1.1567824,0.28621912,7.023121,0,0,0,3.041482,1.6123046,7.58245,0,6.7720313,1.2540864,2.5571535,0.76046133,0,6.058109,0,0,0,5.316183,0,0.31111872,0,0,0,0,0,0,0,0,0.47391218,0,0,1.3254434,0,0,0,0,1.8989046,0,0,1.3539257,0,3.4698246
906,0,0,0,4.598903,4.1237435,0.40194252,0,0,0,0,0.31058046,0,0,0,0,0,2.055217,0,0,4.777914,0,0,0,0,0,1.3102487,10.549519,0,0,2.813934,11.227345,5.2303753,0.18369885,2.7454567,9.400897,0.031190293,0,5.8384905,2.5288527,6.6942983,5.248903,0,0,0,0,0,0.86251336,0,1.4028403,0.41849434,0,1.0476768,1.0488864,2.208144,0
907,7.2457933,0,0,0,2.8525095,3.5858598,0,0,0,8.432558,0,0,0,9.729296,0,0,0.2314062,8.684956,0,0.6991716,0,0,0,0,3.1537716,0,9.867458,0,7.199284,4.5835543,13.237128,0.84765655,0.34854433,0,0,0,0,0,0,0,1.6029892,0,0,0,0,6.1122346,6.49617,0,0,0.03113093,0,0,3.5338411,3.7297866,0
908,3.9840846,0,0,0,5.0254693,0,0,0,0,0,0.34675932,0.69180423,0,0,0,0,1.295639,2.207847,0,0,5.597627,0,0,0,0.4645841,2.5799232,3.709999,0,0,0,0,0,1.0773509,1.2108053,8.066393,0,0,4.9350166,3.0210912,1.8182013,3.9827235,0,0,0,10.325131,0,0,0,2.7893991,2.8594275,0,0,0,0,1.2081591
909,3.7450755,0,0,7.5392556,7.9036913,0,0,0,0,0,0,0,1.078075,0,0,0,0,1.6447681,0,13.676883,8.146443,0,0,2.0810723,0,0,0,0,0.49313807,0,0,0,5.1072187,0,8.825273,0,0,8.900878,1.3100507,7.8139863,0.2994357,0,0,0,9.596759,14.646317,11.5158615,0,9.112563,0,0,0.89707,0,7.508657,0
910,0.4644567,8.9025,0.53036946,0.79296005,0,0,0,2.4693727,0,0,13.401429,0,0,7.013,0,1.3332443,1.6756343,3.4089208,0,0,0,0,0,0,3.4471107,0,0,0,9.405666,0.6686105,0,0,2.472192,2.5757751,10.460319,0,2.1654258,0,0,0,0,0,0,0,0,0,15.369636,0,2.901135,0.75620836,0,0.011290494,1.7111359,1.4218615,0
911,0,9.994553,0,1.7554312,0,0,0,0,0,0,0.5716628,3.5508049,0,0,0,0,9.322111,3.127954,0,10.2032795,1.2699982,0,0,0,1.276625,1.4324539,8.696153,0,0,5.1116376,0,0,3.7401583,0,8.017283,0,0,2.7244143,0,0.11391776,1.0860547,0,0,0,0,0,0,0,0,0.89754456,0,10.016505,0,4.1061883,0
912,0.086923376,0,2.4399078,5.627224,0,4.7442913,0,0,0,0,0,0,0,0,0,0,5.320621,0,0,0,0,0,0,0,0,0.2660065,0,0,3.6463711,9.651654,0,0,0,0,0,0,0,0,0,0,5.2722454,0,0,0,19.37281,1.8459557,14.108675,0,1.8351842,3.0871785,0,14.707135,0.71303934,0,0.16788866
913,2.0931818,9.247412,1.6262714,1.9225054,0,11.293758,0.2184087,0.6014231,0,0,1.3027637,0,0,7.5714903,0,0,0,0,0,0,0,0,0,0,2.5211306,0.43968418,0,0,2.719259,2.7202983,0,0,0,3.0224838,9.412577,0,2.3133662,0,1.8169937,0,0,0,0,0,4.416491,4.1278205,0,0,0,6.781169,0.070563994,21.51885,0,0,0
914,0,0,1.3454417,4.362971,0,7.296606,0,0.5807428,0.77488846,0,0,0,9.000182,0,2.2616785,1.2594979,0,0,0.25622714,0,0,0,0,0,0,0,0,0.35868412,0,0,0,0.24894257,1.3829088,1.8524258,17.551836,0,0.5469253,0.24188742,0,3.742368,3.0479755,0,0,0,2.16276,6.3986993,0,0,0,0,0,22.871468,0,11.654476,0.12911962
915,8.342742,0,0,0,10.725395,15.393514,0,0,0,0,13.583082,0,0,3.680904,0,0,7.903642,9.082515,0,0,0,0,0,0,0,0,17.30173,0,4.021628,6.177532,0,0,0.25582102,0,10.014868,0,0,11.887971,0.16200215,17.34997,2.9296167,0,0,0,17.438787,5.7157683,34.74925,0,7.891107,1.7193942,0,34.52125,1.2298905,5.1785254,8.309721
916,0,4.397967,4.3482614,0,8.770715,4.785955,11.899105,0,0,5.143792,5.652577,0,0,13.532002,0,0,3.4884372,0,0,19.902788,6.3356543,1.7565967,3.508004,14.482689,0,2.748698,0,0,7.759697,3.561852,0,0,0.2180741,0.9755758,2.9884546,0,0,3.9343505,0,17.915287,0.2598313,0,0,2.8232822,10.350913,9.551977,7.8172245,0,0.6196284,0,4.5766535,35.34461,0,0,4.3611574
917,0,13.910809,6.205425,0,0,3.5531821,6.1882143,1.9732163,2.2882428,4.9888954,1.764742,9.286332,1.7047068,13.143651,4.6106777,13.147291,0,13.460832,0,0,0,0,0,0,0,0.2537825,18.875914,5.6597915,0,6.7070446,7.020323,0,0,1.4844662,5.2282233,1.3667921,0,4.6838055,0.14909269,10.652673,4.093487,0,0,3.4030364,3.9872184,5.0029135,0,18.48415,0.087019846,0,8.386986,23.002821,0,0,0
918,0.51321673,0,1.8744397,1.6314168,0,7.246113,6.6992683,0,29.218912,0,0,6.7909884,0,0,0.6110085,15.352007,0,0,2.6291447,0,6.7992086,1.8685968,5.1272864,22.470861,0,0.80832255,0,12.262063,0,0,6.152352,0,0,7.576255,13.872957,0.40963778,1.8110963,3.7959225,0,2.3896475,0,15.860727,12.430726,14.326585,0,0,0,21.831493,0.47796392,0,8.133716,17.84597,0.15573964,0.49770394,11.89922
919,0,0,5.10166,0,0,13.149369,17.427979,6.427608,0,1.1394626,0,5.914731,7.154269,11.934391,10.231293,10.900337,0,12.650517,1.2293802,4.0829077,13.93595,1.0116991,0,29.712103,0,1.2097336,0,5.9683046,0,7.6726475,1.1442505,4.4169602,0,2.3279226,29.809385,4.8579845,2.5752256,5.5163984,0.7754057,7.7769012,4.756473,0,9.28426,0,9.015814,8.37507,0,23.458292,1.7869138,0,9.193177,0,5.1561236,5.9479184,3.7343838
920,5.1230335,13.197981,14.311455,0,1.0049936,3.5929046,6.680279,3.44613,10.33286,0,0,3.601337,2.0446124,15.87341,4.2099495,36.73156,0,0.055816244,0,2.8696296,23.308668,3.6725464,3.4451954,18.266214,0,0,0,7.2097387,0,0.049710557,0,1.7423935,6.737272,2.4425762,12.864426,6.469617,3.2568486,1.6301453,0,8.231373,0,13.581731,14.666482,16.877176,0.013181114,0,0,26.063402,0.6146896,0,5.3373976,37.380753,6.0208297,1.8609214,10.09649
921,0,0.4656215,7.046937,13.195923,0,10.268743,10.409143,2.095787,9.481047,0,0,3.4995487,6.9572554,5.7785716,10.935682,23.914865,4.048916,9.325646,0,13.174858,22.443972,0.23127237,4.104429,29.512613,0,0.34225464,4.5197077,3.5509622,0,0,0,1.5005419,6.365589,0,21.564598,7.3709006,6.620353,6.579882,0,2.8862092,0.5822332,6.460886,9.298902,1.7861252,8.092906,0.3918601,0,23.637947,0,0,3.1903398,4.2971573,3.2617223,2.1166687,5.594533
922,0.4462103,16.990664,7.6386013,0,4.0616755,0,7.2613564,0,8.955674,2.4363475,0,0,2.253445,5.084702,3.2200973,6.07534,0,0,7.492472,6.807027,20.134098,5.999255,4.500452,8.769407,0,0,0,1.1280471,0.63415277,3.96788,9.400838,5.501106,0,1.5379788,15.832711,4.198217,2.3191633,2.630089,0,0,0,3.8700078,0,7.2659645,0,0,0,12.288645,0,0,10.168324,13.879623,0,0.73935807,0.5440361
923,0.86157,0,7.6421156,0,5.0380554,0.5702016,0.67777544,0,6.2460756,0.88356364,0,0,3.123211,5.735536,1.8076173,12.056285,0,17.358854,0,9.907778,5.090574,5.6070666,2.796707,6.906696,2.7163827,1.588828,14.636437,6.6937337,4.8420353,0,1.5545939,4.683886,1.3798195,0,16.835356,3.752825,1.9329056,0,0.42911708,0,0,1.557145,3.532055,0,0,0,0,0,0,0,3.3741543,0,0,0,0
924,2.7309072,0,3.2190711,4.007236,0,6.0717955,3.151763,0.12122298,2.9901,0,4.8098464,5.547543,0,6.324267,0.3802195,11.008904,0,0,2.5744014,9.472923,2.9119952,0.9510494,8.411149,4.8014326,0,0,4.214654,1.958004,0,0,2.9414833,0,0,4.992329,0,1.7167943,0.44709143,0,0,0,0,4.219316,0,0,0,0,0,0,0,0.38514465,1.1884441,0,0,0,0
925,0.8922347,3.4032712,1.5576247,0,0,0,1.5946933,1.1762658,5.1163106,0,0,0.5215821,17.458199,11.225395,2.8087308,0,0,4.0436826,0.68968254,0.30286974,2.444931,0.7754241,2.8571904,3.8962882,0,0.39142406,0,0,0.2998331,0,0,0,1.4948136,0,0.186409,0,0,0,0,0,0,2.865118,0.96926713,0,0,0,0,0,0,0,0.59172267,0,0,0,1.0315623
926,0,0,0,0,0,0,0.46983084,0,0,0,0,2.706293,0,0,0,0,0,0,0.46727774,4.8243446,5.1801953,1.7849356,3.7388585,0,0,1.1427242,0,3.4748192,0.8893659,0.11947292,4.160931,0,2.0999947,0,5.1829286,1.9988323,0,0,0,0,0,6.5439944,5.782401,4.86335,0,0,0,0,0,0,0.92828965,0,0,0,0.14251967
927,0,0,0,0,0,1.4411163,0,0.8184235,0.41852605,4.2158785,0,1.0141345,0,0,1.2053974,0.6484908,0,0,1.476279,0,1.2429442,0,2.9885185,0,1.4144537,0,0,0.8378718,0.42212263,0,2.3259296,1.1325166,2.8323746,0,2.3806365,0,3.7230194,0,0,0,0,0.8595091,0.34252492,0,4.93732,0,0,0,0,0,3.9391496,1.0247191,0,0,1.6524425
928,0,1.5307912,0,0,0,0,5.1659894,0,3.3674855,0,0,2.2814927,0,0,2.2432353,0,0,0,0,0.6736666,0,0.29942876,4.6992426,0,0,0,4.917427,0.679495,0,0,12.489523,0,0,0,0.26974797,0.20878468,3.3702388,0.50849867,1.3948158,0,0,1.4142247,1.5015782,4.1887946,1.445295,0,0,11.058976,0,0,0,3.9837472,0,0,0
929,0,0,2.6231678,0,0,0,0,1.4146671,0,8.13096,0.31093034,0,3.3261936,4.7364445,0,0,0,9.477491,0,0,2.6119745,2.7958286,0,3.1936405,0.10609357,0,0,0.4956123,0,0,0,0.06838872,2.20172,0,0,0,0,0.043961,0,0,2.7750852,0,3.075753,0.68383694,0,0,0,7.191525,0,0.94025266,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,2.0085561,0,0,0,0,0,0,8.505337,0,0.95121616,0,0,4.1061096,0.1840965,0,0,0,1.1225662,11.778529,0,0,0,0,0.057154514,0,0.048948925,0.77167535,0,0,0.8255643,0,0,3.9445162,0,0,0,0,4.8137665,0,1.4712442,0,1.8326559,0
931,2.3776348,0,3.9948287,2.0999417,0,0,0,0,0.040036086,0.8319152,0,0,3.3715608,0,0,0,0,4.0573974,0.2589392,0,0,0,0,0,0,1.2964118,0,0,0,0,0,3.0235503,0,0,7.278599,0,0,1.6617132,0.7048458,0.32564968,7.032012,0,0,0,3.9769547,0,5.321632,0,0,0.07508243,0,0,0.82908124,6.563837,0
932,0,0,0,0,7.480738,0,0,0,0,0,2.3293724,0.16313927,0,0,0,0,5.573493,0,0,0,0,0,0,0,0.6712815,0,0,0,6.495196,3.9559088,0,0,0,0,0,0,0,3.7073162,0,8.217368,2.36114,0,0,0,6.050902,11.374037,13.070568,0,5.917302,0,0,0,0,0.18949276,0
933,3.1530123,15.22452,0,0,1.1457831,0,0,0,0,0,6.509425,1.7952088,1.3567258,7.78181,0,0,0,0,0.3014711,0,0,0,0,0,0,0,0,0,11.274741,0,0,0,0,0,0,3.6599836,0,0,0.92195344,2.531456,0.31042317,0,0,0,0,0.23821579,17.873981,0,5.8310165,0,0,0,0,4.736611,0
934,3.2269127,1.708539,0,0,10.583438,0,0,0,0,0,7.661321,1.7241542,0,0,0,0,5.113997,0,0,0,0,0,0,0,0.20740609,0,0,0,2.2045093,4.4415894,0,1.874339,0,1.5125724,0,0,0,2.6170166,0.18560898,5.516933,0.26135916,0,0,0,0,11.518681,2.036826,0,8.993025,0,0,0.53920895,1.1593621,2.6646738,0
935,4.7480474,0,0,0,2.435648,1.7999837,0,0,0,0,0,0.38378605,0,0,0,0,0.098203614,0,0,0,0,0,0,0,0.59392357,0,0,0,3.567894,6.603501,0,1.7901449,0,1.0808802,0,0,0,5.861883,4.975407,5.1431165,5.496784,0,0,0,7.1472344,0,10.852189,0,2.7723374,7.218112,0,0,0,2.5337818,0
936,0,0,0,0,9.953185,0,0.5481768,0,0,0,7.749335,0.24794409,0,23.895966,0,8.883129,0,0,1.5850214,5.01348,0,0.15917131,0,0,0,0,0,0,2.1859307,0,0,0,0,0,0,0,0,3.4128869,0,6.745416,0,0,0,0,11.321032,8.089711,17.640512,0,0.15629756,4.923551,0,3.6013052,3.4893622,0,0.99823207
937,4.307882,0,0,4.0807347,10.95935,0,0,0,0,0,11.895398,3.9959717,0,0.7568426,0,0,4.254088,0,0,12.437837,0,3.5241406,0,2.0613909,0,1.5492862,0,0,1.0267096,2.321802,0,0.7345658,0.8733855,0,0,0,0,4.421083,1.8232765,5.3634095,0,0,0,0,5.013871,2.5936387,0,0,0,0,0,1.0115007,0,0.9376407,0
938,0,0.8339152,0,0,0,0,0,0,0.81339985,0,0,5.552132,0,2.687569,2.303271,0.50856,1.8226348,5.553096,0.81064117,0,0,0,0,6.74985,2.147843,0,0,2.7347252,0,1.5427418,0,3.278835,4.622174,1.1273868,0,0,0,0,0,0.1362473,4.2050815,0,0,0,15.558216,0.10630928,12.499901,0,15.236369,0,0,0,0,7.399867,0
939,3.0549853,0,0,0,6.218568,0,0,0,0,2.6584947,0,0,0,0,0,0,8.5829935,0,0,0,0,0,0,0,0,0.7664549,3.36948,5.109181,1.1248422,0,5.334416,0.0940274,5.4963803,0,15.096594,0,0,2.4287703,5.121955,3.9089246,0,0,0,0,9.340965,9.668279,6.9452205,0,4.965629,0.7449884,0,0,0,8.689555,0
940,0,7.683459,0,4.726236,6.4941115,0.5770524,0,0,0,0,12.593878,0,0,0,0,0,5.3687944,0.7028477,0,0,0,0,0,0,0.66364276,0,0.17420183,0,6.4217095,4.4973245,0,0,0,0,0,0,0,8.088667,1.6046768,10.164196,0,0,0,0,0,3.7236276,9.150586,1.5583401,0,0.5398173,0,8.224059,1.133165,3.3546748,0
941,3.2889326,2.769563,0,0,0,0,0,0,0,4.6141706,0,3.3484118,0,0,0,0,8.553391,0.9963894,0,0,0,0,0,0,0,2.0415769,9.03519,0,1.3359133,7.63031,0,1.1477492,1.6581374,0,1.7951486,0,0.6581561,2.6521485,0.26831317,0,2.6799996,0,0,0,1.7077768,0,17.508482,0,8.902267,1.1294688,0,0,0,3.1638129,0.5097289
942,8.737665,2.4822404,0.18232119,2.8751135,9.442407,0,0,0,0,0,5.646374,0,0,16.372517,0,0,1.9640415,0,0,0,0,0,0,0,0,1.0059297,8.850576,0,3.3167295,4.1258087,0,0.94254947,3.3140204,2.2807753,11.904544,2.9875581,0,2.1775966,1.1803946,8.386223,0.85193366,0,0,0,12.89281,5.026139,4.980678,2.7090406,2.7499075,2.4506938,0,0,0,8.125906,0
943,2.0573292,0,0.035377838,0,0,0,0,0.5295919,0,0,2.4852247,0,0,1.120619,0,0.6095287,0,11.535105,4.7313156,0,0,0,0,0,0,0,0,0,0,2.5140932,0,0,0.10872611,0,0,0,1.3844357,0.7601833,0.69976753,1.6224419,4.4839144,0,0,0,11.671574,0,6.870374,0,0,4.498842,0,0.8190126,1.5463588,7.5175667,0
944,0,0,0,0,2.7838812,0,0,0,0,0,0,0,0,14.922928,0,4.8697386,2.016083,1.0505731,0,20.765774,6.2737355,0,0.72030103,5.100133,0,0,10.032443,0,0,0,5.0131607,2.2271037,0,0,14.899232,0,1.8143202,1.7135714,0.37360862,0.9472341,3.4496195,2.8748827,2.8378978,0.38216516,10.129934,9.2324295,17.001143,0,5.6589894,0,0.06565452,0,6.002488,1.3165628,0
945,2.5885484,12.940538,0,0,0,0.065771356,3.8390694,0,0,0,0,0,0,0,0,1.3849373,9.839595,5.6991725,0.3724871,9.770201,0,0.122912966,0,0,0,0,3.7583616,0,0,0,1.0576613,0.76433015,2.11741,1.1648986,0,0,0.9147912,0,0,0,0.8873467,1.3295211,0,0.52229196,0,0,6.818711,0,2.221871,0.75689507,0,0,0,3.5923555,0
946,0.504879,0,0,5.1883388,9.560634,0.40667108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0405519,2.8436384,6.727446,1.3561165,0,8.474872,7.9903646,0,1.1687664,0,0,0,0.6804674,8.025452,0,1.9700937,1.4054329,0,0,0,0,0.40639085,0,0,0.5087002,0.7741758,0,0,0.3503898,0,2.8891735
947,0,10.591876,0,0,5.416219,0,0,2.2093446,0,0,4.309767,0,0,0,0,0,0,0,0,0,2.549679,0.21125112,0,0,0,0,2.0926602,0,5.987264,3.7540836,0,0,1.4062407,0,0,0,0,0,3.6075215,9.238336,3.5790946,0,0,0,6.967869,3.3848598,16.060278,0,4.369888,0,0,0,0.4902023,0.27551553,1.1364295
948,0,3.2574332,0,12.241354,0,0,0,0,3.2731905,0.32141215,0,2.6824431,6.2860494,0,3.826481,0,0,0,0,0,7.2087445,3.041119,2.9406135,0,0,0,10.149849,6.49885,0,0,4.5288653,0,1.0257864,0.925811,0,0,2.2238815,0,0,0,1.7340951,0,0,0,0,0,0,0,0,5.784235,0.9406281,0.5219215,0,1.9601496,2.0377827
949,0,0,0,0,0,1.4963313,0,0,0,0,0.9547153,1.7863555,1.1063883,20.940521,0.28090286,7.3220983,2.1724503,0.59644604,0.43736857,7.3613253,0,3.5121303,0,13.283155,0,0,0,0,0,0,1.7006723,0.2917718,0.9954244,0.71635205,6.6922364,0,1.9196426,0,0,0,0,4.821408,0.48828843,8.733727,0,2.3055186,0,0,0.08454035,0,0,3.228528,0,0,0
950,3.4625652,0,0.98170143,0,0,0,3.977157,0,0,0,0,0,0.5150093,0,0,0,0,0,0,3.700295,0.61155945,2.6549842,4.969768,1.9750613,0.4236927,0,0,0.76695997,0.70203537,1.4548883,2.1216433,1.2412565,0.5588586,0.5697313,2.5997603,0,0.07827636,1.5969373,0,0,1.1157464,0.850369,4.1951,0,0,0,0,14.348977,0,2.2555103,0,12.224675,0,0,0
951,1.2785499,0,0,0,0,5.3321285,3.8788717,0,1.3213334,4.743091,0,0,6.3335114,0,4.2176294,0,0,0,2.4028716,10.436611,2.5982785,1.6443257,0.7575152,5.0480776,0,0,0,4.2376213,0,0,5.066123,0,0,0,0,3.650438,1.1468719,0,0,0,0,1.5300858,3.3001242,0,0,2.205997,5.2805395,0.6968623,1.2619143,3.427211,1.008917,0,3.8827825,0,0.2560827
952,0.84706014,4.3352137,3.4916804,0,0,0.016332684,0,0,2.4180295,2.502694,0,0,1.5654778,0,0,0,0,12.651576,0.1041764,3.272719,0,0,0,0,0,0,0,4.2534604,0,0,0,0,3.1375995,1.7595856,2.5489907,0,1.3999271,0,0,0,0,1.9208885,3.4263003,0,0,0,0,7.7932296,0,0,0,0,1.9515479,0,0
953,0,10.265498,1.7133934,9.095405,0,0,0,0,0.32096145,1.0474159,0,6.6295977,7.414484,8.620308,0,0,0,0,0,7.110196,2.1363776,3.4905229,3.5763233,4.1257935,3.285901,0,0,0,0,1.3787801,0,1.6299142,0,2.0403678,2.3784935,0,2.5364048,0,0,0,0.57451296,0,3.2627993,0,0,0,0,4.9243126,0,1.6230762,0,0,0,0,0
954,0,0,0,0,0,1.8404163,0,0,5.3781147,2.5092025,0,0,8.766267,0,0,4.27202,0,1.0515541,0,0,0,0,3.4285975,6.6977353,0,2.791139,0,3.641134,0,0,8.894944,0,0.112024054,0,0,1.7829456,0,0,1.6424041,0,0,0,0,3.0625527,0,0,6.7060046,0,0,0,0,1.4208432,0.51262593,0,0.66651237
955,0,0,2.783281,0.6275963,2.7545764,0,5.188561,5.375645,1.8374056,2.1897006,0,0.3465025,3.2094655,0,0,0,0,0,1.5480512,8.430939,5.0627875,2.6000247,1.9128639,8.193682,0,0,6.8585925,0.6811076,0.28033412,0.088340834,2.6765454,0,0,0.14027071,0,0,0,0,0,0,2.3627331,0,0,0,0,0,0,0,0,1.0632095,0,0,0,0,0.9425878
956,0,0,2.2185109,5.685558,0,0,1.0310605,0,0,1.8169165,0,0,0,0,0,2.6958103,0,3.8026323,0.54731685,14.695334,1.3349429,2.9565766,0.6952949,7.2240725,0,0,0,4.409773,2.14881,0,5.22896,3.8378692,0,0,4.4866433,0.070470355,4.2183323,0,0,5.4187403,6.0442996,0,0,0,0,1.5286188,8.878675,5.020415,1.7198136,0,2.6763911,9.295288,1.8365457,0,0.5847955
957,0.023346674,0,1.3893664,0,3.8031926,4.4547544,2.177975,0.2708923,0,1.837225,0.2922806,4.3736544,1.8541174,0,2.2129629,2.8203495,0,0,1.516285,0,7.178589,0.8224994,1.9702394,0,0,0,0,0,3.1166573,0,0,0,0.8063281,0,3.05838,0.42278445,0.56318736,0,0.21199277,1.842614,0,0,0,0,0,0,0,0,0,0,0.5770942,0,0,0,0.6671201
958,2.4303622,0,3.1433566,0,0,0,2.1776032,3.240074,0,0,4.3444223,0,0,2.75008,1.0164406,5.901427,3.926164,6.977319,0,0.24302885,3.7364435,0.61102957,0.28966528,1.7420381,5.0709076,0,13.704387,0,0,0.9436639,2.2563114,0,0,0,0,0,5.9225683,0,0,0,0,8.593942,4.428031,8.346197,0,0,0,0,0,0,2.9086277,0,0,0,0
959,0,0,0,0,5.9795237,0,0,0,0,0,0,0,13.794241,0,1.8138398,0,0,0,0.54253906,3.2952924,0,3.6250763,2.0937002,12.135742,0,0,0,2.6532917,0,0,0,0,0,0,6.3635406,0,0,4.3326707,0,6.3287015,4.429882,0,0,0,3.4475415,1.058113,15.037705,0,0,3.0290608,0,12.10777,0,3.9927192,0
960,3.3999498,0,0.51984173,0.4061726,0,2.8417501,0,0,0,2.4004781,5.775522,0.7140973,0,0,0,0,1.3362994,7.0706987,0,0,2.1124482,0,0,0,2.1817381,0.47686854,8.54892,0,1.9300052,4.718373,0,3.8365805,0.78804076,0,1.7131925,0.3978961,2.4617798,1.4954485,2.5178754,0,5.879412,0,0.14706457,1.374095,7.4069457,0.7755191,0,11.440216,0,0,0.6698794,0,0,0,1.386857
