x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034
921,2.0573225,6.4585443,0.84318835,10.509058,3.535021,0.70169204,3.12942,7.76392,8.339734,14.84435,0.32513076,6.026278,0,0,3.6340945,0,0,0.748158,0,5.1043277,1.2792675,7.650751,0,4.632135,0,0,0,0,0.24271554,1.8390778,1.462899,0.27764133,0,0,0.3041203
922,0,1.7192619,0,1.6676346,0,0,0,0,0,0,0,3.4143462,0.28650138,2.1861868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,4.7310934,0,0,0,9.259922,0,0,0,0.9883197,0.85051286,0,12.835091,0.89983886,0,0.6513356,0.6769294,0,0,0,0,0,0.3446965,2.0212524,3.1432302,0.44943997,0,0,0.7391355,0,0.42850885,0
924,0.28993148,0,0,14.601776,0,0,0,0,7.6759744,9.796015,4.1260524,6.5896435,0,0,5.373944,0,0,0,0,0,3.3722136,0,0,0,0,3.8529017,0,0,0.9387831,0.38857564,1.3210155,0,0,0,0
925,2.092141,0,0,0,0,0,0,13.28266,14.054904,0,8.871521,5.3012667,0,0,0,4.691917,1.8590153,0,0,0,1.0327464,0,0,1.7914524,0,0,0,0,0,0,2.8339472,0.2512513,0,0,0
926,0,0.3031361,1.0366564,11.742577,1.2302841,0,0,15.662693,0,0,9.411379,0,0.40315595,4.2156196,0.93638074,0,1.7488749,2.03449,1.7195677,0,1.6402321,9.9123955,0.61783594,0,0,0,0,0,0,2.3806143,1.1206605,2.0703926,0,0,0
927,3.6107032,0,0,0,0,0,0,0,0,0,0,2.29737,0,0,0,0,0.4088488,0,2.6238778,8.824884,0,6.046431,1.0541118,6.7900143,0,0,0.35584635,0,7.0639296,0.14868662,0,0,1.8041079,0,0
928,1.9483004,4.9629817,0,2.6123946,0,0,0,2.0771852,0,0,1.2931169,0,3.415108,0,0,0.17756256,0,0,0.9968972,7.6324935,0.5086985,0,0,0,0,8.830699,0,1.7122691,0,0.31120434,0,0,0,0,0
929,0,0,0,6.7200713,0,0,2.8759751,0.66701883,3.7509437,9.1262045,0,3.6557677,0,0,8.255605,12.193018,3.7869856,0,0,7.1947045,1.0375005,0,3.7079954,0,0,0,0,0,0,0,0,0,1.8181145,0,1.9411799
930,0,0,0,2.0010674,0,5.1943183,0,0,19.445635,0,4.060133,0,0,0,0,0,0,0,0,0,1.6647842,0,5.161558,2.1373127,0,0,0.7737291,0,0,0,0,0,0.90906477,0,9.307735
931,0.560402,0.21042562,3.617749,1.6560796,0,0,0.9739506,0,1.4136107,0,0.31234407,10.71081,0.12590633,0.08089513,0,0,0,0,0,0,0,1.7205942,0,0,0,0,0.47470298,1.7535642,2.6910915,0.9779678,0,2.3226857,0,0,0
932,5.968904,1.1799556,0,0,0,0,4.4468155,3.8020709,0,2.7442665,7.6279097,0,2.036642,1.0067552,0.50620466,0,0,0,0,0,0.2860179,3.110468,0,1.8303144,0,0,0,1.7546338,0,0,2.7325163,0,1.1351995,0.8208239,8.786671
933,0.10314786,0.3770438,0,0,3.4570653,1.4225025,0,0,0,0,1.0440075,0,0,0,0,0,0,0.7602994,0,6.698109,0,6.3726873,0,0,1.8884751,10.05697,2.522186,0,1.4947517,0.021029398,0,0,0,0,0
934,0,0,3.267423,11.022442,0,0,0,4.9879885,9.641577,0,0.33823308,5.7845078,0,0,0,0,0,0,0,1.7593654,0,0,2.50477,0,0,0,0.6832066,0.42063484,0,0,0,2.5526793,0,0,0
935,4.3384857,0.66724324,0,0,0.06775624,0,4.1281867,0,0,0,0,2.7388937,2.0442355,0,14.336296,3.4840193,0,0,0.8134637,7.8360868,0,0,0,0,0,8.174165,0,0,0,0,0,0,0.090899855,0,0
936,0,4.5280013,2.1027858,6.6012287,0,2.9212136,2.1224518,17.795786,0,0,2.8721988,0,1.1365874,1.60895,0,0,0,1.1919605,0,0,0,12.057806,4.131524,0,14.592177,0,0,2.6896148,0.6221914,0,4.259474,0,0,0,3.1285553
937,0,0,1.1090276,18.247074,0,0,5.187792,0,0,0,0,0,0,0,4.1790085,0,0,2.672947,0,0,0,0,9.294136,4.156888,0,0,0,0,0,0,0.035086915,0.11493586,0,0,5.042754
938,0,2.168887,0,0,0,0,0,0,12.251548,9.623146,4.122499,0,0,0.33781928,2.850356,0,1.5512103,0,0.94209194,0,3.4867544,2.577136,3.839921,0,3.8603215,2.5555916,1.9490921,1.2231876,0,0,3.1638503,0,2.079983,0.1318945,5.3888483
939,1.2435493,0.60989994,0,0,0,0,0,7.286475,3.9159212,1.16055,0,3.365017,0,0,0,7.348889,0.826762,1.8447056,0.34286126,0,0,0,1.443846,0,1.8962739,14.225773,0.60691464,0,0,0,0,0,0.2104668,1.2022237,3.6005316
940,0.12753326,0.52695435,0.09396771,0,1.415584,0,0,0,3.6951997,0.94136596,0,0,0,0,0,0,0,0,5.017357,5.4709077,0,0,4.365966,0,9.81982,0,1.1597044,0,0,0.21266922,0,0,0.18919714,1.0685902,0
941,0.30714217,0,0.87990975,11.726649,0,0.21508032,0,10.576163,0,0,0,5.3492436,0.48481062,1.4844683,0,0.9577711,0.20128438,0,0,0,0,0,0,0,3.7139118,4.919346,0.766798,0,1.1003838,5.632056,0,0,1.0149535,1.5800805,2.9501283
942,0,0,2.3939834,6.22838,0,0,6.910442,9.348457,0,5.3716335,0,0,0,3.825734,4.304745,11.598627,3.4770896,0,0.6090238,0,0,2.4736638,0,0,0,0,0,0,0.32479915,0,0,0,0,0,0
943,0.03542585,0,1.5522314,0,3.8183417,0,0,6.0307245,9.532038,5.92305,19.108538,8.097464,1.3846912,0,0,0.7038371,0,0,0,4.9692454,0.24752529,3.5278075,3.7284195,5.405074,0,0,0,0,0,0,3.9843595,0.3820337,1.3303671,0.65209246,0
944,2.8725169,6.795702,1.224714,0,0,0,0,3.065241,0,0,0,2.3908558,0,0,0,0,0,0,0,0.28329307,1.1453235,0,0,4.9057508,0,0,0.95280325,3.9511547,0.89462197,0,0,1.5965402,0,0,0
945,0,0,0,0,0,1.4598942,0,10.482391,0,0,0,0,0,0,0,0,0,0,0,6.6069784,0,0,4.0555177,0,4.0285873,0,0,0.095026344,1.0848669,0,0,0.3190352,0,2.0350347,0
946,0,0,0,0,0.589401,0.6261285,0,0,0,0,0,0,0,0.39867842,2.7280178,0,0.23441193,0,0,1.6207416,0,0,0,0,0,0,0.7699801,0,0,0,0,0,0.08511939,0,4.245806
947,1.8435179,3.0783486,1.9904025,4.0753846,1.9333594,0,0,1.1454477,4.9027185,0,0,0.60322475,1.6227314,0,0,0,0,2.0457795,0,0,0,0,3.8864157,2.5522108,4.435231,0,0.09768733,0,2.6125724,2.7561035,3.6124845,0,0,0,0
948,6.393973,0,1.3612838,5.7427216,8.236648,2.1998892,0,9.310949,0,2.9348238,0,12.37862,0,0,0,0,0,1.322823,0,0,1.961269,0.04496732,0,1.9023815,0,0,0,2.4119477,2.6640892,4.121219,0,0,0.73129076,0,5.166648
949,0,0,1.7946266,0,0,0.50979644,6.9352293,0,0,0,11.720857,10.598601,0,1.6808878,0,0,0,0,4.2588844,0,0,0,0,0,22.262287,4.466565,0,2.6959105,0,0,0,0,0,0,0.19316314
950,0,0,0,0,0,1.9111147,1.3623323,2.092244,0,0.09008555,0,0,0.36760163,0,0,0,0,0.64742947,1.0045358,0,0,0,0,0,6.1649876,5.9283023,0,0,1.3164304,0,0,0,0.14593256,0,0.15480778
951,0,0,0,12.306501,0,0,2.9472697,7.2369385,6.648358,0,0,3.8799098,0,0,4.1660795,6.8942075,1.9663597,0,0,1.9594212,1.2462184,0,0,0,0.57166255,0,3.235676,0.24929462,0,0,0,0,0,0,2.7337139
952,12.802856,1.4665787,0,0,0,0,0.97536945,6.8780193,7.9036903,5.590233,0.29271454,1.9271957,0,0,5.7240973,0,0,0,0,0,0,6.47821,0.47106385,0,0,6.6550035,0,1.9804872,2.9124844,0,10.618125,0,0.44663277,0,0
953,0,0,0,0,0,2.372661,3.6594849,27.296852,0.5322146,12.221497,0,4.7805047,0,0,2.2333467,0,0,0,0,3.4877853,0,2.7069483,1.8237361,0,0,1.0374907,0,0,0.46530974,0,0.25874636,0,2.1308184,0.64143676,0
954,0,8.229448,0,14.281595,2.0297058,0,0,11.61446,4.5584574,6.500738,5.3513837,0,0,0,0,2.1775131,0,1.6903523,0,3.6652489,0,0,0,0,0,0,0.5567424,1.3920211,0,0,0,0.98426956,0,0,0
955,0,0,0.80559134,8.406087,0,0,0,0,0,0,7.1240625,6.3612065,0,0,0,0,0.67406034,0,0,1.4802036,0,0,6.5107427,0,0,13.65008,0,1.1079569,3.5373516,0.92056364,9.220808,0,0,2.7116692,0
956,0,0,2.2484403,0,0,0,0,19.380144,11.493349,1.8780427,0,2.7045178,0,0,0,0.54892176,0.14386727,0,5.590805,2.2290487,0,1.7687203,0,7.4474535,8.317721,9.30381,0,0,0,0.5995348,0,0,2.9523416,0,0
957,5.850551,0,0,0,0.36148283,0,1.3564386,0,16.749702,13.803941,2.8385026,0,0,0,11.282726,0,0,0,0,0.44852647,0.9538733,0,5.776536,0,0,10.531042,0,3.4631736,0,0.32783332,0,0,0,0,3.728994
958,0,0,2.2903514,1.2648294,0,0,0,0,6.1713715,2.1242614,9.965183,11.277403,0,0,0,0,2.0609927,0,0,0,2.2159781,0,8.878909,7.1595235,1.1685008,0,0,0,0.63761765,0,0,0,0.96926856,1.5544168,0
959,0,1.4330298,0,0,0,0,0,0,1.3577282,0,0,0.25650725,0,0,2.5687404,0,1.6101302,0,0,0,0,0,0,0,10.617031,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3513272,0,6.8575015,0,0,0,6.61484,0,0,5.256806,0,0,0,0,0,0,0,0,0,0,0,1.7511398
961,0,0,4.945951,0,0,0,0,0,0,0,0,0,5.2453527,8.607364,0,6.526188,0,4.5043073,1.3215022,0,0,0,0,0,0,0,0,0,0,5.5337286,0,6.565376,0,2.8674173,0
962,0,0,0.5789043,0,0,0,0,0,0,0,0,0,5.089563,0,0,0,0,0,4.5699463,0,0,0,0,0,0.7242189,0,0,0,0,5.3509917,0,5.6301003,0,6.4512405,0
963,0,0,3.901515,0,0,1.5381699,0,0,0,0,0,0,4.12247,0,0,0,0,2.5066087,9.963519,1.180855,0,0,0,14.407567,4.180699,0,0,0,0,2.850888,0,0,0,4.233819,0.7074974
964,0,0,12.954345,9.907227,1.0907636,0,0,0,0,0,0,0,4.0572004,5.928202,0,0,0,3.9468305,1.586923,0,0,0,0,0,7.2085886,0,0,0,0,0.29085183,0,0,0,6.0854907,9.5120945
965,0,2.2959697,0.27942118,0,0,0,0,0,0,0,0,0,4.6397557,7.4529366,0,0,0,3.543007,9.442452,0,0,0.62589014,0,8.617648,0,0,0,0,0,2.9847255,0,0,0,5.9338393,3.4791446
966,0,8.180996,0,0,0,5.1823416,0,0,0,2.5618114,16.084253,0,1.9927353,0,0,0,0,2.1528738,0.02305234,0,0,11.485787,4.4476285,0,11.495667,8.1191845,0,0,2.2631836,0,4.3812118,0,0,0,0
967,0,0,0,15.737577,0.56477696,1.0691822,7.513249,7.5496883,0,1.3069577,1.116024,0,1.0184659,0,0.46779835,0,0,0,0,0,1.8136792,3.6708288,7.6389832,3.082525,0,4.924123,4.5421658,0,0,0,0,0.9803339,0.16866556,0.22910783,0
968,0,2.32004,0,5.966137,0.72825766,1.4409642,2.18185,0,13.082906,6.6014385,0,8.40055,0,0,0,0,0,1.8498498,0,0,0,5.2339034,5.199428,0,0,0,0,0,0,0,0,0.55556846,0,0.38817027,4.502675
969,3.690849,1.5316063,0.35863572,0,0,3.113797,4.605583,0.00037355,0,1.3014318,0,0,0,0,3.2734532,0,0,1.0485744,0,0,1.3138285,0,0.21944067,3.3631706,2.7007093,0,0,4.769302,0,0,0,0,0,0,0
970,0,1.382498,0.2655403,0,1.2062387,2.0107214,10.252909,0,0.5427034,1.8587959,18.488548,0,0,0,0,0,1.8306915,0,0,0,0.16967034,0,0.9372186,0,1.4319526,0,0,0,0,0,0,0.69841707,1.7895315,0,7.3100414
971,7.5358152,0,0,3.353458,0,0.48914096,1.7405114,16.433416,9.891699,10.750133,0,13.252942,0,0,3.1806085,2.6812677,1.3488828,2.0968297,0,0,0,0,0,0,0,1.6209964,0.108872205,0,0.34058616,0,1.6292444,0,0.5945448,1.4426793,14.884186
972,0.49702126,6.0336986,0,0,0,0,0.83665526,0,2.502378,0,0,3.376954,0,0,6.297927,0.98813564,0,0,0,6.667361,0,0,0,0,0,0.10314043,0,0.15081872,0,0,0,0,0.87024486,1.3543836,0
973,0,3.525232,0,0,0.25859088,0,7.006445,0,0.8417517,0,0,0,0,0,0,7.385949,0.7797681,3.3127472,0.11454509,0,0,0,0,5.3464155,0,16.98305,1.0785857,2.6524,1.3707508,0,3.1527064,0,0,0,0
974,0,0,0,22.970802,0.25351298,1.1112598,0,13.884887,0,6.011218,8.53917,3.9478123,0.7670619,0,6.324805,3.5819,0,0,0,4.7573023,0.37109736,0,6.555328,3.3907754,0,0,0,0,3.284927,0,0,0,0,0,0
975,7.5641,0.95928115,0,0,1.0809294,0,0,0,24.736967,9.104757,8.180528,0,0,0,3.2945282,0,3.9658086,0,0,0,0,0.55303514,0,0.050471567,0,0,1.5910188,0.6551064,0,0,5.8303437,0,0,0,0
976,0.41343004,5.2861247,0,0,0,1.306405,0.24043557,0,8.647433,0,2.7017298,0,0,0,0,6.5861173,0,2.4339182,0,0,0.8063388,2.7070246,0,0,0,14.755772,0,1.3505099,0,2.9522312,0,1.3747495,2.386444,0,0
977,3.992085,0,0,2.32735,0,4.631787,0,5.18194,0,0,0,1.3587909,0,0.026611445,0,4.4309444,0,0,1.6703324,2.045253,0,0,17.188564,0,0,0,0,1.6322346,0,0.44363,5.2172704,0,2.2151575,0,0
978,1.1271368,0,0,2.4634914,0,0,0,0,8.81139,7.3756504,0,10.114463,0.79387087,0,0.43171987,0.3409457,0,0,0,0,0,2.3408556,0,18.689672,4.514891,0,0.8509685,0,0,0,0,0.45373377,0,0,6.0443854
979,0.4931328,0,0,0,0,0,0,0,0,0,0,3.6839619,0.15856814,0,0,2.4312973,0,0,1.208978,0,0,11.294058,0,0,0.071614034,0,3.499403,0.30247885,0,0,0,0,4.043109,1.2622094,3.7107933
980,4.7985144,0,0,0,1.8844727,0,1.6125146,3.4507961,0,0,1.528487,12.890293,0.57336974,1.4779392,1.6955506,0,4.290426,0.66400295,0.60154015,0,0,0,0.7764232,0,0,6.4307694,1.4157764,0,0,1.0184997,0,0,0,0,0
981,3.5360548,8.390128,3.6106143,1.9427711,0,0,0,3.1554482,3.085855,8.124391,0,0,0,0,0,0.31076992,0,0,0,0,0.35887712,0,1.369266,0,1.7078321,0,1.8403431,0,2.2293437,0,1.8304167,0,1.9964786,0,0
982,0,0,0,0,2.290765,0.96606797,0,0,4.9008584,1.1465619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.644805,0,1.6136173,0,0,0,3.1381085,0,1.5502554,0
983,0,0,0.29943803,11.761459,0,0,0,2.5255113,5.1192617,0,0,0,0,0,4.9929423,0,0.5059075,1.2032894,2.2581582,0,0,0,0,0,0,10.410757,1.1188515,0,2.376818,0,2.5995204,0,0,0,0
984,0,1.2222887,0,0,0,0,0,2.3900223,7.926314,1.6450216,9.334009,0,0,0,0,0,0,0,0,0,0.72283334,0,0,3.3200417,0,0,0,4.0062647,0,0,0,1.3507341,1.0795768,0,0
985,4.316855,1.5294436,0,15.001796,2.0847788,0,3.4905508,10.742857,4.012693,0.70667154,3.7636797,8.89362,0,0,0,7.137078,1.5866171,0,1.6394187,0,0.43537688,3.077361,5.5822506,0,0,0,0,1.3128344,0,0.21896644,0,0,0,0,0
986,1.8148366,0,0,0,0,0.36108688,0,12.140475,14.846228,8.0029,0,0,0,0.9694406,0,0,0,0,0,0,0,0,17.730217,0,2.7256427,0,0,0,1.423781,0.40214503,0.69189453,0,2.0119934,0,0
987,3.3989713,0.32816532,0,0,2.3206995,0.8198578,0,19.4586,0,0,0,7.673354,0,0.9062722,2.207546,0,0.65863854,0.49477395,0,0,0.013831589,0,0,0,4.127069,0,0,3.2487924,0.30144605,0,1.395103,2.7510304,0,0,10.602822
988,0,2.912742,2.4701965,0.771604,0,3.0094051,0,0,0,1.971657,8.661526,0,2.8542492,4.4936585,0,0,0,0,0,4.958548,0,0,3.6217039,0,0,3.7511742,0,0,1.7808392,0,0,0,3.4974968,0,0.08324748
989,2.402992,0,0,1.178375,0,1.3280258,0.5060268,5.289071,6.0428505,4.033903,0,2.3339286,0.26050445,0,0,1.9409477,0,0,0,3.5925965,0,11.07901,0,0,0,0,0,0,0,0.17366481,0,0,0.5521887,1.2321091,0
990,0.70490783,0,0,0,0,2.1793194,3.2631488,10.653261,0,0,13.891106,0,0.35149917,1.1082276,9.081684,0,0.22229898,0.4235828,0,2.4662578,0,0.6385367,0.9956951,0,6.8051386,2.74135,0,0,2.1803322,0,0,0,1.8314943,0,0
991,1.8964343,0,2.747248,3.770067,2.2283313,0,7.6786804,0,0,0,5.8503857,0.5224808,0,0,0,0,0,0,0,0,3.0718277,0,2.365375,0,0,9.912845,0,0,0,0,6.4830556,0,0,0,9.574613
992,0.12119568,0,0,12.00416,0,0,2.0999835,0,0,0,0,0,0,0.19044992,8.739734,4.238177,0,0.09842076,2.228529,3.6129663,1.975538,0,0,4.219863,0,2.719131,0,0,1.9051275,0,1.4197458,0,0,0.023494182,0.70904106
993,3.6433105,4.1917253,0,2.1376207,0,0,0,4.9469857,0,3.268401,0,0,0,0,0,0,0,1.3266253,0.12585913,2.7530465,1.0504164,0,0,0,15.578973,0,0,2.6662214,0,1.1443955,1.9713881,0,0,0,17.021568
994,0,5.182305,7.2801523,0.19295602,0,0,0,0,0,0,3.6651459,0.7328817,2.1251435,0,2.9726803,0,0,0,0,3.8171942,0,4.986109,0.75472623,7.2890854,10.591659,4.9067965,0,0.91303694,1.3766235,0.03098252,0,1.2468376,3.7409623,0,0
995,0,0,0.21370941,0,1.6217877,0,0,0,0,6.230793,8.162572,0,0,0,3.1458223,0.88832456,0,0,0,0,0,2.526524,0,0,0,0,0,0,0,0,0,0,0.8849635,0,0
996,2.9456844,0,6.706748,0,0,0.42128852,0,0,0,0,0,0,0.15888073,0,0,0,0,0,2.1966155,0,0.87319535,0,0.94479847,4.6603026,0,0,0,0,1.667478,0,0,0.19325441,0.46021315,0,0
997,0,0.03915401,0,0,0.8413864,1.3881508,4.6448083,0,0,0,0,3.1063776,1.568642,3.4966812,0,0,0,0.34007996,0,0,0,13.990537,0,3.8179464,0,1.5557501,0.15376991,0,0,0.12318654,5.7709827,0,0,0,0
998,0,0,0,11.700555,0,0,2.6066382,0,0,0,2.9207752,0.78746545,0,2.45106,0,5.3722997,0,0.37907553,0,0.09037157,0,0,0,0,0,0,0.41161904,1.775863,0,0.26480368,1.692848,0,0.18239003,0,0
999,0,0,3.0367918,0,0,0,0,0,0,0,0,0,4.429973,3.8940783,0,0,0,0.34056094,0,0,0,0,0,3.8930411,1.5295682,0,0.36233288,0,0,5.280421,0,0.47505954,1.1513681,0.0595625,12.809565
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0067804,0,0.112880275,0,7.9795165,0,0,0,0,7.417245,11.437306,0,0.7815731,0,0,0,8.635068,2.5720181,0,2.522996,2.1520066
1001,0,0,3.0348687,0,0,0,0,0,0,0,0,0,3.7713113,3.4957354,0,0,0,2.4429996,3.0346093,0,0,0,0,0,18.922626,0,0,0,0,3.277165,0,4.856663,0,11.901557,6.314011
1002,1.9195476,0.87502795,0,0.093889944,1.8174188,0,0,0,0,0,2.2697275,0,0,0,1.7087694,7.204507,1.7431595,1.6485181,0,1.6614912,0,0,0.3283494,4.5091834,0,3.1547549,0.803531,0,1.787119,0,0.8673274,0,0,0,2.4492314
1003,2.7570617,2.8317244,1.6281554,0,0,0.95259833,0,13.298861,18.815086,4.9895926,20.786837,1.8274136,0,0,2.0769212,0,1.1221129,0,0,0,0,0,0.2469878,0,0,4.2184114,0,1.4585599,2.0635288,1.3642099,1.556986,0,0,0,0
1004,0.18864265,0,0,15.43109,0,0.2552591,0,0,6.7530684,5.504221,0,0,0,0,0.43718556,0,0,0,0,0,0,0,0,0,10.495718,0,1.4541618,0,2.0274909,1.6141683,0,0,0,0,0
1005,3.0403752,0,1.5748069,0,0,0,0,6.3914895,0.40820542,0,9.761144,0,0,2.7909968,2.941009,0,0,0,0,0.33649096,0.62439835,0,0,0,0,0,0,0,1.4937977,0,0,2.2303479,0,0,0
1006,0,0.4629522,0.4456757,0,0.35292676,0.45950148,1.7652624,4.7008195,0,0,4.0852942,0,3.2496731,0.27349404,0,0.6420162,0,8.895576,4.147959,0,0,9.009652,0,0,0,0,0,2.158377,0,0,2.2279859,0,1.2174321,0,4.3739076
1007,1.18974,0,0,0,0,0,0,0,0,0,10.207119,0,0,0,0,0.076745406,2.5277717,0,0,0,0.86576974,3.6630893,16.792711,2.7180767,0,13.015144,1.5636011,0.9547595,0,0.26391113,2.0598524,0.18577516,2.7034757,0,5.795867
1008,2.853872,0,0,0,0,1.3493026,0,10.802627,0,0,0,9.209436,0,0,2.0655487,0,0,0,0.8491191,12.464763,1.691089,6.4185057,5.5504203,0,0,0,0,0,3.2046697,3.0069153,6.7313285,0,1.2792362,0,0
1009,0,0,0,11.951741,1.7984878,0,0,8.386475,14.535003,14.004064,10.157928,0,0,0.0951202,0,0,0.08166189,0,3.3817656,0,0.8673928,1.4920964,7.2094965,0,0.89977586,5.6223125,0.9602215,0,0,0,0,0.85095537,1.0295055,0,14.458915
1010,0,4.8515973,0,0,1.2064393,0,0,2.821018,0,0.51818264,0,3.253849,0,0,0,0,3.1022742,3.9318082,0,0,0.01261797,0,0,9.310714,3.2230966,4.013387,0,1.5940596,1.5629163,1.0845505,0,0,0,0,0
1011,1.7229781,0,0,9.324042,0,0,0.069008134,0,5.261069,0,6.5193534,5.8445234,0.050684076,0,0,14.691925,0,0,0,0.56322306,0,0,0,0,0,0.8853066,3.5923104,1.8994273,0,0,0,3.260643,0,0,10.708571
1012,0,0,0,0,0,1.5423692,0,2.0953348,4.631699,6.0596204,0,10.729466,0,0,0,0,0,2.685364,0.5642171,0,0.56240183,9.408566,0,0,5.4464464,0.96081316,0.9277579,1.0537764,0,0.9107998,0,0,4.584135,0,0.63197434
1013,1.724849,0,0,0,0,0,0,0.2685336,12.0752945,2.1900363,1.5842429,0,0,0,0,7.837559,0,0.5969268,6.9233465,0,0,0,0,0,5.7456484,0,0.75073665,0,0,0,0,0,0,0,0
1014,0,0,0,1.18419,3.6234906,0,2.8523521,0,2.2636607,4.9304843,0,0,0,0.027448278,2.069252,1.7172284,0,0.102860615,0,0,0,9.076598,0,1.3825337,0,2.015495,0,0,0,0,7.0919194,0,0,0,1.0218115
1015,0,0.26911762,1.0162364,0,0,0.03764585,0,4.607672,1.2398766,0,0.6794557,3.9690104,0,0.5910489,3.5690088,6.7761536,0,0.8462661,0,5.967338,0.04131846,0,0,0,3.887368,0,0,0,0,1.1836826,4.646976,0,0,0.8929145,0
1016,0,0,0,0,0,0.08525691,6.5280333,0,1.8999448,0,0,0,0,3.6613624,4.7805014,4.8445816,0,0,0,2.0156922,0,10.762409,0,0,0,0,0,0,0,0,1.7790133,0,0,0,0.78530556
1017,5.6545644,1.5891608,0,0,0.043611713,0,0,0,0,0,0,6.33375,0.23141685,0.45805648,0,0,0.45303446,0,2.302827,0,0,0,0,0,7.2534065,0,0,4.703829,1.794429,0.3373583,2.2762692,0,0.1409199,0,0
1018,0.6709091,5.330821,2.2569966,0,0,1.8752106,0,0,1.6707752,7.415322,0,5.791358,0,0.68974173,1.189824,1.6358467,0.5675874,1.6964061,0,0,2.276985,0,0,0,4.047032,0,0,0,0,0,0.41137952,0,0.2907936,2.4147997,0
1019,0,0,0,0,0,1.3655207,4.1614385,8.163976,0,3.8284056,0,4.600762,4.9227786,0,9.728813,6.1876683,0.90053725,0,0,3.166942,0.5067416,0,0,0.6857057,3.9840553,7.090143,0.057112407,0.26910457,2.336645,0.7544656,3.7324865,0.63121825,0,0,0
1020,0,0.9568824,2.7814877,0,1.429428,0.6209083,9.558032,5.2680254,7.1396375,0,1.4834745,0.7078882,0,0,0,0,0.9900743,0,1.6415184,0,1.5369961,0,0.39641494,2.7946746,1.6441554,3.6975987,1.3860325,0,0,0,1.8880054,0.23185891,0,0,0
1021,2.556657,0.5516151,1.8537827,4.978544,0.5847874,2.4392302,1.1366012,0,8.171921,11.059837,2.5312786,0,0.5495521,1.8741255,0,3.0219913,0.28009564,1.3331683,0,0,0,0,2.0348203,0,0,4.7110796,0,0,0,0,0.5564978,0,1.6542753,0,0
1022,0,0,0.024978315,0,0,0,0,8.331224,1.9773283,0,3.546621,0,0,0,0,2.6409976,0,0,0,0,1.2770987,0,0,0,0,4.82299,0,0.5750277,0,0,0,0.21711306,0,0,0
1023,4.419116,0,0,20.622812,0.65417624,0,0,0,0,0,0,2.335605,0,0.34288678,0,0,0.041847493,0,0,3.5261407,0,0,9.382991,0,1.9460199,1.863601,0.11107591,1.276918,2.336353,0,0,0,0.30605865,0,0
1024,0,0,2.3594594,0,0,1.8690746,1.585065,0,0,0,0,0,2.8429167,1.8020567,0,0.3010712,0,0,1.4040556,0.6371868,0.7248768,0,0,0,0,5.5592237,0,0,0,0,0,0,0,2.915812,12.661929
1025,0,0,5.714814,10.87533,0,3.982605,0,0,0,0,0,7.016945,0,0,2.552573,0,0,0,2.8455935,0,0,0,0,0,5.603901,0,0,0,0,0,5.142258,1.8573611,0.29336205,0,0
1026,0,0.5170909,0,0,0,0,0,0,0,0,0,0,0.701416,0,2.3593867,9.147691,1.4740002,0,0.9567884,0,0,0,0,3.384844,1.6889372,0,0,0,0.45638826,3.0784776,0,0.46217313,0,3.6152277,0
1027,0,0,1.627466,0,0.0705417,0,0.3075586,0,0,0,5.4162583,0,0,0,0,0.025252726,1.3420769,3.0919056,0,5.5422664,0,0,4.0290904,4.964944,0,0,0,0,4.825194,0,0,0,0,0.040560763,4.4563217
1028,1.8971993,0,0.20220175,15.822553,1.3391651,0,7.6496544,18.349846,0,0,0,0.06037223,0,1.7034402,0,1.7713954,0,0.66897184,0,0,0.6111481,0.9811029,0,2.1595418,10.738962,0,0,0,0,0,0,0.9827119,0,0,0.11331942
1029,1.8746648,0,0.41806862,0,0,1.2566912,0,0,0,0,0,0,0,1.5700631,0,4.4843297,0,0,0,0,0,0,0,4.570603,4.329443,6.3572664,1.574949,0,0.5569943,3.097599,0,1.2632653,0,1.4136128,10.769921
1030,0,0,2.3451567,0.2607994,0,0.14230251,0,0,0,0,1.4476469,0,2.4515145,0,0,0.8300907,0,0.43125293,4.442943,0,0,1.5456958,3.743909,4.784105,0,0,0,0,0,0,0,0,0,0,0
1031,2.9417782,4.0772815,3.6482763,4.3398027,0,1.9147122,0,8.445121,10.419917,6.3823338,0,0,0,1.4646088,0,1.487892,0,0,0,0.2159243,1.8356755,0,0,0,0,0,0,0.56692326,0,0,3.5908015,0,0,0,0
1032,0,3.0366607,0,0,0,0.30599087,0,0,0.74478966,0,0,2.0113413,0,0,0,0,0,0,0,0,0.19832493,13.583866,0.4590398,4.3627415,4.125914,0,0,0,0,0,0,0,0,0,0
1033,0,2.4733467,0,0,5.3177395,1.2720047,0,0,0,0,0,2.1391523,1.0774736,0,1.7922539,0,1.4166521,0,0,0,0,0,2.5444643,0,0,1.6658242,0,0,3.4034753,0,0,0.34650353,0,3.7279563,0
