x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053
1048,0.35660797,1.2524666,2.7079868,0,0.9137205,0,0,0,2.2585807,2.5231268,0,2.827571,0,2.5783796,3.4335566,1.569674,0,0,5.0092473,1.9828173,5.509342,11.206937,0,0,0,2.9009748,0,0,0,0.757119,2.7235081,0,1.6855408,0,9.002783,0,1.2002577,0,1.5486689,0,0,0,0,1.609282,1.6939542,0,0,0,0,0,0,3.2258174,0,0
1049,0,0,0,1.4591608,0.024849122,0,0,8.246004,0,2.6557457,0,9.261172,2.6073606,0,9.228403,2.9113848,4.7342854,0.9451702,0,0.6023322,4.4391007,2.3460078,3.18214,0,0,0,0,0,1.420258,0,0,0,0,11.211439,0,0,7.143842,3.2271895,3.000133,1.6178331,3.7691782,1.2171673,3.2363052,0,0,2.440088,3.5260026,0,0.06847997,1.4198261,0,0,0,0
1050,3.0372162,0,0,0.80210847,0,0,0,0,0,0,0,0,2.5702448,0,0,0.30629474,0,2.5690906,0,0,0,2.987137,0,2.703439,3.7041304,0.61481893,2.0677314,0.20504676,0,2.1782405,0.89807314,7.503306,0.27834642,0,0,0,3.2561004,0,0,0,0,0,0,0,0.55108637,5.0502043,0,5.3822956,0,3.4433632,2.1124353,0,0,0.80575114
1051,0,4.5158677,0,2.1380687,0,5.977075,0,0,0,2.4399765,0,0,0,0.5078117,0,0,0,0,1.0373044,0.54450834,0,0,0,0,0,0,0,0,0,0,0,0,1.5667461,0,13.23217,5.1818533,0,0,10.791001,0,1.5802106,0.27589378,0,0,3.957861,0,0,8.401175,0,0.10798914,0,0,0,0
1052,0,0,0,0,0,0,0,0,0,4.6586766,0,0,0,0,0,0,0.22416134,0,0,0,0,0,0,0,0,2.0710866,0,1.0616696,0,0,0,2.8139763,0,0,0,1.4544667,2.1728153,0,0.6666798,0,0,0,4.982774,0.52132505,0.07395863,0.12029774,0,10.065273,2.156089,0,1.3410668,0,10.926941,0
1053,0,0,4.5054684,0,0,0.88505423,0,4.7169127,0,2.415066,4.4389095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079969354,0,0,0,0,1.4635438,0,0,0,0,0,0,0,0.8468282,0,0,0,0,0,0,2.0477896,1.3502641,0,2.180458,0,3.687876,1.2475586
1054,12.631166,0,4.46405,0,0,0.47764766,0,0,8.299077,0,0,0,0,0,0,0,0,0,0,6.062679,0,0,0,0,0,0,1.08831,0.7019518,0,0,0,0,2.175826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8603354,0.019177884
1055,0,2.7766237,0,0,0,0.5216148,0,1.5437149,1.8072627,0,0,0,0,0,13.5023775,0,4.615223,0,0,0,0,0,4.0420094,0,0,0,2.861656,0,0,0,0,0,2.7960632,0,0,0,0,0,0,0,1.3500124,0,0,0,0,0,0.96256167,25.212233,0,0,0,0,0.7403452,0
1056,0,0,0.8461064,0,0,0,0,5.1673436,0.26427418,1.9961189,7.4769344,0,0,0,0,0,2.1609037,1.0830513,1.2244136,3.8618124,0,3.3773036,0,0.08989373,0,4.9685163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1162783,0,0,0,0,0,0.8924327,0.7753471,0,0,0,0,5.6312456,0
1057,0,0,0,1.2522255,0,0,7.071204,0,0,0,0,0,0,5.3042984,0,0.18499002,2.2743244,0,0.9041459,0,1.5973008,0,0,0,7.909786,0,0,0,2.2126951,7.248331,0,0.561082,0,0,0.95740646,0,0,0.1286906,3.4216225,9.4598255,0,0.32463604,0,3.7639918,0.6191881,0,0,0,0.5851303,0,0,1.5721784,7.762016,0
1058,0,0,0,1.6620191,0,0,0,0,4.342562,2.9082487,0,0,4.019816,0,13.609912,4.7234044,0,3.6929376,0,0,0,0,0,0.71688884,0,0,0,0.7755383,0,0,0,4.465514,2.5643919,0,17.068573,2.7209995,0.6024711,0,0,1.1348274,0.86083657,0,0,0,0,0,0.66595304,15.709773,0,0,0.9415278,2.319138,0,0
1059,0,2.2878137,0,0,0,10.837142,0,1.8937703,0,4.9108357,0,2.4692702,0,1.7762214,0,0,0,0.12007713,4.80127,0.63395154,3.2932792,2.7799551,3.1586819,0.23340155,0,0.7837556,1.6905079,0,0,0,0,1.7656548,0.68262684,5.7807975,0,0.19489211,0,0,0,0,0.13473089,0,0,0,0,0,0,0,1.7800536,0,0,0,4.789384,0
1060,0,0,1.7443209,0,2.3526182,0.37627673,0,0.62870663,0,0,0.9261176,8.368271,1.4511982,0,0,0,0,0.43620658,1.2990433,0,9.217778,0,2.9867542,0,3.782202,6.344275,0,0,2.2100627,0,0,0,4.483915,0,0.123475306,0,0,0.23296928,0,1.7942097,0,0,0.72415936,0,0,0,0,11.759072,0,3.4093266,2.0034916,0.9262503,10.644778,1.2326863
1061,2.6118605,0,0.28196573,2.1834204,5.281489,0.7513587,0.32157665,0,0,2.7874222,3.028688,0,0,2.530203,0,0,0,0,0,2.7337055,6.5811214,0,0,1.2903007,0,0,0,3.3054056,0.8653757,4.079286,2.1299682,7.8150177,0.20258611,11.635746,16.918922,0,4.9236417,0,0.3439014,0,0,0.50816125,5.7564707,3.5078034,0,3.052839,0,4.744575,1.0057148,0,1.9416946,0,0,1.0231603
1062,0,0,0,0,0,0.08357175,0,0,0,0,0,10.039922,4.409607,0,0.029546492,0,1.0096939,0.76237595,0,1.6763055,0.1910302,1.8179715,1.9686167,0,0,0,0,1.147151,0,4.6935425,1.2975514,0,0,20.253515,0,0,0,4.019539,2.6682992,0,0.042501587,0,0,2.7150438,0,0.003630965,0,0,0,0.47021794,1.1382736,2.5653958,0,0
1063,6.985535,4.034741,0,2.2252476,0.76852924,0,2.7504842,0.03330588,0,0,2.9415221,8.854038,0.4197613,0,0,0.7870714,0,0.26034465,2.6919,0,7.2480865,7.3511324,6.0213265,1.6621023,0.4210214,1.6229998,0,0,0,3.575909,0,0,0,3.378523,6.097964,0,0,0.08969009,2.2390018,11.85691,0,2.3505156,0.69156057,0,0,0,0.31580853,0,0,2.5469854,0,0,0.17755488,0
1064,0,0,0,0,0.32629505,0,4.692341,0,0,3.1487162,0,0,0,0,0,0.2826099,0,0,1.4032972,0,4.5487857,0,0,0,0,0,0,2.958552,3.619014,0,0,0,0,8.588705,0,1.3201845,0.11415688,0,0,0,1.9190811,0,1.4714462,4.3021297,1.334321,2.4601855,0,0,0,3.2250445,0,0,0,0.46495843
1065,0,0,0,0,0,0,0,0,0,0,0.8284718,0,0,0,4.474144,0,1.0878638,0,0.9742732,0.14504172,0,2.353037,0,0,4.0219274,0,0,0,2.5676517,3.5889614,2.2710986,4.2589083,0,0,0,0,0,0.9750808,1.2125995,5.2101936,0,0,0,0,0,0,0,0,0,1.3818593,0,0,3.3952022,1.7599497
1066,0.8787178,1.3524635,3.2002413,2.530657,7.618197,0.6411037,2.2074723,0,0,0,0,0,0,0,0,2.2458646,0,0,0,0,0,0,0,3.131119,0,0,0,1.3998504,1.4820873,0,1.0941552,1.5612096,0,3.9346886,0,0,4.715541,6.642677,0,0.58071595,1.3870384,1.9635025,0,0,0,0,0,0,0,2.7659342,0,0,0,1.113899
1067,0,0,0,0,0,0.30004197,0,0,0,0,12.721118,0,0.61523336,0,0,0,0,0.523578,0,0.6365807,3.8943596,1.8584473,0,0.26604542,3.6342711,0,0.7308552,0,0,0,0.6783641,12.848703,1.4873863,0,0,0,0,0,0,0,0.6101395,0.47970107,0,0,0,0,4.3558507,0,0,0,0.725462,0.99723357,0,0.9519749
1068,0.136571,2.1659722,0,0,0,0,0,11.626538,0,0,0,0,0,3.2583418,0.70909494,0.91018224,0,0,0,1.4316941,4.5216384,0,1.3305227,0,0,0,1.0869573,0,0,4.30758,2.622377,0,0,0,0,0,4.8218055,0,0,5.5427046,0.07439361,0,0,0,0.35014153,0.9848229,0,0,0,0,3.9349067,1.1618013,0,0
1069,0,2.4295003,1.8840688,2.7494056,0,0.7059859,0,0,1.0668753,0,2.432874,8.42252,0,3.299975,1.5632792,1.5667684,0,2.7246873,6.560784,1.5937395,3.9842458,2.6323528,2.8378813,0.010013724,0.53940743,4.0112534,1.7159187,0,0,0,0,0,0,5.9344826,0,1.6422815,17.709959,0,9.897422,0,0,0,0,0.7332739,0,0.8011412,0,0,0.30003276,0.43835953,0,1.4923218,7.2999444,0
1070,0,1.3288538,0,0,0.43333024,0,3.6023757,0,0,2.0165842,0,1.67168,1.4463401,0.94486904,0.81356305,1.6543218,1.4544983,0,1.484452,0,0.85335946,15.416916,4.093795,0,0,0,2.522697,1.9241648,0,8.860381,5.006565,0,0,0,14.129705,0,0,2.090186,0,0,0,3.156276,0,0,0,0,0.7996525,5.038044,0,0.047726545,0,0,12.71981,0
1071,0,0,2.9275618,0,0,0,0,0.90808344,4.543648,0,0,15.956812,0,3.6777635,11.08289,0,0.2227397,2.0162585,0,1.8387768,0,0,0,2.5400329,0,0,3.946791,0,2.2962635,0,0,8.761857,0,0,0,0.7787589,0,0,0,0,0,3.2589638,0,0,0,0,0,0,0,0,0,0,0,0.9742645
1072,3.8748925,0.43742347,0.5933404,0,0,0,2.002639,0,0,0,0,0,0,0,14.596371,0.20853281,0,0,0,0,2.7786925,3.5499196,0,0,0,2.372985,2.891165,0,0,0,2.6347547,8.378066,0,0,0,1.8828752,0,0,0,0,5.132579,3.0538065,3.30929,0,0,0.84651124,0.6157637,5.8939404,0.09996529,0,0,0,0,0
1073,2.3629432,2.6784723,0,0,0,1.6380746,3.5367343,0,0,0.8208348,0,0,0,1.0713291,0,0,2.8344646,1.3715307,5.546788,2.3685546,0,0,3.7884586,4.437815,0,2.1135192,0,1.3548862,0.7119716,4.5499263,0,0,2.6363816,0,15.433032,1.590335,0,0.70176756,0,0,0.99709773,0,0,0,0,0,0,0,0,0,0,0,0.54177445,0
1074,0,1.3760892,0,0,0,0.65988046,0,0,3.2257442,0,0,0,0,1.3767288,0,0,0.91052604,0,0,1.2762693,4.4228706,10.852231,0,0.3240539,0.9793156,2.777287,0,0,0,0,0,0,0,0,13.357835,2.9821324,0,0,0,0,1.4273033,1.5129789,0,0,0,0,2.4812102,0,0.21354175,1.1865448,1.3546878,0.03449579,4.3966923,0
1075,0,0,0.7300472,0,0,0,0.9189796,0,0,2.0899673,2.975432,0.6967866,0,0,0,0,0.83347285,0.28232214,0,0.00592782,2.5716944,1.7352232,0,0,0,0,2.3655813,0.70679796,0,2.4200883,1.0570525,0.021110225,0.9877747,6.4079876,0,0.33792624,0,0,2.3533435,3.4848568,0,1.0882146,0,0,0,0.29805732,0,12.5441265,0,0,0.26215744,0.11016589,0,0
1076,0,0,0,0,0,0.26922062,2.089455,1.3072902,0,0,2.2431743,0,0,0,1.9608506,0,1.9799349,0.47477308,0,0,0,0,0.4676848,0.2971128,0.9516468,0,0.23229729,0,0,0,0.34796372,0,1.8450389,4.069243,0,0,0,0,0,0,0.23839363,1.8349248,0,4.760109,0.8198497,0,0,0,0.40206793,0,0,0.77885216,13.056063,0.3568658
1077,0,6.228298,0,0,0,0,0,1.824558,3.6607032,0,0,0,0.6409873,4.779799,4.6049986,0,0,0,0,0,0,0,1.0586338,6.3797307,1.725414,2.0755596,0,0,0.46300447,5.446436,0,0,2.1709867,4.999623,0,1.8681054,2.2277355,0,4.3396344,0,0.78120667,0.7917625,0,0,1.5743083,0,4.2851496,0,1.9588261,0,5.4952903,0,0,0
1078,1.3298525,0,6.017675,0.27605626,0,0,3.5881085,0,0,0,0,4.3068094,0.13985163,0,0,0,1.735453,2.4554658,1.6717997,2.0117898,8.40809,3.128382,0,0,0,3.3126268,0.061080955,0,0,8.291593,1.9179269,0,0,10.366649,0,0.3661908,0,0.8246269,0,10.432801,1.8544798,3.791843,0,0,0.41993535,2.190225,0,11.024776,0.28364724,0,0,0,0,0
1079,0,0,0.76505595,0,1.5269248,4.7906566,2.2431219,0,0,2.1556191,2.5415246,0,0,1.3366339,0,0,1.2707345,1.447992,0,2.7342486,2.0968935,2.4359455,0,0,0,0.19396266,1.8438784,0,1.9106752,5.466464,0.21803261,0,0,0,0,0,4.348864,0.048858218,0,0,0,2.844797,3.5184445,0,0.2966765,0,0,0,2.4859147,0,2.3197157,4.5893974,0,0
1080,0,0,2.6808019,0,0,0,0,0,4.7501445,1.9129465,0.33509728,4.3537464,3.0666077,0.553266,1.5705405,0,0,0,0.1490324,1.2857671,0,2.106732,0,0,0,6.1443806,0,0,0,2.166056,5.141863,0,0,13.320644,0,2.1589894,0,0,0,0.068345614,1.2019122,0,0,0,2.623634,0,1.4522206,0,0,0,0.984906,0,0,0
1081,4.784836,0,0.09707985,1.3397146,1.304141,0,2.0147588,0,0,0,0,0,0.93406236,0,2.3590121,0,2.4417017,0,0.555257,0.78135043,0,0,0.3622621,0,0,3.517169,5.2684007,0,1.4090822,2.808321,0,0,6.2370167,2.2210438,0,1.689378,0,0.54410815,6.253719,0,0.8044995,0,0,0,0,0,3.514436,4.9304037,0,0.036081053,1.597007,0,0,0
1082,0,1.0041584,0.85222304,0,2.3383346,2.819561,0,2.8662171,3.8365989,0.3075261,0,0.9268235,0,0,0,0,0,0.74727136,0.84851635,5.4019094,0.6623468,8.34907,0,0,0,0,0,0.9680769,0,0,0.27678496,1.0409881,1.1731763,0,13.201412,0,2.4163377,2.308622,0,9.968904,0,1.3423433,0,0,0.6852847,0,0,3.7528658,3.646764,0,0,0,5.7771034,0
1083,7.1575055,0,4.2558613,0,2.1458142,0,0,0,1.0593221,0,4.5469933,6.0142965,1.6091989,4.9254484,0,0,1.4568369,0,7.046526,0,0,0,0,1.999887,7.2098784,5.075319,0,0,0,2.3326783,0,1.2870477,0.8014771,0,0,0.23662543,0,2.6992903,0,0,0,0,0,0,5.416891,0,0.8302716,3.6786094,1.3786036,0,0,0,0,0
1084,0,0,0,0.4612823,0,0,0.91608274,0,0,0,0,0,0.63151705,0,3.39036,0,0,1.3760129,2.1936035,0,4.306098,0,0,0,0,0,0,0,0.40516096,0,0,8.427979,0,6.916739,0,0,20.19018,5.439561,8.751396,0,0,0,0,4.1324773,0,3.5961187,0.3936523,0,5.5364447,10.651262,0,4.8533545,0,1.8357788
1085,0,0,0,7.7823553,0,0,0,0,0,0,0,0,0,0,0,7.9669213,0,0,0,0,0,0,0,0,1.1935402,0,0,2.895053,4.8845477,0,0,6.4244404,0,21.173882,0,6.1700244,5.87202,0.051643476,2.5066164,0,0,0,2.5477078,6.3605638,2.3366387,6.3270693,0,0,1.5800667,0.69566596,0,2.2026808,0,7.7255955
1086,0,0,0.5855823,3.2592006,9.630591,1.9203978,6.8911953,0,0,0,0,0,0,0,2.0812476,3.3030806,0,0,0,0,0,0,0,0.32869074,1.2953243,0,0,5.077767,0,0,0,0,0,25.221231,3.1738951,5.194806,27.073229,5.532829,18.1585,0,0,0,15.076309,0.18143043,4.8238697,10.575718,2.5762854,0,5.7367463,8.758899,0,4.7487926,0,2.9132595
1087,2.360861,0,0,9.594673,0,0,0,0,0,0,0,0,0,0,6.796063,2.8956084,0,0,1.4748057,0,3.4936495,0,0,2.775309,1.9084193,0,0,2.203578,2.7364404,0,0,0,0,0,8.13369,2.8108287,16.55742,5.194587,14.617444,0,0,0,2.6368716,0.760559,4.122541,9.866337,0,0,6.926971,0.4052447,0,1.2609564,0,10.059785
1088,0,0,0,0,4.2095184,0,3.7375443,0,0,0,0,0,0,0,0,1.7926874,0,0,0,0,0,0,0,0,0,0,0,5.3262444,0,0,0,0,0,0,0,5.900886,24.365156,0.6013311,9.315024,0,0,0,1.7328862,0,2.3871944,0.6289505,0,0,4.6775393,7.9380393,0,12.01651,0,2.7837203
1089,0,0,0,4.015522,1.0121061,0,0,0,0,0,0,0,0,0,0,10.083409,0,0,0,0,0,0,0,0.7272427,0.10190463,0,0,0,2.365488,0,0,0,0,3.2164333,15.476735,2.8027215,19.04412,0,6.91688,0,0,0,0,2.7672527,18.404753,18.196836,9.636463,0,3.0199392,2.4540508,0,0.6978351,0,6.8603683
1090,0.88926053,6.570603,0,0,0,0,0.9810041,0.5208331,0,8.376283,0,1.71421,0.9031035,1.821026,25.974102,2.30818,0,0,0,0,0,6.333588,0.59887373,3.7803493,3.3053813,0,0,4.4448357,1.3949273,0,0.56600285,0,0,22.881422,0,2.1861508,17.850122,4.4454885,7.051093,36.050255,1.874792,15.910121,11.104973,3.812446,1.0677067,8.188171,7.3597817,0,0,2.676086,1.1094233,0.2880242,4.639596,1.2258816
1091,0.9256032,3.04648,0,4.976953,7.380255,1.2031136,7.6089973,0,0,0,1.1110979,1.873572,1.1258106,0.63176435,10.837744,2.6370554,1.7286555,0,4.957171,0,0,1.5082607,0,0,2.2714286,0,1.6934003,6.3456287,3.525701,0,0.5619255,3.1516106,0,14.242983,0,5.236172,17.708496,5.6150374,5.709794,13.334458,0,3.9193356,0.9645225,14.268154,6.4554133,4.512219,1.8450364,15.402471,0.2007619,5.446024,0,9.528822,4.95399,0
1092,0,0,0,0,0.7289449,0.53292376,0.9270655,0,0,0.26664937,0,0,0,0,0,9.185454,0,3.6408541,0,0,0,0,0.77668136,0.4760023,1.6018401,0.80676025,0,4.3218846,0,0,1.066572,0,2.8482096,0,0,9.498178,13.480115,6.9618115,20.322899,19.361015,0.6726145,5.842905,3.5002744,9.205733,5.022957,10.226684,0,16.144894,4.855892,0.606659,1.8113198,15.278603,18.704502,0.22587517
1093,0,0,0,12.817398,4.9020414,0,8.179104,1.8485872,0,0,0,0,0,0,5.492802,1.8979956,0,0,0,0,0,0,1.3477407,0.29685953,0,0,0,9.446093,5.179727,0,0,0,0,18.761238,3.0409498,11.843962,13.977605,4.911075,16.409359,1.0481443,0,0,14.650081,15.196452,3.7184808,9.202162,1.7941879,0,9.44828,3.7035453,0,17.219168,9.006041,5.98167
1094,0,0,0,5.5773435,3.4833875,2.231476,0,1.7456639,0,4.9762135,0,0,0,0,0,7.0948567,0,0,1.0669955,0,0,0,0.7010239,0,0,0,0,5.177414,3.607953,0,0.19208583,0,0,38.951527,18.056633,9.692257,20.626923,0.042278737,22.863543,0.96073145,0,3.9764185,2.6765678,6.9888153,9.009554,9.121273,4.977625,0,0,3.7669473,1.7308581,3.539115,0,2.8351312
1095,0,0,0,6.45416,4.945951,0,3.6154697,0,5.4396462,0.034804367,0,0,0.018373042,0,12.599329,2.9896624,0,0,1.1122807,0,0,0,1.7498119,1.5120248,2.8396854,0,1.1578444,9.103514,2.3140502,0,0,0,2.1745775,14.319581,0,7.4126678,19.884552,10.209495,18.130804,3.445285,3.80173,0.7904907,5.6033545,3.772354,2.1595454,13.464916,3.4827292,13.826688,5.8785024,4.2148037,0,8.391617,9.352846,0.06919828
1096,0,0,0,0,2.6609967,2.0136693,3.2894921,0,0,0,0,8.481787,2.8410344,0,5.139202,6.9448876,0,0,0,0.6466686,0,0,1.5617183,2.9787202,0,0,5.806815,1.8155514,0,0,0,0,0,29.606962,0,3.1403055,24.29444,0,3.354076,0,5.0692954,6.0876813,0,0.8332002,4.438003,2.9197981,3.8050497,0,4.129419,0,0.40950406,7.49155,0.97606134,1.3553584
1097,0,0,0.093279764,2.5286853,1.6718072,2.662152,0.8521698,0.97309506,0,0,0,0,3.1982017,0.11745134,12.962103,2.9836185,0,0,0,0,0,0,0.0703726,0.39047396,0,0,4.100124,3.5983474,2.185268,0,0,4.051356,0,25.046518,13.765094,3.822232,25.619263,0,8.279834,0,2.5524938,0,0,3.0782995,2.6109116,3.4385374,0,0,4.590708,1.2724245,0,3.1553385,0,0
1098,0,3.5016334,0,2.4030468,3.900407,0,0,0,1.1031325,0,2.7335424,0,0,0,9.642555,0.3567871,0,0,2.3939874,1.0422461,0,2.1079118,0,1.9390144,0.90788627,0,0.33661693,2.9725318,0.615175,0,1.1026437,0,0,0,14.015058,3.3238604,6.7367353,1.2430555,6.178431,0,4.7023535,0,0.23055737,0,5.9659348,0.3629505,2.2143846,0,1.791541,3.3005233,0,0.13829693,0,0
1099,1.1553576,6.405533,0,5.6088905,2.032752,0,1.1986545,0,0,0,3.049873,6.4711685,0,0,8.636402,7.526593,0,0,0,0,0,0,4.3457184,0,0,0,0,0.05623409,2.1467237,0,0,0,0,38.386482,2.9663846,3.7677693,33.279816,5.7978334,23.905767,0,0,0,6.665549,4.1820064,2.527581,5.605972,4.209444,0,0.92338973,4.868205,0,8.199892,0,3.8423567
1100,4.1013265,0,0,7.439659,3.418478,0,1.5737584,0,3.365078,0,4.208714,0,0,1.498061,0,2.4559703,0,0,0,0,3.8594396,0,0,0,2.8130157,0,0,3.9349988,3.4797542,0,0,0,0,14.770657,0,0,22.283445,1.8437517,7.704423,0,0,0,0,5.167049,0,4.2189474,0,0,4.2797647,2.5561912,0,1.9338316,0,0
1101,0,4.8410645,0,0.16962884,0,0,1.6822397,2.4616506,0,0,0.39835903,0,0,3.2783074,2.2453175,1.3883708,0.09751289,0,0,0,0,0,3.0744774,3.2015698,0,0,0.7163304,1.5858002,0,8.570943,0.64821804,13.465318,0,0,23.957062,2.4911108,2.5026875,2.2401834,15.412527,0,2.0941007,0,2.6868668,0,1.8243049,4.190041,0,0,1.9461539,2.9331906,0,5.69952,0,1.7159722
1102,1.8637908,0,0,5.309802,3.2296364,0.897068,6.688915,2.735147,0,0.42074502,0,0,0.8909139,0,0,1.6693394,0.4942161,3.5192363,2.7127576,0,0,0,5.0337353,2.391894,4.7431955,0.49379402,0,0,0,0,0,0,0,26.02234,5.2091875,0,8.506463,1.9269301,16.553104,0,0,0,0,0,0,0,3.8081496,0,2.1772363,2.486943,0,3.9495542,0,0.71699804
1103,0,0,0,0,0,0,3.8435695,2.4997635,1.0088714,0.72138447,0,0,0,0,19.684422,0.77784604,0.27327272,0.4953627,0,0,0,0.39856392,0.17435983,0,0.41038063,3.0121355,0.89728457,3.0362744,1.9490703,0,0,5.9258814,1.3637505,9.690745,11.955123,0,4.0243783,1.4734082,2.4863303,0,3.0975087,0,1.8707445,2.14407,0,1.2465819,0,0,2.52241,0,3.1100464,2.365048,0,0
1104,0,1.4738592,5.2346573,2.5640922,0.93892854,4.45032,0.92447126,0,0,0,0,9.759682,3.6080248,2.86726,0,1.4939688,2.2826934,0,0,0.54216343,4.507792,0,0,7.052075,1.9542189,1.9998425,0,0,0,1.8179699,0.9506289,0.6267179,0,7.196881,14.331348,2.9088204,0,4.4536123,3.5879765,0,0.29171932,0.98184705,0,5.089157,2.3321774,0,0,7.455986,2.542718,0.3095792,0.3663094,0,9.793165,0
1105,0,0,0,0,0,0.50693333,0,1.4649092,4.6197925,0.18462077,2.9944088,0,0,0,0,0,1.8627882,2.4647868,6.103082,6.9370866,5.684528,12.092608,0,0,0,3.0022256,2.8449569,0,0,5.9106097,0.20495826,0,0,23.977348,0,0,0,0,0,9.733188,1.7061722,0,2.8724632,0,0,1.4574423,2.4245536,0,0.6647514,0.4216383,0,0,1.6026486,0
1106,2.3188353,7.770955,1.2434018,0,0.3658193,0,0,2.11154,0,0,0,0,0,3.6311471,0,0,3.2656405,1.7480875,0,0.45544675,0,7.0057974,3.048501,0.47517607,0,1.0433203,0,0,0,7.9014335,0,0,2.7368252,0,0,0.12555622,0,0.37456286,0,7.8493776,0,1.8727541,0,0,0.7821155,0,0,0,0,3.7989688,1.3289082,0,0,0
1107,0,0.53099185,2.0073802,1.8093244,3.3439806,0,0,0,0,0.13586666,0,1.0872068,0,0.57302743,0,0.20381801,0,0.8056584,0.29102942,1.8376305,2.1484191,2.5766919,3.8750415,4.1157517,0,0,0,2.1121938,3.362117,1.2759702,0,0,1.8021448,5.923744,0,0,0,0.00482291,0.22685444,5.1786103,3.728338,0,0.07137306,2.312696,0,0.047435798,0,0,3.4338148,0,2.141313,2.2688425,11.201108,0
1108,0.6773454,0.45404458,1.0386602,0.13032098,0,2.6407948,1.0824636,0,3.5178492,2.6224282,0,1.8225898,0,0.35922572,4.7413855,0,0,0,0,0,11.6037855,4.0629826,0,0,0,2.7984836,0.71241266,0,0,15.737004,3.8660445,0,4.0052247,3.131333,0,2.7895772,0,0,5.4410496,1.6769849,0.25553253,0,0,2.068766,0,1.0610285,0,0,0,0,1.1535666,0,5.918934,0
1109,0.36290455,0,0,0,0,0,0,2.842064,3.431996,0,0.29965833,8.606236,0,0,0,0,2.442254,0,2.8254135,8.211367,5.4470367,6.6975274,0,0,0,1.5737085,0,0,2.4288523,0,0,4.9283285,2.34016,0,5.457015,0,0,0.12108045,1.8861331,2.4257,0,0,0,1.9456785,0,1.8705252,4.315669,2.9017699,0,0,3.0627656,0.3095171,0,0
1110,0,0,3.3064654,5.332876,0,0,3.912446,0,1.694761,0,0.2251057,0,0,0,0,0,0,0.86340487,0,0,0.13308027,1.9079595,0,0,0.579381,0,3.4717364,0,0,4.1627884,0,2.4685652,0,15.334448,0,1.6270066,13.82662,0.18025947,5.617742,0,0,0,2.964507,1.4637498,1.3685929,0.40450838,0,0.44262213,0.4202432,1.3854539,0,0.11184022,3.1025343,0
1111,2.849097,0,1.5057456,0,0.18724574,0,0,0.43943894,1.500837,2.2758849,0,0,0,0,8.98641,1.3055549,1.9231193,3.4877381,4.8787165,3.4806945,0,4.045016,0,0,0,3.5602765,0,0,0,0,0,0,2.22164,6.259217,0.8566189,0,0,0,0,9.426732,2.1047149,1.0955232,0,1.8667811,0,0,0,10.321069,0.3465311,0,0,0,1.486149,0
1112,2.7720509,2.7524397,0,4.026758,0,0.3768784,0,0.6285501,2.0650122,0,0,0,0.25635478,4.940199,0,2.108541,1.339354,0,0.5221634,0.17611228,3.540372,7.789584,0,0,1.8657314,2.4242656,0,0,0,11.839724,4.347851,0,0.5634773,8.444792,0,0,3.7157214,1.6422141,0,0,0.8692138,4.4586773,0,0,0,0,0,0,0.091516785,0.4681889,0.5435406,0,0,0.45259327
1113,0.3580081,0,1.510943,0,0,7.3699436,2.0429273,0,0,0,0.23468095,12.687697,0,0,8.343903,0,0,0,0,0.003446407,0,0,2.3366632,0.48261857,0.51895297,4.8701186,2.3087034,0,0,0.17202564,0,0.91805613,2.4461255,0,0,0,3.6179218,0,0,0.5453854,2.1772552,0,0,0,0.41642836,9.26235,0,0,3.5011055,5.1153216,0,5.462391,0,0
1114,0,0,0,0,0,3.7692206,0,0,0,0,2.2376378,6.593746,0,0,0,1.545714,0.45565027,0,0,0,0,0,1.6999563,0.25310284,1.2431222,0,0.05507689,0.51494116,0,5.8256207,1.0622697,0,0,0.38564265,0,0,2.5026288,0,0,0,0.84073156,0.6392938,2.5591931,1.2514256,0.10520276,0,1.9819244,18.738638,0,0,0.7777235,0,0,0
1115,0,0,0.13755102,1.2349048,0,0,0,0,0,0,6.6632566,0,4.093689,0,0,0.2686506,0.39677924,4.4351506,0,3.671306,8.650234,0,3.8370728,2.4741044,0,2.7192786,4.3069,0,0,6.2678833,0.3574681,4.5827537,0.46427837,0,0,2.8825178,4.1977625,0,3.458922,4.924774,0,0.032960612,0,0.4335691,0,0,0,17.02119,0,3.0537038,1.4677147,0,0,3.4486818
1116,0.68300194,0.7435695,0,0.7071838,0,0,0,0,0,0,2.9034803,2.6287525,0,3.0653112,0.82614917,2.3427098,2.7205243,0,5.651361,1.2139807,0.8492171,10.646607,2.4157672,0,0,0,0,0.029688323,0,3.321064,1.4012785,0,0,0.9553579,16.964233,0,2.5891414,0,0,0,0,0,7.3992743,0,0,3.5989254,0,0,1.2237488,3.1562257,1.2690356,2.4894426,0,0
