x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029
923,0,0,0,0,0,1.4748874,0,0,0.8277242,0,0.4941665,0,0.0446627,0,1.9715797,1.2257494,2.5509288,0,0,0,0.6648943,1.4379069,0.24638069,0,0,0,0,0,0,0
924,0,0,0.27043584,0,0,1.1001699,0,0,2.6585958,2.8398662,0,1.0809326,0,0.11791567,3.8273532,1.8058487,0,3.23582,0.51468825,0,0,0,0,0,1.5771619,0.95783144,0,1.0801965,0.9773719,0.43580595
925,0.41154873,0,0.047715418,0,0.48679084,0.092623726,0,0,0.62856025,0,1.0171399,0.982957,0.5990136,0,0,3.7977283,0,0,0,0.51378804,0,0.8724871,0,0,0,0,0.17666724,0,0.19952652,0.26728782
926,0,0.018257786,0,0,0.21367216,0,0,0.04616088,0,1.121409,0.15779589,0,0,0.44239265,1.7329718,1.3012199,0,0,2.7253835,0.9546486,0,0.7529882,1.0337708,0,0,0.4972779,0.4339715,0.4696693,0,0
927,0,0,0,0.6655646,0,0,0,1.0774723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12893543,0,0,0,0
928,0.18147528,1.3194275,0,1.0989347,1.0487958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71412444,0,0,0
929,0,0,0,4.2011976,0,0,0,0,0,0,0,0,0,0.5553728,0,0,0,0.31789178,0,0,0.8909707,0.33933365,0,0,0.88503534,0,0,0,0,0.9099857
930,0,0,0,0,0.22837476,0,0,0,0,0,0,0,0,0,0,0,1.4187531,1.3286105,0.4340683,0,0,0,0,0,0.5446031,0,0.63504434,0,0.6237735,0
931,1.7814612,0.5699435,1.5392312,0,0,0,0,1.0143332,0,0,0,0,0,0.4808954,0,0,0,0,0,0,0,0,0.2425684,0,0,0.71023476,0,0,0,0
932,0,0,0,0.50367355,1.4585174,0.21097566,0,0.5855615,0.7140181,0,0.74762213,0.006920404,0.7229292,0.9121957,0,0,0,3.2939625,2.4081678,0,0,1.7189995,0,0,0,0,0,0,0.041513857,0
933,0.91052634,0,0,1.3366338,0,0,0.052248854,1.5522856,0.29170227,0.49285397,0.9927251,2.3089564,0,0,0,0,2.3984718,0,0.87042683,0,0.77194196,0.86109066,0,1.3467202,0,0,0,0,0,0
934,0.10954013,0.26215103,1.1936102,3.701941,0.9813271,0,0,0,0,2.140673,1.8220598,0.44029626,0,0.010646558,0,0,0,0,0,0,0,0.1701255,0.7005433,0,0.95893955,0,0,0.23910964,0.5713067,0.591296
935,0,0,0,2.36323,0.33512935,0,0,3.8042727,0,0,0,0.942289,0.29005286,0,1.4233054,0.39961943,0.01666104,0,2.1744077,0,0,0.60784584,0.67621726,2.107724,0,1.8898473,2.3818645,1.9303085,0.018819578,0.22162874
936,0.7853969,0.31266785,1.4229689,0,0,1.6387018,0.5104346,0.23588087,0.4253042,0,0,0,0.020236913,0,0.7721623,0,0,0,0.70875674,0,0.4257061,1.1672921,0,0,0.44735563,0.8241302,0,0.12622455,0,0
937,0,0,0.42683533,0,0.46550792,0,0,0,0,1.2111651,0,0,0.98831254,0.99599445,0,1.1359123,0,0,3.643965,0.562257,0,0,0.9758015,0.43001974,1.4626638,0.4467346,0,0.34040365,0,0.32524347
938,0,0,1.5673736,0.39311567,0,0,0.0969167,0,0,0,0,3.345803,0.27589133,0,0.34854355,0.102398776,0,0,0,1.2042848,0,0.11506398,0,2.4670568,0,0,0,0.61979747,0.28981757,0
939,0,0.17797285,0,0,0,0,0.5528901,0,0,0,0,0,0,0.16448887,5.3943872,0,0,0.4452011,0,0.6809277,0.6673752,0,0.8006903,0,0,0,0,0,0,0
940,0.81669956,0,2.1040454,0,0,0,0.9683537,0,0,0,0,0,0,0.22933729,0,0,1.1725634,2.3007476,2.6416664,0,0,1.8462046,0,3.6646268,1.4977896,0,0.53883916,0.70984566,0.03604109,0.31553313
941,0,0,4.9914684,0.28044876,1.2015574,0,0,0,1.6052619,0.4773896,0,0.91068375,0.22443499,0.23458394,1.2792907,0,0,1.3157945,0,0.18741082,0,0.27968955,0,0,0,0.59249616,0,0,0.010979332,0
942,0.23507036,0,0,0,0,0.23961166,0.7602682,0,0,0,0,1.1857065,0,0.039708402,0,0,0.77844125,0,0,0.31628987,0,0.039276738,0,0,1.368925,0.10816189,0.811591,0.41376373,0,1.3644142
943,0,2.1193154,0,0,0,0,0,2.2205396,0.49558648,0,0,0.9369869,0,0,0,0,0,0,1.0367484,0,0,0,0,0,0,0,0,2.009294,0,0
944,0,0,0,0,0,0,0,0,0,0,0,0,0.06656084,0,0,1.301727,0,0,1.6877936,0,0.43069088,0,0,0,0,0,0,0,0.150791,0
945,0,0,0,0,0,0,0,0.0971686,0.39007658,0,0,0,0.51757896,0,0,1.0035818,1.1650399,0,0,0,0,0,0,0,0.16224746,0,0,0,0,0.09019539
946,0,1.7999853,4.766981,0,0,0.81773406,0,2.5687287,0.37393722,0,0,0,0.68561363,1.6423949,0,0,0,0,5.4291773,2.7980444,0.092802696,0,0,0,0,0,0,1.8079002,0,0
947,0.5405276,0,0,3.8236437,0,0,0.8744138,1.9580731,0,3.3552673,0,0.7822276,0,1.1897655,1.6323082,0,0,0,0,0,1.2829725,0,0,0,0,0,0,0,0,0
948,0.2478492,0,4.07828,1.0036951,2.0501478,0.20908237,0.117116496,0,0.71499616,0,0,0,0,0,0.9514083,0,0,0,0,0,0,1.7476535,0.18867905,0,0,0.50342447,0,0,0,0.14050448
949,0,0,0,0,0,0,0,0,0,0,0.6880219,0,0.8978555,0.8824397,0,0.27161586,0,0,2.0021498,0.8267012,1.3469353,0,0,0,0.68110615,0,0.7812277,0,0,0
950,0.88531286,0,0,0,0,1.4821028,0.44840747,0.27234536,0,1.8812002,0.10282477,0,0,0.90853155,0,0.5945762,5.715514,2.189003,0,0,0,0,1.1044482,0,2.6103337,0,0,2.3676033,0,0
951,0,0,0,0,0,0.023962768,0.88913006,0.99238646,0.24408606,0,0.111030445,0,0.21136053,0,1.1810625,0,0,2.2024038,0.8334247,0,0,2.0137875,0,1.2823226,1.6809891,0.13765559,0,0,1.107024,0
952,0,0.48453426,0,0,0,0,0,0,0,5.961489,0,0,0,0.7782734,0,1.187459,0,0,0.25460178,0,0.4134397,0,1.9259764,0.4747543,0,0,0,0,0.5966608,0.68666786
953,0,0,0,0,0,0,0,0,0,0.84609175,1.0388956,0,0.59110636,0,0,0.8794147,0,0,1.1806927,0.12157473,0,0.30787438,0.512613,1.4672202,0,0,0,0,0,0.4249614
954,0,0,0,0,0,0,0.5934591,0,0,0,0.63553226,0,0.47000825,0.985231,2.084954,1.2529595,0,4.213424,0,0,0,0.18359686,0,0,0.9996044,1.1602199,1.2282279,0.21819331,0,0
955,0.5468845,0,0,0,0,0.85538685,0.95168114,0,0,0,0,0,0,0,4.904969,0,0,0.2253886,0.15473884,0,0.16700472,0.33505857,0,2.7034357,0,0,0,0,0,0
956,0,1.0971276,0,4.338112,0.751273,0,1.2954801,2.1451783,1.1111662,0,0,0,0,0,0,1.027238,0,0,0,0.14741178,0,0,0,0,0,0.46421322,0,0.9625303,0,0
957,0,0,0,0,0.29387853,0,0,0,0,0,0.42664716,0,0,0,1.8076866,0,0,0.35505965,1.4360936,0,0.35163724,0,0,1.2860178,0.41691008,0,0,0,0.033829927,0
958,0,0,0,0,0.34067124,0.046060517,0,0,0.32585344,3.726839,0,0,1.1097541,0.6666386,0,1.5793266,1.9069518,2.6992362,0,0,1.1020972,0,0.36522135,0.32546154,0.16123511,0,0,0.84894466,1.9483007,0
959,0.43703103,0,0,0,0.02180418,0.6220135,0,4.2182994,0,0,0.48111424,2.3562543,0.009319952,0,3.0636652,1.7953236,0.19992389,0,1.4097539,0.6448234,0,0,0.9336771,0,0.22063869,0,0,1.1886938,0,0.29269996
960,0.97342736,0,1.3036078,0,0.5113665,0,0.71077657,0,0,0,0,0.09251311,0.004368013,0.49869627,0,0,0,0,0,1.0522865,0,0.28609803,0.4403813,0,0.77579856,0,0,0,0,1.645471
961,0.00919686,0,0.016690973,0,0.7875191,0,0,0,0,0,0,1.5965359,0.22799584,0,0,0,2.447621,0,0.29888037,0.023271108,1.0558403,0,0.39412615,0,0,0,0.53022045,0.74500644,0,0.44193923
962,0,0,3.5809517,0,0,0.8649102,0,5.5134883,0,4.097848,0.7298747,0,0,0.47315395,0,2.094863,0,1.9881706,0,0,0.57970005,0.71997255,0.84164876,2.404007,0,0,0.12735975,0,0,0
963,0,0,6.395533,0,0,0.75040203,0,1.0673522,1.173404,1.0356274,1.6502975,0,0,0.16265379,0,1.4091241,0,2.390412,0.8689001,0,0.85073566,0.08597033,3.2459283,0,0,0,0.89873606,0.383814,0.27057844,0
964,0,0.09991551,0,0,0,0,0.16968097,0,0,0.49289817,0,0.942475,0.21144436,0.8122564,6.727229,0.5891402,0.7352404,0.2546318,0,0,0.09678772,0,5.54275,0,0,2.005858,0,0,0,0.46496695
965,1.3455498,0.5265638,5.151142,0,0,0,0.6127239,0.83820736,0.1331548,0.28607726,0,0,0,0,0.40873212,1.7186401,0,3.3698714,0,0.73037964,0.278516,0.1990422,0,0.1725811,0,0.20160878,0,1.6990223,0,0
966,0,0.87607473,2.9540706,3.2245128,0,0,0,0.55402875,1.435912,2.3683515,0.95455647,0,0,0,2.275045,0,0.041297704,0,0.9475479,0,0.11350397,0,1.596633,1.6991534,0.4318401,0.8976621,0,0.602704,0.26762077,0
967,0,0,0,0,0,2.1190774,0,1.1337955,1.0235847,3.4134758,0.25693706,0,0,0.106003374,3.6787086,0.7835187,1.851104,0,0,1.0205532,0,0.3694048,0.103562325,0,0,0,2.9911933,0,1.0864077,0
968,0.74387723,0.71896416,2.6002371,3.3974018,0.8168022,0.086512685,0,0,1.2238293,0,0.6209452,0,0.13650188,0.3239628,0,1.2526131,0.89043874,0,0,0,0,1.59128,0.73086417,0,0,1.6541663,0,0,0.23629275,0
969,1.3856859,0.4285775,0,1.1339604,0,0,0.44019362,0,0,1.1873848,2.0744367,0,0,0,0,0,0,0,0,1.6090196,0,0,0.73114157,0.47129193,0,0.07854148,0,0,0.42758283,0.7573904
970,0.121903576,0,2.6981103,0.16595604,0,0,0,0.25126934,0,0,1.3032852,0,1.5784969,2.5309863,0,0,0,0.7802306,0,1.6619289,0.43550113,0,1.4978524,3.046819,1.2480556,0,0.13188578,0,0,0
971,0.7997517,0,0,0,0.53748405,0.46671245,1.0586902,3.084032,0,0,0.35622346,0,0,0,4.1369023,0,0,0,0,0,0.26837024,0.13660875,0.004448901,0.021843204,1.8756642,0.33134148,0,0,0,0
972,0,0.30436787,0,2.8165646,0.89402264,0.63452035,0.8679873,0,0,0,1.2470008,1.4503472,0,0,3.579127,0,0,0,0.10450735,0,0,0,0,0,0,0.54366916,0.7940149,0,0,0.80693305
973,0,0.5407804,0,0,0,0,0,0,0,2.558192,0.36367056,0.7943423,0,0,5.0221553,0,0.77431685,0,0,0,0,0.49488068,0.35167998,1.225952,0.34738564,0,0,0.7254846,0,0
974,0,0.3113962,0,1.6713257,0,0,1.2163155,0,0,0,0,0,0,0,0,0,0,1.6622862,0,0.62428176,0.4589652,0,0,0.48255017,0,0,0.62558264,0,0.7017064,0.04353906
975,0.38695773,0,0,1.70642,0,0,0,1.2812426,1.2509913,0,0.15013598,1.8977803,0,0.011003939,0,0,0,0,0,0,0,0,0,0,0,0.09142961,0,0,0,0
976,0,0,0,0.11633378,0,0,0,0,0,0,0,0,0,0,0,0,0.53818035,1.4687685,0,0,0,0.16504376,0,0,0,0,0,0,0,0
977,0,0.21415351,0,3.9476042,0,0,0,0,0,1.0183492,0.023329074,0,0,0.64411813,0.13482542,0,0,0,0,0,0,0.29056054,0,0,0.09436493,0,0,0,0,0
978,0,1.3733213,0,0.7976318,0,0,2.5875168,0,0.030916383,1.0591507,0,1.4899197,0,0,0,0.9556284,0.25822774,0,3.7271729,0.65921295,0.40120775,0,0.44676653,0,1.4516648,0,0,0,0,0
979,0.337782,0.7348882,0.6780767,0,0,0,0,2.1280403,0,2.0236151,0,0,0.5638665,0,0,0,0,0,3.1414473,0,0,0.29160875,0.27120474,0,0,0,1.551373,0.7849452,1.0611194,0.5728927
980,0,0,0,0,0,0,0.005525862,2.6103992,0,0,0,0,1.2203562,0,1.9720662,0.54928756,1.2322708,0.19589853,0,0,0,0,1.1537905,0,0,0,0,0.26516303,0,0
981,0.13236319,0,0,0,0,0,0,3.4947784,1.8317643,0.1836444,0,1.6852425,0,0,0,0,0,0.5455879,0,0,1.2637279,0,0.41988727,0.29598302,0,0,0,0,0,0.25850153
982,0,0,0,0,0.59244984,0,0,0,0,0,0,0,0,0,0.9667073,0,1.41213,1.442918,0.3714068,0,0,0,0,0,0,0.6097157,0.2994071,0,0,0
983,0.21358123,0,0,0,0,0.43628293,0.1186147,0,0,0,0,0,0.88080406,0.14167461,1.0548552,1.760406,0,0,0,0.9198282,0,0,0,0.3011668,0,0,2.1936147,0.29450718,0,0.10712009
984,0,0,0,0,0,0,0,1.3793219,0.8374842,0,0,0.2322091,0,2.2219691,0,1.0107728,1.200331,0,0.4288881,1.5870974,1.2063196,0.5660435,1.2161494,0.87359774,1.3643295,0.14845447,0,0.65767586,0,0
985,0.62351793,0,3.40167,0,0.45116392,0.651275,0,0,0.69368863,1.0369599,0,0,1.3053062,0.6436184,4.4527597,1.6026729,0,0.27271783,0,0,0,0.6147552,0,2.699897,0,0.7686345,0,0,0.5997466,0
986,0.23286541,0.9071546,0,1.4082074,0,0.16362083,0,0,0,3.295549,0.085743934,0,0.58545506,0,1.4530612,0.42789513,0,1.0797166,0,0.9956799,0,0,0,0,0.24737631,0.36249733,0,0,0.20276509,0.16258883
987,0.13272373,0.07436453,0,0,0,0.71391004,0,0,0,1.6343797,0.35921752,0,0,0,0,0.7159295,0,0.2989612,0.33222455,0,0,0.19543137,0,0.9665166,0,0,0.61104304,0.3234064,0.4893308,0
988,0,0.19374041,0,0.93080103,1.2725732,0,0.16559131,0,0,0,0.16396938,0.8386971,0,0.33997667,0.5656042,0,0,0.34780493,0,0,0,0.20078288,0,1.9571574,2.34151,0.42888045,0,0,0,0
989,0,0,0,0,0,0.068404324,0,0,0.52661854,0,0,0,0,0.86897075,0,1.2695507,0,1.687187,0,0.24118789,0,0,0,0,0.69113714,0,0,0,0,0.8541978
990,1.1968809,0,0,0,0.69243175,0,1.0346689,0,0,0,0,0.026555127,0,0.4812235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8499925,0,0
991,0,0,0.37623137,0,0,0,0,0,0,0,0.3488008,1.9701779,0,0.69991213,1.4936769,1.0648631,0,0,0.1782991,0,0,0.1970899,0,0,1.1657742,0,0,0,0,0
992,0,0,0,0,0,0,0.5843754,2.2404268,0.5901921,0,0.071705796,1.4671452,0,0.666627,0,0,0,0,0.29497495,0,0,0,0,0,0.5074565,0,0,0.12852348,0,0.63742054
993,0,0.942073,0,0,0.7078237,0,0,0,0,0,0,2.3170004,0,0,0,0,0,0,0,0,0,0.033883702,0.04446096,0,0,0,0,0.7508063,0,0
994,0,1.0573021,0,7.3344755,0,0,0.4057218,4.8189683,0,0,0,0,0,0.6670153,0,0,0,0,0,0.019994844,0,0,0,0,1.27549,0.20043884,0,0,0,0
995,0,0,2.427977,0,0,0,0,0,0,0,0,1.7078238,0.7632524,0,0.9980932,0,1.4896997,0,3.4600048,0,0,0,0,0,0,0,0,1.01994,0,0.39126426
996,0.15602611,0.29464146,4.0574408,0.8852153,0,0,0,0.4447508,0.3492479,0,0,0.8628906,0,0.27217367,1.2989185,0,0.782426,0,1.5807233,1.4261514,1.2750235,0,0,0,0,0.122952454,0.3081648,0,0,0
997,0,0,0.06119756,2.0824242,0,0,0,0,0,0,0.26769534,2.2494316,0,0,0,0,0.050914686,0,0,0.42003733,0,0.38384667,0,1.641059,0,0,0.4669527,0,0,0.3426684
998,1.1410091,0,0,0,0.27231586,2.6543798,0,0,0,0,0,0,0,0.011157966,0,1.5335935,1.9461955,1.5287787,0,0.21505682,0,0,0.06066259,4.107653,1.9082603,0.42619717,0,0.83128655,0.71202964,0
999,0.029349666,0,3.7183623,0,0,0.027789075,0.088884614,0,0,4.3938513,0.3106051,0,0,0,0,0,0,2.1848404,0,0,0,0,0,0,0.9791884,0.1516726,2.252117,1.2327496,0,1.690311
1000,0,0,0,0,0.058777202,0,0.7178309,0,0,4.8510623,0,0,0,0,0,0.9342682,0,0,1.9587675,0,0,0,0,0,0,0,0.60431266,0.034562178,1.459197,0
1001,0,0.6138651,0,0,0,0.17285724,1.0034192,0,0.47763422,2.288532,1.4287181,0,0.368362,1.2916783,2.2598522,0.14827475,0.3724118,1.0772872,0,0,0.20698786,0,0,0.7713469,0.15527321,0,1.1654558,0.16586678,0,0.15781297
1002,0,0,0,0,1.3884866,0,0,3.6423721,0,0,3.0454333,0.46135238,0.39019322,0.9387552,0,2.1006854,2.1836233,0,1.2871563,0.5601612,0,0.80112857,1.3683232,0,0,0,0,0,0.82789683,0
1003,0,0,0,1.6507857,0,0.9105246,0,0,0.021979326,0,0.5922859,0,0,2.4798884,0,0.63603055,0.21483515,0.6031074,0,0.167696,0,0.06269179,0,0,1.4087526,0,0,0,0,1.0425748
1004,0,0,2.8127859,0,0.25275257,0,0,0,0.98909974,0,0,2.0882337,0,0.80805624,0,0.56461054,0,0,4.138326,0,0,1.3932385,0.14340158,0,0.2648416,1.8054259,0,0.423092,0.29031006,0.14854689
1005,0,0,0,0,0,0.38032684,0,0,0,3.0257633,2.2866032,0,0.8515091,0,0,0,3.3281353,2.0573838,5.7321568,0,1.5920973,0,0,0,0,0.58368975,0.000892143,0,0,0
1006,0,0,0,0,0,0,0,0,0,0.4133066,0.199525,0,1.3647271,0,0,1.2732816,0,0,0,0,0.019659707,0,0,0,0,0,3.6272898,0,0.20891842,1.4529008
1007,0,0,0,0,0,0.9273178,0,0,0,0,0,0,0,0,0,0,0,0,2.2867792,0,0,0,0.6407911,0.6658178,0,0,2.043532,0,0.006731348,2.2675178
1008,0,0,0,0,0,1.0226817,0,0.3014935,0,4.884873,0,0,0,0,2.2788353,0.4625666,0,0,2.5794637,0,0.7468967,0,0,0,0.6789833,0,0,0,1.4105698,1.5252538
1009,0,0,0,0,0,0.44528633,0,0.5006192,0,0,0,0,0.5536687,0,0.7223691,0.34199566,0,1.5321548,1.0956407,0,0.96988404,0,0.37976497,1.3836832,1.7324095,1.4234204,1.0512462,0.39160603,0.052060716,2.9878473
1010,0,0,0,0,0,1.782951,0,0.7062369,0,0,0,0,0,0,0,1.2082592,0.7744577,0,0,0,0,0,0,0,0,1.3771774,2.4719763,0,3.2228966,3.6195812
1011,0,0,0,0,0,4.3099685,0.64572805,0,0,4.5267096,0,0,0,0,0,0.8145413,1.4172204,0.24386099,0.7978308,0,1.5974147,0,0,0.43978596,0,0,1.2572923,0,0.95269144,6.047123
1012,0,1.4028091,0,0,0.83747333,5.1983585,0,0,0,1.7716409,1.9194399,0.8081811,3.6692963,0,0,3.336708,3.4487002,1.4653922,0.10157554,0,5.3909245,0,0,5.555897,5.339887,0,2.2719755,0.55662525,3.8485854,2.014935
1013,0.3248683,8.763343,0,2.6104565,0,8.350758,0,0,4.4799714,4.9368243,0,0,3.8654766,6.8167415,0,0,0.6386422,1.8793417,0.5992149,0,6.3721905,0,3.0721974,13.510068,10.002485,3.3984234,11.130617,3.0748763,9.876791,6.96891
1014,0,5.395064,8.244436,2.3574004,0,10.9011135,1.5092063,0,5.6369667,12.185625,0.15515317,2.2889915,4.138881,7.6340237,5.412862,4.1959376,1.620055,4.4500055,2.5947065,0,8.922454,2.673279,3.1630285,19.008356,13.684154,8.62925,6.321802,2.7036917,9.872711,4.908197
1015,0.8976215,3.3520432,4.4869704,2.178524,2.453141,4.8975873,5.1215534,0,10.452029,1.2521038,0,2.7007074,1.988138,6.588778,21.432724,26.977827,4.9936047,24.204863,4.018475,0,6.548079,6.0485964,5.2505317,17.88901,14.412924,4.1552553,6.8522663,10.5325775,6.120457,7.4292984
1016,3.4316976,6.2101135,14.233237,2.709206,0.8992199,6.6020465,2.3013353,3.6071095,10.57543,6.9035482,1.473707,1.5905632,2.0559585,9.772501,4.3354716,18.391584,16.55553,17.08199,2.9787047,2.5121098,5.2821136,11.559971,5.962747,16.864225,14.205605,5.0309157,7.8186054,5.1302834,8.380333,3.8763452
1017,3.5520935,0.61093396,12.989485,0.44879922,4.5427938,5.9658484,0.74958736,4.8623443,3.1074157,20.867258,0.03592647,6.292956,0.3291823,3.9435432,21.3306,20.206543,9.738324,15.718441,6.634314,2.3714194,5.553327,0,5.134789,8.273697,8.500008,2.583753,0.60959584,3.5507905,7.3470798,1.5976815
1018,1.8893135,2.7836792,9.777896,7.247815,0,4.192452,6.497488,9.019226,11.527219,16.079884,1.707258,7.967426,3.5976155,10.439781,5.071149,4.655621,16.04023,13.126346,13.585206,14.382489,4.6620135,12.386139,7.3480716,21.579206,11.628727,6.24689,3.963464,8.041966,8.48615,0
1019,4.642762,2.3019142,14.517622,9.179918,0.9212974,6.334631,5.7847614,8.866329,9.049064,12.051198,0,1.0341748,0,8.121835,17.547272,13.490449,11.420737,4.8890114,14.100558,11.405065,2.7247343,7.8289194,4.5998597,6.1083345,12.863294,3.3286982,0.57580614,7.5939136,4.9654613,3.6676998
1020,0.14693287,3.513297,5.0668497,0.8076756,0,6.777919,0.6526565,8.312829,3.7727273,6.3706074,0,4.1687384,0,9.355619,17.05888,6.881561,6.9077115,4.7224483,5.6564813,8.164391,3.414398,3.560702,6.521656,6.478447,7.922916,6.3431096,1.3600131,5.8735456,0.81604654,3.0193686
1021,0.6645171,0,0.2214402,4.06065,0,4.350488,0,0,7.3568416,5.425436,1.9333014,4.197846,0,5.1768675,1.9207232,9.115368,0,0,1.8815718,9.639471,0.93832844,2.5484827,6.809363,1.0911791,5.0099497,0,0,0.57151574,3.5561376,0
1022,0,0,0,0,0,3.142749,1.476749,1.121676,5.422425,0,0.28818372,0,1.3170307,0,0,3.1803322,2.5097475,7.1188264,6.5079174,6.8452454,0,5.6682644,6.4995165,3.688038,0,0,1.1289597,0,0,0
1023,0,0,0,0,0.63351816,2.5833645,1.7226489,0.96226925,9.205808,1.4050518,1.9874022,1.7272829,0,0,11.481748,2.4203618,2.1157665,7.0655994,1.188379,8.498915,0,2.3965135,5.5275874,0.38156947,0,0,0,0,0,0.61790895
1024,0.04948815,0,0,0,0,2.8042052,0,0,4.7352247,0,2.0045586,0,0,0,0,0,1.8207462,0.39241514,4.0547924,5.605204,0,2.093176,4.4038444,0,0,0.073073074,0,2.546561,0.51026726,0.8536023
1025,0.26156488,0.5895024,0,0,0,0,0.2717669,1.9815617,4.8554573,0.028407155,0,2.9182034,0,0.9728183,0,0,0,0,0,0,0,0.19144623,0.8163014,0,0,0,0,0,0,0.06391756
1026,0.81720674,0,0,0,0.5063762,2.6798544,0,0,4.4297924,1.178938,0,0,0,2.4278116,0,0,0,0,0,4.094454,0.46276242,1.5886434,3.7048242,0,0,0,0,0.479244,0,0
1027,0,0.1604148,0,0,0.17322434,4.6635,0,0,0.9183573,1.2358663,1.4632972,0,0,0.70459414,0,0.7310347,0,0.02363484,1.7788608,4.7070904,1.1829555,2.169088,4.5158935,0,0,0.17261638,0.8694885,0,1.7529848,0
1028,0,0,0.22911754,3.6220887,0.27897054,0.73817605,0,0,5.065416,0,0,0,0.46000737,0.38644034,2.1864698,2.1224341,0,0,2.2015867,6.9767523,0.35646737,0,4.3623643,0,0,0.2906338,0,0,0.14416218,0.26758906
1029,0,0,0.006136667,0,0,0,0.71998996,0,3.385416,0,0,2.3175933,0,0,0,0,0,0,0.07972505,4.2137585,0,0,1.5030525,0.7050979,3.846281,0.45444313,0.36169708,1.1392252,0,0
1030,0,0,0,0,0,0.35266525,0,0,3.9092326,2.1428776,0,0.031222101,1.2900944,0,1.7509865,2.143942,1.4354789,2.7194514,3.5216074,3.6224809,0.07312577,0,3.5181785,4.587931,0,0,1.4011062,0,0.30379856,0.6585344
1031,0.63919485,0,0,0,0,2.7633686,0,0,0.9402272,1.7613026,0.8834526,0,0,2.603484,0,0,0,0.7265156,0,3.1084874,0,0,2.0531445,0,0,0,0,0,0,0
1032,1.2397797,0,0,0.023490319,0.97786194,0,0.9735246,0,1.4667183,0,1.5078657,0.91134185,0,0,0,1.5368078,0,0,3.374592,0,0,0.84398365,1.7902955,0,1.420688,0,0,0,0.41526636,0
1033,0,0,2.568367,0,0,0,0,0,0,0.7845829,0,0,0.45210537,2.036595,0,0,0,0,0,0,0,0,1.8162309,0.85472745,2.4081435,0,0.8877768,0.24957103,0,0
1034,0,0,1.6912909,0,0.06631321,0.39688492,1.1102152,0,0.036477625,0,0,0,1.9328878,0,0.4841544,0,1.1902251,0,0,0.24739294,1.1143345,0,1.4497364,0,0,0,0,0.23757938,0,0
1035,0,0,0,0,0.8850946,0,0,0,0.73641515,0,0.82838297,0,0.82303673,1.3555188,0.87874556,0.83763736,0,0.0516079,0,0,0,0.64115524,1.9148648,0,0,0.8915602,0,0.34501898,0,0.15453222
1036,0,2.1250916,0,0,0.45127213,0,0,0,0,0,0.057213306,0,0.015580227,0.9623174,0,0.1830176,0,0,0,1.84573,0.5455034,0.9310418,0,0,0.9984022,0.26706213,0.02031656,0,0,0
1037,0,1.6773506,0,0.43614972,0,0,0,0,0,0.4858389,0,0,0,0.1261793,0.50354856,0.000968205,0,1.5481166,2.3885221,0,0,0,1.440692,0,0,0,0,0,0,0.80540913
1038,0,0,0,1.371464,0,2.8271852,0,0,0.3433477,1.2415096,1.0935634,0,0,0,0,1.3865618,1.8488815,0,0,0,0,0,1.5391774,0,0,0,0,0,0,0.3799996
1039,0,0,0,1.1645293,0.27800548,0,0,0,0,0.12431723,0,0,0.9902783,0,0,1.0475893,0,1.4506085,3.0144715,0,0.44869816,1.6808981,0.11750978,0.8771253,0,0,0,0.9305774,0,0
1040,0,0,0.5035636,0,0.802968,0,0.84765357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58679897,0.43157998,0,0,0.41857797,0,0,0,0
1041,0,0,0,0,0,0.3668166,0,1.2266275,0,1.015903,0.6497322,0,0,0,0,0,0,0.10656118,0,0.16945235,0,0,0,0,0,0,0.31710294,0,0,0
1042,0.006903339,0,0,4.9953156,0,0.55826384,0,1.5096079,0,0,0.77071184,1.5953386,1.2257559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,0.10558238,0,2.3132763,0,0,0,0,0,0,0.16251548,0,0.1448891,0.17761807,0,0,0,0,0,0,0,0,0,1.2980132,0,0,0.5355534,0.8925739,1.1171556,0,0
1044,0,0,0,0,0,1.015176,0,0,0,0,0.4882712,0,0.68963987,1.4481636,0,0,0,0.7188336,0,0,0.08257982,0,1.3548723,2.060706,0,0.75960624,1.7529646,0,1.0755553,0
1045,0,0,0.0971343,0,0.08138737,0,0,0,0,0,0,0,0,0,3.381847,0,1.1995485,0,0.5918658,0.9683043,0,0,0.6183102,0.9014369,0,0,0.6730145,0.53219104,0.6577409,0
1046,0,0,0,0,1.7471101,0,0,0.69702893,0.4468382,0,0,0.2731047,0,0,0.5888185,0,2.3194363,1.677908,0,0.6082294,0,0,0,0,1.2837803,0.28358352,0,1.1914674,0,0.83598906
1047,0,0,2.8123648,0,0,0,0.6190168,0,0.9444065,0,0,0.21327369,0,0.12299414,0,0,0,0,0,0,0,0,0,0,0,0,0.49483922,0,0,0.49701422
