x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061
597,0.87675166,0,0,0,0,0,0,2.8189464,4.4894595,0.53532475,0.4069015,0.34929165,0.44723183,0,0,0,0,0,0,5.5156126,0,0,0,0,0.043216426,0,0,0,0,2.5651047,0,0,1.8039852,3.3432658,1.0830675,0,0,0,0,1.0447983,0,1.115732,0,0,0,0.6092117,0,0,2.874021,0.94927967,4.7024555,0.36120275,0.25157663,3.056886,1.6353592,0,0,0,0.22334222,0,0,1.2157164
598,0,0,0,1.6219841,0,0.12535076,0,0,1.5462321,0,0,0,0.81332946,0.1831477,1.7516505,0,0,1.8700739,3.8175647,3.30738,0.45935512,0,0,0,0,0,0,0,0.04986596,3.9264078,0,0,0.6456615,3.162692,0,2.140051,0,0,0.29490137,0,0,0,0,0,0.45545,0,0.9753667,0,0,0,0,0.37693432,0,1.4549208,0,0,0,0,0,1.8863027,0.44341487,0.15740697
599,0,0,3.2086198,0,0,0,0,0,0.44729018,0,1.4866788,0,0,0.80173814,0,0,0.05723463,0.7567571,0,0,0.34087345,1.5751585,3.1188169,1.4686211,0,0,0,0,1.8074243,0,0,0.7869059,0,0,1.1446261,0,0,0,0.97709113,0,0,0,1.4267113,0,0.78046554,0,0,0,0,0.014127972,0,0,0.42094937,0,0,0.6355188,0,0,0,1.5854863,2.1617181,0
600,0,3.9138482,0.012062687,2.1599088,0.48162004,0,4.120995,0,1.6320326,0.37032387,1.7047657,0,0.21417072,0,3.0786824,0,3.6473804,0.088907376,0.5774353,2.04696,0.7005555,0.04644885,5.4505515,1.3648964,0.40177298,0,0.014911604,0,0,0,0.08300534,0,0.5606579,0,0,0,0,0,0,1.5470532,1.496196,0.6279483,0,0,0,0,0,0,0,0,0,0.27899316,0,0,0,0,0,0,0.19308168,0,0,0.23303905
601,3.2713077,0,0,0,0,4.808077,0,0,3.987929,0,0,0,1.311824,0,0.0724528,1.9179112,0,5.46995,0,3.7157867,0.10537638,1.1092653,2.727992,0,0,3.2526948,0,0,0.3855275,0,0,0,0,0,0,0,0,0,0,0,0,0.18467157,6.6416264,5.218201,0,0,0.3025226,0,0,0,9.594908,0,0,2.3128064,0.93755245,0,0,2.4545474,0,0,0,0
602,0.38087392,4.8286633,3.7903621,0,0.50829923,0,0,0,0.509961,4.7232084,0,2.0802724,0,0,0,0.12671316,0,0,0.2708055,1.6678236,4.9655123,0,0,0,0,0.38107103,0,0,1.3417712,0,0,0,0,1.4692419,0,0.8403194,1.5356798,0,0,0,2.932787,0.028585365,0.94110316,0,0,0,0,0,4.462212,0,0.50516295,0,0.10950771,0,0,2.1927552,0,0,0.15613812,0,0,0
603,0.5206158,0,0,0,0,0,7.1230063,0,0,0,0.7383852,0.002479195,0,0,0,0,1.0583285,0,0.4820096,0,3.1542227,0.4774293,0,0,0,1.5095834,0,0,0.5506905,0,1.3025604,4.5677295,0,0,0,0,0,0,1.3108793,0.30350593,0.03570603,0,0,0,0,0,0.26536205,0,0,0,0,0.10034155,0,0,4.976719,0,0,0,0,0,0,0.17009388
604,0,1.6297232,0,0,1.3021655,0,5.2439923,3.1807353,2.3351912,0,0,0.9196114,0.26093134,0,0.35695985,0,1.2416258,0,0.42983648,1.0792727,5.6057143,0,0,0,0,1.1268206,0,0,2.0912962,0,0.47070572,0,0,0,0,0,0,1.3203704,0,0,0.9628693,0,1.2402414,11.389157,0.69933796,0.91110855,0.101075605,0,0,0,0,0,0,0,0,0.8127364,0,0.16695268,0,0,0,0.9011315
605,2.1704283,1.4817357,3.5781379,1.0838462,0.30467144,0,0,0.52369845,0,0,0,0,0,0,0,0,0,0,0,0,2.1441658,0,2.7574441,0,0,0,1.2076483,0,0,0,0,0,0,0,0,0,0.53108656,0,0,0.6699292,0,1.5606492,0,1.4451381,0,0.6325471,0,0,0,0,0.79662377,0,1.2281728,0.85364074,0,0,0,0.92108715,0,0,0.81352717,1.2365118
606,0,0,0,0,0,0,0,0,0,0.47007966,0,0.08237704,0,0,0,2.170394,1.3997855,0,0,1.1289389,0,0,0,0,0.78114206,1.3882439,0,0.6028276,0.005284865,0,0,1.0516099,0.14082822,0.80425304,0,0.15902808,1.6936382,0.39621192,0,0,0,0,1.3323065,0,1.7036245,0,0,4.1970544,0,1.0492055,1.2104751,0,0.6853754,0,0,0,8.308179,0,0.39286748,0,1.0624222,0
607,0,1.2593845,0,4.18708,0.7092384,0,5.733474,2.0909576,1.4784373,0.51126,0,0,0.6860169,0,1.5889443,1.9554737,0,0,0,1.3849161,0,0,1.8542362,0,0.2690281,2.158719,0,0,0,0,0.5845306,1.4618895,0,0.8272206,0,0,0,0,0.43722558,0.6924285,0.95308703,0.08224373,5.78328,4.131006,0,0.52498144,1.0703375,0.17041859,0,3.6301184,0,0,0,0,10.024518,0,0,0,0,0,0,1.0861801
608,0,1.4203396,0,0,0.8717185,0.42676237,0,1.690373,3.2312744,0,0.6707205,0,0.21706739,0,1.3937014,0,0,0,0.1281224,0.05391172,0,0,0,3.1390953,0,1.8358566,0,1.197019,1.4361458,4.874415,1.7208953,2.2456543,0.5891706,0,0,0,0.45860332,0,0.77004373,0,0,0,0,0,0.8870153,4.875054,0,6.3784723,0,0,1.5204142,0,0.514078,0,0,0,0,3.2609828,1.0075998,0,1.2986051,5.9144983
609,0.35749394,0,0,0,0.31989896,1.7665272,4.4408016,0,0,0,0,0.49265182,0,0.19060005,0,0,0.18820176,0,0,1.2436163,0,0,0,0.14541362,0,0,0,0,0,0.62886226,0,0,0.8529155,0.23394036,0,0,1.89886,0.33832076,2.6715124,0,0.22991613,0,0,0,0,3.4472601,0,1.2658377,0.25032383,4.668231,1.6631109,0,0,2.201398,4.327424,0.3467109,1.3780512,3.9776354,0,2.9351776,0,0
610,0,0,0,0,1.0995623,0.36930892,0,0,0.87353337,1.1357117,0,0,0,0.012626761,5.6323843,0,0,0,0,0,0,0,0,0,0,1.5874952,3.325338,0,2.3368292,0,0,3.4730704,0.5079725,4.758748,0,0.033459276,0,0.102995194,0,0,1.6690056,3.4366117,0,1.7466925,0,0,0,0,0,0,0,0,1.3453867,0,1.3173168,0.37158343,0,0,0.20389467,3.594931,0,0.060163278
611,0.031513657,6.0899043,0,0,0,9.046123,0.5511546,0,0,3.0623088,0,0,0,0,0,2.445279,0,1.1566986,0.28563893,0,0,0.07825326,0,0,0,0.8412605,0,0,0,0.8324059,0.47731692,0,0,0,0.07070706,0,0,0.9657455,0.48854005,0,0,1.1226072,0,0.85568845,1.1303487,0,3.8092022,5.6330953,0,0,0.18146676,1.0558616,0,1.8872395,0,1.9872278,0,0,0,0,0.8131168,1.2222828
612,0,0,0,0,0.5328634,0,0,0,0,0,0,0,0,0.62778586,0,0.5607516,0,1.0139438,0.0916006,1.27289,0,0,2.0295956,4.8210545,0,0,0,0.36852288,0,0,0.46935266,0.9174344,0,0,0,0.39001372,0.20825216,0,0,0,0,0,0,0,0.914717,0,0,0,0.16727802,0,1.0303923,2.3634522,0,0,4.334156,0.13673334,4.2677503,0,2.033705,0,2.4199948,0
613,0.20759298,0,0.5425539,0,0,0,0,0,0,0,0.36189926,0,0,0.82609093,0,0.5016396,0,0,0,7.2228446,0,0,0,0,0,0,0,0.068325095,0,0,0.21375744,0,0,0,0,0,0,0,1.4808507,0,1.3000506,0.5557722,6.068976,0,0,0,1.9654795,0,2.1288176,0,2.0727344,0,1.4807222,0,2.902448,0,0.6293296,0,0,0,0,0
614,0.6068629,3.439943,0,8.798681,0,0,0.3280939,0,1.3223739,1.5619515,0,2.7529922,0,0.5190481,0,1.5573586,0,0,0,0,10.450511,3.0192823,0,0,0,0,0,0,4.270291,0,0,0,0,0,0,0,0,0,0,0,2.368506,2.416899,5.7411933,0.8476016,0,0,0,0,4.807844,0,3.1125154,0.05987445,0,0,4.7618895,0,0,0.68432844,0,0,0,0
615,0.7025805,0.03487996,0,0,0,0,1.7791358,0,1.6486185,1.4870778,2.5197065,0,0,0,0,0,0,6.589044,0.69435084,0,6.0526752,0,0,5.6818113,15.879475,0,1.3209771,0,0,0,0.22664128,1.93449,0,0,0,0.760333,0,1.3313245,0,0,0,0,6.672701,4.553072,0,0,1.967557,0,2.057642,0,0.64400434,0,0,0.80052465,0,0,2.9123406,1.3598995,0.32945815,4.0580616,0,0
616,0,0,0,0,0,0,0,0,0,1.3774303,0,0,0,0,0,5.174199,0,0,0,0,0,0,2.2601614,0,0,0.69696516,0.056402255,0,0,0,0.9843137,0,0,0,0.5719433,0,2.2012284,0,2.2381985,0,0,1.5047747,0,1.5520878,0,2.5736656,0.14403212,0,0,9.870966,0,2.9100688,0,0,0,0,6.8569083,0,0,0,0,0
617,0,0,3.0889833,3.4486241,0.71136403,0,0,0,2.1362236,0,0,0,0,0,0,0,2.8683653,0,0.40702152,1.0159166,0.2963698,0,0,0,0,3.09675,0,0,2.4523172,0,0,1.7642398,0,1.0330726,0,0,0,0,0,1.3377817,2.495417,0,12.798712,4.0587955,2.3754666,0,1.0754797,0,0,0.6285728,0,0,0.45857573,0,0,0,0,2.571353,0,0,0,0
618,2.906576,0,1.4596447,3.193346,0,0,0,0.70309305,0.7198101,0.15554869,0,0,0,0,1.9721472,0,0,7.970559,0,0,9.625921,0,0.4717165,0.12718768,0,2.7381773,0,0,0.50945616,0,0,0,0,0.21245688,0,0,0,0,0,0,4.1443477,1.318949,0,0,0,0,0,5.4332075,1.4522988,0,7.0476365,0.8316968,0,0,0,0,1.9786476,0,0,0,0,0
619,0.18080615,0,0,0,0,0,4.118284,0,1.9550529,0,1.1684773,0,2.3888817,0.10832028,1.2010089,0,0,0,0,0,0,2.018054,0,0,3.0435193,0,5.047065,2.0254552,0,3.285629,0.11232198,0,3.3712347,3.398041,0.6329323,1.8181945,1.9203726,0,0.24685752,0,0.62796545,0,7.0513268,0.5219553,0,0,3.4569185,0,0,0,2.7433858,0,0.7658452,0,1.7640309,0,0,0,0,0,0,0
620,4.1986394,1.9917798,0,0,0,4.3257957,0,0,1.1204445,0,0,0,0,0,0,0,0,0,1.1884118,4.5430408,0,0.56077313,0,0,0,2.4624593,0,0.27372253,0.55748093,0,0,0,0,0,0,0,0,0,0,0,0,0,7.569562,1.1189693,0,3.512348,0,0,0,0,0,0.25698707,0,1.6203912,0,0.6124972,0,0,0,0,3.7191,0
621,0,0,0.3802889,0,2.2440894,0.90198284,2.253675,0.59401953,0,0,0,1.222644,2.083875,1.8666215,0,0.28089532,1.8796028,0,0,0,0,1.9759507,0,3.6547496,11.21159,0,3.4183524,1.1672208,0,6.234118,2.594094,0.8230842,4.17171,6.2543106,0,0.5388345,0,0,4.6082864,0,0.97466683,0,0,0,1.857058,1.6854527,0,11.579709,0,1.0957654,0,2.0642052,0,0,0.07693322,2.6907506,0,0,0.33944958,1.0372561,0,1.8984592
622,0,0,0,0,1.7900149,16.160156,4.3276625,0.01638114,3.91297,1.2828574,0,0,0,0.07341053,2.1102602,0.47736692,1.5129421,0,0.19717875,0,0,0.17925535,5.385991,0,0,2.1845226,0.09318533,0,0,0,0.42963865,0.62546855,0,0,0,0,0,2.5363307,2.1232836,0.5982306,0,0.4141903,0,7.2933335,0,0,0.627861,0,0,0,4.1155176,0,2.3342235,0,0,1.5411154,0,0.24326697,0,0,0.40063015,0.89797175
623,0,0,0.28438234,4.025003,0,0,0,0.6953728,0,0,0,0,0.14388491,2.5788133,0,0,1.6220205,0.6295493,2.1382353,11.789041,4.122512,0,0,0,0,0,6.8116035,2.9580667,0,5.117893,4.0268483,0,1.0567244,4.145069,2.8244512,1.1810672,0,7.510301,0,0,0,1.8503343,0,0,1.4925139,1.4552143,0,0,0,0,0,0,2.5954864,3.2642956,0,0.04082831,7.909972,0,1.4987692,0.45456687,0,0
624,0,1.3171209,0,0,0.11268035,4.39713,0,1.9502821,0,0,0,0,0,0.12738359,0,0,3.0336232,0,0,0,0,0.8485062,0,0,0.72926044,0.4298422,0.28904846,0,0,0,0.6234447,0,0,0,0,0,0,1.1393852,0,0,0,3.265998,0,0,1.6868271,0,4.216909,7.8771715,0,0,0,0,3.8206007,0,1.2960192,0,0,0,0,5.321898,2.6670136,0
625,0.40524906,0,0.9477444,0,0,0,5.5349483,0,0.08865567,1.2994639,0.004990574,0,0.018290525,0,4.575555,2.690783,0.9900894,0,0.34254014,0,0,0,0,0,0,0.47747546,5.217456,0,0.16903144,0.41633597,0,0,0,5.10535,0,0,0.4603701,0.09884833,0,0,0,1.1401119,0,0,0,0,0,0,0,0.096425526,0,0,0.3294719,0,0,0.32555857,0,0,1.8336333,0,0,0
626,0.6533052,0,1.9542869,0,0,0,0,0,0,0.64255637,0,0.74175996,0.62919784,1.3377241,0,0,0,0,0,2.6776958,0,0,0,0.5524636,0,0,2.3377228,0,0,0.8947795,0.097163856,0,0,1.5676528,0,0,1.8962418,0,0,0,0,0,0,2.8300235,0,0,0,0,2.5772715,3.3050003,3.632137,1.209716,0,0,5.1678915,1.3776448,0,0,0,1.0723104,0.56734055,0
627,0,5.5398765,2.45545,0,0.44455287,3.5313585,0,0.818602,2.8067336,0.15661284,0,0.35032228,0,0,0.22670427,0,0,0,0,0,0,0,4.9498305,1.0357455,0,0,0,0.37169376,1.5283974,2.2016332,0.43402815,0.22968785,0,0,1.281462,0,0,0,0,0,0.090996176,0,0,5.4299293,0,1.1524913,1.7198117,0,0,3.5258725,2.8554103,0,0,0,6.210514,0.5735314,0.025492765,0,0,3.0647488,1.7253888,2.0005631
628,1.3472688,1.6371613,0,4.257353,0.74129856,0,0,0.22199383,0,1.4005775,0.7588336,1.1686864,0.7647531,0,1.6193041,0.49546456,0.904542,5.2886014,0,0,0,0,1.702493,0,1.0351628,0,0.5512196,0.45117864,0.07050191,0,0,0,0,3.6329982,0,0,0,0,1.4769789,0,0,0,1.6345416,0,0,0,0,0.6347952,2.0450408,0,0.943781,0,0,0.5615762,0,1.7816939,1.7730408,2.6949637,0,0,0.16283353,1.807363
629,0.6150331,0,0.111515306,1.0744388,0,6.2572384,0,0,0,1.5961894,1.8973476,0,0,0,0,0,0,0,0,1.3952777,0,1.0514272,1.5043393,0,0,0,0.25058398,0,0,0,0,1.580209,0,0,0,0,0.9884418,0,0,0.3160535,0.9567332,0,0,0.2047072,0,4.329702,0,0,0.30092162,2.316844,4.503562,0,0.29258937,0,8.201589,0,3.491614,2.0138865,0,0,0,3.3501356
630,0,0,0.28669107,0,0,10.288992,0,0.14780454,0,0,0,0,0,1.6419667,0,0,0,0,0,0,10.000224,0,3.569,0,1.7817708,0.8181568,6.781424,0,0.48685068,0,0.8324027,2.5191114,0,0,0,1.0534216,0,0,0,0.54770434,0,0,0,0,0,1.2514617,3.6900027,0,0,4.538497,0,1.6786165,0,1.9956112,0,0,2.1182733,4.7727933,1.799872,0.7644461,0,0.62109596
631,0,4.5172534,0.5572526,1.9797252,0,0,0,3.6031568,0,0,2.0824282,0,0,0,0.56542385,0,0,0,0,0,0,0,0,0.5049742,0,1.2959341,0,0,0.81408554,0,0,2.9338038,0.04602382,1.0077937,4.835079,3.1908107,0,2.2119737,2.5464818,2.0268912,0,0,0,0,0.11306629,1.5955808,0,7.7184763,0,0,0,0,0,0,0,0,0,0,0,0,2.7983954,0
632,0,0,0,0,1.5372465,4.5443645,0,0,2.4167995,0,0,0,0.08946767,0,0.51604456,0.42998573,0,0,0,0.09641562,0,1.3105835,0.40826127,2.6032333,4.279386,0,2.3440542,0.27977473,0,0.40562227,0,3.5823076,1.9262774,0,0,0,0.08375633,0.6321264,0,0,4.050204,0,0,0,0.018573709,1.3884672,0,3.749926,3.5305278,0,1.0619229,0.51285905,1.6269488,0,0,0.90615374,4.2419877,0.07275718,0,0,0,0
633,0,1.0833873,0.9569959,0,0,0,0,0,0,0,0,0,0,0.6516477,0,0.5522803,0,5.3581676,0,0,0,5.0064774,2.363388,0,0,0,1.9435266,1.5212512,0,8.983135,0.6590055,0,0,0.8501421,0.4741477,1.9396164,0,0,0,0,1.2407744,0,0,0,1.6739783,0,0,2.0179727,0,0,1.988928,0,0,0,9.742513,0.04181792,0,0,0,3.0947497,0.6482569,3.0289583
634,0,0,1.1910299,0,0.5310059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6890806,0,0,0,0,2.1233711,0,0,1.2549301,3.09535,2.2279081,3.3401499,1.179733,0,0,4.3011956,1.6139562,0,1.7087591,0,0,0.92099434,3.0107996,0,0,2.7724943,0,4.408476,0,0,0,10.780412,0.5571799,1.327843,0.001676751,1.815225,0,0.003830195,0
635,1.5766257,2.3332562,0,2.2627494,0,4.3741426,4.932562,0,3.0063162,1.2896737,0,0,0,0,0.677147,1.0558356,0,4.5005355,0,0,0,0,6.220744,2.1592731,0,0,0,0,1.5044096,0,0.2086005,0,0,0,0,0,1.7711189,0,0,0,1.3522804,1.6189122,0,0,0,1.3387456,0,1.4049286,0,3.8263087,0,0,0.79323614,3.7749062,0,1.8726257,0,0,0,0,0,0.98627335
636,0.13083479,0,0,5.9424944,0,3.9327166,0,0,2.0066419,2.0134547,1.1869458,1.0500143,0,0,0,3.6529138,0,1.2153815,0,1.1623225,9.622836,0,0,0,0,1.6618301,0,0,0.04153958,0,0,0,0,0,0,0,1.3865154,0,0,0,2.975713,0.18174084,0.92948735,2.812011,0,0,0.48945555,1.3226068,0,0,0.016924802,0,0,0,0,0,0,0,0.5479009,0,0,0
637,0,0.04714618,0,0,0.7391377,0,0,1.8340664,0,0.045594204,0,0,0.3407935,2.0188391,4.1835217,0,6.6870375,1.3569056,0,0.4698522,0,0,0,1.0605613,0.072972566,0,1.1901983,0,0,0,0.86869925,0,0.9387487,1.2308841,0.36163515,0,0,1.6811026,4.8305297,1.3977947,0,0,0,0,0,0,1.5475576,6.368568,1.3026447,2.2518647,0,0,0,0.14751725,0,0,0,1.5587069,0,0,0.20112973,0
638,0,0,0,1.7194538,2.6365674,4.311448,0,2.4990582,2.491897,0,0,0,3.7838404,0,0,0,0,0,0.8791966,0.14369017,0,0,0.81093186,0,1.0334445,1.6310402,0.8734713,3.5384722,0,13.779922,0,0,2.7404141,2.435303,1.5057409,0.2716453,0,0.8380503,0,0.94069946,0,0,0,0,1.1782454,0,0,0,0,0,0,0,1.2118349,0,0,0.92589116,0,0,0,0,3.9637163,0
639,0,0,0,0,0,0,0,0,0,0.012835921,0,0.66966516,0,1.8162011,0,0,3.3628764,0,0.98388755,0,0,0.95138234,0,0,3.6893198,0,3.8819773,0,0.16272257,0,0,2.8693666,0,0,0,1.134258,0,0.030566568,0,0,0,0,2.6982627,0,0,0,0.56018615,5.305916,0,0,0,0.13138862,0,0,0,0,0,2.5631342,0,0,0,0
640,0,0,1.6675872,0,1.1266288,0,4.866555,0,0,1.4105693,0.6718373,0,0.39084172,0.30224335,0,0.23240086,0,1.8789062,0,0,0,0,1.0439054,0,0,0,0,0,0,0,1.21491,0,0.243537,0,0.17914645,0,1.1603113,1.6124948,0,1.8091729,0,0,0,0,0,0.8755081,0,2.5205023,0,3.2758486,0,0,0,0,4.9129195,0.8631475,0,0,0,0,0,0
641,0,4.3986416,0,0,0,0,0,0,0,0,0.3828152,0,0,0,0,0.5231335,0,0,0,2.3019655,0,0,2.72725,0.7111233,0,0,0,0.45889753,0.24412724,6.263122,0,0,0,0,0,0,0,0,2.585453,0.26687068,1.1910006,0.5147236,0.8861617,0,0,0,0.8519081,0,0,0,0.3689262,0.4939673,0,0,3.0901601,0.6086497,10.950474,0,0,0.5719226,0,0
642,0,0,0,0,0,4.178019,0,0,0,1.7039766,3.752457,0,0,0,0,0,0,2.3999362,0,0,0.57700926,0,1.8979962,3.619987,4.4626975,0.10035241,0,0,0,0.43567204,0.77713215,0,2.4476023,2.3366838,0,0,0.33063582,2.8672493,0,0,0,0,3.7465863,0,1.1558808,0,0,0,0.51400846,2.7839527,0,0,0,0,0,1.9815542,3.3638232,0,0,0,0,0
643,0,0,0,3.5949855,0,9.497042,0,0,0,0,0,0,0.75307614,0,0,0.3974772,3.9434347,0,0,0,0.11051663,2.2842653,0,0,0.9693839,0.9576852,0,0.9348441,0,2.5085564,0,0,0,2.6468892,0,0,0,0.7356661,0,0,0,0,0,0,1.4861174,0,0,1.2067722,0.15650065,6.4015656,0,0,0.03274276,2.9855943,12.178569,0,1.1142607,0,2.5251606,0,0.086871155,2.463332
644,0.6811753,0,2.9946876,0.03187973,1.6786066,0,2.3805833,0.8694597,0,0,0,0,0,0,2.8412952,0,1.9988724,0,0.5676759,1.3731565,0,0,0.16890076,0,0,0,0,0,0,0,0,0,0.35504794,0,0,0,0.7293752,0.670712,2.652798,0,0,0.8707748,0,0,0.34208632,0,0,0,0,1.9339843,0,0,0.9832687,0,3.7429414,2.6623585,3.980613,0,0.48691237,0.7220975,0,0
645,0.66517925,0,0,0,0,0,0,0,2.2674675,0.1725918,0.15583251,0,0,0,0,0,0,10.1040945,0,2.0763762,0,0,2.6088269,4.071149,0,0,0,0,0,2.142235,2.0040152,0,0,2.291894,0.030213865,1.2492586,0,0,0.47381678,0,2.6974263,0,0,2.0404766,0,0,0,12.402047,0,4.62019,0,0,0,0,0,0,0.25993192,0.8775561,0,0,1.2584473,0
646,0,1.3534284,2.8587346,1.5254637,0.65388054,0,5.0194364,2.1377409,1.9223367,0,0,0,0.29902074,1.1933339,0,0,0,0,1.2270586,0,0,2.686464,0,0,0,0,1.1728507,0,0.691808,0.916089,0,6.1034007,0,0.76389945,0.49598143,1.1397687,0,0,0,1.15266,0,0,0,0,0.7049825,0,5.1252937,0,4.3512216,0,0,1.1794757,0,0,2.2829163,1.5164837,6.588307,0,0,1.3663818,1.1430548,0
647,0.14947489,3.7116938,0.02001625,0,0,0,0,0,0,0,0.21963325,1.1505268,0.663212,0,0,0.6095094,0,1.0897939,0,0,0,2.9567597,3.6946342,0.64597374,0,0,0,0,1.1333851,0,0,1.3673221,0,0,0.20225047,0,2.145856,0,0,0,0.5991692,0.8485584,0,2.7435105,0,0,0,0.16548464,0,0,5.013768,0,0.6685575,0.58763725,0.44125572,0.32376507,0,0,0.31651825,0,0,1.0300574
648,2.7778695,0,3.8072522,1.7495508,0,0,0,0,1.2148409,0,0.2420375,0.7669579,1.4938105,0,1.259714,0,0,0,0,1.4791859,0,0,0,4.0985436,9.074015,0,0.48378548,0,0,4.217105,0,0,0,0,1.0703105,0,0,0,0,0,0,0,0,7.5924096,0,0,5.0290427,0,0,0,0,0,0,0,0,0.62886167,0,0,0.5167015,4.825468,0,1.189734
649,2.3608503,0,1.8861084,3.7177448,0,0.044053253,0,0,4.4668803,0.44010264,0,1.6909461,0,0,0,0,0,0,0.35851836,0.6435806,4.5284524,0,0.28674266,0,0,0,0,0,1.9440185,0,0,0,0.069992565,0,0,0,0,0,0,0,0,0,6.2131853,0,0,0,0,0,0.17267403,0,7.548357,1.684779,0,1.0274898,9.710756,0,0,0,0,0.07125066,0,1.0327313
650,0,4.7622166,0,0,0,0,3.8410387,0.1560446,0.62716895,0,0.33800587,2.1580257,0.84019506,0.7672814,4.7376122,0,0,0,0.07516503,7.8673396,0,3.5653188,0.21189289,0,0,0.32633218,0,2.3054328,0.4003097,2.5399294,0,5.8155947,0.12602536,0.6930429,0,0,2.0427454,0,0.40882394,0,0,2.3114364,0.6389081,0,0,0,0,4.3564863,0,0.96176046,0,0,0,0,0,0,2.1578403,0.9686772,0,0,0,0.03644168
651,1.381156,0,0,0,0,0,0,1.5690997,0,0,0,0,0.19686565,0.8684965,0,0,2.802109,0,0.275266,0,0,2.5577056,0,0,0,0,0,0,1.7375693,3.144956,0,0,0,8.071042,0,0,0,0,0,0,5.528403,0.8639957,0,0,0.67297685,0,3.4616058,0,0,0,0,0,0,0,6.9987297,0,11.611848,1.6996543,0,0,0.40819928,1.6053737
652,0,0,2.422729,0,0,0,0,0.085301206,0,0,0,0,0,0,2.737716,1.289286,0,5.72724,0.75257003,1.8683525,4.7730412,2.6091762,0,0,0,2.2312047,1.1124417,0,2.6193616,0,0,0,0,0,0,0,0.5509609,1.0726079,1.698499,0,0,2.0573664,2.9101212,4.02071,0,2.7000098,0.116641656,0,0,1.068706,0,2.020727,0,0,0,0,0,0,0,0,1.142617,0
653,0.3151973,0,0,0,0,8.56058,0,0,0,0.26222962,0,0,1.0285288,0.50393295,0,0,3.4376738,0,0.77618814,0,0,0,1.4506459,0.90868056,0,0,0.94113475,1.9262706,1.644826,0,0.49196717,0,0.08668421,0,0.5279245,0.22312415,0.67038065,0,0,0,0,1.133879,0.27601662,3.726728,0.14631338,0,0,0.33614764,0,5.6426163,0,0,0,2.2538095,0,0.020937566,0.33230492,0,0,0,1.623494,2.925866
654,0,4.078762,0,0,1.0093427,0,1.8835312,0.5951253,0,0,0,1.8325301,0,0,0,0,0,0,0.002662178,1.1830126,0,0,0,0.26287904,0.054613687,0.21267919,0,0.42065763,0,0,0,0,0,0,1.6004423,0,0,0,0.38969857,0.45173615,0,0,0,0,0,2.7906585,0,0,3.480053,0,4.536528,0.04882478,0.06025716,0,0,0,0,0,0.024740407,0,0,6.975757
655,0.42102626,2.9091368,0,4.015611,0,0,0,0,0.021961289,0,0,0,0,0,0,3.8960755,0,0.87926435,0.067951724,0.21441199,0,1.2973459,0,0,0,0,1.4365671,1.0162312,0,0,0,0.003304313,1.5773586,0,0,0.40891004,0,0.2996574,0,0,1.0364026,0,0,0,0.46129268,0,0,1.7098821,1.8560057,0,2.673727,1.1918837,2.027447,0.8573626,0,0,0,0,0.3431618,0,0,0
656,0,0,0,0,0.042978212,6.1150007,0,0.64368933,0,0,0.70059365,1.0238569,0,0,0,1.7983935,0,2.8675718,0.7857252,1.9686283,5.441422,1.4151484,0,0.7038465,0,0,0,0,0,1.3325565,0,0,0,3.663781,0,1.5117645,0.18862228,0.15092106,0,0.3773951,2.3920417,0,0,0,2.7036026,3.5766218,0,1.1928743,0.6173501,0.76401925,0,1.0490834,1.2973323,0,5.5756054,1.2622591,2.462302,1.6758744,0,0,0,0
657,0,0.112963736,0,0,0,0,1.3985616,0,0,0,1.3429761,0,0.026143212,0,0.12146133,0,0,1.0708231,0,0,10.102234,0.93988824,0,0,0,0,0,0,0,0.003442228,0.96021414,0,0.97211313,0,0,0,2.2113037,0.050237536,8.885173,0,0,0,0.22551394,0,0,0,0,0,0.59419453,0,0.7007706,1.0791562,0,0,0,0,4.390672,4.2810435,1.4443226,2.8047607,1.4533778,0
658,0.27347326,0.37063628,0,0,0,0,0,0.3252,0,0,0,1.865648,0,0,1.3711832,0.53392744,0,0,0,1.996115,0,0,0,0,3.1890907,0.87141085,0.45803022,0,0.03667492,0,0.85363454,2.0027456,1.0620533,0.042802848,0,0,0,0,0,0,0,0.5860113,0.8938131,0.26379198,0.14355645,4.1966443,1.9927396,4.446183,0,0,0,0,0,0,0,0,3.3000412,0,0,0.62924284,0.7171398,0
659,0.004922753,0,0,0,1.9828556,2.8377693,0.24336414,0.72290885,0,0,0,0,0,0.8535591,0,0,0,0,0,0,2.2887433,0,0,0,1.9716277,2.1117697,1.7917424,0.47992474,0,0,0,0,0,0,0,1.0207161,0.6452928,0.37777722,0,0,0,0,0,13.087594,0.6120446,0.42575625,1.1664994,5.666267,0.53270215,0.056454357,0.06258232,1.1547518,0,0,0,1.2518501,0,1.1654823,0.6466408,0,0,0
