x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0023,y0024,y0025,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0038,y0040,y0042,y0043,y0045,y0046,y0047,y0048,y0050
878,0,0,0,0,0.45493412,0,0.30243257,0,0,0,0,0,0,2.0091987,0,0,0,0,0,0,1.8756875,0,0,0,0,0,9.875422,2.4558537,0,2.0727952,1.7026715,0,0,1.0912595,0.92451364,0.91823584,0,2.393134,0,0,4.1622252,1.0653381
879,0,0,0,1.6694721,1.0905228,3.5128717,0.036913224,0,1.6092843,0,0,0,0,0,0,0,0,0,3.9071257,0,0.6811091,0,2.8653612,3.116701,1.2483765,0,0,0,0.15253566,0.8868103,0,0,0,0,0.34222376,1.2288446,0,0,1.2310797,0,0,4.1192327
880,5.2092657,0,10.149742,0.30372453,2.3164694,0,1.3750939,0,0,0.05195887,0,0,0,0,0,2.4146225,2.9568224,0,0,4.241108,0,1.727255,1.5656049,0,0.1300479,0,0,2.9929757,0,0,0,5.187175,0,2.927503,2.8534164,0,0,0,0,0,1.2368191,1.3369772
881,0.35628715,0,10.91277,2.056665,0,0,0.023543922,0,0,0,0.31074876,0,1.6099284,2.9131253,0,0.80115193,0,0,0,0,8.268511,0,3.2560596,0,0.9499173,0,6.7286253,0.07462044,0,1.3159955,0,6.568483,0,0,0,0,0,5.9159737,0,3.7005076,0,1.4899822
882,1.3769033,0,7.324456,0,0,0,0,2.9528825,0,0,0,0,4.6344023,1.4264562,0,0,10.389313,4.0872893,0,0,0,1.185662,0,3.8643975,5.768874,0.6871714,0,0.66653496,4.3282485,0,1.9311529,0,4.3185725,0,0.031261146,0,0,0,0,0,1.9582162,0
883,0,7.1972594,0,0,3.70436,4.7744536,1.0049936,0.8405939,0,7.2088914,0,0,0,0,0,0,0,0,2.776746,0,0.34064475,0,0,0,0,0,2.5267265,2.431218,0,0,0,6.1674776,0,0,0,4.0375996,0.66026866,0,0,0,0,0
884,0,0,0,0,1.222002,0,0,2.7801952,2.6409137,0,6.0199876,0.85076493,0,0,0,0,0,0,0,0.23786178,0,1.7285649,0,6.2477756,0,5.2927046,0,0,0,0,4.058484,0,1.2162058,0.73550874,0,0.08037937,15.460535,0,0,1.6219007,0,0
885,0,0,0,0.27245942,0,0.59295285,0,0.80297506,0,0,1.9845704,0,0,1.1396697,1.6814331,2.218816,0,0.09909086,0,0,0,0,0,0,0,0,0,0,0,3.9457297,0,1.7656926,0,0,0,0,0,0,3.953888,0,0,0
886,0,6.9433985,4.0929365,0,0,0,0.23435318,0,0,0,0,0,0,0,0,0,0,0,0,0.7772797,4.112137,2.2150784,0,0.476768,0,0.6412462,0,0,2.2265103,0,0,7.8427424,0,2.4254017,0.78832567,0,0,0,1.7612321,2.6667845,0,0.21966763
887,0,0,1.6943245,0,0,0,0,0,0,8.082681,0,0,0,0.62613374,0,0,0,2.8356159,2.0795844,0.77428657,0,0.84982556,0,0,2.1242442,0,0,5.2090273,0.5007713,1.6841242,1.1786559,0.97381544,0,0,0,0,7.729501,3.1229527,3.6093712,0,0,8.288756
888,0,0,0,0,1.4796239,5.724509,0,0,0,0,4.8757424,0,0,0,2.4286704,0,0.8151436,0.15504079,0,0,16.526115,0,1.2488809,4.3656735,1.2121389,0,0,0,9.488567,1.7802978,2.7375157,0,0,0,1.1491367,0,0,0,0,0,4.1441245,0.99114764
889,0.29919738,0,0,0.9797605,2.0144334,1.1168805,0,0.95491624,0,0,1.4772055,0.57156307,4.0538564,0,1.4590421,0,0.90693474,0,0,0,0,0,0,0,2.8947408,0,0,0,0,0,0,0,0,0,0.24756841,0,1.9748154,3.9681919,0,0,0,0
890,1.5803005,0,0,0,0,0.26880354,1.4737693,0.26906234,0.6161982,8.551576,0,1.096971,0,0,0,0,6.7858195,1.7147156,2.490781,0,3.4355698,0.32662198,0,0.63193876,0,2.010125,0.039316855,1.316023,0,0,0,4.258448,0.6525171,0,1.3101634,0,13.577878,0.97156006,0,2.5344582,0,0
891,0,4.407717,9.647828,0,1.8652776,0,0.2988855,0,0,0,3.1149528,2.7359178,0,1.9808278,0.37397593,2.5760026,1.0398921,0,2.8338134,1.8735143,0,0.87068266,5.2541656,0,0,0,3.5252385,0,0,0,0,3.3153284,6.6460896,0.23246746,0,2.5089276,0,0,0,0.672753,1.4745768,0
892,0.31788406,0,0,1.134773,0.058164,0,0,0,0,3.0249267,1.2906123,0,0,0,6.047902,0,4.2803745,0,0,2.7286167,3.4001684,0.04258505,0,1.6062026,0.008729208,0.43820497,7.318659,0,0,0,0,3.1691914,0,0,0,3.7840123,0,0,0,9.364136,2.6101174,0
893,0,0,0,0,0,0,0,0,0,0,1.7893165,2.933304,3.4666722,1.797231,0,7.868066,0,0,0.3638304,0,0,1.167652,0,0.36077717,3.7852051,0,0,1.4503182,0,0,0.15994233,0,0,0,0,0,3.6836889,0,0.9760583,0,0,0
894,0,0,0,0.09603938,0,0,0.7762622,0,0,8.282871,0,0,0,0.7810472,0.71310014,0,0.36031184,0,0.70778763,2.6969903,0,0,0,0,0,0,0,0,0,2.500427,0,0,0,0,0.25703642,2.4009936,0,0,0,0,1.1274705,0
895,0,0,11.705916,0,0,2.881663,0,3.317664,0.39534134,2.399329,0,0.19840012,12.980689,0,0,0.50129455,0,0,6.5632915,0.92782867,0,0,1.0024512,2.3329763,1.6340392,4.634441,0,0,0.36302307,1.7651266,0.039628528,0,5.9057837,0,0.6783594,0,0,3.2712421,0,0,2.876297,0
896,0,0,0,4.166757,0.83545274,2.8475773,0.45113197,1.6991189,0.5059298,0,0,0,0,0,0.06669363,2.3545706,0,3.5582962,5.1638126,0.0584801,8.449147,0,1.9103847,0.26003537,0,0,0,0.8213483,0,0.42931506,0,0,1.7403542,0,0,0,0,1.8025668,0,0,0,0
897,1.2035867,0,0,0,1.7367812,0,0.8263632,0.9799534,0,3.5403671,1.5758353,0,2.4623015,1.9199203,2.351363,0.593731,0,0,1.8152281,0.546872,3.6110692,0,0,0,0,0,0,0,0,1.1940695,0.8688116,0.7287905,2.8932805,1.9143642,0,0,10.160555,0.35693365,0.6724742,0,0,7.2857966
898,1.7829336,2.6389346,0,0,0,0,0,0,0.2873552,0,0,2.3350966,0,0,0,0,0,3.9112265,0,0,0,0,0,0,0.3013275,1.168886,0,0,1.6444429,0,1.1570582,0,1.6471223,0.8706877,0,0.9226351,5.57016,0,1.1168032,0,0,0
899,1.3929832,0,0,0,0,0,0.35744262,0,1.7550604,4.6766987,0,14.107749,0,0,0,0,0,0,0,0,0,0,0,0.39666846,2.5483341,1.818977,18.73367,2.5781825,0,0,0,0,0,3.4902647,0,1.4335533,0,1.658238,0,1.5626752,0,4.509129
900,1.204521,13.2720175,0.512285,0.5241892,0,0.07540666,0.45970783,7.328268,0,0,0,0.77696913,18.565973,0,0,0,7.341182,0,0.22194359,0,4.5371695,2.8218315,0,3.803826,0.6472604,0,0,1.1499609,0.02884391,1.5712372,0.83636534,0.3302197,6.564607,0,0,2.7915149,2.318358,0,2.8298016,2.9533334,0,0
901,0.68115425,0,0,0,0,0,0.27340332,0,0,0,0,0.07157675,0,0,3.2051673,9.042732,0,4.2813096,0,0.3625921,0,0,6.960485,5.3915787,0,0,0,0,1.4754345,0,0,0,4.276268,0,0,0,2.5281007,0,0,0.27078786,1.6498777,1.2041332
902,0,0,2.458154,0,0.9181726,0.39395756,0.9109837,6.259522,3.3339071,1.7048247,2.3178,0.9185168,0,0,0.90872425,1.2819425,0,0,0,2.5282679,0,0,0.042623762,0.47308215,0,0,7.1805344,0,1.4883257,0,0,0,0,0,0,0,0,0,0,0,0,0
903,0,4.778884,0,0,0,0,0.4126108,0,0,0,0,0.62219834,0,2.1331108,0.83372474,0.22269209,3.0038517,0.43267593,0,0,0,0,0,0,0,0,0,0,0.17987314,0,2.648567,0,0.36037657,0.71270233,0,0,0,0,0,0.18919027,0,0.44765285
904,0,0,10.828427,2.0696537,2.1069882,0,0.18422677,0,3.6657662,0.6801669,0,0,0,0,0,0.7579686,0,3.2248242,0,1.9164861,0,0,0.9879343,0.8539614,0.4867834,0,0,0,0,0.78843665,0,0,7.104771,0,0,0,0,0,0,0,0,0
905,2.5958529,6.5608826,0,0,0,1.2126983,0.44279167,0,0,0,0,0,0,0,0,0,2.5703948,0,1.9268421,0.30327237,5.0781245,1.746579,3.3099127,0,0,6.9309144,0,0,0,0,1.5422654,0,8.211541,0,1.3009665,0,2.4487002,0.8567138,0,0,2.309446,0
906,0,0,0,0,0,3.214616,1.2315618,0,1.76125,0,0,0,2.114613,2.1558685,0,0,0,0,0,3.2793005,9.536362,0,0,3.0781763,0,0,0,1.5523506,0,1.1805922,0,5.782944,0,0.96174884,0.112008795,0,0,0,0,0,1.0983319,0
907,2.4247088,0,0,1.4716164,0.38622367,0,0,0,0,0.9732639,6.728265,0,0,0,0,0,0,0,0,0.7597195,0,1.397141,0,2.3994577,0,2.9770567,0,0,0,3.771311,0,0,0.63666046,0,0,2.7082307,0,4.206816,0,6.797414,0,0
908,0.40160063,0,10.607651,0,3.4953194,0,0,0,0,0.5624199,0,0,6.675692,0,3.132251,0.37092373,0,0,0,0,0,0,1.743665,0,0,0,0,0,0.93500775,0,0,0,0,0,0,0,9.545201,1.1740543,0,0.28393325,0,0
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47408608,0,4.6288886,0,0,0,0.7783484,1.4127877,5.085867,0,5.355661,0.45339778,1.0532405,0,0.8549282,6.9149384,2.420854,2.711941,4.210975,3.2977827,0,2.2431686,5.830345,0,0,3.0810337
910,0,4.8118143,0,1.4044077,0.6786328,0,0,0,0,2.4564657,0,0,5.2848005,0,0,0,3.9886696,1.3108388,3.5861712,0,0,0,0,0,0,4.6433787,0,0.27950183,5.679362,0,0,8.214739,0,5.3334475,0,0,0,1.6298323,1.3075774,0.30443153,0.9586775,1.7410529
911,0,0,0,2.626881,0,0,0,0,0,4.950877,0,0,6.570628,0.2850271,0,1.7196095,0,0,0.30973002,0,0,2.250131,0,0,0,1.4266268,8.849401,4.882505,0,0.845081,3.1515944,0,0.34706706,0,2.981196,1.5510049,0.26626486,0,0,0,0,1.667908
912,0,0,0,2.466275,1.899052,1.0606999,1.3071811,0.7418986,0.87142426,0,1.717685,0,0,0,1.0261171,0.23812322,0.94255596,0.055525385,3.538965,0,0,0,3.6885133,1.8084664,1.0708112,0,0,0,0.50778085,0.23034324,0.3063896,0,1.6663156,0,0,1.204862,4.633524,0,0.17865269,1.9177014,0,0
913,0.7763333,7.43641,0,0,0,0.6801018,0,0,2.6745024,0,2.5836298,2.3368475,0,0,0,0,0,2.1376755,0,0.078915454,0,0,0,0,4.3351,1.4305452,0,0,4.698637,0,3.5911698,0,0,0,0.7873121,0,0,0,1.6568859,0,1.9433441,0
914,0,0,0,0,0,0,0.931906,0,0,2.5421898,0,0,0,1.0101769,0.56583834,1.0170367,3.5146115,1.0058693,0.77021754,0,15.202206,0,4.3562546,2.1907957,0,0,0.78034294,0.35921705,0.5151003,2.1979113,0.06317856,0,0,0,0.31672397,0,0,0,0,1.7592332,2.4212534,1.7187549
915,0,1.0099529,0,0,0,0,0.89505976,0,0,2.6370766,0,0,0,0.76256484,0,0,3.749522,0,0.9850861,0.019453397,0,0,0,0,0,0,0,0,6.5688715,2.9378097,0.25288236,5.904428,0,0,0,0,8.02652,0,0,0,0,0.87777174
916,3.9272718,1.0712658,0.18782656,0.67952096,0,0,0.41734096,0,0,0,0,0,0,0,0,3.4342961,5.3511653,0.42351398,0,0,1.4732699,2.213441,5.4629316,0,1.347091,0,0,0,1.2552309,1.1184288,0,0,0,0,1.2906142,0,0,0,1.7455145,0,0,0
917,0,0,0,0,0,0,0,0.03508756,0,0,0.37471202,4.5514913,0,0,0,0,0,3.4274635,0,0,10.838229,0,0,4.0069146,0.76823467,1.4074608,0.70960975,2.8249884,0,0,0,8.291175,2.2521908,2.194354,0,0,0,0,0,0,0,0
918,0,0,0,0.8519729,0.65400857,0,0,1.1598933,2.1028855,0,0,0,0,3.780336,0,1.8518536,0,0,0,0,0.82074636,2.5027657,0,0,1.3934852,0,0,0,0,0.1728732,2.9841921,0,3.6659725,0,0,0,2.3160105,0,2.6275206,0,0,0.97336376
919,0,6.398486,3.9619644,0,0,3.3460264,0,0,0,0,0,1.4937894,0,0,0,0.6564916,0,0,0.5623132,3.5432694,1.6224315,0.71415,0,0,0,0,0,0,0,0,0.68227166,0,0,0,0,1.1227862,0,0.04639806,0,0,0,0
920,0,9.514379,0,0,0,0,1.279546,4.0210233,1.6627305,2.7359593,0,0,0,0,1.8709575,0,0,0,0,0,11.916801,0,0,0,0,4.014281,0,2.3008828,4.371914,0,0,9.017846,0,0.4394524,0,0,2.1882873,4.1772695,0,0,0,0
921,0,0.9302172,0,0,0,4.5428085,0.71331215,0,0,1.0104799,0,1.6457042,0.18122563,2.0549374,0,0,0,0,6.995512,0.90344447,7.542547,2.627766,0,0,0,0,0,0,0,0.7387065,0,5.2986693,0,0,0,0,0,0,0.7789488,1.9603252,0,0
922,0,0,0,0,0,0.11762395,1.2584232,0,1.0715296,0,0,0.1467317,12.510113,0,1.8864555,0,3.392053,4.0966296,3.482819,0,0,0.55840725,1.6378772,2.2510698,0,4.161916,1.0832204,0,0,2.5245137,1.482276,2.8974276,0,0.41349715,1.1604046,0,0,0,1.5840145,0,0,0
923,0,0,0,0,0.47924063,2.585511,0.032586727,0,0,0,2.054767,0,16.632502,0,1.6749116,8.584761,0,2.092498,0,0,0,3.6466897,0,0,0,1.6728767,0,1.796783,0,0,0,0,4.3859754,0,0,0.20523188,2.2324057,0,0,0,0,0
924,0,0,0,2.5625076,1.3989,0,0,3.757661,0.1146206,0,5.410504,0,0,2.364223,7.2656064,0,0,3.255584,0,0,0,0,0,0.351845,0,1.8873535,0,2.4860277,0,0.39964026,0,0,0,0,0,0.8776088,0,0,0,0.443233,3.3930106,5.527695
925,1.0990894,0,2.1922758,0,5.332561,0,0.7099302,0.5488364,3.5200474,0,0,1.0399486,0,0,0,2.52929,6.999449,0,1.5679551,0,0,0,2.3801863,0,0,0,0,0,0,0.70004135,0,0,0,0,0.07355142,0.48751405,0,0,0,3.9012873,0,0
926,1.5781807,0,10.048021,0.88609654,0,0,0.9536504,0.757696,0,0.83035374,0,0,9.629208,1.5393455,0,0,1.4601979,0,5.714774,1.8087491,0,0,0.20596033,0,5.4164267,0,7.0202,0,0,0.7292149,0,0,0,0,0,1.3430814,0,0.32915846,0,0,0.2884202,0.9666707
927,0,0,0,1.3874681,3.1584685,0,0.5283193,0,0,0,0,0,2.0542753,0,0,0,0,0,0,0.5181828,0,1.1653306,1.4822334,0,0,0,0,2.5332036,0,4.5684614,0,1.9043281,0,1.2309587,0,0,0,0,0,2.333059,0,0
928,0,0,0,0,2.6312625,0,0.20624389,1.0391427,0.14482042,0,0,0,1.2902566,3.3111577,0,0.70001864,1.8494089,0,0,0,0,3.02749,0,0,0,0,11.953461,0,2.9742262,0,0,3.0131147,2.993997,0,4.891176,0,7.235544,0,0,1.3761748,0,0
929,0,0,3.6233768,0,0,0,0,0.46388096,0.74602777,0.062038958,2.011879,1.2775111,1.8949536,0,0,0,6.5544357,0,0,0,3.9272418,0,1.6864451,0,0,0,0,0.16976437,2.5755348,0,2.0894158,1.5875499,0,0.3799178,0.25616214,0,0,0,1.4531059,0,5.2442307,0
930,0.12602241,6.341767,0,0,0,0,0,3.2995994,0,0,1.4947187,1.3315244,0.2433,0,0,0.6556075,0,1.5424491,0,0,0,0,1.814942,0,0,9.831001,0,0,0,0,1.4789867,0,2.3167903,0,2.1299539,0.19820543,0,2.8982131,1.2063972,0,0,0.092677966
931,0,0,1.2444375,2.6862643,0,0,0,0,0.43246907,0,2.1803927,0.15047447,0,0,0,0,0,0,0.14640042,2.3531632,4.929263,0,0.83568627,0.2984693,0.48781407,0,0,0,0,0,0,1.9803764,4.754541,3.7304602,0,0,0,0,0,0,0,1.8513279
932,0.5236358,1.7103317,7.370467,0,0,0.4624761,0,0,1.6385913,0,0,0,0,0,0,3.0064697,0.5914592,0,0,0.09125188,6.1329565,0,0,0,0,6.659203,0,0,0,0,0.5243341,7.783643,0,2.3321931,1.2618419,2.4749477,3.8672354,0,0,4.9751577,0,0
933,2.0255668,8.65752,0,0,0,1.2389314,1.1532924,0,2.0231824,0,0,0,3.7739577,0,1.3684789,0,0,0,0,0,6.9644556,0.41976714,1.029953,0,3.7961352,0,0,0,0,1.362103,0.28001273,0,0,0,0.12650155,0,0,0,1.3254148,0,0,3.870391
934,0,0,0,0,0,0,0,0,0,3.9520733,0,0,0,0,1.1135134,0,0,0,0.4738927,0.5637995,0,0,0,0,0,0,3.7950048,0,0,0.3036704,1.5312467,2.4992437,0,0.83462703,0,0,3.0310001,0,0,0,0,2.8660786
935,0.15575352,0.4153896,3.7162964,0,3.6419492,3.368241,0,0,0.16335231,0,0,8.214837,0,0,2.0329978,2.8833666,5.031418,3.598406,0,0.03676554,0,0.43935975,1.7792144,0,3.4694276,0,0.054323662,1.8171573,0,0,0.43663585,0,7.27176,0,0.98004216,1.391212,0,0.79619735,0,0,0,4.335912
936,0,0.7133522,0,0,0.49780846,0,0,0,0,0,0,5.9799404,0,0,0.9811791,0.23538022,3.109554,0,0,0,0,4.5899367,0,1.213274,0,0.8423578,0,0,0,0,2.1435826,1.0313983,3.8784945,2.1466274,0,0,4.7584567,2.1780555,1.7605679,3.2403998,0,0.9348512
937,0,7.7603965,7.6001744,0,0,0,0,0.18619582,2.984481,0,0,2.4253993,23.577208,4.8685064,0,0,0,1.2050656,0,0,0,0,0,0,0,0,0,4.4512844,0,0,2.5382774,0,6.161605,0,1.4574281,0,0.9964528,2.3388631,0.09976136,1.0761889,3.536371,0
938,0,0,0,0,0,2.1708734,0,0,0,0,2.734884,0,7.095887,0,0,1.4126008,0,1.3723176,0.56195456,0,0,1.2906709,0,1.8803664,0,0,34.05509,0,0,0,0,3.1875644,0,0,0,0,0,0,1.3227395,0,5.4818816,0
939,0,0,0,0.5584573,0.70119905,2.813177,0,0,0,7.183689,0.4039794,9.501854,0,2.8215125,0,0,0,1.9634231,0,0,4.0516047,7.9139595,0,5.0572376,2.212767,0,0,0,0,0.058867574,0,0,0,0,0,3.7803552,0,0,0,0.39948863,1.6165444,5.6136694
940,0,0,0,0,0,0,0,0,2.9019618,0.3357757,0,1.9485233,0,0,0,0,0,0,6.679862,0,0,0.099706724,0,0,0.048116833,0,0,0,0,0,0,0,0.33631197,2.1533537,0,0,0,0,2.249779,0,0.047006108,2.6977367
941,1.4038227,0,10.015378,0,5.266798,3.9686365,0,0,0.85410285,0,2.3695893,2.294726,0,0,3.4205327,0,0.12930378,0,1.1693331,0,0,0,0,0,3.5629692,0.15217501,9.140824,0.4446528,2.524144,0,0,1.5620127,3.735063,0,0,0,0,0,0,0,1.1273293,0
942,0,0,6.62389,2.7000146,0,0.046644673,0,4.34046,0,0.74497634,0,8.109587,0,0.8781706,0,1.2009802,0,0,0,0,0,1.8655689,0.42699274,0,0,0,0,0,0,0,0,0,7.550068,8.032647,0,0.5538758,0,0,0,0,0.3635314,4.8549557
943,0,0,0,1.5536827,0.6367286,0.79223883,0.45389548,0,0.3487451,0,0,0,4.559816,0,1.0880293,0,0,1.5308313,0,0.32908514,14.907207,0,2.9392087,0.92110705,0,8.490675,0,0,0,0,0,0,0,0,0,0,6.4708614,0.75610435,0.25654954,0,1.4506452,0
944,0.20315333,4.0271688,0,0,0,4.884819,0.4013967,0,0.77578026,0,0.79065925,9.168598,1.4677963,0,2.2058146,4.454,0,0,0,0,5.5168586,0,0,6.0193233,0,1.2670816,0,6.436469,2.5961618,0,0,0,0.18869328,0,0,0.49715427,6.442062,2.006731,2.134848,1.6008244,0,0.38481143
945,0,0,0,2.803782,4.6690683,0,0,0,0.4582763,0,0,4.8883405,0,0,0,0,0,0,0,0,0,0,0.05654883,0,4.0310736,0,9.493232,0,0,0,0,5.336345,1.3347727,0,2.6585188,2.4785135,16.98603,2.600647,0,0,2.3255198,7.791819
946,4.9139357,1.3005748,6.2586417,0,0,0,0,1.1752291,1.511491,1.1802341,0.31276944,7.597033,4.978851,1.9941592,0,0.1951361,0,0.19506197,1.694963,1.3105274,2.409791,0,0,0,0,0.7264089,3.9217591,0,0,0.60421735,0,2.268269,12.593895,0,1.5400177,0.117661715,0,0,0.9870309,5.3127995,1.1264576,0
947,0,11.411448,0,5.1919823,0,1.2521583,0.7222869,0.8620525,1.877299,7.6647162,0,5.6629915,0,0.42209893,0,0,0,0,0,2.824435,0,0.34665254,0,4.4580445,0,2.4039314,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7629517,0,0
948,0.004621693,0,0,0,0,0.18331312,0,0,0,0,2.6935804,0,7.1713505,0,0,0,0,0,0,0,4.9681964,0.7807604,0,0.9311758,0,0,0,0,1.2661793,0,1.5947343,0,4.278039,2.2368095,0,0.40909928,0,0,3.933727,2.1554885,0,0
949,0.1582909,0,0,1.9606189,2.1156697,2.591335,0,0,0.698376,3.4307086,0,0,0,0,0.3828088,1.4956057,0,1.8535829,0,1.52686,0,0.9449352,0,5.427687,0,1.74309,11.533796,0.14339596,2.4021313,1.1875484,0.5813593,0,0,0,1.405001,0,2.9280927,0.46692845,0,0,0,2.8716547
950,0,0.3637596,8.674394,0.698497,0.833479,1.0024222,0,0,0,0,0,2.9537256,0,3.7374563,0,0,0,0,5.2914066,0,0,0.98448896,0,0,0,1.8940009,0,0.78478867,0,0,0,0,0,0,0,0,0,1.0886468,1.4626051,0,1.0731442,1.70868
951,0,1.607096,0,3.382189,0,4.3973627,0.51237166,0,0,0,0,4.052686,0,0,2.3660269,0.04596602,0,0,0,0.8441119,0,0,1.326274,0,0,0.703818,0,0,0,0,0,0,0.12843916,0,0,1.5414666,0,7.1712804,0.834343,0,0,0.7693457
952,0,0,0,1.6336284,3.6698368,0,0,4.5055704,0,0,2.1421862,8.6648445,0,0,0.9810641,0,2.436872,4.9477563,0,0,0,6.330686,3.0604515,0,0.59491104,0,11.9858,0,6.0434427,3.8950195,0,1.3132797,1.2987627,0,2.319748,0.42193785,4.28858,0,0.7504892,0,0,0
953,0,0,0,2.1352599,0,0,0,0,1.7121071,1.9326437,0,0.44201353,2.5074685,0,0,0,6.730642,0,0,0,10.56626,0,2.2872326,0.22365247,0.10795572,0,0,0,0,0,0,1.7332658,0,0,4.5364904,0,0,0,0,0.9021496,2.9127264,2.9348102
954,1.1228118,2.973754,4.0711145,0.3907838,0.25955296,0,0,0.637617,0,0,0.65457153,7.3623834,0,0.06040345,0,0,3.6913183,0,0,2.1480567,0,0,0,0,0,3.1267283,0,0,0,1.0258183,0,0,0,0,0.71385837,0,0,0,0,0,0.19731277,0
955,0,0,0,0.06762671,0,0,0,1.9392419,0,0,3.3342183,6.5082607,0,0,0,0,0,0,0,0,0,0,0.038681082,0,0,0,0,0,5.2830462,0.4097449,0,0,0,0,0,0,0,1.6411047,1.2712812,1.1518713,0,3.8350468
956,1.3224198,0.3419576,0,0,0,0,0,0,0,10.140214,0,4.099459,0,0,0,0,4.0411973,0,0.049701158,0,9.801804,0,0,3.9785256,0.5308712,0,0,1.9856415,0,1.6961548,0,5.894262,0,0,0,2.2927766,0,0,0,0,0,0
957,0,0,8.724987,0.9946781,1.7961808,5.4089103,0.33209017,0,0,0,2.6451242,0,1.8355666,0,0,0,0,1.2183228,0,3.8219204,10.16797,0,0,0.17882171,1.563995,0,0,1.258147,0,0,0.956648,0,16.15175,0,0,1.9870243,0.7389882,0,3.6081061,2.3900933,1.8873382,0
958,0,0,9.048953,0.4368291,5.1617174,0.64735734,0,0,0,0,0,0,9.93829,1.2863625,0,1.14271,0,2.1160657,2.469204,0,0,0,1.874467,0,0,0,0,0,0.20010261,0,0.019661188,0,0,0,0,0,5.426037,0,0,0,0,0
959,0.56078637,4.5942025,0,0,0,1.8692908,0.32110953,0,1.7581137,6.341673,1.2947924,0,0,0,2.8901925,5.487471,0,0,0,0,0,0,6.5436254,0,0,5.558937,0,0,0,0,0,2.0601528,0,3.9644966,0,0,0,1.2497367,0.34068903,0,4.37741,0
960,0,0,0,0,0,0.7729909,0.8991934,3.12359,0.035860386,0,0,0,0,1.1570086,0,0,0,2.8529363,1.904521,0.018694801,0,0,0,0,0.8540799,0,2.210366,0,0.4016944,0,3.342376,0,0,0,0,0,16.889956,1.6058681,2.526111,0,1.2328541,0
961,0,0,0,0,0,0,0.42547432,0.43977156,3.7039888,0.9604403,1.5137078,1.183214,0,0.7149241,0,0,3.493965,0,1.1292948,4.225848,19.56366,0,5.90482,0,0,0,0,0,0,0,2.9854462,6.129758,0,0.4238911,0.000658638,0,0,0,0.3249803,1.6453807,0,0
962,0,7.2669654,7.0221963,0.9192803,0,0,0,0,0,0,3.4186707,1.7872894,2.6551774,0,0,1.2711117,5.0219746,0,0.08807599,0,0,0,0,0.27787417,0,0,0,0,2.050915,3.7425523,1.0037568,0,0,0,1.4556684,0.7533658,0,0,0,0,0.6011944,0
963,5.492743,0.7135863,8.736781,1.6344875,0,0,0.96076185,1.3415898,0,0,0,0,0,0,1.1766831,0,2.8425999,0,0.9234734,3.434674,8.601228,0.6967981,0,0,2.1109076,0,0,5.372085,0,0,0,0,0,0,0,1.4869248,0,0,0,0,3.0274513,0
964,0,0,0,0,0,0,0.26343405,0,0,5.489992,0,0,0,1.8291202,3.9749546,0,0,0,3.5468094,0,1.2756646,0,0,0,1.4953825,0,0,1.6747766,0,0,0,0,0,2.846305,0.08581621,2.832223,0,0,0.62961024,0,0,0.7200431
965,0,8.656296,0,0.40728995,0,1.181609,0.8909436,0,0,0,0,0,0,0,0,0,0,1.7499878,3.4897401,2.2534966,0,0,1.8480859,0.87746024,0,3.6972306,0,0,0,0,0,3.5505502,2.978105,4.2893043,0.62311214,0,0,0,0,0,0,0
966,5.531783,0,0.70419025,0.2167002,0,0.9501531,1.2753395,0,0,2.2343605,0,0,5.605924,0,0,0,5.9036283,0,1.3844514,0,0,0,4.775392,0,0,0,0,3.549386,0,2.698802,2.2962563,0,0,0.42448026,0.27614683,0,3.8726883,0,4.939666,0,0,6.750042
967,0,0,0,1.015481,0.40984723,0,0,0.21346354,0,0,0,0,8.808376,0,0,0,0.9069957,0.7337103,1.4288433,1.4469736,0,0,2.4637327,1.0384641,0,2.7770312,11.694539,0,2.277644,1.1204548,0,0,0,4.3972387,0.11436227,0,0,2.7083044,0,2.8628955,0,0
968,3.6164043,0,3.7188327,0,0,0,0,0,0,4.8130946,0,0,4.5357885,0,0,2.917701,0,0,0,0.35033292,0,0,0.7738388,2.1331568,2.6673815,0,0,4.554892,2.297572,0,0,2.6875064,0,0,0,6.6403327,0,0,0,3.5369418,0,0
969,0.25086722,3.672497,0,0.15932561,0.84560645,0,0,2.69379,1.9130945,0,0,0,0,0.4861894,0,0,5.750325,0,2.9966552,0,13.34363,0,0,0,0,0,0,0,0,0,0,0,0,1.1904691,0.7616436,0,0,0,0,0.5442042,0,0
970,4.460447,0,0,0.8407571,1.5674993,5.673771,0.66191804,0,1.4512684,4.746819,0,0,15.543637,1.2461907,0,0,0,0,0,0,0,1.7268711,3.2488832,0.603846,0.6178791,0,0,0,0,0,0,0,0,0.60561424,1.7185035,0,0,0,0,0,0.57774544,0
971,1.3607223,1.3013387,0,0,0,0,0,0,0,0,0,0,13.976819,0.48348466,0,0,0,1.1084883,3.5824068,1.585597,5.7367306,1.6588928,0,1.795927,0,0.60400194,0,1.2551852,0.3723637,0,0,0,0,0,1.2934829,0,0.57327014,0,0,1.0954103,0,4.5714912
